sector,yahoo_sector_key,rank,ticker,etf_name,source_url,retrieved_at_utc,screen_language,screen_region,screen_quote_type,screen_type_disp,screen_quote_source_name,screen_triggerable,screen_custom_price_alert_confidence,screen_yield_ttm,screen_pe_ttm,screen_annual_return_nav_y3,screen_annual_return_nav_y5,screen_currency,screen_exchange,screen_fifty_two_week_high,screen_fifty_two_week_low,screen_dividend_yield,screen_short_name,screen_regular_market_change_percent,screen_net_expense_ratio,screen_bid,screen_ask,screen_has_pre_post_market_data,screen_first_trade_date_milliseconds,screen_price_hint,screen_pre_market_change,screen_pre_market_change_percent,screen_pre_market_time,screen_pre_market_price,screen_regular_market_change,screen_fullday_change,screen_fullday_change_percent,screen_fullday_price,screen_regular_market_time,screen_regular_market_price,screen_regular_market_day_high,screen_regular_market_day_range,screen_regular_market_day_low,screen_regular_market_volume,screen_regular_market_previous_close,screen_bid_size,screen_ask_size,screen_market,screen_message_board_id,screen_full_exchange_name,screen_long_name,screen_regular_market_open,screen_average_daily_volume3_month,screen_average_daily_volume10_day,screen_corporate_actions,screen_fifty_two_week_low_change,screen_fifty_two_week_low_change_percent,screen_fifty_two_week_range,screen_fifty_two_week_high_change,screen_fifty_two_week_high_change_percent,screen_fifty_two_week_change_percent,screen_trailing_annual_dividend_rate,screen_trailing_pe,screen_trailing_annual_dividend_yield,screen_ytd_return,screen_trailing_three_month_returns,screen_trailing_three_month_nav_returns,screen_net_assets,screen_market_state,screen_eps_trailing_twelve_months,screen_fifty_day_average,screen_fifty_day_average_change,screen_fifty_day_average_change_percent,screen_two_hundred_day_average,screen_two_hundred_day_average_change,screen_two_hundred_day_average_change_percent,screen_source_interval,screen_exchange_data_delayed_by,screen_exchange_timezone_name,screen_exchange_timezone_short_name,screen_gmt_off_set_milliseconds,screen_esg_populated,screen_tradeable,screen_crypto_tradeable,screen_symbol,screen_financial_currency,screen_shares_outstanding,screen_book_value,screen_price_to_book,screen_ipo_expected_date,screen_dividend_date,screen_earnings_timestamp_start,screen_earnings_timestamp_end,screen_earnings_call_timestamp_start,screen_earnings_call_timestamp_end,screen_is_earnings_date_estimate,screen_display_name,screen_prev_name,screen_name_change_date
Materials,basic-materials,21,SLVR,Sprott Silver Miners & Physical Silver ETF,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_basic-materials/,2026-08-31T12:23:26+00:00,en-US,US,ETF,ETF,Nasdaq Real Time Price,False,LOW,4.3,20.056157,,,USD,NGM,85.9,35.366,4.3,Sprott Silver Miners & Physical,-4.376135,0.65,53.52,54.24,True,1736951400000,2,0.7738991,1.2254933,1788178645.0,63.9239,-2.8899994,-2.8899994,-4.376135,63.9239,1787947201,63.15,67.23,62.2301 - 67.23,62.2301,252490,66.04,3.0,3.0,us_market,finmb_1887728648,NasdaqGM,Sprott Silver Miners & Physical Silver ETF,67.17,145447,173070,[],27.784,0.7856133,35.366 - 85.9,-22.75,-0.26484284,71.9303,0.0,26.541204,0.0,-14.2992,-19.05699,-19.05699,609397820.0,PRE,2.3793194,53.6026,9.547401,0.17811452,58.9544,4.1956024,0.07116691,15,0,America/New_York,EDT,-14400000,False,False,False,SLVR,,,,,2025-01-15,,,,,,,SILVERspac,,
Materials,basic-materials,22,FMAT,Fidelity MSCI Materials Index ETF,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_basic-materials/,2026-08-31T12:23:26+00:00,en-US,US,ETF,ETF,Delayed Quote,False,LOW,1.46,23.046785,13.66281,27.60483,USD,PCX,62.84,48.76,1.46,Fidelity MSCI Materials Index E,-0.424355,0.084,0.0,0.0,True,1382621400000,2,,,,,-0.260002,-0.260002,-0.424355,,1787947200,61.01,61.545,60.7401 - 61.545,60.7401,43800,61.27,1000.0,800.0,us_market,finmb_243638576,NYSEArca,Fidelity MSCI Materials Index ETF,61.57,54215,42350,[],12.25,0.25123054,48.76 - 62.84,-1.8300018,-0.029121608,15.330815,0.0,24.662865,0.0,8.12017,-3.72962,-3.72962,578673920.0,PRE,2.4737597,59.039,1.9709969,0.03338466,57.7344,3.2755966,0.056735612,15,0,America/New_York,EDT,-14400000,False,False,False,FMAT,,,,,,,,,,,,,,
Materials,basic-materials,23,SGDM,Sprott Gold Miners ETF,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_basic-materials/,2026-08-31T12:23:26+00:00,en-US,US,ETF,ETF,Delayed Quote,False,LOW,1.18,11.82872,2.6963,-9.24765,USD,PCX,96.5,53.02,1.18,Sprott Gold Miners ETF,-3.73897,0.46,0.0,0.0,True,1405431000000,2,,,,,-3.22,-3.22,-3.73897,,1787947200,82.9,86.645,82.04 - 86.645,82.04,56098,86.12,100.0,100.0,us_market,finmb_265512660,NYSEArca,Sprott Gold Miners ETF,86.6,44488,48950,[],29.880001,0.56356096,53.02 - 96.5,-13.599998,-0.14093262,52.501846,0.0,15.901912,0.0,-11.43817,-14.50769,-14.50769,545740480.0,PRE,5.2132096,68.50374,14.396263,0.21015295,73.50349,9.396515,0.12783767,15,0,America/New_York,EDT,-14400000,False,False,False,SGDM,,,,,,,,,,,,,,
Materials,basic-materials,24,SETM,Sprott Critical Materials ETF,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_basic-materials/,2026-08-31T12:23:26+00:00,en-US,US,ETF,ETF,Nasdaq Real Time Price,False,LOW,1.58,18.577002,,,USD,NGM,40.55,21.201,1.58,Sprott Critical Materials ETF,-3.693413,0.65,31.06,31.59,True,1675348200000,2,0.0,0.0,1788175538.0,34.68,-1.329998,-1.329998,-3.693413,34.68,1787947200,34.68,36.24,34.47 - 36.24,34.47,146809,36.01,2.0,2.0,us_market,finmb_1802733259,NasdaqGM,Sprott Critical Materials ETF,36.24,175684,144630,[],13.479,0.6357719,21.201 - 40.55,-5.869999,-0.14475954,59.521614,0.0,22.542002,0.0,-0.83276,-21.95522,-21.95522,510211680.0,PRE,1.5384614,31.4125,3.2675,0.1040191,33.02488,1.6551208,0.050117392,15,0,America/New_York,EDT,-14400000,False,False,False,SETM,,,,,2023-02-02,,,,,,,,,
Materials,basic-materials,25,ICOP,iShares Copper and Metals Mining ETF,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_basic-materials/,2026-08-31T12:23:26+00:00,en-US,US,ETF,ETF,Nasdaq Real Time Price,False,LOW,1.78,18.737118,,,USD,NGM,60.93,31.86,1.78,iShares Copper and Metals Minin,-2.3078191,0.47,49.99,58.86,True,1687786200000,2,-0.23649979,-0.4019371,1788174014.0,58.6035,-1.3899994,-1.3899994,-2.3078191,58.6035,1787947201,58.84,60.56,58.5 - 60.56,58.5,250997,60.23,2.0,2.0,us_market,finmb_1823240728,NasdaqGM,iShares Copper and Metals Mining ETF,60.56,108806,186830,[],26.98,0.84682983,31.86 - 60.93,-2.0900002,-0.03430166,81.19111,0.0,22.016806,0.0,13.75004,0.83507,0.83507,430645120.0,PRE,2.672504,51.88656,6.9534416,0.13401239,49.73713,9.102871,0.18301962,15,0,America/New_York,EDT,-14400000,False,False,False,ICOP,,,,,2023-06-23,,,,,,,,,
Materials,basic-materials,26,FXZ,First Trust Materials AlphaDEX Fund,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_basic-materials/,2026-08-31T12:23:26+00:00,en-US,US,ETF,ETF,Delayed Quote,False,LOW,1.42,20.226537,16.13979,30.89432,USD,PCX,88.25,57.87,1.42,First Trust Materials AlphaDEX ,-1.7588,0.64,0.0,90.84,True,1178890200000,2,,,,,-1.54,-1.54,-1.7588,,1787947192,86.02,88.25,85.58 - 88.25,85.58,19741,87.56,200.0,100.0,us_market,finmb_34336542,NYSEArca,First Trust Materials AlphaDEX Fund,87.95,48615,23010,[],28.149998,0.4864351,57.87 - 88.25,-2.2300034,-0.02526916,40.53259,0.0,22.30624,0.0,19.06717,-3.78933,-3.78933,368164896.0,PRE,3.85632,80.5512,5.468796,0.06789217,75.6095,10.4105,0.13768773,15,0,America/New_York,EDT,-14400000,False,False,False,FXZ,,,,,,,,,,,,,,
Materials,basic-materials,27,JNUG,Direxion Daily Junior Gold Miners Index Bull 2X Shares,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_basic-materials/,2026-08-31T12:23:26+00:00,en-US,US,ETF,ETF,Nasdaq Real Time Price,False,LOW,2.63,12.786089,-4.38975,-46.5345,USD,PCX,363.55,99.42,2.63,Direxion Daily Junior Gold Mine,-8.91977,1.03,195.0,0.0,True,1380807000000,2,3.2100067,1.6372573,1788178998.0,199.27,-19.19,3.2100067,1.6372573,199.27,1787947200,195.95,219.5,190.95 - 219.5,190.95,631766,215.14,100.0,200.0,us_market,finmb_247759518,NYSEArca,Direxion Daily Junior Gold Miners Index Bull 2X Shares,218.265,332149,323330,[],96.53,0.9709314,99.42 - 363.55,-167.59999,-0.46100947,68.71879,0.0,22.55522,0.0,-45.60784,-39.15719,-39.15719,354312512.0,PRE,8.687568,142.4014,53.5486,0.37603983,197.36024,-1.4102478,-0.0071455515,15,0,America/New_York,EDT,-14400000,False,False,False,JNUG,,,,,,,,,,,,,,
Materials,basic-materials,28,MXI,iShares Global Materials ETF,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_basic-materials/,2026-08-31T12:23:26+00:00,en-US,US,ETF,ETF,Delayed Quote,False,LOW,1.73,21.663778,14.49124,15.35604,USD,PCX,118.51,87.82,1.73,iShares Global Materials ETF,-0.921739,0.37,114.1,122.82,True,1158931800000,2,,,,,-1.08,-1.08,-0.921739,,1787947154,116.09,118.04,115.925 - 118.04,115.925,31185,117.17,200.0,100.0,us_market,finmb_29247279,NYSEArca,iShares Global Materials ETF,118.04,23063,56750,[],28.269997,0.3219084,87.82 - 118.51,-2.4200058,-0.020420266,29.506922,,23.763361,,10.54169,-2.95572,-2.95572,338665600.0,PRE,4.8852515,108.9584,7.1315994,0.0654525,106.32785,9.762146,0.09181175,15,0,America/New_York,EDT,-14400000,False,False,False,MXI,,,,,,,,,,,,,,
Materials,basic-materials,29,VGHY,Vanguard High-Yield Active ETF,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_basic-materials/,2026-08-31T12:23:26+00:00,en-US,US,ETF,ETF,Delayed Quote,False,LOW,,,,,USD,BTS,77.515,73.5,,Vanguard High-Yield Active ETF,-0.150711,0.22,0.0,0.0,True,1758115800000,2,,,,,-0.112701,-0.112701,-0.150711,,1787946757,74.6673,74.785,74.615 - 74.785,74.615,33498,74.78,100.0,100.0,us_market,finmb_1951254562,Cboe US,Vanguard High-Yield Active ETF,74.75,43987,31790,[],1.1672974,0.015881596,73.5 - 77.515,-2.847702,-0.03673743,-0.65593123,0.0,40.593147,0.0,1.56771,0.37341,0.37341,306691200.0,PRE,1.8394065,74.54766,0.119636536,0.0016048328,74.91875,-0.25144958,-0.0033562973,15,0,America/New_York,EDT,-14400000,False,False,False,VGHY,,,,,,,,,,,,,,
Materials,basic-materials,30,SGDJ,Sprott Junior Gold Miners ETF,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_basic-materials/,2026-08-31T12:23:26+00:00,en-US,US,ETF,ETF,Delayed Quote,False,LOW,9.55,11.755025,6.74855,-15.47425,USD,PCX,115.775,58.5,9.55,Sprott Junior Gold Miners ETF,-3.9123,0.5,94.5,104.41,True,1427808600000,2,-0.11249542,-0.11344553,1788177592.0,99.05,-4.0375,-4.0375,-3.9123,99.05,1787947004,99.1625,104.45,97.7299 - 104.45,97.7299,91060,103.2,100.0,100.0,us_market,finmb_285064774,NYSEArca,Sprott Junior Gold Miners ETF,104.06,53873,51080,[],40.6625,0.69508547,58.5 - 115.775,-16.612503,-0.14348955,65.49232,0.0,15.808637,0.0,-12.87309,-16.56993,-16.56993,269134688.0,PRE,6.272679,83.0015,16.160995,0.19470726,88.76087,10.401627,0.11718707,15,0,America/New_York,EDT,-14400000,False,False,False,SGDJ,,,,,,,,,,,,,,
Materials,basic-materials,31,WOOD,iShares Global Timber & Forestry ETF,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_basic-materials/,2026-08-31T12:23:26+00:00,en-US,US,ETF,ETF,Nasdaq Real Time Price,False,LOW,2.35,13.140604,13.83414,16.7299,USD,NGM,83.32,64.53,2.35,iShares Global Timber & Forestr,-0.638841,0.39,72.33,73.54,True,1214400600000,2,,,,,-0.46379852,-0.3600006,-0.49586865,,1787947200,72.1362,72.905,71.97 - 72.905,71.97,16247,72.6,2.0,2.0,us_market,finmb_78977234,NasdaqGM,iShares Global Timber & Forestry ETF,72.87,17519,25210,[],7.606201,0.11787078,64.53 - 83.32,-11.1838,-0.13422707,-3.5948157,0.0,13.218212,0.0,0.47176,5.38202,5.38202,266771136.0,PRE,5.457334,69.8472,2.2890015,0.032771558,71.18655,0.9496536,0.013340352,15,0,America/New_York,EDT,-14400000,False,False,False,WOOD,,,,,,1482969600.0,,,,,,,,
Materials,basic-materials,32,COPP,Sprott Copper Miners ETF,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_basic-materials/,2026-08-31T12:23:26+00:00,en-US,US,ETF,ETF,Nasdaq Real Time Price,False,LOW,2.14,21.195422,,,USD,NGM,47.46,23.95,2.14,Sprott Copper Miners ETF,-2.5649273,0.66,33.44,42.16,True,1709735400000,2,-0.29500198,-0.6498557,1788175731.0,45.1,-1.1949997,-1.1949997,-2.5649273,45.1,1787947201,45.395,46.6594,45.1 - 46.6594,45.1,78471,46.59,2.0,1.0,us_market,finmb_1867980280,NasdaqGM,Sprott Copper Miners ETF,46.63,119496,118300,[],21.445,0.8954071,23.95 - 47.46,-2.0649986,-0.043510295,85.588715,0.0,24.987045,0.0,10.90579,3.44674,3.44674,263000176.0,PRE,1.8167415,40.09152,5.303482,0.13228439,38.28056,7.114441,0.18584996,15,0,America/New_York,EDT,-14400000,False,False,False,COPP,,,,,2024-03-06,,,,,,,,,
Materials,basic-materials,33,VGMS,Vanguard Multi-Sector Income Bond ETF,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_basic-materials/,2026-08-31T12:23:26+00:00,en-US,US,ETF,ETF,Delayed Quote,False,LOW,5.18,36.127168,,,USD,BTS,52.2,50.48,5.18,Vanguard Multi-Sector Income Bo,-0.264262,0.3,47.95,54.0,True,1749648600000,2,,,,,-0.134998,-0.134998,-0.264262,,1787946241,50.95,51.1,50.95 - 51.1,50.95,34326,51.085,800.0,600.0,us_market,finmb_1936548521,Cboe US,Vanguard Multi-Sector Income Bond ETF,51.07,43019,46880,[],0.47000122,0.009310642,50.48 - 52.2,-1.25,-0.02394636,-0.565964,,36.30531,,1.08764,0.27241,0.27241,249444000.0,PRE,1.403376,51.01118,-0.061180115,-0.0011993472,51.337765,-0.38776398,-0.007553192,15,0,America/New_York,EDT,-14400000,False,False,False,VGMS,,,,,,,,,,,,,,
Materials,basic-materials,34,RSPM,Invesco S&P 500 Equal Weight Materials ETF,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_basic-materials/,2026-08-31T12:23:26+00:00,en-US,US,ETF,ETF,Delayed Quote,False,LOW,1.76,24.654832,8.27653,31.23197,USD,PCX,41.71,30.98,1.76,Invesco S&P 500 Equal Weight Ma,-0.156054,0.4,38.98,0.0,True,1162909800000,2,-0.52000046,-1.2738864,1788176700.0,40.3,-0.0638008,-0.4899025,-1.2010387,40.3,1787947200,40.82,41.38,40.59 - 41.38,40.59,11348,40.8838,1700.0,3100.0,us_market,finmb_30149166,NYSEArca,Invesco S&P 500 Equal Weight Materials ETF,41.09,22863,18600,[],9.84,0.31762427,30.98 - 41.71,-0.8899994,-0.021337794,21.524261,,25.841835,,15.45681,-0.48011,-0.48011,189465968.0,PRE,1.5796092,39.544,1.276001,0.03226788,37.9537,2.8662987,0.075520925,15,0,America/New_York,EDT,-14400000,False,False,False,RSPM,,,,,,,,,,,,,,
Materials,basic-materials,35,SLX,VanEck Steel ETF,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_basic-materials/,2026-08-31T12:23:26+00:00,en-US,US,ETF,ETF,Nasdaq Real Time Price,False,LOW,1.25,19.964065,31.306,28.3097,USD,PCX,114.0,69.12,1.25,VanEck Steel ETF,-0.947782,0.55,102.24,0.0,True,1161091800000,2,,,,,-1.04,-1.04,-0.947782,,1787947200,108.69,109.48,108.1157 - 109.48,108.1157,10144,109.73,300.0,500.0,us_market,finmb_29729860,NYSEArca,VanEck Steel ETF,110.14,42314,24600,[],39.57,0.5724826,69.12 - 114.0,-5.3099976,-0.046578925,55.493557,0.0,20.587233,0.0,24.30711,1.81607,1.81607,168636400.0,PRE,5.2794857,103.9218,4.7682037,0.045882612,97.13765,11.552353,0.11892766,15,0,America/New_York,EDT,-14400000,False,False,False,SLX,,,,,,,,,,,,,,
Materials,basic-materials,36,GOAU,U.S. Global GO GOLD and Precious Metal Miners ETF,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_basic-materials/,2026-08-31T12:23:26+00:00,en-US,US,ETF,ETF,Delayed Quote,False,LOW,1.09,15.610365,10.67325,-8.71679,USD,PCX,57.09,33.71,1.09,US Global GO Gold and Precious ,-3.89151,0.6,41.11,54.77,True,1498743000000,2,,,,,-1.98,-1.98,-3.89151,,1787947200,48.9,50.5358,48.4936 - 50.5358,48.4936,36442,50.88,300.0,300.0,us_market,finmb_430331952,NYSEArca,U.S. Global GO GOLD and Precious Metal Miners ETF,50.97,34198,27100,[],15.190002,0.45060822,33.71 - 57.09,-8.189999,-0.14345768,42.010807,,20.8145,,-14.08149,-13.01797,-13.01797,162831552.0,PRE,2.3493237,40.57106,8.328941,0.20529267,43.81849,5.0815125,0.11596731,15,0,America/New_York,EDT,-14400000,False,False,False,GOAU,,,,,,,,,,,,,,
Materials,basic-materials,37,COPJ,Sprott Junior Copper Miners ETF,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_basic-materials/,2026-08-31T12:23:26+00:00,en-US,US,ETF,ETF,Nasdaq Real Time Price,False,LOW,,,,,USD,NGM,53.945,27.0,11.54,Sprott Junior Copper Miners ETF,-3.246886,0.75,41.99,42.68,True,1675348200000,2,1.0100021,2.1353111,1788171063.0,48.31,-1.5900002,-1.670002,-3.4102552,48.31,1787947200,47.38,49.33,47.2 - 49.33,47.2,83642,48.97,3.0,1.0,us_market,finmb_1802730191,NasdaqGM,Sprott Junior Copper Miners ETF,49.23,79882,97070,[],20.380001,0.75481486,27.0 - 53.945,-6.5649986,-0.121698,73.330894,0.0,23.625296,0.0,0.51033,-4.30029,-4.30029,145365392.0,PRE,2.0054777,41.62806,5.7519417,0.13817462,41.871647,5.508354,0.13155332,15,0,America/New_York,EDT,-14400000,False,False,False,COPJ,,,,,2023-02-02,,,,,,,,,
Materials,basic-materials,38,GDMN,WisdomTree Efficient Gold Plus Gold Miners Strategy Fund,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_basic-materials/,2026-08-31T12:23:26+00:00,en-US,US,ETF,ETF,Delayed Quote,False,LOW,3.49,12.09775,,,USD,BTS,147.27,62.18,3.49,WisdomTree Efficient Gold Plus ,-6.76106,0.45,0.0,0.0,True,1639665000000,2,0.881897,0.8869526,1788177035.0,100.3119,-7.21,0.56689453,0.5683438,100.3119,1787947199,99.43,107.13,98.3801 - 107.13,98.3801,92890,106.64,600.0,200.0,us_market,finmb_1681262913,Cboe US,WisdomTree Efficient Gold Plus Gold Miners Strategy Fund,106.81,50209,85170,[],37.25,0.5990672,62.18 - 147.27,-47.840004,-0.32484555,53.48873,0.0,16.721987,0.0,-23.10965,-24.9084,-24.9084,140270496.0,PRE,5.946064,81.5044,17.925598,0.2199341,97.01668,2.4133224,0.024875335,15,0,America/New_York,EDT,-14400000,False,False,False,GDMN,,,,,,,,,,,,,,
Materials,basic-materials,39,GBUG,Sprott Active Gold & Silver Miners ETF,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_basic-materials/,2026-08-31T12:23:26+00:00,en-US,US,ETF,ETF,Nasdaq Real Time Price,False,LOW,1.75,12.370114,,,USD,NGM,59.02,30.9,1.75,Sprott Active Gold & Silver Min,-3.8482983,0.9,40.6,47.03,True,1740061800000,2,0.18999863,0.36736006,1788176701.0,51.91,-2.0699997,-2.0699997,-3.8482983,51.91,1787947201,51.72,54.5,51.1001 - 54.5,51.1001,66042,53.79,2.0,2.0,us_market,finmb_1913073300,NasdaqGM,Sprott Active Gold & Silver Miners ETF,54.5,35604,55290,[],20.820002,0.67378646,30.9 - 59.02,-7.299999,-0.12368687,62.79509,0.0,16.534237,0.0,-10.95828,-11.3242,-11.3242,140229024.0,PRE,3.128055,42.95384,8.766163,0.20408334,45.10075,6.6192513,0.14676587,15,0,America/New_York,EDT,-14400000,False,False,False,GBUG,,,,,2025-02-20,,,,,,,,,
Materials,basic-materials,40,AOHY,Angel Oak High Yield Opportunities ETF,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_basic-materials/,2026-08-31T12:23:26+00:00,en-US,US,ETF,ETF,Nasdaq Real Time Price,False,LOW,6.75,2.3696682464454977,,,USD,NGM,11.29,10.86,6.61,Angel Oak High Yield Opportunit,-0.22162187,0.55,7.88,14.2,True,1708439400000,2,,,,,-0.024600029,-0.025000572,-0.22523038,,1787947200,11.0754,11.1,11.07 - 11.1,11.07,74986,11.1,2.0,2.0,us_market,finmb_327374480,NasdaqGM,Angel Oak High Yield Opportunities ETF,11.07,58436,48500,[],0.2154007,0.01983432,10.86 - 11.29,-0.21459961,-0.019007938,-0.66373944,0.0,2.3601642,0.0,2.45381,0.91092,0.91092,124373656.0,PRE,4.69264,11.04102,0.03437996,0.0031138388,11.079635,-0.004234314,-0.0003821709,15,0,America/New_York,EDT,-14400000,False,False,False,AOHY,,,,,2024-12-20,,,,,,,,,
Materials,basic-materials,41,FTRI,First Trust Indxx Global Natural Resources Income ETF,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_basic-materials/,2026-08-31T12:23:26+00:00,en-US,US,ETF,ETF,Nasdaq Real Time Price,False,LOW,2.09,13.741927,1.73996,25.86506,USD,NGM,19.13,14.45,2.09,First Trust Indxx Global Natura,-1.1163037,0.7,17.12,17.16,True,1270042200000,2,,,,,-0.20779991,-0.21500015,-1.1549834,,1787947200,18.4072,18.72,18.34 - 18.72,18.34,20709,18.615,1.0,1.0,us_market,finmb_99552270,NasdaqGM,First Trust Indxx Global Natural Resources Income ETF,18.71,40371,24230,[],3.9572,0.27385467,14.45 - 19.13,-0.7227993,-0.037783552,22.325588,0.0,15.12825,0.0,7.24005,-4.84474,-4.84474,123799088.0,PRE,1.2167435,16.8848,1.5223999,0.09016393,17.0183,1.3889008,0.08161219,15,0,America/New_York,EDT,-14400000,False,False,False,FTRI,,,,,,1490918400.0,,,,,,,,
Materials,basic-materials,42,GDXD,MicroSectors Gold Miners -3X Inverse Leveraged ETNs,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_basic-materials/,2026-08-31T12:23:26+00:00,en-US,US,ETF,ETF,Nasdaq Real Time Price,False,LOW,0.0,12.797543,,,USD,PCX,327.0,14.25,0.0,MicroSectors Gold Miners -3X In,12.0134,0.95,16.33,16.62,True,1607005800000,2,-0.1385994,-0.8285176,1788179003.0,16.59,1.79,-0.1385994,-0.8285176,16.59,1787947200,16.69,17.17,14.47 - 17.17,14.47,7449172,14.9,2800.0,200.0,us_market,finmb_697832108,NYSEArca,MicroSectors Gold Miners -3X Inverse Leveraged ETNs,14.66,1305477,4099050,[],2.4400005,0.17122811,14.25 - 327.0,-310.31,-0.94896024,-94.50987,0.0,4.3590617,0.0,-42.41406,15.92274,15.92274,122498272.0,PRE,3.828806,39.064,-22.373999,-0.57275236,53.5293,-36.839302,-0.68820816,15,0,America/New_York,EDT,-14400000,False,False,False,GDXD,,,,,,,1756125000.0,1756470600.0,1748433600.0,1748433600.0,False,,,
Materials,basic-materials,43,BATT,Amplify Lithium & Battery Technology ETF,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_basic-materials/,2026-08-31T12:23:26+00:00,en-US,US,ETF,ETF,Delayed Quote,False,LOW,1.77,23.046785,-6.75189,16.76281,USD,PCX,18.08,10.814,1.77,Amplify Lithium & Battery Techn,-1.24301,0.59,15.45,16.5,True,1528291800000,2,,,,,-0.2,-0.2,-1.24301,,1787947182,15.89,16.16,15.85 - 16.16,15.85,19874,16.09,100.0,600.0,us_market,finmb_560115404,NYSEArca,Amplify Lithium & Battery Technology ETF,16.14,54490,29240,[],5.076,0.46939155,10.814 - 18.08,-2.1899996,-0.1211283,45.379684,0.0,25.537895,0.0,4.78911,-13.56364,-13.56364,116199672.0,PRE,0.6222126,15.07224,0.81776047,0.054256067,15.25946,0.6305399,0.041321244,15,0,America/New_York,EDT,-14400000,False,False,False,BATT,,,,,,,,,,,,,,
Materials,basic-materials,44,GOEX,Global X Gold Explorers ETF,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_basic-materials/,2026-08-31T12:23:26+00:00,en-US,US,ETF,ETF,Delayed Quote,False,LOW,2.57,12.416191,2.66769,-14.24799,USD,PCX,110.19,55.42,2.57,Global X Gold Explorers ETF,-4.25464,0.65,0.0,0.0,True,1288877400000,2,0.44480133,0.4779973,1788176700.0,93.5,-4.1351,-4.1351,-4.25464,93.5,1787947048,93.0552,97.5,92.6 - 97.5,92.6,11399,97.1903,600.0,200.0,us_market,finmb_115372430,NYSEArca,Global X Gold Explorers ETF,97.49,10117,25840,[],37.6352,0.6790906,55.42 - 110.19,-17.134804,-0.15550235,62.012527,,16.858236,,-15.54885,-15.78691,-15.78691,104438760.0,PRE,5.5198655,76.8398,16.2154,0.21102868,83.09285,9.962349,0.11989418,15,0,America/New_York,EDT,-14400000,False,False,False,GOEX,,,,,,,,,,,,,,
Materials,basic-materials,45,BPRO,Bitwise Proficio Currency Debasement ETF,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_basic-materials/,2026-08-31T12:23:26+00:00,en-US,US,EQUITY,Equity,Delayed Quote,False,LOW,,,,,USD,PCX,30.29,18.13,,Bitwise Proficio Currency Debas,-3.18112,,0.0,0.0,True,1769092200000,2,-0.28750038,-1.3165444,1788177595.0,21.55,-0.717501,-0.29500008,-1.3504238,21.55,1787945807,21.8375,22.42,21.7601 - 22.42,21.7601,1428,22.555,100.0,300.0,us_market,finmb_1966997029,NYSEArca,Bitwise Proficio Currency Debasement ETF,22.42,7277,14160,[],3.7075005,0.20449534,18.13 - 30.29,-8.452501,-0.27905253,-13.547111,0.0,15.044419,0.0,,,,,PRE,1.4515349,19.9081,1.9293995,0.0969153,22.024303,-0.18680382,-0.008481713,15,0,America/New_York,EDT,-14400000,False,False,False,BPRO,,,,,,,,,,,,,,
Materials,basic-materials,46,METL,Sprott Active Metals & Miners ETF,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_basic-materials/,2026-08-31T12:23:26+00:00,en-US,US,ETF,ETF,Nasdaq Real Time Price,False,LOW,,,,,USD,NGM,34.459,19.886,,Sprott Active Metals & Miners E,-2.9850006,0.99,19.2,34.12,True,1757511000000,2,,,,,-0.8955002,-0.8525009,-2.8416698,,1787947200,29.1045,30.13,28.92 - 30.13,28.92,16675,30.0,2.0,2.0,us_market,finmb_1948365491,NasdaqGM,Sprott Active Metals & Miners ETF,29.62,21074,20710,[],9.2185,0.46356735,19.886 - 34.459,-5.3545,-0.15538757,44.800995,0.0,23.613424,0.0,-3.22176,-15.57213,-15.57213,77049008.0,PRE,1.2325404,26.2736,2.8309002,0.10774695,27.4068,1.6977005,0.0619445,15,0,America/New_York,EDT,-14400000,False,False,False,METL,,,,,2025-09-10,,,,,,,,,
