sector,yahoo_sector_key,rank,ticker,etf_name,source_url,retrieved_at_utc,screen_language,screen_region,screen_quote_type,screen_type_disp,screen_quote_source_name,screen_triggerable,screen_custom_price_alert_confidence,screen_yield_ttm,screen_pe_ttm,screen_annual_return_nav_y3,screen_annual_return_nav_y5,screen_currency,screen_exchange,screen_fifty_two_week_high,screen_fifty_two_week_low,screen_dividend_yield,screen_short_name,screen_regular_market_change_percent,screen_net_expense_ratio,screen_bid,screen_ask,screen_has_pre_post_market_data,screen_first_trade_date_milliseconds,screen_price_hint,screen_pre_market_change,screen_pre_market_change_percent,screen_pre_market_time,screen_pre_market_price,screen_regular_market_change,screen_fullday_change,screen_fullday_change_percent,screen_fullday_price,screen_regular_market_time,screen_regular_market_price,screen_regular_market_day_high,screen_regular_market_day_range,screen_regular_market_day_low,screen_regular_market_volume,screen_regular_market_previous_close,screen_bid_size,screen_ask_size,screen_market,screen_message_board_id,screen_full_exchange_name,screen_long_name,screen_regular_market_open,screen_average_daily_volume3_month,screen_average_daily_volume10_day,screen_corporate_actions,screen_fifty_two_week_low_change,screen_fifty_two_week_low_change_percent,screen_fifty_two_week_range,screen_fifty_two_week_high_change,screen_fifty_two_week_high_change_percent,screen_fifty_two_week_change_percent,screen_trailing_annual_dividend_rate,screen_trailing_pe,screen_trailing_annual_dividend_yield,screen_ytd_return,screen_trailing_three_month_returns,screen_trailing_three_month_nav_returns,screen_net_assets,screen_market_state,screen_eps_trailing_twelve_months,screen_fifty_day_average,screen_fifty_day_average_change,screen_fifty_day_average_change_percent,screen_two_hundred_day_average,screen_two_hundred_day_average_change,screen_two_hundred_day_average_change_percent,screen_source_interval,screen_exchange_data_delayed_by,screen_exchange_timezone_name,screen_exchange_timezone_short_name,screen_gmt_off_set_milliseconds,screen_esg_populated,screen_tradeable,screen_crypto_tradeable,screen_symbol,screen_financial_currency,screen_shares_outstanding,screen_book_value,screen_price_to_book,screen_ipo_expected_date,screen_dividend_date,screen_earnings_timestamp_start,screen_earnings_timestamp_end,screen_earnings_call_timestamp_start,screen_earnings_call_timestamp_end,screen_is_earnings_date_estimate,screen_display_name,screen_prev_name,screen_name_change_date
Materials,basic-materials,47,PYZ,Invesco Dorsey Wright Basic Materials Momentum ETF,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_basic-materials/,2026-08-31T12:23:26+00:00,en-US,US,ETF,ETF,Nasdaq Real Time Price,False,LOW,0.5,25.3614,9.61517,32.71402,USD,NGM,134.1,97.09,0.5,Invesco Dorsey Wright Basic Mat,-0.37507063,0.6,125.57,126.17,True,1160659800000,2,,,,,-0.46820068,0.0,0.0,,1787947200,124.3618,124.3618,124.3618 - 124.3618,124.3618,351,124.83,15.0,15.0,us_market,finmb_29596592,NasdaqGM,Invesco Dorsey Wright Basic Materials Momentum ETF,124.3618,1568,740,[],27.271805,0.280892,97.09 - 134.1,-9.738205,-0.072618976,20.573975,0.0,26.664549,0.0,7.69199,-7.77481,-7.77481,72139624.0,PRE,4.663938,123.4256,0.936203,0.007585161,121.8338,2.5279999,0.020749576,15,0,America/New_York,EDT,-14400000,False,False,False,PYZ,,,,,,1522281600.0,,,,,,,,
Materials,basic-materials,48,LENS,Sarmaya Thematic ETF,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_basic-materials/,2026-08-31T12:23:26+00:00,en-US,US,ETF,ETF,Delayed Quote,False,LOW,1.53,13.825522,,,USD,BTS,50.84,30.659,1.53,Sarmaya Thematic ETF,-1.87327,0.79,0.0,0.0,True,1738161000000,2,,,,,-0.889702,-0.889702,-1.87327,,1787946934,46.605,47.77,46.5603 - 47.77,46.5603,1438,47.4947,500.0,500.0,us_market,finmb_1916998289,Cboe US,Sarmaya Thematic ETF,47.77,9207,6070,[],15.945999,0.5201083,30.659 - 50.84,-4.2350006,-0.08330056,51.580692,0.0,15.908139,0.0,4.93431,-10.46848,-10.46848,56705240.0,PRE,2.9296324,41.7006,4.9044,0.117609814,42.910614,3.6943855,0.08609491,15,0,America/New_York,EDT,-14400000,False,False,False,LENS,,,,,,,,,,,,Presbia,,
Materials,basic-materials,49,SLJY,Amplify SILJ Junior Silver Miners Covered Call ETF,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_basic-materials/,2026-08-31T12:23:26+00:00,en-US,US,ETF,ETF,Nasdaq Real Time Price,False,LOW,,,,,USD,PCX,46.99,25.325,,Amplify SILJ Junior Silver Mine,-3.38238,0.76,31.0,0.0,True,1755610200000,2,0.57250214,1.8089964,1788178614.0,32.22,-1.1087,0.57250214,1.8089964,32.22,1787947200,31.67,33.1294,31.26 - 33.1294,31.26,80695,32.7787,400.0,500.0,us_market,finmb_1949193104,NYSEArca,Amplify SILJ Junior Silver Miners Covered Call ETF,33.15,40925,41890,[],6.3449993,0.2505429,25.325 - 46.99,-15.320002,-0.32602683,16.863464,0.0,19.118765,0.0,-8.84882,-14.15166,-14.15166,55144708.0,PRE,1.6564877,28.74196,2.9280396,0.10187334,33.00103,-1.3310299,-0.04033298,15,0,America/New_York,EDT,-14400000,False,False,False,SLJY,,,,,,,,,,,,,Amplify ETF Trust - Amplify SILJ Covered Call ETF,2026-08-29
Materials,basic-materials,50,NIKL,Sprott Nickel Miners ETF,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_basic-materials/,2026-08-31T12:23:26+00:00,en-US,US,ETF,ETF,Nasdaq Real Time Price,False,LOW,2.57,15.9821000479463,,,USD,NGM,21.855,12.23,3.07,Sprott Nickel Miners ETF,-2.5249612,0.75,13.89,15.12,True,1679491800000,2,-0.010000229,-0.06775223,1788174012.0,14.75,-0.38029957,-0.3015995,-2.00244,14.75,1787947200,14.6813,15.11,14.66 - 15.11,14.66,40118,15.0616,1.0,2.0,us_market,finmb_1802738135,NasdaqGM,Sprott Nickel Miners ETF,15.02,83501,49750,[],2.4513006,0.20043342,12.23 - 21.855,-7.1736994,-0.32824066,12.714016,0.0,14.655716,0.0,-17.63208,-24.63599,-24.63599,51880952.0,PRE,1.0017457,13.57206,1.1092405,0.08172971,15.70022,-1.01892,-0.064898446,15,0,America/New_York,EDT,-14400000,False,False,False,NIKL,,,,,2023-03-22,,,,,,,,,
Materials,basic-materials,51,REXC,Sprott Rare Earths Ex-China ETF,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_basic-materials/,2026-08-31T12:23:26+00:00,en-US,US,ETF,ETF,Nasdaq Real Time Price,False,LOW,,,,,USD,NGM,25.39,14.64,,Sprott Rare Earths Ex-China ETF,-4.2909455,0.65,17.19,17.4,True,1776259800000,2,0.33999825,1.8589296,1788174392.0,18.63,-0.8199997,-0.8199997,-4.2909455,18.63,1787947200,18.29,19.095,18.25 - 19.095,18.25,132888,19.11,3.0,1.0,us_market,finmb_1982723846,NasdaqGM,Sprott Rare Earths Ex-China ETF,19.06,146428,165600,[],3.6500006,0.24931698,14.64 - 25.39,-7.0999985,-0.2796376,-12.571705,0.0,,0.0,,-30.11333,-30.11333,47745440.0,PRE,,18.1524,0.13760185,0.0075803674,19.810526,-1.520525,-0.076753385,15,0,America/New_York,EDT,-14400000,False,False,False,REXC,,,,,2026-04-15,,,,,,,,,
Materials,basic-materials,52,EART,Global X Rare Earth & Critical Materials ETF,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_basic-materials/,2026-08-31T12:23:26+00:00,en-US,US,ETF,ETF,Nasdaq Real Time Price,False,LOW,0.69,19.215988,,,USD,NGM,36.92,20.441,0.69,Global X Rare Earth & Critical ,-0.92148185,0.59,21.14,37.72,True,1643293800000,2,,,,,-0.2933998,-0.32500076,-1.020731,,1787947200,31.5466,32.19,31.485 - 32.19,31.485,6088,31.84,2.0,2.0,us_market,finmb_427409335,NasdaqGM,Global X Rare Earth & Critical Materials ETF,32.19,17014,8820,[],11.1056,0.5433003,20.441 - 36.92,-5.373398,-0.14554165,51.59539,,22.299028,,-1.22864,-14.9426,-14.9426,38791688.0,PRE,1.4147074,28.82704,2.7195606,0.094340615,30.13279,1.4138107,0.046919346,15,0,America/New_York,EDT,-14400000,False,False,False,EART,,,,,,,,,,,,,,
Materials,basic-materials,53,UYM,ProShares Ultra Materials,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_basic-materials/,2026-08-31T12:23:26+00:00,en-US,US,ETF,ETF,Delayed Quote,False,LOW,1.19,24.673082,17.86746,54.91251,USD,PCX,34.54,21.34,1.19,ProShares Ultra Materials,-0.466707,0.95,0.0,36.75,True,1170340200000,2,-1.6900005,-5.2829027,1788177546.0,30.3,-0.15,-1.5400009,-4.836686,30.3,1787947191,31.99,31.99,31.63 - 31.99,31.63,4234,32.14,400.0,100.0,us_market,finmb_32431233,NYSEArca,ProShares Ultra Materials,32.14,12114,13420,[],10.65,0.49906278,21.34 - 34.54,-2.5500011,-0.073827475,25.994492,,27.208517,,18.87578,-5.7567,-5.7567,37230484.0,PRE,1.1757348,30.5548,1.4351997,0.046971336,29.05055,2.9394493,0.10118394,15,0,America/New_York,EDT,-14400000,False,False,False,UYM,,,,,,,,,,,,,,
Materials,basic-materials,54,LITP,Sprott Lithium Miners ETF,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_basic-materials/,2026-08-31T12:23:26+00:00,en-US,US,ETF,ETF,Nasdaq Real Time Price,False,LOW,4.26,24.50379808870375,,,USD,NGM,18.56,7.3,8.94,Sprott Lithium Miners ETF,-1.3570873,0.65,10.39,10.84,True,1675348200000,2,0.375,3.192848,1788177761.0,12.12,-0.16190052,-0.18500042,-1.5507159,12.12,1787947200,11.7681,12.25,11.735 - 12.25,11.735,71657,11.93,2.0,5.0,us_market,finmb_1802725874,NasdaqGM,Sprott Lithium Miners ETF,12.15,45871,53350,[],4.4680996,0.6120684,7.3 - 18.56,-6.7918997,-0.3659429,50.48593,0.0,34.86858,0.0,-17.57426,-40.85258,-40.85258,36046676.0,PRE,0.3374987,11.42354,0.34455967,0.03016225,13.25706,-1.4889603,-0.112314515,15,0,America/New_York,EDT,-14400000,False,False,False,LITP,,,,,2023-02-02,,,,,,,,,
Materials,basic-materials,55,FMTL,First Trust Indxx Critical Metals ETF,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_basic-materials/,2026-08-31T12:23:26+00:00,en-US,US,EQUITY,Equity,Delayed Quote,False,LOW,,,,,USD,PCX,39.5,23.95,,First Trust Indxx Critical Meta,-2.17123,,0.0,59.73,True,1762353000000,2,,,,,-0.849602,-0.849602,-2.17123,,1787933958,38.2804,38.7699,38.2804 - 38.7699,38.2804,5416,39.13,600.0,600.0,us_market,finmb_1954599021,NYSEArca,First Trust Indxx Critical Metals ETF,38.7,6301,5590,[],14.330399,0.5983465,23.95 - 39.5,-1.2196007,-0.030875966,58.970093,0.0,22.818373,0.0,,,,,PRE,1.677613,34.00102,4.279381,0.12586038,33.49086,4.7895393,0.14301035,15,0,America/New_York,EDT,-14400000,False,False,False,FMTL,,,,,,,,,,,,,First Trust Exchange - Traded Fund II - First Trust Indxx Critical Metals Etf,2026-08-29
Materials,basic-materials,56,AUMI,Themes Gold Miners ETF,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_basic-materials/,2026-08-31T12:23:26+00:00,en-US,US,ETF,ETF,Nasdaq Real Time Price,False,LOW,1.03,11.968881,,,USD,NGM,124.28,66.79,1.03,Themes Gold Miners ETF,-3.418348,0.35,84.25,85.7,True,1702477800000,2,,,,,-3.6736984,-3.709999,-3.452125,,1787947200,103.7963,109.74,103.1 - 109.74,103.1,4424,107.47,3.0,2.0,us_market,finmb_1849930008,NasdaqGM,Themes Gold Miners ETF,109.74,3944,2630,[],37.0063,0.5540695,66.79 - 124.28,-20.483696,-0.16481893,51.228966,0.0,16.167946,0.0,-16.51822,-16.74114,-16.74114,21572324.0,PRE,6.419882,85.64282,18.15348,0.21196733,93.64236,10.153946,0.10843326,15,0,America/New_York,EDT,-14400000,False,False,False,AUMI,,,,,2023-12-13,,,,,,,,,
Materials,basic-materials,57,PSCM,Invesco S&P SmallCap Materials ETF,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_basic-materials/,2026-08-31T12:23:26+00:00,en-US,US,ETF,ETF,Nasdaq Real Time Price,False,LOW,1.04,25.106703,19.7565,18.2579,USD,NGM,110.02,72.75,1.04,Invesco S&P SmallCap Materials ,0.026089765,0.29,72.48,130.08,True,1270647000000,2,,,,,0.02619934,-0.099998474,-0.099580236,,1787947200,100.4462,100.99,100.32 - 100.99,100.32,547,100.42,2.0,2.0,us_market,finmb_100588927,NasdaqGM,Invesco S&P SmallCap Materials ETF,100.99,1947,890,[],27.696198,0.38070375,72.75 - 110.02,-9.573799,-0.08701872,30.692173,0.0,26.212008,0.0,15.08149,-9.07038,-9.07038,20218536.0,PRE,3.832068,100.2662,0.1800003,0.0017952243,96.4184,4.027794,0.04177412,15,0,America/New_York,EDT,-14400000,False,False,False,PSCM,,,,,,1498780800.0,,,,,,,,
Materials,basic-materials,58,ILIT,Ishares Lithium Miners And Producers ETF,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_basic-materials/,2026-08-31T12:23:26+00:00,en-US,US,ETF,ETF,Nasdaq Real Time Price,False,LOW,2.38,29.163021,,,USD,NGM,23.8,9.85,2.38,iShares Lithium Miners and Prod,-0.3686537,0.47,10.36,18.48,True,1687786200000,2,-0.27999973,-1.8076161,1788175213.0,15.21,-0.05739975,-0.08010006,-0.514448,15.21,1787947200,15.5127,15.86,15.49 - 15.86,15.49,4635,15.5701,2.0,2.0,us_market,finmb_1823240727,NasdaqGM,Ishares Lithium Miners And Producers ETF,15.86,21506,7740,[],5.6626997,0.57489336,9.85 - 23.8,-8.287299,-0.34820586,55.22313,0.0,33.447304,0.0,-12.87796,-39.61067,-39.61067,13525664.0,PRE,0.4637952,15.36032,0.15237999,0.009920365,17.18372,-1.6710196,-0.097244345,15,0,America/New_York,EDT,-14400000,False,False,False,ILIT,,,,,2023-06-23,,,,,,,,,
Materials,basic-materials,59,ION,Proshares S&P Global Core Battery Metals ETF,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_basic-materials/,2026-08-31T12:23:26+00:00,en-US,US,ETF,ETF,Delayed Quote,False,LOW,1.61,17.746229,,,USD,PCX,69.55,34.88,1.61,ProShares S&P Global Core Batte,-0.0346398,0.58,42.0,68.0,True,1669905000000,2,,,,,-0.0186005,-0.0186005,-0.0346398,,1787855596,53.6782,53.6782,53.6782 - 53.6782,53.6782,141,53.6968,200.0,200.0,us_market,finmb_1798598447,NYSEArca,Proshares S&P Global Core Battery Metals ETF,53.555,2401,1030,[],18.798199,0.5389392,34.88 - 69.55,-15.871803,-0.22820708,52.563667,0.0,19.999067,0.0,-7.62455,-26.33696,-26.33696,11907916.0,PRE,2.684035,50.23622,3.4419785,0.068515874,55.3023,-1.6240997,-0.02936767,15,0,America/New_York,EDT,-14400000,False,False,False,ION,,,,,,,,,,,,,,
Materials,basic-materials,60,COPA,Themes Copper Miners ETF,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_basic-materials/,2026-08-31T12:23:26+00:00,en-US,US,ETF,ETF,Delayed Quote,False,LOW,3.84,18.497965,,,USD,BTS,59.56,31.05,3.84,Themes Copper Miners ETF,-1.64254,0.35,0.0,90.53,True,1727184600000,2,,,,,-0.968899,-0.968899,-1.64254,,1787937345,58.0191,59.38,58.0191 - 59.38,58.0191,1169,58.988,200.0,200.0,us_market,finmb_1881887582,Cboe US,Themes Copper Miners ETF,59.38,2709,2620,[],26.9691,0.8685701,31.05 - 59.56,-1.5409012,-0.02587141,83.72071,0.0,22.136368,0.0,12.58885,2.3729,2.3729,11510756.0,PRE,2.6209855,50.51032,7.5087814,0.14865837,47.54213,10.476971,0.22037235,15,0,America/New_York,EDT,-14400000,False,False,False,COPA,,,,,,,,,,,,,,
Materials,basic-materials,61,AGMI,Themes Silver Miners ETF,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_basic-materials/,2026-08-31T12:23:26+00:00,en-US,US,ETF,ETF,Nasdaq Real Time Price,False,LOW,4.71,16.025641,,,USD,NGM,91.8,43.678,4.71,Themes Silver Miners ETF,-3.1280234,0.35,66.39,67.46,True,1714743000000,2,0.009994507,0.012480653,1788175158.0,80.09,-2.533699,-0.91999817,-1.1358002,80.09,1787947200,78.4663,81.26,78.4663 - 81.26,78.4663,1516,81.0,3.0,1.0,us_market,finmb_1871798990,NasdaqGM,Themes Silver Miners ETF,81.26,1587,1080,[],34.7883,0.7964719,43.678 - 91.8,-13.333702,-0.1452473,74.93256,0.0,20.936596,0.0,-6.73222,-11.97287,-11.97287,10210362.0,PRE,3.747806,66.06788,12.398422,0.18766187,68.99475,9.47155,0.13727929,15,0,America/New_York,EDT,-14400000,False,False,False,AGMI,,,,,2024-05-03,,,,,,,,,
Materials,basic-materials,62,XLBI,State Street Materials Select Sector SPDR Premium Income ETF,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_basic-materials/,2026-08-31T12:23:26+00:00,en-US,US,EQUITY,Equity,Delayed Quote,False,LOW,,,,,USD,PCX,25.45,22.35,,State Street Materials Select S,-0.208605,,9.93,39.24,True,1753882200000,2,,,,,-0.0515995,-0.0515995,-0.208605,,1787946470,24.6839,24.77,24.64 - 24.77,24.64,11400,24.7355,100.0,300.0,us_market,finmb_1944983062,NYSEArca,State Street Materials Select Sector SPDR Premium Income ETF,24.74,5295,8740,[],2.3339005,0.10442507,22.35 - 25.45,-0.76609993,-0.030102158,-0.8435786,0.0,25.824814,0.0,,,,,PRE,0.95582104,24.0605,0.62340164,0.025909755,24.06357,0.6203308,0.025778836,15,0,America/New_York,EDT,-14400000,False,False,False,XLBI,,,,,,,,,,,,,The Select Sector SPDR Trust - The Materials Select Sector SPDR Premium Income Fund,2026-08-29
Materials,basic-materials,63,AUAU,Global X Gold Miners ETF,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_basic-materials/,2026-08-31T12:23:26+00:00,en-US,US,EQUITY,Equity,Delayed Quote,False,LOW,,,,,USD,PCX,50.38,30.32,,Global X Gold Miners ETF,-3.66418,,0.0,68.37,True,1765463400000,2,,,,,-1.6356,-1.6356,-3.66418,,1787946195,43.002,43.7399,42.775 - 43.7399,42.775,2795,44.6376,100.0,200.0,us_market,finmb_1972763109,NYSEArca,Global X Gold Miners ETF,43.74,2146,2730,[],12.681999,0.41827175,30.32 - 50.38,-7.378002,-0.14644705,17.459715,0.0,17.431673,0.0,,,,,PRE,2.4668887,35.51058,7.4914207,0.21096307,38.984024,4.017975,0.10306722,15,0,America/New_York,EDT,-14400000,False,False,False,AUAU,,,,,,,,,,,,,,
Materials,basic-materials,64,SLVX,Nicholas Silver Income ETF,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_basic-materials/,2026-08-31T12:23:26+00:00,en-US,US,EQUITY,Equity,Delayed Quote,False,LOW,,,,,USD,PCX,25.49,12.26,,Nicholas Silver Income ETF,-4.50843,,16.0,16.37,True,1771425000000,2,0.062200546,0.38071558,1788177610.0,16.4,-0.775,-0.775,-4.50843,16.4,1787947163,16.415,17.4,16.22 - 17.4,16.22,50332,17.19,200.0,1500.0,us_market,finmb_1976552721,NYSEArca,Nicholas Silver Income ETF,17.49,18011,31030,[],4.1550007,0.33890706,12.26 - 25.49,-9.074999,-0.35602194,-21.883923,0.0,17.530384,0.0,,,,,PRE,0.9363743,14.487,1.9280005,0.13308486,17.547836,-1.1328354,-0.064556986,15,0,America/New_York,EDT,-14400000,False,False,False,SLVX,,,,,,,,,,,,,,
Materials,basic-materials,65,MINY,YieldMax Strategic Metals & Mining Portfolio Option Income ETF,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_basic-materials/,2026-08-31T12:23:26+00:00,en-US,US,EQUITY,Equity,Delayed Quote,False,LOW,,,,,USD,PCX,51.4,34.3,,YieldMax Strategic Metals & Min,-2.52321,,0.0,0.0,True,1772202600000,2,-0.20589828,-0.51921225,1788177335.0,39.45,-1.0265,-1.0265,-2.52321,39.45,1787946417,39.6559,40.31,39.55 - 40.31,39.55,9265,40.6824,500.0,500.0,us_market,finmb_1976546369,NYSEArca,YieldMax Strategic Metals & Mining Portfolio Option Income ETF,40.31,5185,6270,[],5.3559,0.15614869,34.3 - 51.4,-11.7441025,-0.22848448,-21.137405,0.0,22.550905,0.0,,,,,PRE,1.7585058,37.8174,1.8384972,0.04861511,41.793545,-2.1376457,-0.051147748,15,0,America/New_York,EDT,-14400000,False,False,False,MINY,,,,,,,,,,,,,,
Materials,basic-materials,66,GLDN,Nicholas Gold Income ETF,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_basic-materials/,2026-08-31T12:23:26+00:00,en-US,US,EQUITY,Equity,Delayed Quote,False,LOW,,,,,USD,PCX,22.64,13.36,,Nicholas Gold Income ETF,-3.32503,,0.0,0.0,True,1771425000000,2,0.5025997,2.872425,1788177203.0,18.0,-0.6036,-0.6036,-3.32503,18.0,1787946633,17.5496,18.09,17.48 - 18.09,17.48,8131,18.1532,100.0,1400.0,us_market,finmb_1976549625,NYSEArca,Nicholas Gold Income ETF,18.25,7566,11670,[],4.189601,0.31359288,13.36 - 22.64,-5.090399,-0.22484094,-14.138943,0.0,15.861092,0.0,,,,,PRE,1.106456,15.2726,2.2770004,0.14909056,17.121567,0.42803383,0.024999687,15,0,America/New_York,EDT,-14400000,False,False,False,GLDN,,,,,,,,,,,,Gold Dynamics,,
Materials,basic-materials,67,ZSB,USCF Sustainable Battery Metals Strategy Fund,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_basic-materials/,2026-08-31T12:23:26+00:00,en-US,US,ETF,ETF,Delayed Quote,False,LOW,2.04,27.434842249657063,,,USD,PCX,25.47,14.25,0.9,USCF Sustainable Battery Metals,-0.549242,0.59,0.0,34.16,True,1673620200000,2,,,,,-0.120899,-0.120899,-0.549242,,1787860655,21.8911,21.8911,21.8911 - 21.8911,21.8911,17,22.012,1200.0,1100.0,us_market,finmb_1799472939,NYSEArca,USCF Sustainable Battery Metals Strategy Fund,22.0,300,280,[],7.6411,0.5362175,14.25 - 25.47,-3.5788994,-0.14051431,46.379135,0.0,31.911737,0.0,1.58836,-8.45155,-8.45155,2142583.0,PRE,0.68598896,21.88874,0.0023593903,0.00010779013,22.015896,-0.12479591,-0.005668446,15,0,America/New_York,EDT,-14400000,False,False,False,ZSB,,,,,,,,,,,,,,
Materials,basic-materials,68,TINT,ProShares Smart Materials ETF,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_basic-materials/,2026-08-31T12:23:26+00:00,en-US,US,ETF,ETF,Delayed Quote,False,LOW,1.17,21.114865,,,USD,PCX,42.545,30.957,1.17,ProShares Smart Materials ETF,-0.715087,0.58,0.0,0.0,True,1635341400000,2,,,,,-0.288502,-0.288502,-0.715087,,1787939669,40.0565,40.0565,40.0565 - 40.0565,40.0565,487,40.345,100.0,100.0,us_market,finmb_1674914913,NYSEArca,ProShares Smart Materials ETF,40.12,647,930,[],9.099499,0.29393995,30.957 - 42.545,-2.4884987,-0.05849098,25.890196,0.0,21.936714,0.0,16.51428,-2.42317,-2.42317,1927826.0,PRE,1.8260027,39.59578,0.46072006,0.011635585,37.621075,2.4354248,0.06473565,15,0,America/New_York,EDT,-14400000,False,False,False,TINT,,,,,,,,,,,,,,
Materials,basic-materials,69,DVXB,WEBs Materials XLB Defined Volatility ETF  ,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_basic-materials/,2026-08-31T12:23:26+00:00,en-US,US,ETF,ETF,Nasdaq Real Time Price,False,LOW,0.0,24.795438,,,USD,NGM,31.295,20.36,0.0,WEBs Materials XLB Defined Vola,0.47479016,0.89,20.75,37.08,True,1753191000000,2,,,,,0.09621048,0.0962105,0.47479,,1787774400,20.36,20.36,20.36 - 20.36,20.36,459,20.26379,2.0,2.0,us_market,finmb_1930968495,NasdaqGM,WEBs Materials XLB Defined Volatility ETF  ,20.53,204,484,"[{""header"":""Delisting"",""message"":""DVXB was delisted effective Aug. 26, 2026"",""meta"":{""eventType"":""DELISTING"",""dateEpochMs"":1787716800000}}]",0.0,0.0,20.36 - 31.295,-10.934999,-0.34941682,-17.432457,0.0,18.584507,0.0,15.15274,-5.91408,-5.91408,271642.0,PRE,1.0955362,28.000694,-7.6406937,-0.27287516,27.205236,-6.845236,-0.25161463,15,0,America/New_York,EDT,-14400000,False,False,False,DVXB,,,,,2025-07-23,,,,,,,WEBs Materials XLB Defined Volatility ETF,,
Materials,basic-materials,70,TRUM,Vaneck Materials TruSector ETF,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_basic-materials/,2026-08-31T12:23:26+00:00,en-US,US,ETF,ETF,Nasdaq Real Time Price,False,LOW,,,,,USD,NGM,26.52,24.46,,VANECK MATERIALS TRUSECTOR ETF,-0.32434344,0.15,,,True,1783517400000,2,,,,,-0.08539963,0.0,0.0,,1787947200,26.2446,26.2446,26.2446 - 26.2446,26.2446,35,26.33,,,us_market,finmb_1986320683,NasdaqGM,Vaneck Materials TruSector ETF,26.2446,231,160,[],1.7846012,0.07295999,24.46 - 26.52,-0.27540016,-0.010384621,6.364,,26.065308,,,,,245727.0,PRE,1.0068786,25.406578,0.83802223,0.032984458,25.406578,0.83802223,0.032984458,15,0,America/New_York,EDT,-14400000,False,False,False,TRUM,,,,,2026-07-08,,,,,,,,,
