sector,yahoo_sector_key,rank,ticker,etf_name,source_url,retrieved_at_utc,screen_language,screen_region,screen_quote_type,screen_type_disp,screen_quote_source_name,screen_triggerable,screen_custom_price_alert_confidence,screen_yield_ttm,screen_pe_ttm,screen_annual_return_nav_y3,screen_annual_return_nav_y5,screen_has_pre_post_market_data,screen_first_trade_date_milliseconds,screen_price_hint,screen_pre_market_change,screen_pre_market_change_percent,screen_pre_market_time,screen_pre_market_price,screen_regular_market_change,screen_fullday_change,screen_fullday_change_percent,screen_fullday_price,screen_regular_market_time,screen_regular_market_price,screen_regular_market_day_high,screen_regular_market_day_range,screen_regular_market_day_low,screen_regular_market_volume,screen_regular_market_previous_close,screen_bid_size,screen_ask_size,screen_market,screen_message_board_id,screen_full_exchange_name,screen_long_name,screen_regular_market_open,screen_average_daily_volume3_month,screen_average_daily_volume10_day,screen_corporate_actions,screen_fifty_two_week_low_change,screen_fifty_two_week_low_change_percent,screen_fifty_two_week_range,screen_fifty_two_week_high_change,screen_fifty_two_week_high_change_percent,screen_fifty_two_week_change_percent,screen_trailing_annual_dividend_rate,screen_trailing_pe,screen_trailing_annual_dividend_yield,screen_ytd_return,screen_trailing_three_month_returns,screen_trailing_three_month_nav_returns,screen_net_assets,screen_market_state,screen_eps_trailing_twelve_months,screen_currency,screen_ask,screen_bid,screen_exchange,screen_fifty_two_week_high,screen_fifty_two_week_low,screen_dividend_yield,screen_regular_market_change_percent,screen_shares_outstanding,screen_book_value,screen_fifty_day_average,screen_fifty_day_average_change,screen_fifty_day_average_change_percent,screen_two_hundred_day_average,screen_two_hundred_day_average_change,screen_two_hundred_day_average_change_percent,screen_price_to_book,screen_source_interval,screen_exchange_data_delayed_by,screen_exchange_timezone_name,screen_exchange_timezone_short_name,screen_gmt_off_set_milliseconds,screen_esg_populated,screen_tradeable,screen_crypto_tradeable,screen_financial_currency,screen_short_name,screen_net_expense_ratio,screen_symbol,screen_earnings_timestamp_start,screen_earnings_timestamp_end,screen_dividend_date,screen_ipo_expected_date,screen_display_name,screen_earnings_call_timestamp_start,screen_earnings_call_timestamp_end,screen_is_earnings_date_estimate,screen_prev_name,screen_name_change_date
Financials,financial-services,73,AINP,Allspring Income Plus ETF,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_financial-services/,2026-08-31T12:23:26+00:00,en-US,US,ETF,ETF,Delayed Quote,False,LOW,,,,,True,1733754600000,2,,,,,-0.0369987,-0.0369987,-0.14946,,1787947038,24.718,24.72,24.718 - 24.72,24.718,2411,24.755,100,400,us_market,finmb_1901487706,NYSEArca,Allspring Income Plus ETF,24.72,6784,8370,[],0.11800003,0.004796749,24.6 - 25.6,-0.88199997,-0.034453124,-2.3003936,0.0,57.913525,0.0,0.97526,0.27922,0.27922,216997136.0,PRE,0.42680877,USD,0.0,0.0,PCX,25.6,24.6,5.49,-0.14946,,,24.87806,-0.16005898,-0.0064337403,25.095446,-0.37744522,-0.015040387,,15,0,America/New_York,EDT,-14400000,False,False,False,,Allspring Income Plus ETF,0.36,AINP,,,,,,,,,,
Financials,financial-services,74,BKCH,Global X Blockchain ETF,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_financial-services/,2026-08-31T12:23:26+00:00,en-US,US,ETF,ETF,Nasdaq Real Time Price,False,LOW,2.05,12.658227848101266,,,True,1626269400000,2,,,,,-6.029999,-6.029999,-8.210783,,1787947201,67.41,71.48,67.095 - 71.48,67.095,48306,73.44,2,2,us_market,finmb_712165666,NasdaqGM,Global X Blockchain ETF,71.19,88525,55670,[],16.420002,0.32202396,50.99 - 123.69,-56.28,-0.45500848,4.870951,0.0,13.696486,0.0,2.20726,-11.54315,-11.54315,206038144.0,PRE,4.9217005,USD,66.18,65.42,NGM,123.69,50.99,1.87,-8.210783,,,69.67968,-2.2696762,-0.032573,72.21453,-4.8045273,-0.06653131,,15,0,America/New_York,EDT,-14400000,False,False,False,,Global X Blockchain ETF,0.5,BKCH,,,,,,,,,,
Financials,financial-services,75,FAAR,First Trust Alternative Absolute Return Strategy ETF,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_financial-services/,2026-08-31T12:23:26+00:00,en-US,US,ETF,ETF,Nasdaq Real Time Price,False,LOW,,,-5.71978,13.52142,True,1464010200000,2,,,,,-0.26389885,-0.2649994,-0.8553886,,1787947200,30.7161,30.99,30.69 - 30.99,30.69,12397,30.98,3,3,us_market,finmb_330228820,NasdaqGM,First Trust Alternative Absolute Return Strategy ETF,30.99,51444,27530,[],3.9861012,0.14912462,26.73 - 35.805,-5.0888996,-0.14212818,1.4231443,0.0,,0.0,15.77415,-8.75323,-8.75323,197607440.0,PRE,,USD,30.79,30.63,NGM,35.805,26.73,8.5,-0.85183626,,,31.27234,-0.5562401,-0.017786967,31.354364,-0.6382637,-0.020356454,,15,0,America/New_York,EDT,-14400000,False,False,False,,First Trust Alternative Absolut,0.98,FAAR,,,,,,,,,,
Financials,financial-services,76,PTIN,Pacer Trendpilot International ETF,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_financial-services/,2026-08-31T12:23:26+00:00,en-US,US,ETF,ETF,Delayed Quote,False,LOW,2.16,18.480872,,,True,1557149400000,2,,,,,-0.088501,-0.088501,-0.234157,,1787943145,37.707,37.92,37.6005 - 37.92,37.6005,19689,37.7955,400,1400,us_market,finmb_598732309,NYSEArca,Pacer Trendpilot International ETF,37.94,11423,8310,[],8.4070015,0.2869284,29.3 - 39.49,-1.783001,-0.045150694,27.772701,0.0,19.045723,0.0,16.28796,6.18717,6.18717,184702480.0,PRE,1.9798146,USD,59.95,15.17,PCX,39.49,29.3,2.16,-0.234157,,,36.89598,0.8110199,0.021981252,34.50779,3.1992111,0.092709824,,15,0,America/New_York,EDT,-14400000,False,False,False,,Pacer Trendpilot International ,0.67,PTIN,,,,,,,,,,
Financials,financial-services,77,BNDC,Northern Trust Core Bond ETF,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_financial-services/,2026-08-31T12:23:26+00:00,en-US,US,ETF,ETF,Delayed Quote,False,LOW,,,5.34722,-1.82046,True,1481639400000,2,,,,,-0.0555,-0.0555,-0.25429,,1787947200,21.77,21.82,21.74 - 21.82,21.74,10970,21.8255,100,100,us_market,finmb_403347993,NYSEArca,Northern Trust Core Bond ETF,21.82,8769,9550,[],0.13000107,0.006007443,21.64 - 22.733,-0.96299934,-0.042361297,-2.1616995,0.0,,0.0,-0.94796,-0.99426,-0.99426,169382080.0,PRE,,USD,21.94,0.0,PCX,22.733,21.64,4.2,-0.25429,,,21.87138,-0.101379395,-0.004635254,22.2033,-0.43330002,-0.019515118,,15,0,America/New_York,EDT,-14400000,False,False,False,,Northern Trust Core Bond ETF,0.35,BNDC,,,,,,,,,,
Financials,financial-services,78,BLST,Bluemonte Short Term Bond ETF,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_financial-services/,2026-08-31T12:23:26+00:00,en-US,US,ETF,ETF,Delayed Quote,False,LOW,,,,,True,1750685400000,2,,,,,-0.0548992,-0.0548992,-0.220968,,1787947185,24.79,24.83,24.78 - 24.83,24.78,28020,24.8449,200,4500,us_market,finmb_1934453897,NYSEArca,Bluemonte Short Term Bond ETF,24.825,15495,15840,[],2.0200005,0.088713236,22.77 - 25.49,-0.69999886,-0.027461706,-1.5918374,0.0,,0.0,0.16564,-0.12727,-0.12727,167346416.0,PRE,,USD,27.87,21.87,PCX,25.49,22.77,3.79,-0.220968,,,24.92058,-0.130579,-0.0052398057,25.14429,-0.35429,-0.014090276,,15,0,America/New_York,EDT,-14400000,False,False,False,,Bluemonte Short Term Bond ETF,0.23,BLST,,,,,,,,,,
Financials,financial-services,79,BLTD,Bluemonte Long Term Bond ETF,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_financial-services/,2026-08-31T12:23:26+00:00,en-US,US,ETF,ETF,Delayed Quote,False,LOW,,,,,True,1750685400000,2,,,,,-0.0900002,-0.0900002,-0.366898,,1787947191,24.44,24.58,24.425 - 24.58,24.425,21970,24.53,400,2400,us_market,finmb_1934453896,NYSEArca,Bluemonte Long Term Bond ETF,24.495,16784,17930,"[{""header"":""Ticker Change"",""message"":""BLTD is trading under new symbol BSEM effective Aug. 7, 2026"",""meta"":{""eventType"":""TICKER_CHANGE"",""dateEpochMs"":1786075200000,""newTicker"":""BSEM""}}]",0.25,0.010334848,24.19 - 26.44,-2.0,-0.075642966,-2.7844071,0.0,,0.0,-2.27855,-1.91979,-1.91979,162310992.0,PRE,,USD,38.13,0.0,PCX,26.44,24.19,4.51,-0.366898,,,24.73354,-0.29353905,-0.011868057,25.282104,-0.84210396,-0.0333083,,15,0,America/New_York,EDT,-14400000,False,False,False,,Bluemonte Long Term Bond ETF,0.23,BLTD,,,,,,,,,,
Financials,financial-services,80,SPFF,Global X SuperIncome Preferred ETF,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_financial-services/,2026-08-31T12:23:26+00:00,en-US,US,ETF,ETF,Nasdaq Real Time Price,False,LOW,,,3.63449,5.33312,True,1342704600000,2,,,,,-0.0699005,-0.0699005,-0.73156,,1787947062,9.4851,9.55,9.4701 - 9.55,9.4701,30991,9.555,900,6100,us_market,finmb_207430255,NYSEArca,Global X SuperIncome Preferred ETF,9.58,46141,41530,[],0.69509983,0.07907848,8.79 - 9.77,-0.28490067,-0.029160762,3.715849,,,,3.39148,0.77284,0.77284,140633824.0,PRE,,USD,0.0,0.0,PCX,9.77,8.79,6.62,-0.73156,,,9.4202,0.064899445,0.006889391,9.34605,0.13904953,0.014877892,,15,0,America/New_York,EDT,-14400000,False,False,False,,Global X SuperIncome Preferred ,0.48,SPFF,,,,,,,,,,
Financials,financial-services,81,GPRF,Goldman Sachs Access U.S. Preferred Stock and Hybrid Securities ETF,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_financial-services/,2026-08-31T12:23:26+00:00,en-US,US,ETF,ETF,Nasdaq Real Time Price,False,LOW,5.74,11.350737797956867,,,True,1722519000000,2,,,,,-0.01499939,-0.010002136,-0.020198174,,1787947200,49.505,49.56,49.505 - 49.56,49.505,2671,49.52,2,2,us_market,finmb_1871703796,NasdaqGM,Goldman Sachs Access U.S. Preferred Stock and Hybrid Securities ETF,49.56,21579,3290,[],0.5149994,0.010512337,48.99 - 52.41,-2.9049988,-0.05542833,-2.4512827,0.0,,0.0,1.1349,-0.04719,-0.04719,131669056.0,PRE,,USD,63.78,35.56,NGM,52.41,48.99,5.65,-0.030289559,,,49.70606,-0.20105743,-0.004044928,50.36214,-0.8571396,-0.017019523,,15,0,America/New_York,EDT,-14400000,False,False,False,,Goldman Sachs Access U.S. Prefe,0.45,GPRF,,,,2024-08-01,,,,,,
Financials,financial-services,82,EDGH,3EDGE Dynamic Hard Assets ETF,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_financial-services/,2026-08-31T12:23:26+00:00,en-US,US,ETF,ETF,Delayed Quote,False,LOW,,,,,True,1727962200000,2,,,,,-0.744999,-0.744999,-2.09328,,1787947187,34.845,35.592,34.79 - 35.592,34.79,21346,35.59,2500,500,us_market,finmb_1889315173,NYSEArca,3EDGE Dynamic Hard Assets ETF,35.592,55477,128390,[],7.545002,0.2763737,27.3 - 36.03,-1.1849976,-0.03288919,26.387383,0.0,,0.0,8.44007,-5.6032,-5.6032,128787224.0,PRE,,USD,55.4,14.02,PCX,36.03,27.3,1.08,-2.09328,,,33.41122,1.4337807,0.04291315,33.08988,1.7551193,0.053040966,,15,0,America/New_York,EDT,-14400000,False,False,False,,3EDGE Dynamic Hard Assets ETF,1.01,EDGH,,,,,,,,,,
Financials,financial-services,83,ASEA,Global X FTSE Southeast Asia ETF,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_financial-services/,2026-08-31T12:23:26+00:00,en-US,US,ETF,ETF,Delayed Quote,False,LOW,3.68,16.01794,4.43059,5.2572,True,1297953000000,2,,,,,-0.141298,-0.141298,-0.655677,,1787945880,21.4087,21.5924,21.3301 - 21.5924,21.3301,14902,21.55,1100,700,us_market,finmb_127236169,NYSEArca,Global X FTSE Southeast Asia ETF,21.53,26400,20230,[],4.578701,0.27205592,16.83 - 21.78,-0.37129974,-0.017047739,24.332178,0.0,16.236898,0.0,17.3717,10.7839,10.7839,100128080.0,PRE,1.3185216,USD,0.0,0.0,PCX,21.78,16.83,3.68,-0.655677,,,20.8972,0.5115013,0.024477027,19.70665,1.7020512,0.08636938,,15,0,America/New_York,EDT,-14400000,False,False,False,,Global X FTSE Southeast Asia ET,0.65,ASEA,,,,,,,,,,
Financials,financial-services,84,AGGA,EA Astoria Beacon Dynamic Core US Fixed Income ETF,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_financial-services/,2026-08-31T12:23:26+00:00,en-US,US,ETF,ETF,Nasdaq Real Time Price,False,LOW,,,,,True,1746192600000,2,,,,,-0.03999901,-0.045000076,-0.18032488,,1787947200,24.915,24.98,24.91 - 24.98,24.91,16425,24.955,5,5,us_market,finmb_1931251008,NasdaqGM,EA Astoria Beacon Dynamic Core US Fixed Income ETF,24.98,14649,9790,[],0.09500122,0.0038276077,24.82 - 25.73,-0.8149986,-0.031675033,-1.3657928,0.0,58.550854,0.0,0.54808,0.01139,0.01139,93654208.0,PRE,0.42552754,USD,25.15,24.87,NGM,25.73,24.82,4.24,-0.16028455,,,24.98124,-0.0662384,-0.002651526,25.178005,-0.2630043,-0.010445796,,15,0,America/New_York,EDT,-14400000,False,False,False,,EA Astoria Beacon Dynamic Core ,0.55,AGGA,,,,2025-05-01,,,,,,
Financials,financial-services,85,QABA,First Trust NASDAQ ABA Community Bank Index Fund,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_financial-services/,2026-08-31T12:23:26+00:00,en-US,US,ETF,ETF,Nasdaq Real Time Price,False,LOW,2.22,13.553809,-2.44868,34.09975,True,1246455000000,2,,,,,0.1852951,0.15999603,0.23738283,,1787947200,67.5853,67.9531,67.56 - 67.9531,67.56,2196,67.4,2,1,us_market,finmb_60894046,NasdaqGM,First Trust NASDAQ ABA Community Bank Index Fund,67.9531,10107,12560,[],15.685295,0.30222148,51.9 - 70.66,-3.074707,-0.043514106,15.855336,0.0,13.286603,0.0,23.37938,12.53296,12.53296,93226808.0,PRE,5.086725,USD,70.34,50.49,NGM,70.66,51.9,2.22,0.27491856,,,68.1348,-0.54950714,-0.008064999,61.84575,5.7395477,0.09280424,,15,0,America/New_York,EDT,-14400000,False,False,False,,First Trust NASDAQ ABA Communit,0.6,QABA,,,1490918400.0,,,,,,,
Financials,financial-services,86,LFGY,YieldMax Crypto Industry & Tech Portfolio Option Income ETF,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_financial-services/,2026-08-31T12:23:26+00:00,en-US,US,ETF,ETF,Delayed Quote,False,LOW,102.05,14.972301242701002,,,True,1736865000000,2,0.0,0.0,1788177997.0,19.71,-1.01,0.2800007,1.4206022,19.71,1787947176,19.71,20.4,19.68 - 20.4,19.68,45887,20.72,100,300,us_market,finmb_1900323814,NYSEArca,YieldMax Crypto Industry & Tech Portfolio Option Income ETF,20.46,50492,44710,[],1.3549995,0.07382182,18.355 - 38.78,-19.07,-0.49174833,-44.00568,0.0,13.672353,0.0,6.19828,-1.88416,-1.88416,91266168.0,PRE,1.4415953,USD,0.0,0.0,PCX,38.78,18.355,53.88,-4.87452,,,20.2636,-0.5536003,-0.02731994,23.11982,-3.4098206,-0.14748473,,15,0,America/New_York,EDT,-14400000,False,False,False,,YieldMax Crypto Industry & Tech,1.02,LFGY,,,,,,,,,,
Financials,financial-services,87,THY,Toews Agility Shares Dynamic Tactical Income ETF,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_financial-services/,2026-08-31T12:23:26+00:00,en-US,US,ETF,ETF,Delayed Quote,False,LOW,4.95,59.55926146515783,,,True,1593091800000,2,,,,,-0.0387001,-0.0387001,-0.178377,,1787945795,21.657,21.68,21.6361 - 21.68,21.6361,6341,21.6957,1900,100,us_market,finmb_551883399,NYSEArca,Toews Agility Shares Dynamic Tactical Income ETF,21.655,11277,7850,[],1.716999,0.086108275,19.94 - 25.17,-3.5130005,-0.13957094,-3.8321495,0.0,56.757355,0.0,0.33459,-0.68933,-0.68933,88083664.0,PRE,0.38157168,USD,0.0,18.7,PCX,25.17,19.94,5.5,-0.178377,,,21.73142,-0.07442093,-0.0034245772,22.01911,-0.36211014,-0.016445266,,15,0,America/New_York,EDT,-14400000,False,False,False,,Toews Agility Shares Dynamic Ta,1.03,THY,,,,,,,,,,
Financials,financial-services,88,CRPT,First Trust SkyBridge Crypto Industry and Digital Economy ETF,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_financial-services/,2026-08-31T12:23:26+00:00,en-US,US,ETF,ETF,Delayed Quote,False,LOW,0.91,11.678150181011327,,,True,1632231000000,2,-0.09000015,-0.6237017,1788177601.0,14.34,-0.73,-0.010000229,-0.06968801,14.34,1787947200,14.43,15.0,14.2001 - 15.0,14.2001,40542,15.16,100,100,us_market,finmb_1672340207,NYSEArca,First Trust SkyBridge Crypto Industry and Digital Economy ETF,14.6901,87646,57430,[],3.6850004,0.34295025,10.745 - 24.839,-10.409,-0.41905874,-30.289852,0.0,12.932902,0.0,-25.69353,-22.41379,-22.41379,82661080.0,PRE,1.1157589,USD,16.0,8.9,PCX,24.839,10.745,1.01,-4.8153,,,12.15726,2.2727404,0.18694511,14.04842,0.38158035,0.0271618,,15,0,America/New_York,EDT,-14400000,False,False,False,,First Trust SkyBridge Crypto In,0.85,CRPT,,,,,,,,,,
Financials,financial-services,89,HECO,State Street Galaxy Hedged Digital Asset Ecosystem ETF,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_financial-services/,2026-08-31T12:23:26+00:00,en-US,US,ETF,ETF,Nasdaq Real Time Price,False,LOW,0.0,27.793218,,,True,1725975000000,2,,,,,-0.51129913,0.0,0.0,,1787947200,61.0787,61.0787,61.0787 - 61.0787,61.0787,51,61.59,2,3,us_market,finmb_1888111048,NasdaqGM,State Street Galaxy Hedged Digital Asset Ecosystem ETF,61.0787,6684,190,[],26.8087,0.78227895,34.27 - 74.28,-13.201298,-0.17772345,76.05061,0.0,25.13803,0.0,61.59869,29.26611,29.26611,81901568.0,PRE,2.429733,USD,67.65,48.05,NGM,74.28,34.27,0.0,-0.83016586,,,65.0086,-3.9298973,-0.060451962,51.886555,9.192146,0.17715853,,15,0,America/New_York,EDT,-14400000,False,False,False,,State Street Galaxy Hedged Digi,0.9,HECO,,,,2024-09-10,,,,,,
Financials,financial-services,90,FCEF,First Trust Income Opportunity ETF,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_financial-services/,2026-08-31T12:23:26+00:00,en-US,US,ETF,ETF,Nasdaq Real Time Price,False,LOW,5.67,22.35636,10.41431,19.17414,True,1475155800000,2,,,,,-0.03970146,-0.030000687,-0.12402102,,1787947200,24.1503,24.26,24.0663 - 24.26,24.0663,21432,24.19,2,2,us_market,finmb_346875849,NasdaqGM,First Trust Income Opportunity ETF,24.26,19736,11120,[],2.2002983,0.10024138,21.95 - 24.35,-0.19970131,-0.008201285,6.317413,0.0,22.78113,0.0,7.83454,1.7517,1.7517,80850824.0,PRE,1.060101,USD,24.05,23.94,NGM,24.35,21.95,5.67,-0.16412345,,,23.94158,0.20871925,0.008717856,23.40458,0.7457199,0.031862136,,15,0,America/New_York,EDT,-14400000,False,False,False,,First Trust Income Opportunitie,3.69,FCEF,,,1496188800.0,,,,,,,
Financials,financial-services,91,IBLC,iShares Blockchain and Tech ETF,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_financial-services/,2026-08-31T12:23:26+00:00,en-US,US,ETF,ETF,Nasdaq Real Time Price,False,LOW,1.45,19.022256039566294,,,True,1651066200000,2,,,,,-2.9986,-2.9986,-6.2765,,1787945517,44.7764,46.6401,44.49 - 46.6401,44.49,18925,47.775,300,500,us_market,finmb_1765309025,NYSEArca,iShares Blockchain and Tech ETF,46.6401,14217,13940,[],10.8964,0.32161748,33.88 - 68.77,-23.993595,-0.34889627,-0.74041486,0.0,21.852623,0.0,5.43376,-3.55592,-3.55592,80101488.0,PRE,2.0490172,USD,53.3,0.0,PCX,68.77,33.88,1.27,-6.2765,,,45.60468,-0.8282776,-0.018162118,45.2902,-0.51379776,-0.011344568,,15,0,America/New_York,EDT,-14400000,False,False,False,,iShares Blockchain and Tech ETF,0.47,IBLC,,,,,,,,,,
Financials,financial-services,92,SOFX,Defiance Daily Target 2X Long SOFI ETF,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_financial-services/,2026-08-31T12:23:26+00:00,en-US,US,ETF,ETF,Nasdaq Real Time Price,False,LOW,,,,,True,1737037800000,2,-0.17880058,-1.8801323,1788178730.0,9.3312,-1.2199993,-1.2199993,-11.369985,9.3312,1787947200,9.51,11.055,9.44 - 11.055,9.44,1585528,10.73,2,1,us_market,finmb_1906029774,NasdaqGM,Defiance Daily Target 2X Long SOFI ETF,10.78,1311223,1139880,[],2.7650003,0.40993333,6.745 - 55.479,-45.969,-0.82858384,-73.12041,0.0,14.197188,0.0,-71.60118,-10.04207,-10.04207,68704624.0,PRE,0.66985095,USD,10.0,7.59,NGM,55.479,6.745,44.52,-11.369985,,,9.78196,-0.2719593,-0.02780213,17.019405,-7.509405,-0.44122607,,15,0,America/New_York,EDT,-14400000,False,False,False,,Defiance Daily Target 2X Long S,1.29,SOFX,,,,2025-01-16,,,,,,
Financials,financial-services,93,KWT,iShares MSCI Kuwait ETF,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_financial-services/,2026-08-31T12:23:26+00:00,en-US,US,ETF,ETF,Delayed Quote,False,LOW,5.58,16.708438,,,True,1599139800000,2,,,,,0.0951996,0.0951996,0.252956,,1787947200,37.73,37.73,37.69 - 37.73,37.69,11505,37.6348,200,100,us_market,finmb_650110566,Cboe US,iShares MSCI Kuwait ETF,37.63,5423,1900,[],2.1899986,0.061620668,35.54 - 41.08,-3.3500023,-0.08154825,-1.6679704,0.0,17.060328,0.0,-1.66304,-1.44552,-1.44552,68360768.0,PRE,2.2115636,USD,59.99,15.18,BTS,41.08,35.54,5.58,0.252956,,,36.76864,0.96136093,0.02614622,37.62639,0.10361099,0.002753679,,15,0,America/New_York,EDT,-14400000,False,False,False,,iShares MSCI Kuwait ETF,0.75,KWT,,,,,,,,,,
Financials,financial-services,94,EPRF,Innovator S&P Investment Grade Preferred ETF,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_financial-services/,2026-08-31T12:23:26+00:00,en-US,US,ETF,ETF,Nasdaq Real Time Price,False,LOW,,,9.61851,1.73713,True,1464096600000,2,,,,,-0.0467014,-0.0467014,-0.279286,,1787945375,16.675,16.725,16.66 - 16.725,16.66,29391,16.7217,500,100,us_market,finmb_316776182,Cboe US,Innovator S&P Investment Grade Preferred ETF,16.64,9509,9960,[],0.32499886,0.019877605,16.35 - 18.789,-2.1140003,-0.11251266,-7.7046576,0.0,,0.0,-2.52595,-1.24928,-1.24928,68173192.0,PRE,,USD,25.88,6.64,BTS,18.789,16.35,6.16,-0.279286,,,16.64324,0.031759262,0.0019082379,17.16699,-0.49199104,-0.028659131,,15,0,America/New_York,EDT,-14400000,False,False,False,,Innovator S&P Investment Grade ,0.47,EPRF,,,,,,,,,,
Financials,financial-services,95,PFI,Invesco Dorsey Wright Financial Momentum ETF,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_financial-services/,2026-08-31T12:23:26+00:00,en-US,US,ETF,ETF,Nasdaq Real Time Price,False,LOW,0.98,16.157699,12.53985,28.67163,True,1160659800000,2,,,,,-0.3540001,-0.21929932,-0.34826,,1787947200,62.616,62.773,62.616 - 62.773,62.616,1364,62.97,3,3,us_market,finmb_29596872,NasdaqGM,Invesco Dorsey Wright Financial Momentum ETF,62.773,10185,2700,[],11.046001,0.21419433,51.57 - 64.46,-1.843998,-0.028606856,10.440922,0.0,16.165083,0.0,8.92646,7.89188,7.89188,59328920.0,PRE,3.873534,USD,64.7,64.28,NGM,64.46,51.57,0.98,-0.5621726,,,62.3636,0.25239944,0.004047224,58.42775,4.1882515,0.07168257,,15,0,America/New_York,EDT,-14400000,False,False,False,,Invesco Dorsey Wright Financial,0.6,PFI,,,1522281600.0,,,,,,,
Financials,financial-services,96,TMSF,T. Rowe Price Multi-Sector Income ETF,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_financial-services/,2026-08-31T12:23:26+00:00,en-US,US,ETF,ETF,Nasdaq Real Time Price,False,LOW,,,,,True,1763735400000,2,,,,,-0.084999084,0.0,0.0,,1787947200,50.025,50.025,50.025 - 50.025,50.025,88,50.11,5,5,us_market,finmb_1956870229,NasdaqGM,T. Rowe Price Multi-Sector Income ETF,50.025,768,480,[],1.0590019,0.02162729,48.966 - 50.8,-0.7749977,-0.015255861,-0.039964914,0.0,14.438661,0.0,2.13806,0.70714,0.70714,58511760.0,PRE,3.4646566,USD,50.44,49.66,NGM,50.8,48.966,,-0.169625,,,50.1399,-0.11489868,-0.0022915618,50.140938,-0.11593628,-0.002312208,,15,0,America/New_York,EDT,-14400000,False,False,False,,T. Rowe Price Multi-Sector Inco,0.37,TMSF,,,,2025-11-20,,,,,,
Financials,financial-services,97,RTRE,Rareview Total Return Bond ETF,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_financial-services/,2026-08-31T12:23:26+00:00,en-US,US,ETF,ETF,Delayed Quote,False,LOW,4.01,11.079104808331486,,,True,1717421400000,2,,,,,-0.0650005,-0.0650005,-0.26423,,1787941719,24.535,24.5959,24.535 - 24.5959,24.535,536,24.6,100,200,us_market,finmb_1878970794,Cboe US,Rareview Total Return Bond ETF,24.5959,8949,3120,[],0.46500015,0.01931866,24.07 - 25.79,-1.2550011,-0.048662312,-2.3249328,0.0,10.708719,0.0,-0.71607,-0.89462,-0.89462,58131584.0,PRE,2.2911236,USD,0.0,0.0,BTS,25.79,24.07,4.49,-0.26423,,,24.67788,-0.14287949,-0.0057897796,25.066805,-0.53180504,-0.02121551,,15,0,America/New_York,EDT,-14400000,False,False,False,,Rareview Total Return Bond ETF,0.7,RTRE,,,,,,,,,,
Financials,financial-services,98,OBND,State Street Loomis Sayles Opportunistic Bond ETF,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_financial-services/,2026-08-31T12:23:26+00:00,en-US,US,ETF,ETF,Delayed Quote,False,LOW,,,,,True,1632835800000,2,1.4750004,5.7809143,1788176700.0,26.99,-0.0500011,-0.0500011,-0.195584,26.99,1787932207,25.515,25.5303,25.515 - 25.5303,25.515,494,25.565,500,900,us_market,finmb_1674351414,Cboe US,State Street Loomis Sayles Opportunistic Bond ETF,25.5303,23360,117770,[],0.22499847,0.008896736,25.29 - 26.48,-0.96500015,-0.036442604,-2.1288812,0.0,,0.0,0.73179,-0.06335,-0.06335,57160976.0,PRE,,USD,40.56,0.0,BTS,26.48,25.29,6.41,-0.195584,,,25.54126,-0.026260376,-0.0010281551,25.8472,-0.332201,-0.012852495,,15,0,America/New_York,EDT,-14400000,False,False,False,,State Street Loomis Sayles Oppo,0.55,OBND,,,,,,,,,,
