sector,yahoo_sector_key,rank,ticker,etf_name,source_url,retrieved_at_utc,screen_language,screen_region,screen_quote_type,screen_type_disp,screen_quote_source_name,screen_triggerable,screen_custom_price_alert_confidence,screen_yield_ttm,screen_pe_ttm,screen_annual_return_nav_y3,screen_annual_return_nav_y5,screen_has_pre_post_market_data,screen_first_trade_date_milliseconds,screen_price_hint,screen_pre_market_change,screen_pre_market_change_percent,screen_pre_market_time,screen_pre_market_price,screen_regular_market_change,screen_fullday_change,screen_fullday_change_percent,screen_fullday_price,screen_regular_market_time,screen_regular_market_price,screen_regular_market_day_high,screen_regular_market_day_range,screen_regular_market_day_low,screen_regular_market_volume,screen_regular_market_previous_close,screen_bid_size,screen_ask_size,screen_market,screen_message_board_id,screen_full_exchange_name,screen_long_name,screen_regular_market_open,screen_average_daily_volume3_month,screen_average_daily_volume10_day,screen_corporate_actions,screen_fifty_two_week_low_change,screen_fifty_two_week_low_change_percent,screen_fifty_two_week_range,screen_fifty_two_week_high_change,screen_fifty_two_week_high_change_percent,screen_fifty_two_week_change_percent,screen_trailing_annual_dividend_rate,screen_trailing_pe,screen_trailing_annual_dividend_yield,screen_ytd_return,screen_trailing_three_month_returns,screen_trailing_three_month_nav_returns,screen_net_assets,screen_market_state,screen_eps_trailing_twelve_months,screen_currency,screen_ask,screen_bid,screen_exchange,screen_fifty_two_week_high,screen_fifty_two_week_low,screen_dividend_yield,screen_regular_market_change_percent,screen_shares_outstanding,screen_book_value,screen_fifty_day_average,screen_fifty_day_average_change,screen_fifty_day_average_change_percent,screen_two_hundred_day_average,screen_two_hundred_day_average_change,screen_two_hundred_day_average_change_percent,screen_price_to_book,screen_source_interval,screen_exchange_data_delayed_by,screen_exchange_timezone_name,screen_exchange_timezone_short_name,screen_gmt_off_set_milliseconds,screen_esg_populated,screen_tradeable,screen_crypto_tradeable,screen_financial_currency,screen_short_name,screen_net_expense_ratio,screen_symbol,screen_earnings_timestamp_start,screen_earnings_timestamp_end,screen_dividend_date,screen_ipo_expected_date,screen_display_name,screen_earnings_call_timestamp_start,screen_earnings_call_timestamp_end,screen_is_earnings_date_estimate,screen_prev_name,screen_name_change_date
Financials,financial-services,21,PREF,Principal Spectrum Preferred Securities Active ETF,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_financial-services/,2026-08-31T12:23:26+00:00,en-US,US,ETF,ETF,Delayed Quote,False,LOW,,,7.1187,2.1071,True,1499779800000,2,-0.10000038,-0.5299437,1788174005.0,18.77,0.0,-0.6800003,-3.603605,18.77,1787947200,18.87,18.88,18.85 - 18.88,18.85,169934,18.87,700,500,us_market,finmb_433321961,NYSEArca,Principal Spectrum Preferred Securities Active ETF,18.88,224847,269880,[],0.23000145,0.012339134,18.64 - 19.32,-0.44999886,-0.023291867,-0.36959052,0.0,,0.0,1.58499,0.47808,0.47808,1782471420.0,PRE,,USD,21.86,15.87,PCX,19.32,18.64,5.23,0.0,,,18.91138,-0.04137993,-0.0021880965,19.00788,-0.13787842,-0.0072537507,,15,0,America/New_York,EDT,-14400000,False,False,False,,Principal Spectrum Preferred Se,0.55,PREF,,,,,,,,,,
Financials,financial-services,22,NHYB,Nuveen High Yield Corporate Bond ETF,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_financial-services/,2026-08-31T12:23:26+00:00,en-US,US,EQUITY,Equity,Delayed Quote,False,LOW,,,,,True,1758720600000,2,0.6500015,2.6305203,1788176700.0,25.36,-0.0700016,-0.0700016,-0.282492,25.36,1787947200,24.71,24.75,24.69 - 24.75,24.69,101385,24.78,700,200,us_market,finmb_1954803034,NYSEArca,Nuveen High Yield Corporate Bond ETF,24.73,67084,133840,[],0.33299828,0.013660346,24.377 - 25.19,-0.48000145,-0.019055238,-1.1402309,0.0,,0.0,,,,,PRE,,USD,0.0,0.0,PCX,25.19,24.377,,-0.282492,,,24.66056,0.049438477,0.002004759,24.834286,-0.12428665,-0.0050046397,,15,0,America/New_York,EDT,-14400000,False,False,False,,Nuveen High Yield Corporate Bon,,NHYB,,,,,,,,,,
Financials,financial-services,23,KBE,State Street SPDR S&P Bank ETF,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_financial-services/,2026-08-31T12:23:26+00:00,en-US,US,ETF,ETF,Delayed Quote,False,LOW,2.11,13.469828,5.27705,33.52927,True,1132065000000,2,,,,,0.0400009,0.0400009,0.0584638,,1787947200,68.46,68.91,68.33 - 68.91,68.33,931318,68.42,400,600,us_market,finmb_25874796,NYSEArca,State Street SPDR S&P Bank ETF,68.64,1605655,1275480,[],13.82,0.25292826,54.64 - 71.92,-3.459999,-0.048109,13.007593,0.0,13.239648,0.0,16.02942,9.06245,9.06245,1647375100.0,PRE,5.170832,USD,0.0,66.85,PCX,71.92,54.64,2.11,0.0584638,,,69.225,-0.7649994,-0.011050913,63.9528,4.5071983,0.07047695,,15,0,America/New_York,EDT,-14400000,False,False,False,,State Street SPDR S&P Bank ETF,0.35,KBE,,,,,,,,,,
Financials,financial-services,24,BIZD,VanEck BDC Income ETF,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_financial-services/,2026-08-31T12:23:26+00:00,en-US,US,ETF,ETF,Delayed Quote,False,LOW,12.29,11.884954,26.81644,36.69905,True,1360679400000,2,-0.0022001266,-0.016468015,1788176700.0,13.3578,-0.0300007,-0.0122003555,-0.09125172,13.3578,1787947200,13.36,13.4601,13.3441 - 13.4601,13.3441,4534889,13.39,2900,1700,us_market,finmb_223315022,NYSEArca,VanEck BDC Income ETF,13.38,3179109,2763470,[],1.3899994,0.11612359,11.97 - 16.12,-2.7600012,-0.17121595,-16.656267,0.0,12.8050785,0.0,-7.21215,-4.0514,-4.0514,1567428480.0,PRE,1.043336,USD,13.48,0.0,PCX,16.12,11.97,12.29,-0.224053,,,12.7814,0.57859993,0.0452689,13.25915,0.100850105,0.0076060765,,15,0,America/New_York,EDT,-14400000,False,False,False,,VanEck BDC Income ETF,9.69,BIZD,,,,,,,,,,
Financials,financial-services,25,IAI,iShares U.S. Broker-Dealers & Securities Exchanges ETF,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_financial-services/,2026-08-31T12:23:26+00:00,en-US,US,ETF,ETF,Delayed Quote,False,LOW,1.1,20.060181,15.02641,40.3923,True,1146835800000,2,0.0,0.0,1788170304.0,195.14,-0.210007,-0.210007,-0.107503,195.14,1787947200,195.14,196.635,195.0 - 196.635,195.0,48285,195.35,300,100,us_market,finmb_27445691,NYSEArca,iShares U.S. Broker-Dealers & Securities Exchanges ETF,195.73,87469,92420,[],37.36,0.2367854,157.78 - 197.27,-2.130005,-0.010797408,13.486481,0.0,21.021715,0.0,4.50929,5.76562,5.76562,1350053500.0,PRE,9.282782,USD,0.0,184.34,PCX,197.27,157.78,1.1,-0.107503,,,188.1562,6.983795,0.037117008,179.3487,15.791306,0.08804806,,15,0,America/New_York,EDT,-14400000,False,False,False,,iShares U.S. Broker-Dealers & S,0.37,IAI,,,,,,,,,,
Financials,financial-services,26,COMT,iShares GSCI Commodity Dynamic Roll Strategy ETF,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_financial-services/,2026-08-31T12:23:26+00:00,en-US,US,ETF,ETF,Nasdaq Real Time Price,False,LOW,4.9,59.98800239952009,-6.26688,36.53977,True,1413466200000,2,0.049999237,0.14500938,1788174015.0,34.53,-0.010002136,-0.010002136,-0.029000103,34.53,1787947201,34.48,34.59,34.35 - 34.59,34.35,65060,34.49,25,7,us_market,finmb_271828010,NasdaqGM,iShares GSCI Commodity Dynamic Roll Strategy ETF,34.35,309630,168950,[],10.24,0.42244223,24.24 - 36.65,-2.170002,-0.059208784,27.751017,,81.7221,,31.12057,-9.45525,-9.45525,1187902080.0,PRE,0.4219177,USD,32.29,32.1,NGM,36.65,24.24,5.91,-0.029000103,,,32.51066,1.9693413,0.06057525,30.688194,3.7918053,0.12355909,,15,0,America/New_York,EDT,-14400000,False,False,False,,iShares GSCI Commodity Dynamic ,0.48,COMT,,,1530489600.0,,,,,,,
Financials,financial-services,27,FXO,First Trust Financials AlphaDEX Fund,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_financial-services/,2026-08-31T12:23:26+00:00,en-US,US,ETF,ETF,Delayed Quote,False,LOW,1.99,10.887316,9.263,37.59475,True,1178803800000,2,,,,,0.0382004,0.0382004,0.0576594,,1787947189,66.29,66.63,66.25 - 66.63,66.25,37424,66.2518,100,100,us_market,finmb_34336496,NYSEArca,First Trust Financials AlphaDEX Fund,66.39,48765,44440,[],11.889999,0.21856616,54.4 - 67.38,-1.0899963,-0.016176853,12.260795,,10.927704,,10.39953,10.07704,10.07704,1128648320.0,PRE,6.066233,USD,67.71,64.71,PCX,67.38,54.4,1.99,0.0576594,,,64.934,1.3560028,0.020882787,60.75465,5.535351,0.09110991,,15,0,America/New_York,EDT,-14400000,False,False,False,,First Trust Financials AlphaDEX,0.6,FXO,,,,,,,,,,
Financials,financial-services,28,CORB,AB Core Bond ETF,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_financial-services/,2026-08-31T12:23:26+00:00,en-US,US,ETF,ETF,Delayed Quote,False,LOW,4.05,26.745119,5.49704,-0.9042,True,1762785000000,2,,,,,-0.100201,-0.100201,-0.343624,,1787947122,29.0598,29.16,29.05 - 29.16,29.05,40810,29.16,100,600,us_market,finmb_1949946034,NYSEArca,AB Core Bond ETF,29.16,122438,139820,[],0.08979988,0.0030997542,28.97 - 30.36,-1.3002014,-0.04282613,-3.2784164,0.0,26.339777,0.0,-0.90854,-0.87481,-0.87481,1110206210.0,PRE,1.1032667,USD,0.0,0.0,PCX,30.36,28.97,4.05,-0.343624,,,29.22132,-0.16152,-0.005527471,29.64423,-0.5844307,-0.019714821,,15,0,America/New_York,EDT,-14400000,False,False,False,,AB Core Bond ETF,0.28,CORB,,,,,"AB Active ETFs, Inc. - AB Core Bond ETF",,,,,
Financials,financial-services,29,BLOK,Amplify Blockchain Technology ETF,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_financial-services/,2026-08-31T12:23:26+00:00,en-US,US,ETF,ETF,Delayed Quote,False,LOW,0.82,19.940179,98.08543,31.57665,True,1516890600000,2,0.0,0.0,1788177609.0,62.07,-2.84,0.10000229,0.16139814,62.07,1787947200,62.07,64.275,61.815 - 64.275,61.815,395926,64.91,100,200,us_market,finmb_546006073,NYSEArca,Amplify Blockchain Technology ETF,64.15,249847,230800,[],15.169998,0.3234541,46.9 - 75.89,-13.82,-0.18210568,4.196739,0.0,20.885706,0.0,4.32149,-0.00471,-0.00471,1062335170.0,PRE,2.971889,USD,65.56,0.0,PCX,75.89,46.9,0.82,-4.37529,,,61.6479,0.42210007,0.0068469495,59.650124,2.419876,0.04056783,,15,0,America/New_York,EDT,-14400000,False,False,False,,Amplify Blockchain Technology E,0.7,BLOK,,,,,,,,,,
Financials,financial-services,30,UYG,ProShares Ultra Financials,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_financial-services/,2026-08-31T12:23:26+00:00,en-US,US,ETF,ETF,Delayed Quote,False,LOW,0.8,16.661113,21.91046,67.4828,True,1170340200000,2,-2.4210968,-2.4410868,1788177657.0,96.76,0.681099,-2.4689941,-2.488178,96.76,1787946616,99.1811,100.1316,98.9 - 100.1316,98.9,8654,98.5,100,200,us_market,finmb_32431646,NYSEArca,ProShares Ultra Financials,98.71,18284,11850,[],30.741096,0.44916853,68.44 - 104.32,-5.1389008,-0.049260937,0.76196194,,17.22774,,5.04575,17.98067,17.98067,829165120.0,PRE,5.757058,USD,100.25,96.87,PCX,104.32,68.44,0.8,0.691471,,,94.257,4.924095,0.052241158,86.9794,12.201698,0.14028262,,15,0,America/New_York,EDT,-14400000,False,False,False,,ProShares Ultra Financials,0.94,UYG,,,,,,,,,,
Financials,financial-services,31,PCEF,Invesco CEF Income Composite ETF,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_financial-services/,2026-08-31T12:23:26+00:00,en-US,US,ETF,ETF,Nasdaq Real Time Price,False,LOW,7.68,23.820867,9.48314,15.26707,True,1266589800000,2,,,,,0.039999,0.039999,0.196362,,1787947200,20.41,20.43,20.32 - 20.43,20.32,70315,20.37,300,200,us_market,finmb_98561853,NYSEArca,Invesco CEF Income Composite ETF,20.41,109371,102000,[],2.1100006,0.11530059,18.3 - 20.6,-0.19000053,-0.009223327,2.614379,0.0,24.278847,0.0,5.46683,2.04953,2.04953,801047490.0,PRE,0.8406495,USD,21.33,19.68,PCX,20.6,18.3,7.68,0.196362,,,20.2308,0.17919922,0.008857742,19.91675,0.4932499,0.02476558,,15,0,America/New_York,EDT,-14400000,False,False,False,,Invesco CEF Income Composite ET,2.71,PCEF,,,,,,,,,,
Financials,financial-services,32,CMDT,PIMCO Commodity Strategy Active Exchange-Traded Fund,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_financial-services/,2026-08-31T12:23:26+00:00,en-US,US,ETF,ETF,Delayed Quote,False,LOW,,,,,True,1683811800000,2,,,,,-0.0699997,-0.0699997,-0.203487,,1787947191,34.33,34.4999,34.27 - 34.4999,34.27,39770,34.4,100,1100,us_market,finmb_1821386199,NYSEArca,PIMCO Commodity Strategy Active Exchange-Traded Fund,34.32,58060,48370,[],7.720001,0.29011655,26.61 - 35.7,-1.3699989,-0.038375318,27.195263,0.0,,0.0,19.64474,-3.61276,-3.61276,799195780.0,PRE,,USD,53.57,0.0,PCX,35.7,26.61,2.59,-0.203487,,,32.3762,1.9538002,0.0603468,31.03411,3.2958927,0.10620227,,15,0,America/New_York,EDT,-14400000,False,False,False,,PIMCO Commodity Strategy Active,0.65,CMDT,,,,,,,,,,
Financials,financial-services,33,IXG,iShares Global Financials ETF,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_financial-services/,2026-08-31T12:23:26+00:00,en-US,US,ETF,ETF,Delayed Quote,False,LOW,2.13,14.932059,14.92569,25.14299,True,1006785000000,2,-3.1004028,-2.3042755,1788175466.0,131.4496,0.570007,0.5200043,0.38670653,131.4496,1787947200,134.55,134.86,134.35 - 134.86,134.35,13726,133.98,300,100,us_market,finmb_8798082,NYSEArca,iShares Global Financials ETF,134.61,61884,46510,[],24.560005,0.22329308,109.99 - 135.65,-1.0999908,-0.008109037,17.35717,0.888,15.121582,0.0066278554,11.52542,10.80302,10.80302,690891010.0,PRE,8.897879,USD,0.0,126.87,PCX,135.65,109.99,2.13,0.425442,5450000.0,78.325,130.8974,3.6526031,0.027904322,122.27565,12.274353,0.10038264,1.7178425,15,0,America/New_York,EDT,-14400000,False,False,False,USD,iShares Global Financial ETF,0.38,IXG,,,,,,,,,,
Financials,financial-services,34,IAT,iShares U.S. Regional Banks ETF,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_financial-services/,2026-08-31T12:23:26+00:00,en-US,US,ETF,ETF,Delayed Quote,False,LOW,2.54,13.03781,-8.53142,39.00952,True,1146835800000,2,,,,,-0.0499992,-0.0499992,-0.0803072,,1787947200,62.21,62.75,62.07 - 62.75,62.07,101033,62.26,300,400,us_market,finmb_27447372,NYSEArca,iShares U.S. Regional Banks ETF,62.57,163138,144420,[],14.84,0.31327847,47.37 - 66.16,-3.9500046,-0.059703816,15.718007,0.0,12.753131,0.0,16.64815,9.03736,9.03736,674145920.0,PRE,4.878018,USD,63.67,0.0,PCX,66.16,47.37,2.54,-0.0803072,,,63.3214,-1.1114006,-0.017551737,58.0418,4.1681976,0.07181372,,15,0,America/New_York,EDT,-14400000,False,False,False,,iShares U.S. Regional Banks ETF,0.37,IAT,,,,,,,,,,
Financials,financial-services,35,PGF,Invesco Financial Preferred ETF,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_financial-services/,2026-08-31T12:23:26+00:00,en-US,US,ETF,ETF,Delayed Quote,False,LOW,,,7.81599,2.38134,True,1164983400000,2,,,,,-0.0300007,-0.0300007,-0.222722,,1787947200,13.44,13.489,13.415 - 13.489,13.415,244880,13.47,18600,19100,us_market,finmb_30470540,NYSEArca,Invesco Financial Preferred ETF,13.49,151974,208620,[],0.09999943,0.007496209,13.34 - 15.0,-1.5600004,-0.104000024,-6.925207,0.0,,0.0,-0.69429,-1.78559,-1.78559,673457150.0,PRE,,USD,14.04,13.44,PCX,15.0,13.34,6.42,-0.222722,,,13.6038,-0.16380024,-0.012040772,13.9862,-0.54620075,-0.039052833,,15,0,America/New_York,EDT,-14400000,False,False,False,,Invesco Financial Preferred ETF,0.55,PGF,,,,,,,,,,
Financials,financial-services,36,FLRT,Pacer Aristotle Pacific Floating Rate High Income ETF,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_financial-services/,2026-08-31T12:23:26+00:00,en-US,US,ETF,ETF,Nasdaq Real Time Price,False,LOW,7.86,10.989010989010989,14.63489,3.43071,True,1424356200000,2,,,,,0.0,0.0,0.0,,1787947200,46.66,46.71,46.65 - 46.71,46.65,124214,46.66,100,100,us_market,finmb_275769989,NYSEArca,Pacer Aristotle Pacific Floating Rate High Income ETF,46.67,113390,159400,[],0.65999985,0.014347822,46.0 - 47.64,-0.97999954,-0.02057094,-1.5196264,0.0,10.808468,0.0,2.30192,1.38326,1.38326,659375420.0,PRE,4.3169856,USD,48.88,44.44,PCX,47.64,46.0,6.72,0.0,,,46.74944,-0.08943939,-0.001913165,46.85615,-0.19615173,-0.0041862535,,15,0,America/New_York,EDT,-14400000,False,False,False,,Pacer Aristotle Pacific Floatin,0.6,FLRT,,,,,,,,,,
Financials,financial-services,37,KIE,State Street SPDR S&P Insurance ETF,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_financial-services/,2026-08-31T12:23:26+00:00,en-US,US,ETF,ETF,Delayed Quote,False,LOW,1.52,11.477103,12.11851,22.71828,True,1132065000000,2,,,,,0.259998,0.259998,0.408481,,1787947200,63.91,64.22,63.76 - 64.22,63.76,767732,63.65,200,600,us_market,finmb_25874902,NYSEArca,State Street SPDR S&P Insurance ETF,63.81,1217674,944740,[],10.459999,0.19569689,53.45 - 66.53,-2.619999,-0.039380714,9.15457,,11.422856,,7.7501,12.48818,12.48818,654977860.0,PRE,5.594923,USD,0.0,0.0,PCX,66.53,53.45,1.52,0.408481,,,63.2746,0.63539886,0.010041926,59.155,4.755001,0.080382064,,15,0,America/New_York,EDT,-14400000,False,False,False,,State Street SPDR S&P Insurance,0.35,KIE,,,,,,,,,,
Financials,financial-services,38,BBHY,JPMorgan BetaBuilders USD High Yield Corporate Bond ETF,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_financial-services/,2026-08-31T12:23:26+00:00,en-US,US,ETF,ETF,Delayed Quote,False,LOW,7.42,59.98800239952009,12.55347,4.05106,True,1473946200000,2,-9.918213e-05,-0.00021627154,1788177604.0,45.8599,-0.0599976,0.008800507,0.019193664,45.8599,1787947191,45.86,45.96,45.84 - 45.96,45.84,42029,45.92,300,1000,us_market,finmb_331854706,Cboe US,JPMorgan BetaBuilders USD High Yield Corporate Bond ETF,45.95,58038,41090,[],0.63000107,0.0139288325,45.23 - 47.107,-1.2469978,-0.026471604,-1.2489259,0.0,59.00451,0.0,1.72488,0.474,0.474,615720900.0,PRE,0.7772288,USD,71.56,0.0,BTS,47.107,45.23,7.13,-0.130657,,,45.8329,0.02709961,0.0005912698,46.176704,-0.3167038,-0.006858519,,15,0,America/New_York,EDT,-14400000,False,False,False,,JPMorgan BetaBuilders USD High ,0.07,BBHY,,,,,,,,,,
Financials,financial-services,39,TOTR,T. Rowe Price Total Return ETF,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_financial-services/,2026-08-31T12:23:26+00:00,en-US,US,ETF,ETF,Nasdaq Real Time Price,False,LOW,5.33,30.20235578375113,,,True,1632922200000,2,,,,,-0.0551987,-0.0551987,-0.139849,,1787947199,39.415,39.51,39.36 - 39.51,39.36,12574,39.4702,100,300,us_market,finmb_717735730,NYSEArca,T. Rowe Price Total Return ETF,39.51,15098,9380,[],0.16500092,0.004203845,39.25 - 41.33,-1.9150009,-0.0463344,-2.5828004,0.0,1.790777,0.0,-0.53549,-0.73542,-0.73542,572985470.0,PRE,22.01,USD,42.49,36.49,PCX,41.33,39.25,5.38,-0.139849,,,39.74252,-0.32751846,-0.008241009,40.370865,-0.95586395,-0.023677073,,15,0,America/New_York,EDT,-14400000,False,False,False,,T. Rowe Price Total Return ETF,0.31,TOTR,,,,,,,,,,
Financials,financial-services,40,IAK,iShares U.S. Insurance ETF,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_financial-services/,2026-08-31T12:23:26+00:00,en-US,US,ETF,ETF,Nasdaq Real Time Price,False,LOW,2.43,10.80497,11.22106,26.7001,True,1146835800000,2,0.20500183,0.14130262,1788178059.0,145.285,0.460007,0.20500183,0.14130262,145.285,1787947192,145.08,145.6269,144.76 - 145.6269,144.76,69024,144.62,200,700,us_market,finmb_27445806,NYSEArca,iShares U.S. Insurance ETF,144.94,120249,88630,[],20.46,0.16417909,124.62 - 152.38,-7.300003,-0.047906566,9.693027,,10.655001,,10.11718,11.4738,11.4738,536995330.0,PRE,13.616142,USD,146.22,137.01,PCX,152.38,124.62,2.43,0.31808,,,144.9802,0.09980774,0.0006884233,135.8817,9.198303,0.067693464,,15,0,America/New_York,EDT,-14400000,False,False,False,,iShares U.S. Insurance ETF,0.37,IAK,,,,,,,,,,
Financials,financial-services,41,XBB,BondBloxx BB Rated USD High Yield Corporate Bond ETF,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_financial-services/,2026-08-31T12:23:26+00:00,en-US,US,ETF,ETF,Nasdaq Real Time Price,False,LOW,6.36,59.98800239952009,,,True,1653571800000,2,,,,,-0.105,-0.105,-0.256974,,1787946243,40.755,40.8723,40.755 - 40.8723,40.755,5643,40.86,100,100,us_market,finmb_1773506413,NYSEArca,BondBloxx BB Rated USD High Yield Corporate Bond ETF,40.8723,250815,477740,[],0.57500076,0.014310621,40.18 - 41.61,-0.85499954,-0.020547934,-0.34233928,0.0,61.099045,0.0,1.38107,0.39647,0.39647,517744224.0,PRE,0.6670317,USD,0.0,37.82,PCX,41.61,40.18,5.54,-0.256974,,,40.75318,0.0018196106,4.4649536e-05,40.97308,-0.21807861,-0.005322485,,15,0,America/New_York,EDT,-14400000,False,False,False,,BondBloxx BB-Rated USD High Yie,0.2,XBB,,,,,,,,,,
Financials,financial-services,42,WTPI,WisdomTree Equity Premium Income Fund,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_financial-services/,2026-08-31T12:23:26+00:00,en-US,US,ETF,ETF,Delayed Quote,False,LOW,,,15.85155,21.17222,True,1456410600000,2,0.045200348,0.13626876,1788176700.0,33.2152,0.0199966,0.045200348,0.13626876,33.2152,1787947200,33.17,33.25,33.1227 - 33.25,33.1227,112259,33.15,400,100,us_market,finmb_281277788,NYSEArca,WisdomTree Equity Premium Income Fund,33.23,92692,120160,[],2.1299973,0.06862105,31.04 - 33.92,-0.75,-0.02211085,2.3133874,0.0,,0.0,4.73922,2.8533,2.8533,496215392.0,PRE,,USD,34.0,30.06,PCX,33.92,31.04,8.07,0.0603217,,,33.03034,0.13965988,0.0042282306,33.09135,0.07864761,0.002376682,,15,0,America/New_York,EDT,-14400000,False,False,False,,WisdomTree Equity Premium Incom,0.44,WTPI,,,,,,,,,,
Financials,financial-services,43,BDBT,Bluemonte Core Bond ETF,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_financial-services/,2026-08-31T12:23:26+00:00,en-US,US,ETF,ETF,Delayed Quote,False,LOW,,,,,True,1750685400000,2,,,,,-0.0900002,-0.0900002,-0.362028,,1787947191,24.77,24.88,24.76 - 24.88,24.76,57267,24.86,500,4600,us_market,finmb_1934453898,NYSEArca,Bluemonte Core Bond ETF,24.85,42530,44140,[],1.9700012,0.08640356,22.8 - 25.88,-1.1099987,-0.042890213,-1.9786298,0.0,,0.0,-0.73565,-0.82134,-0.82134,480007008.0,PRE,,USD,27.77,21.77,PCX,25.88,22.8,3.96,-0.362028,,,24.96716,-0.19715881,-0.007896726,25.301725,-0.53172493,-0.021015363,,15,0,America/New_York,EDT,-14400000,False,False,False,,Bluemonte Core Bond ETF,0.23,BDBT,,,,,,,,,,
Financials,financial-services,44,DFNL,Davis Select Financial ETF,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_financial-services/,2026-08-31T12:23:26+00:00,en-US,US,ETF,ETF,Delayed Quote,False,LOW,1.29,12.792631,14.21128,30.83873,True,1484231400000,2,0.66999817,1.2936825,1788177597.0,52.46,0.0200005,0.0200005,0.0386333,52.46,1787947199,51.79,52.1,51.79 - 52.1,51.79,10588,51.77,700,100,us_market,finmb_380578280,Cboe US,Davis Select Financial ETF,52.06,47412,19310,[],8.66,0.2007883,43.13 - 53.09,-1.2999992,-0.024486706,15.268194,0.0,12.91734,0.0,6.30345,8.19769,8.19769,479630336.0,PRE,4.0093393,USD,80.81,20.72,BTS,53.09,43.13,1.29,0.0386333,,,51.09392,0.69607925,0.0136235235,48.032043,3.7579575,0.07823855,,15,0,America/New_York,EDT,-14400000,False,False,False,,Davis Select Financial ETF,0.61,DFNL,,,,,,,,,,
Financials,financial-services,45,USDU,WisdomTree Bloomberg U.S. Dollar Bullish Fund,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_financial-services/,2026-08-31T12:23:26+00:00,en-US,US,ETF,ETF,Delayed Quote,False,LOW,,,3.10777,3.90255,True,1387377000000,2,,,,,0.0799999,0.0799999,0.304182,,1787947200,26.38,26.435,26.28 - 26.435,26.28,433455,26.3,4900,5200,us_market,finmb_252274775,NYSEArca,WisdomTree Bloomberg U.S. Dollar Bullish Fund,26.29,408144,479620,[],1.2399998,0.04932378,25.14 - 27.25,-0.87000084,-0.031926636,0.0,0.0,,0.0,2.73404,2.25027,2.25027,458290272.0,PRE,,USD,26.75,26.0,PCX,27.25,25.14,3.73,0.304182,,,26.571,-0.19099998,-0.0071882876,26.2604,0.11959839,0.004554325,,15,0,America/New_York,EDT,-14400000,False,False,False,,WisdomTree Bloomberg U.S. Dolla,0.51,USDU,,,,,,,,,,
Financials,financial-services,46,PBEU,Portfolio Building Block European Banks Index ETF,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_financial-services/,2026-08-31T12:23:26+00:00,en-US,US,ETF,ETF,Nasdaq Real Time Price,False,LOW,,,,,True,1764599400000,2,,,,,0.16289902,0.15999985,0.45248824,,1787947200,35.5229,35.58,35.4401 - 35.58,35.4401,31116,35.36,2,2,us_market,finmb_1959766822,NasdaqGM,Portfolio Building Block European Banks Index ETF,35.4401,157885,29380,[],9.7129,0.37632313,25.81 - 36.236,-0.71310043,-0.019679336,33.87729,0.0,12.688749,0.0,21.67553,16.90649,16.90649,456620416.0,PRE,2.7995589,USD,42.74,28.4,NGM,36.236,25.81,,0.46068728,,,34.34686,1.1760406,0.034240123,30.689476,4.8334236,0.1574945,,15,0,America/New_York,EDT,-14400000,False,False,False,,Portfolio Building Block Europe,0.13,PBEU,,,,2025-11-25,,,,,,
