sector,yahoo_sector_key,rank,ticker,etf_name,source_url,retrieved_at_utc,screen_language,screen_region,screen_quote_type,screen_type_disp,screen_quote_source_name,screen_triggerable,screen_custom_price_alert_confidence,screen_currency,screen_exchange,screen_fifty_two_week_high,screen_fifty_two_week_low,screen_dividend_yield,screen_financial_currency,screen_short_name,screen_regular_market_change_percent,screen_net_expense_ratio,screen_bid,screen_ask,screen_has_pre_post_market_data,screen_first_trade_date_milliseconds,screen_price_hint,screen_pre_market_change,screen_pre_market_change_percent,screen_pre_market_time,screen_pre_market_price,screen_regular_market_change,screen_fullday_change,screen_fullday_change_percent,screen_fullday_price,screen_regular_market_time,screen_regular_market_price,screen_regular_market_day_high,screen_regular_market_day_range,screen_regular_market_day_low,screen_regular_market_volume,screen_regular_market_previous_close,screen_bid_size,screen_ask_size,screen_market,screen_message_board_id,screen_full_exchange_name,screen_long_name,screen_regular_market_open,screen_average_daily_volume3_month,screen_average_daily_volume10_day,screen_corporate_actions,screen_fifty_two_week_low_change,screen_fifty_two_week_low_change_percent,screen_fifty_two_week_range,screen_fifty_two_week_high_change,screen_fifty_two_week_high_change_percent,screen_fifty_two_week_change_percent,screen_trailing_annual_dividend_rate,screen_trailing_pe,screen_trailing_annual_dividend_yield,screen_ytd_return,screen_trailing_three_month_returns,screen_trailing_three_month_nav_returns,screen_net_assets,screen_market_state,screen_eps_trailing_twelve_months,screen_shares_outstanding,screen_book_value,screen_fifty_day_average,screen_fifty_day_average_change,screen_fifty_day_average_change_percent,screen_two_hundred_day_average,screen_two_hundred_day_average_change,screen_two_hundred_day_average_change_percent,screen_price_to_book,screen_source_interval,screen_exchange_data_delayed_by,screen_exchange_timezone_name,screen_exchange_timezone_short_name,screen_gmt_off_set_milliseconds,screen_esg_populated,screen_tradeable,screen_crypto_tradeable,screen_symbol,screen_dividend_date,screen_ipo_expected_date,screen_prev_name,screen_name_change_date,screen_market_cap,screen_implied_shares_outstanding
Emerging Markets,emerging_markets,21,EMGF,iShares Emerging Markets Equity Factor ETF,Yahoo Finance custom ETF screener,2026-08-31T12:23:26+00:00,en-US,US,ETF,ETF,Nasdaq Real Time Price,False,LOW,USD,BTS,76.58,53.04,2.11,,iShares Emerging Markets Equity,-0.510983,0.26,0.0,76.21,True,1450449000000,2,,,,,-0.370003,-0.370003,-0.510983,,1787947199,72.04,72.78,71.871 - 72.78,71.871,104217,72.41,100.0,1200.0,us_market,finmb_285065157,Cboe US,iShares Emerging Markets Equity Factor ETF,72.48,170952,95850,[],19.0,0.35822022,53.04 - 76.58,-4.540001,-0.05928442,34.805393,0.0,16.426046,0.0,19.47719,2.07764,2.07764,1829094910.0,PRE,4.385718,,,70.52836,1.5116425,0.021433115,65.47511,6.564888,0.10026539,,15,0,America/New_York,EDT,-14400000,False,False,False,EMGF,,,,,,
Emerging Markets,emerging_markets,22,DGS,WisdomTree Emerging Markets SmallCap Dividend Fund,Yahoo Finance custom ETF screener,2026-08-31T12:23:26+00:00,en-US,US,ETF,ETF,Delayed Quote,False,LOW,USD,PCX,66.9,54.97,3.93,,WisdomTree Emerging Market Smal,-0.650152,0.58,60.52,67.83,True,1193751000000,2,,,,,-0.419998,-0.419998,-0.650152,,1787947200,64.18,64.685,64.07 - 64.685,64.07,21614,64.6,100.0,700.0,us_market,finmb_38686038,NYSEArca,WisdomTree Emerging Markets SmallCap Dividend Fund,64.75,42739,32640,[],9.209999,0.16754591,54.97 - 66.9,-2.7200012,-0.040657714,14.464068,,13.049083,,8.85716,-1.96369,-1.96369,1701269890.0,PRE,4.9183536,,,63.3426,0.8373985,0.013220147,61.7465,2.4335022,0.039411176,,15,0,America/New_York,EDT,-14400000,False,False,False,DGS,,,,,,
Emerging Markets,emerging_markets,23,GEM,Goldman Sachs ActiveBeta Emerging Markets Equity ETF,Yahoo Finance custom ETF screener,2026-08-31T12:23:26+00:00,en-US,US,ETF,ETF,Delayed Quote,False,LOW,USD,PCX,54.29,38.1,1.93,,Goldman Sachs ActiveBeta Emergi,-0.388117,0.35,51.33,51.65,True,1443533400000,2,0.0,0.0,1788177587.0,51.33,-0.199997,-0.29999924,-0.585136,51.33,1787947200,51.33,51.77,51.1559 - 51.77,51.1559,142591,51.53,100.0,800.0,us_market,finmb_280408735,NYSEArca,Goldman Sachs ActiveBeta Emerging Markets Equity ETF,51.68,110958,123430,[],13.230003,0.3472442,38.1 - 54.29,-2.959999,-0.054521993,33.574474,,16.54267,,19.68675,5.14395,5.14395,1693778560.0,PRE,3.102885,,,50.35894,0.9710617,0.019282807,46.797104,4.532898,0.096862786,,15,0,America/New_York,EDT,-14400000,False,False,False,GEM,,,,,,
Emerging Markets,emerging_markets,24,JEMA,JPMorgan ActiveBuilders Emerging Markets Equity ETF,Yahoo Finance custom ETF screener,2026-08-31T12:23:26+00:00,en-US,US,ETF,ETF,Nasdaq Real Time Price,False,LOW,USD,NGM,66.68,44.225,2.41,,JPMorgan ActiveBuilders Emergin,-0.7820007,0.33,48.96,73.54,True,1616074200000,2,,,,,-0.49000168,-0.49000168,-0.7820007,,1787947201,62.17,62.945,62.11 - 62.945,62.11,113180,62.66,2.0,2.0,us_market,finmb_700541009,NasdaqGM,JPMorgan ActiveBuilders Emerging Markets Equity ETF,62.69,137215,129800,[],17.945,0.40576598,44.225 - 66.68,-4.510002,-0.067636505,39.707863,0.0,17.708204,0.0,21.19322,1.80069,1.80069,1626419330.0,PRE,3.5108018,,,61.31546,0.85453796,0.013936746,56.329105,5.840893,0.10369227,,15,0,America/New_York,EDT,-14400000,False,False,False,JEMA,,2026-04-16,,,,
Emerging Markets,emerging_markets,25,AVES,Avantis Emerging Markets Value ETF,Yahoo Finance custom ETF screener,2026-08-31T12:23:26+00:00,en-US,US,ETF,ETF,Delayed Quote,False,LOW,USD,PCX,69.06,55.0,2.59,,Avantis Emerging Markets Value ,0.0902762,0.36,62.71,0.0,True,1633008600000,2,,,,,0.0599976,0.0599976,0.0902762,,1787947200,66.52,67.0,66.2343 - 67.0,66.2343,90196,66.46,100.0,600.0,us_market,finmb_1671654373,NYSEArca,Avantis Emerging Markets Value ETF,66.94,101214,83980,[],11.519997,0.20945449,55.0 - 69.06,-2.540001,-0.036779627,20.115566,0.0,12.600401,0.0,8.06298,-3.17669,-3.17669,1413827070.0,PRE,5.2791967,,,64.6866,1.8333969,0.028342763,62.94282,3.5771751,0.05683214,,15,0,America/New_York,EDT,-14400000,False,False,False,AVES,,,,,,
Emerging Markets,emerging_markets,26,DVYE,iShares Emerging Markets Dividend ETF,Yahoo Finance custom ETF screener,2026-08-31T12:23:26+00:00,en-US,US,ETF,ETF,Delayed Quote,False,LOW,USD,PCX,35.95,28.63,4.79,,iShares Emerging Markets Divide,-0.765731,0.5,33.42,35.8,True,1330093800000,2,0.6099968,1.743346,1788174425.0,35.6,-0.269997,-0.269997,-0.765731,35.6,1787947200,34.99,35.25,34.8495 - 35.25,34.8495,388981,35.26,200.0,200.0,us_market,finmb_171192407,NYSEArca,iShares Emerging Markets Dividend ETF,35.17,185560,129790,[],6.3600025,0.2221447,28.63 - 35.95,-0.9599991,-0.026703728,18.289387,0.0,8.852455,0.0,12.89002,0.4537,0.4537,1224867840.0,PRE,3.9525762,,,33.6728,1.3172035,0.03911773,33.51655,1.4734535,0.043961972,,15,0,America/New_York,EDT,-14400000,False,False,False,DVYE,,,,,,
Emerging Markets,emerging_markets,27,EDIV,State Street SPDR S&P Emerging Markets Dividend ETF,Yahoo Finance custom ETF screener,2026-08-31T12:23:26+00:00,en-US,US,ETF,ETF,Delayed Quote,False,LOW,USD,PCX,43.49,37.81,4.19,,State Street SPDR S&P Emerging ,-0.327621,0.49,41.42,45.9,True,1298557800000,2,-0.46229935,-1.1035426,1788177612.0,41.43,-0.137699,-0.45999908,-1.098112,41.43,1787947135,41.8923,42.1299,41.82 - 42.1299,41.82,57532,42.03,400.0,100.0,us_market,finmb_127573431,NYSEArca,State Street SPDR S&P Emerging Markets Dividend ETF,42.01,126934,76410,[],4.0822983,0.10796874,37.81 - 43.49,-1.597702,-0.036737226,9.373367,0.0,12.402149,0.0,8.55109,4.24034,4.24034,1219594880.0,PRE,3.3778257,,,41.6206,0.271698,0.006527969,40.75485,1.1374512,0.027909592,,15,0,America/New_York,EDT,-14400000,False,False,False,EDIV,1451433600.0,,,,,
Emerging Markets,emerging_markets,28,EMCS,Xtrackers MSCI Emerging Markets Select ETF,Yahoo Finance custom ETF screener,2026-08-31T12:23:26+00:00,en-US,US,ETF,ETF,Delayed Quote,False,LOW,USD,PCX,49.45,31.475,1.49,,Xtrackers MSCI Emerging Markets,-0.404127,0.15,0.0,72.64,True,1544106600000,2,,,,,-0.185402,-0.185402,-0.404127,,1787938009,45.6917,46.2107,45.635 - 46.2107,45.635,2114,45.8771,500.0,500.0,us_market,finmb_572582176,NYSEArca,Xtrackers MSCI Emerging Markets Select ETF,46.13,30009,48720,[],14.2167,0.45168227,31.475 - 49.45,-3.7583008,-0.07600204,44.613243,0.0,16.394846,0.0,26.77922,10.69795,10.69795,1013584900.0,PRE,2.786955,,,45.02258,0.6691208,0.014861894,40.829735,4.861965,0.11907903,,15,0,America/New_York,EDT,-14400000,False,False,False,EMCS,,,,,,
Emerging Markets,emerging_markets,29,JHEM,John Hancock Multifactor Emerging Markets ETF,Yahoo Finance custom ETF screener,2026-08-31T12:23:26+00:00,en-US,US,ETF,ETF,Delayed Quote,False,LOW,USD,PCX,42.16,29.68,1.83,,John Hancock Multifactor Emergi,-0.49702,0.49,0.0,0.0,True,1538141400000,2,0.2199974,0.5494441,1788177010.0,40.26,-0.200001,-0.020000458,-0.049926255,40.26,1787947190,40.04,40.39,39.935 - 40.39,39.935,126364,40.24,600.0,500.0,us_market,finmb_571929459,NYSEArca,John Hancock Multifactor Emerging Markets ETF,40.35,47065,80770,[],10.360001,0.34905663,29.68 - 42.16,-2.119999,-0.050284605,33.644855,0.0,16.365997,0.0,18.43372,4.17662,4.17662,1002476800.0,PRE,2.4465358,,,39.214,0.8260002,0.02106391,36.66045,3.379551,0.0921852,,15,0,America/New_York,EDT,-14400000,False,False,False,JHEM,,,,,,
Emerging Markets,emerging_markets,30,EYLD,Cambria Emerging Shareholder Yield ETF,Yahoo Finance custom ETF screener,2026-08-31T12:23:26+00:00,en-US,US,ETF,ETF,Delayed Quote,False,LOW,USD,BTS,49.82,35.89,5.04,,Cambria Emerging Shareholder Yi,0.266505,0.65,0.0,78.06,True,1468503000000,2,,,,,0.130001,0.130001,0.266505,,1787947200,48.91,49.288,48.679 - 49.288,48.679,27758,48.78,100.0,200.0,us_market,finmb_304415708,Cboe US,Cambria Emerging Shareholder Yield ETF,48.88,99739,53020,[],13.02,0.36277518,35.89 - 49.82,-0.90999985,-0.018265754,32.18919,0.0,11.778492,0.0,20.96155,4.04336,4.04336,857300220.0,PRE,4.152484,,,46.49294,2.4170609,0.051987696,43.39342,5.5165787,0.12712938,,15,0,America/New_York,EDT,-14400000,False,False,False,EYLD,,,,,,
Emerging Markets,emerging_markets,31,BBEM,JPMorgan Betabuilders Emerging Markets Equity ETF,Yahoo Finance custom ETF screener,2026-08-31T12:23:26+00:00,en-US,US,ETF,ETF,Delayed Quote,False,LOW,USD,BTS,82.68,59.79,2.82,,JPMorgan BetaBuilders Emerging ,-0.491766,0.15,0.0,120.49,True,1683811800000,2,,,,,-0.381599,-0.381599,-0.491766,,1787933592,77.2161,77.5099,77.2161 - 77.5099,77.2161,1313,77.5977,500.0,500.0,us_market,finmb_1816394726,Cboe US,JPMorgan Betabuilders Emerging Markets Equity ETF,77.51,36574,52070,[],17.426102,0.29145512,59.79 - 82.68,-5.4638977,-0.06608488,28.676176,0.0,17.300123,0.0,18.02958,2.25057,2.25057,774030460.0,PRE,4.463327,,,76.08438,1.1317215,0.014874557,71.2908,5.9253006,0.08311452,,15,0,America/New_York,EDT,-14400000,False,False,False,BBEM,,,,,,
Emerging Markets,emerging_markets,32,FEM,First Trust Emerging Markets AlphaDEX Fund,Yahoo Finance custom ETF screener,2026-08-31T12:23:26+00:00,en-US,US,ETF,ETF,Nasdaq Real Time Price,False,LOW,USD,NGM,35.61,25.85,2.33,,First Trust Emerging Markets Al,-0.8264508,0.8,29.48,32.01,True,1303219800000,2,,,,,-0.27500153,-0.2650032,-0.7964033,,1787947200,33.0,33.4,32.9536 - 33.4,32.9536,81649,33.275,2.0,1.0,us_market,finmb_130256910,NasdaqGM,First Trust Emerging Markets AlphaDEX Fund,33.32,101763,70980,[],7.1499996,0.2765957,25.85 - 35.61,-2.6100006,-0.073294036,24.905373,0.0,11.470041,0.0,13.25625,-6.32794,-6.32794,749049470.0,PRE,2.8770602,,,31.8404,1.1595993,0.036419116,30.5364,2.4636002,0.080677494,,15,0,America/New_York,EDT,-14400000,False,False,False,FEM,1522281600.0,,,,,
Emerging Markets,emerging_markets,33,EWX,State Street SPDR S&P Emerging Markets Small Cap ETF,Yahoo Finance custom ETF screener,2026-08-31T12:23:26+00:00,en-US,US,ETF,ETF,Nasdaq Real Time Price,False,LOW,USD,PCX,76.61,64.18,2.73,,State Street SPDR S&P Emerging ,-0.672838,0.65,69.37,0.0,True,1211463000000,2,,,,,-0.498001,-0.498001,-0.672838,,1787946702,73.517,74.13,73.4 - 74.13,73.4,37239,74.015,300.0,100.0,us_market,finmb_44919330,NYSEArca,State Street SPDR S&P Emerging Markets Small Cap ETF,74.0328,25917,38470,[],9.336998,0.14548142,64.18 - 76.61,-3.0930023,-0.040373348,11.987818,0.0,17.42341,0.0,3.87298,-6.01616,-6.01616,655696000.0,PRE,4.219438,,,71.6226,1.8944016,0.026449775,69.6739,3.8431015,0.05515841,,15,0,America/New_York,EDT,-14400000,False,False,False,EWX,,,,,,
Emerging Markets,emerging_markets,34,SEEM,SEI Select Emerging Markets Equity ETF,Yahoo Finance custom ETF screener,2026-08-31T12:23:26+00:00,en-US,US,ETF,ETF,Nasdaq Real Time Price,False,LOW,USD,NGM,41.79,28.3,2.69,,SEI Select Emerging Markets Equ,-0.61022544,0.6,30.98,46.54,True,1728567000000,2,,,,,-0.24000168,-0.23000336,-0.5848038,,1787947200,39.09,39.47,39.0 - 39.47,39.0,38989,39.33,2.0,2.0,us_market,finmb_1881817025,NasdaqGM,SEI Select Emerging Markets Equity ETF,39.345,58968,44990,[],10.790001,0.38127214,28.3 - 41.79,-2.7000008,-0.064608775,37.350666,0.0,14.200612,0.0,23.7047,5.81123,5.81123,619337860.0,PRE,2.7526982,,,38.62742,0.46258163,0.011975474,35.52217,3.5678291,0.100439504,,15,0,America/New_York,EDT,-14400000,False,False,False,SEEM,,,,,,
Emerging Markets,emerging_markets,35,DFSE,Dimensional Emerging Markets Sustainability Core 1 ETF,Yahoo Finance custom ETF screener,2026-08-31T12:23:26+00:00,en-US,US,ETF,ETF,Delayed Quote,False,LOW,USD,PCX,51.2,38.97,1.96,,Dimensional Emerging Markets Su,-0.701501,0.41,44.28,53.68,True,1667395800000,2,0.35639954,0.7268476,1788176700.0,49.39,-0.346401,-0.346401,-0.701501,49.39,1787947023,49.0336,49.57,48.83 - 49.57,48.83,28228,49.38,600.0,400.0,us_market,finmb_1782007305,NYSEArca,Dimensional Emerging Markets Sustainability Core 1 ETF,49.7,26495,23890,[],10.063599,0.25823963,38.97 - 51.2,-2.166401,-0.042312518,23.8858,0.0,16.87895,0.0,13.20805,0.60289,0.60289,602304700.0,PRE,2.9050148,,,47.74284,1.29076,0.027035678,45.41335,3.6202507,0.07971776,,15,0,America/New_York,EDT,-14400000,False,False,False,DFSE,,,,,,
Emerging Markets,emerging_markets,36,EMEQ,Nomura Focused Emerging Markets Equity ETF,Yahoo Finance custom ETF screener,2026-08-31T12:23:26+00:00,en-US,US,ETF,ETF,Nasdaq Real Time Price,False,LOW,USD,NGM,78.71,31.025,1.73,,Nomura Focused Emerging Markets,-1.3126042,0.85,59.53,64.29,True,1725543000000,2,0.88010406,1.3655632,1788166047.0,65.33,-0.8566055,-0.81010437,-1.241349,65.33,1787947200,64.4034,65.235,64.2201 - 65.235,64.2201,70959,65.26,2.0,1.0,us_market,finmb_1884277054,NasdaqGM,Nomura Focused Emerging Markets Equity ETF,64.99,147366,88000,[],33.378395,1.0758548,31.025 - 78.71,-14.3066025,-0.18176347,106.95718,0.0,16.134525,0.0,59.17101,17.60499,17.60499,596369860.0,PRE,3.9916513,,,65.83438,-1.4309845,-0.021736128,53.733585,10.669811,0.19856876,,15,0,America/New_York,EDT,-14400000,False,False,False,EMEQ,,2024-09-05,,,,
Emerging Markets,emerging_markets,37,FDEM,Fidelity Emerging Markets Multifactor ETF,Yahoo Finance custom ETF screener,2026-08-31T12:23:26+00:00,en-US,US,ETF,ETF,Delayed Quote,False,LOW,USD,BTS,38.316,28.745,3.0,,Fidelity Emerging Markets Multi,-0.572527,0.25,0.0,0.0,True,1551450600000,2,,,,,-0.2075,-0.2075,-0.572527,,1787946879,36.0354,36.35,36.03 - 36.35,36.03,30482,36.2429,200.0,200.0,us_market,finmb_597913122,Cboe US,Fidelity Emerging Markets Multifactor ETF,36.27,73984,45300,[],7.2903996,0.25362322,28.745 - 38.316,-2.2806015,-0.059520863,23.619211,0.0,13.675068,0.0,16.93846,4.28042,4.28042,580812930.0,PRE,2.6351168,,,35.54092,0.49448013,0.01391298,33.86298,2.1724205,0.06415326,,15,0,America/New_York,EDT,-14400000,False,False,False,FDEM,,,,,,
Emerging Markets,emerging_markets,38,EELV,Invesco S&P Emerging Markets Low Volatility ETF,Yahoo Finance custom ETF screener,2026-08-31T12:23:26+00:00,en-US,US,ETF,ETF,Delayed Quote,False,LOW,USD,PCX,29.97,26.04,3.82,,Invesco S&P Emerging Markets Lo,-0.100309,0.29,0.0,45.06,True,1326465000000,2,-0.001001358,-0.0034671861,1788176700.0,28.88,-0.0289993,-0.0289993,-0.100309,28.88,1787946541,28.881,29.05,28.77 - 29.05,28.77,25262,28.91,300.0,100.0,us_market,finmb_145962352,NYSEArca,Invesco S&P Emerging Markets Low Volatility ETF,28.94,42874,26440,[],2.8409996,0.10910136,26.04 - 29.97,-1.0889988,-0.036336295,10.482025,0.0,11.209754,0.0,7.32716,1.28498,1.28498,427785920.0,PRE,2.576417,,,28.406,0.47500038,0.016721833,28.3462,0.5347996,0.01886671,,15,0,America/New_York,EDT,-14400000,False,False,False,EELV,,,,,,
Emerging Markets,emerging_markets,39,DEHP,Dimensional Emerging Markets High Profitability ETF,Yahoo Finance custom ETF screener,2026-08-31T12:23:26+00:00,en-US,US,ETF,ETF,Delayed Quote,False,LOW,USD,PCX,45.13,28.77,1.42,,Dimensional Emerging Markets Hi,-0.342595,0.41,16.61,66.41,True,1651066200000,2,1.8400002,4.4326673,1788177597.0,43.35,-0.1427,-0.1427,-0.342595,43.35,1787947195,41.51,41.88,41.34 - 41.88,41.34,18314,41.6527,500.0,500.0,us_market,finmb_1760559243,NYSEArca,Dimensional Emerging Markets High Profitability ETF,41.84,39887,25260,[],12.739998,0.4428223,28.77 - 45.13,-3.6200027,-0.08021278,42.577457,0.0,19.227919,0.0,23.06512,3.49529,3.49529,420239968.0,PRE,2.15884,,,40.72216,0.787838,0.019346666,37.089264,4.4207344,0.11919175,,15,0,America/New_York,EDT,-14400000,False,False,False,DEHP,,,,,,
Emerging Markets,emerging_markets,40,GEME,Pacific NoS Global EM Equity Active ETF,Yahoo Finance custom ETF screener,2026-08-31T12:23:26+00:00,en-US,US,ETF,ETF,Nasdaq Real Time Price,False,LOW,USD,NGM,45.99,28.46,3.79,,Pacific North of South EM Equit,-0.5418621,0.75,39.3,46.35,True,1737642600000,2,0.65999985,1.5665792,1788177699.0,42.79,-0.22909927,-0.14999771,-0.35477227,42.79,1787947200,42.0509,42.545,41.9713 - 42.545,41.9713,17364,42.28,2.0,2.0,us_market,finmb_1892497793,NasdaqGM,Pacific NoS Global EM Equity Active ETF,42.3,77265,49640,[],13.5909,0.47754395,28.46 - 45.99,-3.9391022,-0.08565127,43.87723,0.0,14.447741,0.0,32.891,8.54194,8.54194,407978016.0,PRE,2.910552,,,42.20182,-0.15092087,-0.0035761697,38.232716,3.818184,0.09986693,,15,0,America/New_York,EDT,-14400000,False,False,False,GEME,,2025-01-23,,,,
Emerging Markets,emerging_markets,41,AVXC,Avantis Emerging Markets Ex-China Equity ETF,Yahoo Finance custom ETF screener,2026-08-31T12:23:26+00:00,en-US,US,ETF,ETF,Nasdaq Real Time Price,False,LOW,USD,NGM,88.77,56.33,1.73,,Avantis Emerging Markets ex-Chi,-0.49313524,0.33,64.28,96.42,True,1711027800000,2,,,,,-0.40769958,-0.39500427,-0.47777957,,1787947200,82.2673,83.14,82.14 - 83.14,82.14,25744,82.675,2.0,2.0,us_market,finmb_1858132164,NasdaqGM,Avantis Emerging Markets Ex-China Equity ETF,82.72,38892,32750,[],25.937302,0.4604527,56.33 - 88.77,-6.502693,-0.073253274,45.073795,0.0,16.404402,0.0,22.42177,1.81209,1.81209,390266592.0,PRE,5.014953,,,81.0638,1.2035065,0.0148464115,73.683,8.584305,0.116503194,,15,0,America/New_York,EDT,-14400000,False,False,False,AVXC,,2024-03-21,,,,
Emerging Markets,emerging_markets,42,JPEM,JPMorgan Diversified Return Emerging Markets Equity ETF,Yahoo Finance custom ETF screener,2026-08-31T12:23:26+00:00,en-US,US,ETF,ETF,Delayed Quote,False,LOW,USD,PCX,67.4,57.2,4.27,,JPMorgan Diversified Return Eme,-0.265371,0.44,62.48,70.03,True,1420813800000,2,,,,,-0.176498,-0.176498,-0.265371,,1787941838,66.3335,66.73,66.19 - 66.73,66.19,5726,66.51,100.0,600.0,us_market,finmb_260009369,NYSEArca,JPMorgan Diversified Return Emerging Markets Equity ETF,66.72,15857,11590,[],9.133503,0.15967663,57.2 - 67.4,-1.0664978,-0.015823409,14.987516,0.0,12.589673,0.0,9.41174,1.09662,1.09662,389422368.0,PRE,5.2688823,,,64.3407,1.9928055,0.030972706,63.630917,2.7025871,0.04247286,,15,0,America/New_York,EDT,-14400000,False,False,False,JPEM,,,,,,
Emerging Markets,emerging_markets,43,NUEM,Nuveen ESG Emerging Markets Equity ETF,Yahoo Finance custom ETF screener,2026-08-31T12:23:26+00:00,en-US,US,ETF,ETF,Delayed Quote,False,LOW,USD,BTS,44.661,33.47,3.14,,Nuveen ESG Emerging Markets Equ,-0.362341,0.36,38.51,46.69,True,1497274200000,2,,,,,-0.154999,-0.154999,-0.362341,,1787944453,42.622,43.04,42.56 - 43.04,42.56,7188,42.777,300.0,400.0,us_market,finmb_420306445,Cboe US,Nuveen ESG Emerging Markets Equity ETF,42.79,29722,13040,[],9.152,0.2734389,33.47 - 44.661,-2.0389977,-0.045654994,26.516068,0.0,17.027464,0.0,13.94434,0.39633,0.39633,372832512.0,PRE,2.5031328,,,41.3552,1.2667999,0.03063218,39.141056,3.4809456,0.088933356,,15,0,America/New_York,EDT,-14400000,False,False,False,NUEM,,,,,,
Emerging Markets,emerging_markets,44,AGEM,abrdn Emerging Markets Dividend Active ETF,Yahoo Finance custom ETF screener,2026-08-31T12:23:26+00:00,en-US,US,ETF,ETF,Nasdaq Real Time Price,False,LOW,USD,NGM,51.5,34.7,1.9,,abrdn Emerging Markets Dividend,-0.6210222,0.7,35.03,62.54,True,1739975400000,2,,,,,-0.30659866,-0.31269836,-0.6333773,,1787947200,49.0634,49.42,48.9401 - 49.42,48.9401,6379,49.37,2.0,2.0,us_market,finmb_1913236252,NasdaqGM,abrdn Emerging Markets Dividend Active ETF,49.34,16760,6460,[],14.3633995,0.4139308,34.7 - 51.5,-2.4365997,-0.047312617,40.90061,0.0,15.026021,0.0,27.18991,8.1252,8.1252,356817856.0,PRE,3.265229,,,48.20232,0.86108017,0.017863873,44.077316,4.986084,0.113121316,,15,0,America/New_York,EDT,-14400000,False,False,False,AGEM,,2025-02-18,,,,
Emerging Markets,emerging_markets,45,EEMS,iShares MSCI Emerging Markets Small-Cap ETF,Yahoo Finance custom ETF screener,2026-08-31T12:23:26+00:00,en-US,US,ETF,ETF,Delayed Quote,False,LOW,USD,PCX,79.44,65.04,3.06,,iShares MSCI Emerging Markets S,-0.503473,0.72,72.09,0.0,True,1313674200000,2,,,,,-0.387207,-0.387207,-0.503473,,1787947200,76.52,76.96,76.41 - 76.96,76.41,11910,76.9072,300.0,100.0,us_market,finmb_139511718,NYSEArca,iShares MSCI Emerging Markets Small-Cap ETF,77.1,48806,10990,[],11.479996,0.1765067,65.04 - 79.44,-2.9200058,-0.036757372,16.380226,0.0,17.313421,0.0,4.34957,-8.20054,-8.20054,349161984.0,PRE,4.4196925,5750000.0,,73.9324,2.587593,0.034999445,72.42235,4.0976486,0.05657989,,15,0,America/New_York,EDT,-14400000,False,False,False,EEMS,,,,,,
Emerging Markets,emerging_markets,46,TLTE,Northern Trust Morningstar Emerging Markets Factor Tilt ETF,Yahoo Finance custom ETF screener,2026-08-31T12:23:26+00:00,en-US,US,ETF,ETF,Delayed Quote,False,LOW,USD,PCX,80.63,59.91,3.35,,Northern Trust Morningstar Emer,-0.626443,0.57,0.0,0.0,True,1349184600000,2,,,,,-0.486198,-0.486198,-0.626443,,1787936643,77.1264,77.7032,77.0312 - 77.7032,77.0312,2164,77.6126,100.0,100.0,us_market,finmb_207419456,NYSEArca,Northern Trust Morningstar Emerging Markets Factor Tilt ETF,77.70325,4611,3400,[],17.216404,0.28737113,59.91 - 80.63,-3.5035934,-0.04345273,27.80447,0.0,13.730796,0.0,16.22555,1.18375,1.18375,342491776.0,PRE,5.6170382,,,75.436,1.6904068,0.022408491,71.4676,5.658806,0.07918002,,15,0,America/New_York,EDT,-14400000,False,False,False,TLTE,,,,,,
Emerging Markets,emerging_markets,47,ECON,Columbia Research Enhanced Emerging Economies ETF,Yahoo Finance custom ETF screener,2026-08-31T12:23:26+00:00,en-US,US,ETF,ETF,Delayed Quote,False,LOW,USD,PCX,38.18,24.58,1.42,,Columbia Research Enhanced Emer,-0.510781,0.47,0.0,0.0,True,1284471000000,2,,,,,-0.1824,-0.1824,-0.510781,,1787946960,35.5276,35.58,35.3579 - 35.58,35.3579,2783,35.71,500.0,100.0,us_market,finmb_113360272,NYSEArca,Columbia Research Enhanced Emerging Economies ETF,35.58,25388,14860,[],10.947599,0.44538647,24.58 - 38.18,-2.652401,-0.06947095,43.555557,0.0,14.939578,0.0,23.93598,6.43549,6.43549,332155008.0,PRE,2.3780859,,,34.7006,0.82699966,0.023832431,31.4891,4.0385,0.12825072,,15,0,America/New_York,EDT,-14400000,False,False,False,ECON,,,,,,
Emerging Markets,emerging_markets,48,DEXC,Dimensional Emerging Markets ex China Core Equity ETF,Yahoo Finance custom ETF screener,2026-08-31T12:23:26+00:00,en-US,US,ETF,ETF,Nasdaq Real Time Price,False,LOW,USD,PCX,86.67,53.94,1.64,,Dimensional Emerging Markets ex,-0.300976,0.43,0.0,125.7,True,1731594600000,2,0.059898376,0.07543866,1788178951.0,79.46,-0.239998,0.059898376,0.07543866,79.46,1787947180,79.5,80.305,79.21 - 80.305,79.21,33739,79.74,500.0,500.0,us_market,finmb_1884220869,NYSEArca,Dimensional Emerging Markets ex China Core Equity ETF,80.105,22712,25990,[],25.560001,0.47385988,53.94 - 86.67,-7.169998,-0.08272757,46.489777,0.0,18.698366,0.0,25.08563,3.10553,3.10553,307904768.0,PRE,4.2517085,,,77.88708,1.6129227,0.020708475,70.42893,9.071068,0.12879746,,15,0,America/New_York,EDT,-14400000,False,False,False,DEXC,,,,,,
