sector,yahoo_sector_key,rank,ticker,etf_name,source_url,retrieved_at_utc,screen_language,screen_region,screen_quote_type,screen_type_disp,screen_quote_source_name,screen_triggerable,screen_custom_price_alert_confidence,screen_currency,screen_exchange,screen_fifty_two_week_high,screen_fifty_two_week_low,screen_dividend_yield,screen_financial_currency,screen_short_name,screen_regular_market_change_percent,screen_net_expense_ratio,screen_bid,screen_ask,screen_has_pre_post_market_data,screen_first_trade_date_milliseconds,screen_price_hint,screen_pre_market_change,screen_pre_market_change_percent,screen_pre_market_time,screen_pre_market_price,screen_regular_market_change,screen_fullday_change,screen_fullday_change_percent,screen_fullday_price,screen_regular_market_time,screen_regular_market_price,screen_regular_market_day_high,screen_regular_market_day_range,screen_regular_market_day_low,screen_regular_market_volume,screen_regular_market_previous_close,screen_bid_size,screen_ask_size,screen_market,screen_message_board_id,screen_full_exchange_name,screen_long_name,screen_regular_market_open,screen_average_daily_volume3_month,screen_average_daily_volume10_day,screen_corporate_actions,screen_fifty_two_week_low_change,screen_fifty_two_week_low_change_percent,screen_fifty_two_week_range,screen_fifty_two_week_high_change,screen_fifty_two_week_high_change_percent,screen_fifty_two_week_change_percent,screen_trailing_annual_dividend_rate,screen_trailing_pe,screen_trailing_annual_dividend_yield,screen_ytd_return,screen_trailing_three_month_returns,screen_trailing_three_month_nav_returns,screen_net_assets,screen_market_state,screen_eps_trailing_twelve_months,screen_shares_outstanding,screen_book_value,screen_fifty_day_average,screen_fifty_day_average_change,screen_fifty_day_average_change_percent,screen_two_hundred_day_average,screen_two_hundred_day_average_change,screen_two_hundred_day_average_change_percent,screen_price_to_book,screen_source_interval,screen_exchange_data_delayed_by,screen_exchange_timezone_name,screen_exchange_timezone_short_name,screen_gmt_off_set_milliseconds,screen_esg_populated,screen_tradeable,screen_crypto_tradeable,screen_symbol,screen_dividend_date,screen_ipo_expected_date,screen_prev_name,screen_name_change_date,screen_market_cap,screen_implied_shares_outstanding
Emerging Markets,emerging_markets,49,HEEM,iShares Currency Hedged MSCI Emerging Markets ETF,Yahoo Finance custom ETF screener,2026-08-31T12:23:26+00:00,en-US,US,ETF,ETF,Delayed Quote,False,LOW,USD,BTS,46.49,30.88,1.78,,iShares Currency Hedged MSCI Em,-0.533797,0.72,38.26,46.38,True,1411651800000,2,,,,,-0.227097,-0.227097,-0.533797,,1787946845,42.3165,42.64,42.22 - 42.64,42.22,9132,42.5436,100.0,100.0,us_market,finmb_262942725,Cboe US,iShares Currency Hedged MSCI Emerging Markets ETF,42.62,158166,28010,[],11.436502,0.37035307,30.88 - 46.49,-4.1735,-0.08977199,34.896397,,17.315992,,18.04277,-0.09649,-0.09649,276523456.0,PRE,2.4437814,8750000.0,,42.3349,-0.018398285,-0.00043458908,39.36983,2.9466705,0.0748459,,15,0,America/New_York,EDT,-14400000,False,False,False,HEEM,,,,,,
Emerging Markets,emerging_markets,50,EMQQ,EMQQ The Emerging Markets Internet ETF,Yahoo Finance custom ETF screener,2026-08-31T12:23:26+00:00,en-US,US,ETF,ETF,Delayed Quote,False,LOW,USD,PCX,47.0,30.0,3.63,,EMQQ The Emerging Markets Inter,0.520517,0.86,33.88,36.54,True,1416234600000,2,,,,,0.1758,0.1758,0.520517,,1787947200,33.95,34.1201,33.82 - 34.1201,33.82,116682,33.7742,900.0,300.0,us_market,finmb_272410569,NYSEArca,EMQQ The Emerging Markets Internet ETF,34.01,42830,41600,[],3.9500008,0.13166669,30.0 - 47.0,-13.049999,-0.27765957,-21.17483,0.0,18.254644,0.0,-14.92315,1.06007,1.06007,274573792.0,PRE,1.8598007,,,33.2362,0.71380234,0.021476654,36.02187,-2.071869,-0.057516973,,15,0,America/New_York,EDT,-14400000,False,False,False,EMQQ,,,,,,
Emerging Markets,emerging_markets,51,VEXC,Vanguard Emerging Markets Ex-China ETF,Yahoo Finance custom ETF screener,2026-08-31T12:23:26+00:00,en-US,US,ETF,ETF,Delayed Quote,False,LOW,USD,PCX,98.56,74.975,,,Vanguard Emerging Markets Ex-Ch,-0.609647,0.07,0.0,0.0,True,1759411800000,2,0.020004272,0.020723375,1788177614.0,96.55,-0.592102,-0.592102,-0.609647,96.55,1787947200,96.53,97.31,96.37 - 97.31,96.37,17468,97.1221,400.0,100.0,us_market,finmb_1945688959,NYSEArca,Vanguard Emerging Markets Ex-China ETF,97.28,26034,17680,[],21.555,0.28749585,74.975 - 98.56,-2.0299988,-0.020596579,26.4127,0.0,19.74409,0.0,17.56148,2.70249,2.70249,257852000.0,PRE,4.889058,,,94.33484,2.19516,0.023269875,87.56319,8.966812,0.1024039,,15,0,America/New_York,EDT,-14400000,False,False,False,VEXC,,,,,,
Emerging Markets,emerging_markets,52,UEVM,VictoryShares Emerging Markets Value Momentum ETF,Yahoo Finance custom ETF screener,2026-08-31T12:23:26+00:00,en-US,US,ETF,ETF,Nasdaq Real Time Price,False,LOW,USD,NGM,61.771,52.98,2.67,,VictoryShares Emerging Markets ,0.053807504,0.45,43.33,77.12,True,1509111000000,2,,,,,0.032596588,0.01499939,0.024759639,,1787947200,60.6126,60.82,60.4703 - 60.82,60.4703,8790,60.58,2.0,2.0,us_market,finmb_533296187,NasdaqGM,VictoryShares Emerging Markets Value Momentum ETF,60.82,3477,5330,[],7.632599,0.14406566,52.98 - 61.771,-1.1584015,-0.01875316,11.396384,0.0,11.279607,0.0,8.34712,1.32412,1.32412,251176032.0,PRE,5.373645,,,59.23958,1.3730202,0.023177413,58.676514,1.9360847,0.032995906,,15,0,America/New_York,EDT,-14400000,False,False,False,UEVM,,2022-11-01,,,,
Emerging Markets,emerging_markets,53,FEMS,First Trust Emerging Markets Small Cap AlphaDEX Fund,Yahoo Finance custom ETF screener,2026-08-31T12:23:26+00:00,en-US,US,ETF,ETF,Nasdaq Real Time Price,False,LOW,USD,NGM,49.49,40.94,4.43,,First Trust Emerging Markets Sm,-0.4106986,0.8,32.23,57.95,True,1329489000000,2,,,,,-0.1949997,-0.1949997,-0.4106986,,1787947200,47.285,47.66,46.81 - 47.66,46.81,234218,47.48,2.0,2.0,us_market,finmb_170740227,NasdaqGM,First Trust Emerging Markets Small Cap AlphaDEX Fund,47.49,45136,115650,[],6.345001,0.15498294,40.94 - 49.49,-2.2050018,-0.04455449,9.366322,,8.67018,,4.01174,-7.63425,-7.63425,241593216.0,PRE,5.4537506,,,45.408,1.8769989,0.0413363,45.3276,1.9574013,0.04318343,,15,0,America/New_York,EDT,-14400000,False,False,False,FEMS,1530230400.0,,,,,
Emerging Markets,emerging_markets,54,PIE,Invesco Dorsey Wright Emerging Markets Momentum ETF,Yahoo Finance custom ETF screener,2026-08-31T12:23:26+00:00,en-US,US,ETF,ETF,Nasdaq Real Time Price,False,LOW,USD,NGM,35.17,22.58,1.91,,Invesco Dorsey Wright Emerging ,-0.38190514,0.9,30.54,33.12,True,1199716200000,2,,,,,-0.13049698,-0.16999817,-0.49750713,,1787947200,34.0395,34.438,33.7601 - 34.438,33.7601,54921,34.17,1.0,1.0,us_market,finmb_39793584,NasdaqGM,Invesco Dorsey Wright Emerging Markets Momentum ETF,34.29,87866,52020,[],11.459501,0.5075067,22.58 - 35.17,-1.130497,-0.032143787,44.54353,0.0,21.181953,0.0,25.08373,-2.58043,-2.58043,228292816.0,PRE,1.6070048,,,32.2112,1.8283005,0.056759775,28.5824,5.457102,0.19092526,,15,0,America/New_York,EDT,-14400000,False,False,False,PIE,1514505600.0,,,,,
Emerging Markets,emerging_markets,55,ECOW,Pacer Emerging Markets Cash Cows 100 ETF,Yahoo Finance custom ETF screener,2026-08-31T12:23:26+00:00,en-US,US,ETF,ETF,Nasdaq Real Time Price,False,LOW,USD,NGM,29.53,23.27,4.45,,Pacer Emerging Markets Cash Cow,-0.4420427,0.7,27.55,35.49,True,1557149400000,2,,,,,-0.122600555,-0.13000107,-0.46872565,,1787947200,27.6124,27.76,27.54 - 27.76,27.54,25633,27.735,1.0,2.0,us_market,finmb_382012009,NasdaqGM,Pacer Emerging Markets Cash Cows 100 ETF,27.73,38563,32690,[],4.3423996,0.18660934,23.27 - 29.53,-1.9176006,-0.06493737,16.334522,0.0,12.002231,0.0,12.94322,0.20829,0.20829,220537664.0,PRE,2.3006058,,,27.21716,0.39524078,0.01452175,26.700106,0.9122944,0.034168195,,15,0,America/New_York,EDT,-14400000,False,False,False,ECOW,,,,,,
Emerging Markets,emerging_markets,56,AVSE,Avantis Responsible Emerging Markets Equity ETF,Yahoo Finance custom ETF screener,2026-08-31T12:23:26+00:00,en-US,US,ETF,ETF,Delayed Quote,False,LOW,USD,PCX,84.925,59.88,2.16,,Avantis Responsible Emerging Ma,-0.564694,0.33,0.0,123.65,True,1648647000000,2,,,,,-0.450005,-0.450005,-0.564694,,1787947199,79.24,79.91,79.13 - 79.91,79.13,6951,79.69,200.0,300.0,us_market,finmb_1761086630,NYSEArca,Avantis Responsible Emerging Markets Equity ETF,79.9,13914,8770,[],19.359997,0.32331324,59.88 - 84.925,-5.685005,-0.06694148,31.748272,0.0,15.249373,0.0,16.88822,1.77425,1.77425,210840032.0,PRE,5.196279,,,78.07498,1.1650162,0.01492176,72.66231,6.57769,0.0905241,,15,0,America/New_York,EDT,-14400000,False,False,False,AVSE,,,,,,
Emerging Markets,emerging_markets,57,EEMX,State Street SPDR MSCI Emerging Markets Fossil Fuel Reserves Free ETF,Yahoo Finance custom ETF screener,2026-08-31T12:23:26+00:00,en-US,US,ETF,ETF,Delayed Quote,False,LOW,USD,PCX,56.38,38.66,1.86,,State Street SPDR MSCI Emerging,-0.466833,0.3,21.21,82.74,True,1479220200000,2,0.0049972534,0.009424334,1788177599.0,53.03,-0.248699,-0.248699,-0.466833,53.03,1787947148,53.025,53.48,52.895 - 53.48,52.895,2719,53.2737,500.0,200.0,us_market,finmb_323713416,NYSEArca,State Street SPDR MSCI Emerging Markets Fossil Fuel Reserves Free ETF,53.48,7004,4170,[],14.365002,0.37157273,38.66 - 56.38,-3.3549995,-0.059506908,36.370647,0.0,17.48145,0.0,21.08758,5.75408,5.75408,175151696.0,PRE,3.0332155,,,52.09568,0.9293213,0.01783874,48.080383,4.944618,0.102840655,,15,0,America/New_York,EDT,-14400000,False,False,False,EEMX,,,,,,
Emerging Markets,emerging_markets,58,EMMF,WisdomTree Emerging Markets Multifactor Fund,Yahoo Finance custom ETF screener,2026-08-31T12:23:26+00:00,en-US,US,ETF,ETF,Delayed Quote,False,LOW,USD,PCX,40.96,29.33,2.02,,WisdomTree Emerging Markets Mul,-0.263688,0.48,0.0,59.84,True,1533907800000,2,,,,,-0.101398,-0.101398,-0.263688,,1787946251,38.3526,38.571,38.265 - 38.571,38.265,7098,38.454,100.0,1000.0,us_market,finmb_563363378,NYSEArca,WisdomTree Emerging Markets Multifactor Fund,38.52,15076,12020,[],9.0226,0.3076236,29.33 - 40.96,-2.607399,-0.0636572,30.088198,0.0,17.74579,0.0,16.86246,3.73422,3.73422,171729904.0,PRE,2.1612225,,,37.508,0.8446007,0.02251788,35.2146,3.1380005,0.089110784,,15,0,America/New_York,EDT,-14400000,False,False,False,EMMF,,,,,,
Emerging Markets,emerging_markets,59,FEMR,Fidelity Enhanced Emerging Markets ETF,Yahoo Finance custom ETF screener,2026-08-31T12:23:26+00:00,en-US,US,ETF,ETF,Delayed Quote,False,LOW,USD,PCX,44.41,29.021,1.55,,Fidelity Enhanced Emerging Mark,-0.775784,0.38,0.0,64.02,True,1732199400000,2,,,,,-0.320801,-0.320801,-0.775784,,1787946963,41.031,41.42,40.9301 - 41.42,40.9301,25108,41.3518,100.0,500.0,us_market,finmb_1886540812,NYSEArca,Fidelity Enhanced Emerging Markets ETF,41.4196,46409,40130,[],12.009998,0.4138382,29.021 - 44.41,-3.3790016,-0.076086506,40.661633,0.0,16.692389,0.0,24.03392,5.4791,5.4791,167334512.0,PRE,2.4580662,,,40.65234,0.3786583,0.009314551,37.262,3.7689972,0.101148546,,15,0,America/New_York,EDT,-14400000,False,False,False,FEMR,,,,,,
Emerging Markets,emerging_markets,60,EMKT,Lazard Emerging Markets Opportunities ETF,Yahoo Finance custom ETF screener,2026-08-31T12:23:26+00:00,en-US,US,ETF,ETF,Delayed Quote,False,LOW,USD,PCX,33.28,23.769,1.28,,Lazard Emerging Markets Opportu,-0.580607,0.74,12.6,49.79,True,1761571800000,2,,,,,-0.182899,-0.182899,-0.580607,,1787946262,31.3185,31.59,31.26 - 31.59,31.26,12704,31.5014,300.0,300.0,us_market,finmb_249884291,NYSEArca,Lazard Emerging Markets Opportunities ETF,31.45,17576,9360,[],7.5495014,0.31761965,23.769 - 33.28,-1.9614983,-0.058939252,23.264324,0.0,18.766075,0.0,20.9377,6.41674,6.41674,167124784.0,PRE,1.6688893,,,31.06962,0.24888039,0.00801041,28.374056,2.9444447,0.103772424,,15,0,America/New_York,EDT,-14400000,False,False,False,EMKT,,,,,,
Emerging Markets,emerging_markets,61,EMXF,iShares ESG Advanced MSCI EM ETF,Yahoo Finance custom ETF screener,2026-08-31T12:23:26+00:00,en-US,US,ETF,ETF,Nasdaq Real Time Price,False,LOW,USD,NGM,60.04,42.96,2.78,,iShares ESG Advanced MSCI EM ET,-0.16924529,0.16,56.07,56.96,True,1602595800000,2,,,,,-0.097400665,-0.20999908,-0.3648985,,1787947200,57.4526,57.6101,57.305 - 57.6101,57.305,4837,57.55,5.0,5.0,us_market,finmb_662352510,NasdaqGM,iShares ESG Advanced MSCI EM ETF,57.6,7647,7260,[],14.4925995,0.33735102,42.96 - 60.04,-2.5874023,-0.043094642,32.823956,0.0,15.152426,0.0,19.93622,5.331,5.331,159729312.0,PRE,3.7916436,,,56.42874,1.0238571,0.018144248,51.971577,5.481022,0.10546191,,15,0,America/New_York,EDT,-14400000,False,False,False,EMXF,,,,,,
Emerging Markets,emerging_markets,62,DGRE,WisdomTree Emerging Markets Quality Dividend Growth Fund,Yahoo Finance custom ETF screener,2026-08-31T12:23:26+00:00,en-US,US,ETF,ETF,Nasdaq Real Time Price,False,LOW,USD,NGM,43.24,27.3,1.32,,WisdomTree Emerging Markets Qua,-0.15614477,0.32,28.37,50.84,True,1375363800000,2,,,,,-0.06330109,-0.069999695,-0.1726682,,1787947200,40.4767,40.97,40.34 - 40.97,40.34,5080,40.54,2.0,2.0,us_market,finmb_206612697,NasdaqGM,WisdomTree Emerging Markets Quality Dividend Growth Fund,40.97,11036,6760,[],13.176701,0.48266304,27.3 - 43.24,-2.7633018,-0.06390615,46.969975,0.0,20.589552,0.0,25.26446,5.96158,5.96158,144140064.0,PRE,1.9658854,,,39.46518,1.0115204,0.025630705,35.850586,4.626114,0.12903872,,15,0,America/New_York,EDT,-14400000,False,False,False,DGRE,1490918400.0,,,,,
Emerging Markets,emerging_markets,63,MFEM,PIMCO RAFI Dynamic Multi-Factor Emerging Markets Equity ETF,Yahoo Finance custom ETF screener,2026-08-31T12:23:26+00:00,en-US,US,ETF,ETF,Delayed Quote,False,LOW,USD,PCX,30.6,21.44,2.38,,PIMCO RAFI Dynamic Multi-Factor,-0.14583,0.49,11.56,45.72,True,1504791000000,2,,,,,-0.0420017,-0.0420017,-0.14583,,1787943030,28.7599,29.05,28.72 - 29.05,28.72,8448,28.8019,500.0,500.0,us_market,finmb_423062300,NYSEArca,PIMCO RAFI Dynamic Multi-Factor Emerging Markets Equity ETF,29.01,22323,14450,[],7.3198986,0.34141317,21.44 - 30.6,-1.8401012,-0.060134027,33.11733,0.0,14.543139,0.0,15.59377,-3.3518,-3.3518,141072224.0,PRE,1.9775578,,,27.70264,1.0572586,0.03816454,26.25266,2.5072384,0.095504165,,15,0,America/New_York,EDT,-14400000,False,False,False,MFEM,,,,,,
Emerging Markets,emerging_markets,64,STXE,Strive Emerging Markets Ex-China ETF,Yahoo Finance custom ETF screener,2026-08-31T12:23:26+00:00,en-US,US,ETF,ETF,Delayed Quote,False,LOW,USD,NYQ,55.39,30.93,1.86,,Strive Emerging Markets Ex-Chin,-0.906506,0.32,0.0,0.0,True,1675175400000,2,0.0,0.0,1788177612.0,49.8797,-0.456299,-0.456299,-0.906506,49.8797,1787945197,49.8797,50.38,49.84 - 50.38,49.84,2815,50.336,100.0,100.0,us_market,finmb_1792316777,NYSE,Strive Emerging Markets Ex-China ETF,50.5,10580,7460,[],18.9497,0.61266404,30.93 - 55.39,-5.5102997,-0.09948185,60.504555,0.0,19.840385,0.0,34.02133,8.10252,8.10252,139629728.0,PRE,2.5140488,,,49.17508,0.70462036,0.014328809,43.409576,6.4701233,0.1490483,,15,0,America/New_York,EDT,-14400000,False,False,False,STXE,,,,,,
Emerging Markets,emerging_markets,65,GSEE,Goldman Sachs MarketBeta Emerging Markets Equity ETF,Yahoo Finance custom ETF screener,2026-08-31T12:23:26+00:00,en-US,US,ETF,ETF,Delayed Quote,False,LOW,USD,BTS,74.01,52.23,2.12,,Goldman Sachs MarketBeta Emergi,-0.551607,0.36,27.78,109.84,True,1589895000000,2,,,,,-0.383202,-0.383202,-0.551607,,1787934360,69.0868,70.03,69.0868 - 70.03,69.0868,1241,69.47,100.0,200.0,us_market,finmb_668001321,Cboe US,Goldman Sachs MarketBeta Emerging Markets Equity ETF,69.67,3080,5850,[],16.8568,0.32274172,52.23 - 74.01,-4.9232025,-0.06652077,32.21886,0.0,17.387245,0.0,18.81644,4.0658,4.0658,134115336.0,PRE,3.9734185,,,67.95932,1.1274796,0.016590506,63.40853,5.6782684,0.08955054,,15,0,America/New_York,EDT,-14400000,False,False,False,GSEE,,,,,,
Emerging Markets,emerging_markets,66,KEMX,KraneShares MSCI Emerging Markets ex China Index ETF,Yahoo Finance custom ETF screener,2026-08-31T12:23:26+00:00,en-US,US,ETF,ETF,Delayed Quote,False,LOW,USD,PCX,54.905,32.12,2.47,,KraneShares MSCI Emerging Marke,-0.591661,0.24,20.46,80.91,True,1555075800000,2,,,,,-0.302902,-0.302902,-0.591661,,1787945441,50.8923,51.38,50.81 - 51.38,50.81,9545,51.1952,300.0,1000.0,us_market,finmb_598593088,NYSEArca,KraneShares MSCI Emerging Markets ex China Index ETF,51.5,11180,7040,[],18.7723,0.58444273,32.12 - 54.905,-4.012699,-0.07308441,57.10317,0.0,17.177317,0.0,31.69882,8.02198,8.02198,127801368.0,PRE,2.9627619,,,49.9647,0.92760086,0.018565124,44.46501,6.427288,0.14454709,,15,0,America/New_York,EDT,-14400000,False,False,False,KEMX,,,,,,
Emerging Markets,emerging_markets,67,OAEM,OneAscent Emerging Markets ETF,Yahoo Finance custom ETF screener,2026-08-31T12:23:26+00:00,en-US,US,ETF,ETF,Delayed Quote,False,LOW,USD,PCX,51.84,32.12,0.6,,OneAscent Emerging Markets ETF,-1.03869,1.25,0.0,0.0,True,1663248600000,2,,,,,-0.510902,-0.510902,-1.03869,,1787944073,48.6765,49.06,48.63 - 49.06,48.63,3777,49.1874,100.0,300.0,us_market,finmb_1796780093,NYSEArca,OneAscent Emerging Markets ETF,49.06,10769,8140,[],16.5565,0.51545763,32.12 - 51.84,-3.1635017,-0.061024338,50.88965,0.0,15.432685,0.0,28.50109,4.46965,4.46965,125658288.0,PRE,3.1541173,,,47.93628,0.7402191,0.015441731,43.231716,5.4447823,0.12594417,,15,0,America/New_York,EDT,-14400000,False,False,False,OAEM,,,,,,
Emerging Markets,emerging_markets,68,FTHF,First Trust Emerging Markets Human Flourishing ETF,Yahoo Finance custom ETF screener,2026-08-31T12:23:26+00:00,en-US,US,ETF,ETF,Delayed Quote,False,LOW,USD,PCX,53.33,27.105,2.12,,First Trust Emerging Markets Hu,-0.695296,0.75,0.0,74.26,True,1698931800000,2,,,,,-0.333202,-0.333202,-0.695296,,1787946437,47.5892,48.45,47.545 - 48.45,47.545,8816,47.9224,200.0,100.0,us_market,finmb_1847544494,NYSEArca,First Trust Emerging Markets Human Flourishing ETF,48.025,10884,10680,[],20.4842,0.7557351,27.105 - 53.33,-5.740803,-0.10764678,75.57278,0.0,15.914456,0.0,39.17955,7.67301,7.67301,123280592.0,PRE,2.9903126,,,46.61258,0.9766197,0.020951848,40.984085,6.605114,0.1611629,,15,0,America/New_York,EDT,-14400000,False,False,False,FTHF,,,,,,
Emerging Markets,emerging_markets,69,REMG,Russell Investments Emerging Markets Equity ETF,Yahoo Finance custom ETF screener,2026-08-31T12:23:26+00:00,en-US,US,ETF,ETF,Nasdaq Real Time Price,False,LOW,USD,NGM,38.963,26.695,1.14,,Russell Investments Emerging Ma,-0.1395631,0.64,35.85,36.51,True,1748611800000,2,,,,,-0.051403046,-0.119400024,-0.32417995,,1787947200,36.78,37.08,36.712 - 37.08,36.712,8792,36.8314,1.0,1.0,us_market,finmb_1913357557,NasdaqGM,Russell Investments Emerging Markets Equity ETF,36.9699,16960,9160,[],10.084999,0.37778607,26.695 - 38.963,-2.1830025,-0.056027576,37.16204,0.0,15.660225,0.0,21.04728,4.76078,4.76078,114062992.0,PRE,2.3486252,,,36.08122,0.69878006,0.019366864,33.424583,3.3554153,0.10038765,,15,0,America/New_York,EDT,-14400000,False,False,False,REMG,,,,,,
Emerging Markets,emerging_markets,70,AVEE,Avantis Emerging Markets Small Cap Equity ETF,Yahoo Finance custom ETF screener,2026-08-31T12:23:26+00:00,en-US,US,ETF,ETF,Delayed Quote,False,LOW,USD,PCX,72.93,60.89,2.42,,Avantis Emerging Markets Small ,-0.174223,0.42,0.0,108.81,True,1699540200000,2,,,,,-0.121696,-0.121696,-0.174223,,1787942933,69.7293,70.36,69.63 - 70.36,69.63,2352,69.851,100.0,200.0,us_market,finmb_1852995487,NYSEArca,Avantis Emerging Markets Small Cap Equity ETF,70.3335,15111,9920,[],8.839302,0.14516838,60.89 - 72.93,-3.2006989,-0.043887272,11.940729,0.0,13.537063,0.0,2.59345,-9.15966,-9.15966,110984352.0,PRE,5.150992,,,67.48914,2.240158,0.033192866,66.59289,3.1364136,0.047098327,,15,0,America/New_York,EDT,-14400000,False,False,False,AVEE,,,,,,
Emerging Markets,emerging_markets,71,DBEM,Xtrackers MSCI Emerging Markets Hedged Equity ETF,Yahoo Finance custom ETF screener,2026-08-31T12:23:26+00:00,en-US,US,ETF,ETF,Delayed Quote,False,LOW,USD,PCX,45.42,28.63,2.18,,Xtrackers MSCI Emerging Markets,-1.06093,0.66,0.0,60.85,True,1307626200000,2,,,,,-0.418201,-0.418201,-1.06093,,1787947194,39.0,39.4008,39.0 - 39.4008,39.0,12426,39.4182,300.0,400.0,us_market,finmb_134106029,NYSEArca,Xtrackers MSCI Emerging Markets Hedged Equity ETF,39.4008,12539,8500,[],10.370001,0.3622075,28.63 - 45.42,-6.419998,-0.1413474,35.181976,0.0,17.735315,0.0,20.12468,3.6108,3.6108,107004320.0,PRE,2.1990023,,,39.082,-0.08200073,-0.0020981713,36.31125,2.6887512,0.074047334,,15,0,America/New_York,EDT,-14400000,False,False,False,DBEM,,,,,,
Emerging Markets,emerging_markets,72,ROAM,Hartford Multifactor Emerging Markets ETF,Yahoo Finance custom ETF screener,2026-08-31T12:23:26+00:00,en-US,US,ETF,ETF,Delayed Quote,False,LOW,USD,PCX,37.76,26.69,2.46,,Hartford Multifactor Emerging M,0.0143425,0.44,14.58,57.64,True,1425047400000,2,,,,,0.00519943,0.00519943,0.0143425,,1787946314,36.2571,36.4599,36.19 - 36.4599,36.19,5973,36.2519,200.0,200.0,us_market,finmb_274566864,NYSEArca,Hartford Multifactor Emerging Markets ETF,36.4599,22696,9080,[],9.567099,0.35845256,26.69 - 37.76,-1.5028992,-0.039801355,35.191463,0.0,16.214855,0.0,19.07468,2.7768,2.7768,106243768.0,PRE,2.236042,,,35.25508,1.002018,0.028421944,32.848545,3.408554,0.103765756,,15,0,America/New_York,EDT,-14400000,False,False,False,ROAM,,,,,,
Emerging Markets,emerging_markets,73,BKEM,BNY Mellon Emerging Markets Equity ETF,Yahoo Finance custom ETF screener,2026-08-31T12:23:26+00:00,en-US,US,ETF,ETF,Delayed Quote,False,LOW,USD,PCX,33.513332,22.82,1.93,,BNY Mellon Emerging Markets Equ,-0.797511,0.11,0.0,47.75,True,1587735000000,2,,,,,-0.246,-0.246,-0.797511,,1787947200,30.6,30.882,30.6 - 30.882,30.6,2630,30.846,200.0,200.0,us_market,finmb_639336259,NYSEArca,BNY Mellon Emerging Markets Equity ETF,30.8109,8057,5590,[],7.7800007,0.34092903,22.82 - 33.513332,-2.913332,-0.086930536,33.42441,0.0,17.188694,0.0,18.87619,3.9978,3.9978,89243576.0,PRE,1.78024,,,30.337013,0.26298714,0.008668854,28.303091,2.2969093,0.08115401,,15,0,America/New_York,EDT,-14400000,False,False,False,BKEM,,,,,,
Emerging Markets,emerging_markets,74,XC,WisdomTree True Emerging Markets Fund,Yahoo Finance custom ETF screener,2026-08-31T12:23:26+00:00,en-US,US,ETF,ETF,Delayed Quote,False,LOW,USD,PCX,35.864,30.04,1.85,,WisdomTree True Emerging Market,-0.455508,0.32,0.0,51.66,True,1663853400000,2,-0.006298065,-0.01938087,1788177614.0,32.49,-0.148701,-0.006298065,-0.01938087,32.49,1787934250,32.4963,32.6492,32.4963 - 32.6492,32.4963,5117,32.645,500.0,500.0,us_market,finmb_1771460361,NYSEArca,WisdomTree True Emerging Markets Fund,32.82,13641,9670,[],2.4562988,0.081767604,30.04 - 35.864,-3.3676987,-0.09390193,-4.1981163,0.0,16.86695,0.0,-0.08478,1.09101,1.09101,80142240.0,PRE,1.9266257,,,32.0554,0.4408989,0.013754278,32.66303,-0.16672897,-0.0051045166,,15,0,America/New_York,EDT,-14400000,False,False,False,XC,,,,,,
Emerging Markets,emerging_markets,75,RFEM,First Trust RiverFront Dynamic Emerging Markets ETF,Yahoo Finance custom ETF screener,2026-08-31T12:23:26+00:00,en-US,US,ETF,ETF,Nasdaq Real Time Price,False,LOW,USD,NGM,99.69,72.15,2.67,,First Trust RiverFront Dynamic ,-0.3592424,0.99,69.27,123.39,True,1465997400000,2,,,,,-0.35500336,-0.39039612,-0.39505783,,1787947200,98.465,99.195,98.4296 - 99.195,98.4296,2042,98.82,2.0,2.0,us_market,finmb_317654871,NasdaqGM,First Trust RiverFront Dynamic Emerging Markets ETF,99.07,3150,2100,[],26.314995,0.3647262,72.15 - 99.69,-1.2250061,-0.012288154,33.98787,0.0,15.220978,0.0,18.80462,2.54789,2.54789,78656000.0,PRE,6.4690323,,,94.28804,4.176956,0.044299956,87.8176,10.6474,0.12124449,,15,0,America/New_York,EDT,-14400000,False,False,False,RFEM,1490918400.0,,,,,
Emerging Markets,emerging_markets,76,BKF,iShares MSCI BIC ETF,Yahoo Finance custom ETF screener,2026-08-31T12:23:26+00:00,en-US,US,ETF,ETF,Delayed Quote,False,LOW,USD,PCX,46.23,38.39,1.54,,iShares MSCI BIC ETF,0.246343,0.72,0.0,63.5,True,1195569000000,2,-0.8647995,-2.1250858,1788177619.0,39.83,0.100002,0.100002,0.246343,39.83,1787923800,40.6948,40.6948,40.6948 - 40.6948,40.6948,1824,40.5948,200.0,100.0,us_market,finmb_39088173,NYSEArca,iShares MSCI BIC ETF,40.78,10307,3460,[],2.304802,0.060036518,38.39 - 46.23,-5.535198,-0.11973174,-6.309003,,14.188631,,-5.46236,-1.91281,-1.91281,78240352.0,PRE,2.8681273,4300000.0,,40.0826,0.6122017,0.015273503,42.2355,-1.540699,-0.03647877,,15,0,America/New_York,EDT,-14400000,False,False,False,BKF,,,,,,
