sector,yahoo_sector_key,rank,ticker,etf_name,source_url,retrieved_at_utc,screen_language,screen_region,screen_quote_type,screen_type_disp,screen_quote_source_name,screen_triggerable,screen_custom_price_alert_confidence,screen_yield_ttm,screen_pe_ttm,screen_annual_return_nav_y3,screen_annual_return_nav_y5,screen_currency,screen_regular_market_change_percent,screen_exchange,screen_fifty_two_week_high,screen_fifty_two_week_low,screen_dividend_yield,screen_financial_currency,screen_short_name,screen_bid,screen_ask,screen_net_expense_ratio,screen_has_pre_post_market_data,screen_first_trade_date_milliseconds,screen_price_hint,screen_post_market_change_percent,screen_post_market_time,screen_post_market_price,screen_post_market_change,screen_regular_market_change,screen_fullday_change,screen_fullday_change_percent,screen_fullday_price,screen_regular_market_time,screen_regular_market_price,screen_regular_market_day_high,screen_regular_market_day_range,screen_regular_market_day_low,screen_regular_market_volume,screen_regular_market_previous_close,screen_bid_size,screen_ask_size,screen_market,screen_message_board_id,screen_full_exchange_name,screen_long_name,screen_regular_market_open,screen_average_daily_volume3_month,screen_average_daily_volume10_day,screen_corporate_actions,screen_fifty_two_week_low_change,screen_fifty_two_week_low_change_percent,screen_fifty_two_week_range,screen_fifty_two_week_high_change,screen_fifty_two_week_high_change_percent,screen_fifty_two_week_change_percent,screen_trailing_annual_dividend_rate,screen_trailing_pe,screen_trailing_annual_dividend_yield,screen_ytd_return,screen_trailing_three_month_returns,screen_trailing_three_month_nav_returns,screen_net_assets,screen_market_state,screen_eps_trailing_twelve_months,screen_shares_outstanding,screen_book_value,screen_fifty_day_average,screen_fifty_day_average_change,screen_fifty_day_average_change_percent,screen_two_hundred_day_average,screen_two_hundred_day_average_change,screen_two_hundred_day_average_change_percent,screen_price_to_book,screen_source_interval,screen_exchange_data_delayed_by,screen_exchange_timezone_name,screen_exchange_timezone_short_name,screen_gmt_off_set_milliseconds,screen_esg_populated,screen_tradeable,screen_crypto_tradeable,screen_symbol,screen_dividend_date,screen_ipo_expected_date,screen_earnings_timestamp_start,screen_earnings_timestamp_end,screen_earnings_call_timestamp_start,screen_earnings_call_timestamp_end,screen_is_earnings_date_estimate,screen_prev_name,screen_name_change_date,screen_display_name
Technology,technology,65,IVES,Dan IVES Wedbush AI Revolution ETF,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_technology/,2026-08-28T03:13:31+00:00,en-US,US,ETF,ETF,Delayed Quote,False,LOW,0.36,29.62963,41.28853,-17.9461,USD,4.27597,PCX,41.93,26.92,0.36,,Dan IVES Wedbush AI Revolution ,39.74,40.0,0.75,True,1749043800000,2,0.21006267,1787874520.0,39.8335,0.08349991,1.63,1.63,4.27597,39.8335,1787860800,39.75,39.755,38.98 - 39.755,38.98,271808,38.12,2100,200,us_market,finmb_1940547417,NYSEArca,Dan IVES Wedbush AI Revolution ETF,38.99,498726,205480,[],12.83,0.4765973,26.92 - 41.93,-2.1800003,-0.05199142,40.261112,0.0,32.679737,0.0,14.14103,9.5471,9.5471,986139840.0,POSTPOST,1.2163501,,,37.5328,2.2172012,0.059073698,33.832523,5.9174767,0.17490497,,15,0,America/New_York,EDT,-14400000,False,False,False,IVES,,,,,,,,,,
Technology,technology,66,TRFK,Pacer Data and Digital Revolution ETF,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_technology/,2026-08-28T03:13:31+00:00,en-US,US,ETF,ETF,Nasdaq Real Time Price,False,LOW,0.01,33.738192,,,USD,2.48067,PCX,115.58,58.82,0.01,,Pacer Data and Digital Revoluti,95.43,95.78,0.49,True,1654867800000,2,0.0,1787873404.0,95.43,0.0,2.31,2.31,2.48067,95.43,1787860800,95.43,95.65,94.315 - 95.65,94.315,213655,93.12,300,100,us_market,finmb_1776022695,NYSEArca,Pacer Data and Digital Revolution ETF,95.65,191195,129600,[],36.61,0.6224074,58.82 - 115.58,-20.150002,-0.17433813,55.50196,0.0,36.11481,0.0,39.20608,9.86757,9.86757,954535490.0,POSTPOST,2.6424062,,,96.37274,-0.9427414,-0.009782241,78.45326,16.976738,0.21639301,,15,0,America/New_York,EDT,-14400000,False,False,False,TRFK,,,,,,,,,,
Technology,technology,67,MSFU,Direxion Daily MSFT Bull 2X Shares,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_technology/,2026-08-28T03:13:31+00:00,en-US,US,ETF,ETF,Nasdaq Real Time Price,False,LOW,2.06,22.222222,,,USD,3.45745,NGM,58.89,19.47,2.06,,Direxion Daily MSFT Bull 2X ETF,36.34,36.78,0.98,True,1662557400000,2,-0.77121603,1787875174.0,38.6,-0.30000305,1.3,1.3,3.45745,38.6,1787860801,38.9,39.13,36.68 - 39.13,36.68,4078472,37.6,1,1,us_market,finmb_1796978555,NasdaqGM,Direxion Daily MSFT Bull 2X Shares,37.38,7230368,2611100,[],19.430002,0.9979457,19.47 - 58.89,-19.989998,-0.3394464,-23.122532,0.0,39.06564,0.0,-18.87333,21.82862,21.82862,861118270.0,POSTPOST,0.99576,,,28.9236,9.976402,0.34492257,31.8557,7.044302,0.22113161,,15,0,America/New_York,EDT,-14400000,False,False,False,MSFU,,,,,,,,,,
Technology,technology,68,AIS,VistaShares Artificial Intelligence Supercycle ETF,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_technology/,2026-08-28T03:13:31+00:00,en-US,US,ETF,ETF,Delayed Quote,False,LOW,0.0,32.743942,,,USD,1.34724,PCX,88.795,29.503,0.0,,VistaShares Artificial Intellig,69.91,71.99,0.75,True,1733236200000,2,-0.5717575,1787874542.0,69.56,-0.40000153,0.93,0.93,1.34724,69.56,1787860800,69.96,70.975,69.145 - 70.975,69.145,437205,69.03,500,300,us_market,finmb_1889507224,NYSEArca,VistaShares Artificial Intelligence Supercycle ETF,71.09,649938,384400,[],40.457,1.3712842,29.503 - 88.795,-18.835,-0.21211779,129.82161,0.0,35.484066,0.0,71.02076,9.77783,9.77783,839249090.0,POSTPOST,1.9715891,,,72.0774,-2.1174011,-0.02937677,54.79333,15.166668,0.2767977,,15,0,America/New_York,EDT,-14400000,False,False,False,AIS,,,,,,,,,,
Technology,technology,69,UFOX,Defiance Space and Connective Tech ETF,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_technology/,2026-08-28T03:13:31+00:00,en-US,US,ETF,ETF,Nasdaq Real Time Price,False,LOW,0.48,33.156499,21.87781,25.62817,USD,1.718577,NGM,106.59,56.16,0.48,,Defiance Space and Connective T,68.12,98.4,0.3,True,1551796200000,2,-0.11064117,1787873404.0,83.51,-0.09249878,1.4124985,1.4125,1.71858,83.51,1787860800,83.6025,83.6354,83.1794 - 83.6354,83.1794,13151,82.19,2,2,us_market,finmb_597556700,NasdaqGM,Defiance Space and Connective Tech ETF,83.55,41320,15410,[],27.442501,0.48864853,56.16 - 106.59,-22.987495,-0.21566278,45.474945,,34.854347,,24.93806,-5.26352,-5.26352,835142340.0,POSTPOST,2.398625,,,85.6506,-2.0480957,-0.023912217,76.88538,6.7171173,0.08736534,,15,0,America/New_York,EDT,-14400000,False,False,False,UFOX,,,,,,,,,,
Technology,technology,70,QQA,Invesco QQQ Income Advantage ETF,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_technology/,2026-08-28T03:13:31+00:00,en-US,US,ETF,ETF,Nasdaq Real Time Price,False,LOW,10.17,29.411765,,,USD,1.16676,NGM,58.53,48.2,10.17,,Invesco QQQ Income Advantage ET,52.14,60.97,0.29,True,1721223000000,2,0.0,1787873402.0,56.36,0.0,0.650002,0.650002,1.16676,56.36,1787860800,56.36,56.43,55.95 - 56.43,55.95,86926,55.71,2,2,us_market,finmb_1879362315,NasdaqGM,Invesco QQQ Income Advantage ETF,56.12,121279,102040,[],8.16,0.1692946,48.2 - 58.53,-2.1699982,-0.037074972,10.509801,0.0,30.505096,0.0,9.163,2.28926,2.28926,776760580.0,POSTPOST,1.8475602,,,56.086,0.27400208,0.004885392,54.16234,2.1976624,0.04057547,,15,0,America/New_York,EDT,-14400000,False,False,False,QQA,,2024-07-17,,,,,,,,
Technology,technology,71,FLIA,Franklin International Aggregate Bond ETF,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_technology/,2026-08-28T03:13:31+00:00,en-US,US,ETF,ETF,Delayed Quote,False,LOW,3.02,31.948881789137378,6.35442,-1.9573,USD,-0.0983307,BTS,20.77,20.12,2.8,,Franklin International Aggregat,18.91,23.33,0.25,True,1527859800000,2,0.0,1787864700.0,20.32,0.0,-0.0200005,-0.0200005,-0.0983307,20.32,1787860800,20.32,20.33,20.31 - 20.33,20.31,75546,20.34,600,700,us_market,finmb_556182241,Cboe US,Franklin International Aggregate Bond ETF,20.3211,109280,75870,[],0.19999886,0.0099403,20.12 - 20.77,-0.45000076,-0.021665901,-0.6842613,0.0,31.63749,0.0,1.04017,0.73609,0.73609,766087100.0,POSTPOST,0.642276,,,20.36716,-0.047161102,-0.0023155462,20.366116,-0.046115875,-0.0022643432,,15,0,America/New_York,EDT,-14400000,False,False,False,FLIA,,,,,,,,,,
Technology,technology,72,ROBT,First Trust Nasdaq Artificial Intelligence and Robotics ETF,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_technology/,2026-08-28T03:13:31+00:00,en-US,US,ETF,ETF,Nasdaq Real Time Price,False,LOW,0.02,26.64535,27.10144,9.94031,USD,2.97343,NGM,60.97,44.01,0.02,,First Trust Nasdaq Artificial I,47.12,70.76,0.65,True,1520260200000,2,0.0,1787873402.0,60.57,0.0,1.749,1.749,2.97343,60.57,1787860800,60.57,60.6058,59.54 - 60.6058,59.54,37932,58.821,2,2,us_market,finmb_551117660,NasdaqGM,First Trust Nasdaq Artificial Intelligence and Robotics ETF,59.54,48188,34250,[],16.560001,0.37627816,44.01 - 60.97,-0.40000153,-0.0065606283,19.514597,,29.537132,,6.81274,7.26823,7.26823,724777980.0,POSTPOST,2.0506392,,,56.42044,4.149559,0.07354709,53.11164,7.458359,0.14042795,,15,0,America/New_York,EDT,-14400000,False,False,False,ROBT,,,,,,,,,,
Technology,technology,73,GTOP,Goldman Sachs Technology Opportunities ETF,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_technology/,2026-08-28T03:13:31+00:00,en-US,US,ETF,ETF,Nasdaq Real Time Price,False,LOW,0.0,31.318509,58.26423,21.70426,USD,1.7393109,NGM,50.59,34.43,0.0,,Goldman Sachs Technology Opport,35.95,64.83,0.65,True,1765204200000,2,-0.1322858,1787873405.0,49.07,-0.06499863,0.84000015,0.84,1.73931,49.07,1787860800,49.135,49.19,48.5 - 49.19,48.5,8614,48.295,2,2,us_market,finmb_1958734165,NasdaqGM,Goldman Sachs Technology Opportunities ETF,48.5,14495,12020,[],14.704998,0.4270984,34.43 - 50.59,-1.4550018,-0.02876066,22.840572,0.0,32.63009,0.0,19.33198,8.26446,8.26446,700267200.0,POSTPOST,1.5058187,,,48.3326,0.8023987,0.016601603,43.091835,6.0431633,0.14023918,,15,0,America/New_York,EDT,-14400000,False,False,False,GTOP,,2025-12-08,,,,,,,,
Technology,technology,74,QDEC,FT Vest Nasdaq-100 Buffer ETF – December,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_technology/,2026-08-28T03:13:31+00:00,en-US,US,ETF,ETF,Nasdaq Real Time Price,False,LOW,0.0,31.298905,,,USD,0.596585,BTS,36.33,27.48,0.0,,FT Vest Nasdaq-100 Buffer ETF -,18.1,39.62,0.9,True,1608561000000,2,0.0668598,1787861405.0,36.22,0.02420044,0.214802,0.214802,0.596585,36.22,1787860800,36.22,36.22,36.13 - 36.22,36.13,23985,36.0052,1700,300,us_market,finmb_689768902,Cboe US,FT Vest Nasdaq-100 Buffer ETF – December,36.13,28060,23800,[],8.740002,0.31804955,27.48 - 36.33,-0.11000061,-0.0030278175,20.29226,0.0,32.417683,0.0,8.06154,2.36083,2.36083,683135620.0,POSTPOST,1.1172915,,,35.53562,0.6843796,0.019258972,33.630535,2.589466,0.07699747,,15,0,America/New_York,EDT,-14400000,False,False,False,QDEC,,,,,,,,,,
Technology,technology,75,IETC,iShares U.S. Tech Independence Focused ETF,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_technology/,2026-08-28T03:13:31+00:00,en-US,US,ETF,ETF,Nasdaq Real Time Price,False,LOW,0.41,31.152648,54.24748,29.78029,USD,2.50371,BTS,118.7,84.32,0.41,,iShares U.S. Tech Independence ,110.61,110.66,0.18,True,1521811800000,2,0.0,1787873403.0,110.54,0.0,2.7,2.7,2.50371,110.54,1787860800,110.54,110.54,109.69 - 110.54,109.69,21260,107.84,400,100,us_market,finmb_546021443,Cboe US,iShares U.S. Tech Independence Focused ETF,109.71,45928,21260,[],26.220001,0.31095827,84.32 - 118.7,-8.159996,-0.068744704,13.735986,0.0,33.475395,0.0,1.42737,1.04589,1.04589,668301250.0,POSTPOST,3.302127,,,106.11698,4.4230194,0.0416806,101.31971,9.220291,0.09100195,,15,0,America/New_York,EDT,-14400000,False,False,False,IETC,1530489600.0,,,,,,,,,
Technology,technology,76,QJUN,FT Vest Nasdaq-100 Buffer ETF - June,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_technology/,2026-08-28T03:13:31+00:00,en-US,US,ETF,ETF,Nasdaq Real Time Price,False,LOW,0.0,29.411765,,,USD,1.11545,BTS,34.05,30.05,0.0,,FT Vest Nasdaq-100 Buffer ETF -,16.82,36.77,0.9,True,1624282200000,2,0.17867051,1787861405.0,33.64,0.05999756,0.371098,0.371098,1.11545,33.64,1787860792,33.64,33.64,33.4501 - 33.64,33.4501,21923,33.2689,6000,500,us_market,finmb_711539882,Cboe US,FT Vest Nasdaq-100 Buffer ETF - June,33.52,84604,35280,[],3.5900002,0.119467564,30.05 - 34.05,-0.40999985,-0.0120411115,10.986471,0.0,30.509148,0.0,1.85302,-2.72945,-2.72945,656609860.0,POSTPOST,1.1026201,,,33.15874,0.4812584,0.014513772,32.47898,1.1610184,0.03574676,,15,0,America/New_York,EDT,-14400000,False,False,False,QJUN,,,,,,,,,,
Technology,technology,77,FEPI,REX FANG & Innovation Equity Premium Income ETF,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_technology/,2026-08-28T03:13:31+00:00,en-US,US,ETF,ETF,Nasdaq Real Time Price,False,LOW,3.67,29.120559,,,USD,0.986763,NGM,49.68,37.9,3.67,,REX FANG & Innovation Equity Pr,41.33,41.58,0.65,True,1697031000000,2,0.06672993,1787873404.0,41.988,0.027999878,0.41,0.41,0.986763,41.988,1787860801,41.96,42.0,41.73 - 42.0,41.73,150464,41.55,2,1,us_market,finmb_1843173608,NasdaqGM,REX FANG & Innovation Equity Premium Income ETF,41.77,196282,127270,[],4.0599976,0.10712394,37.9 - 49.68,-7.720001,-0.15539455,-7.515979,0.0,30.724127,0.0,-0.32044,-3.14031,-3.14031,655099580.0,POSTPOST,1.3657019,,,41.61572,0.34428024,0.008272842,43.327835,-1.367836,-0.03156945,,15,0,America/New_York,EDT,-14400000,False,False,False,FEPI,,2023-10-11,,,,,,,,
Technology,technology,78,FNGO,MicroSectors FANG+ Index 2X Leveraged ETN,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_technology/,2026-08-28T03:13:31+00:00,en-US,US,ETF,ETF,Delayed Quote,False,LOW,0.0,26.595745,235.4178,27.40687,USD,3.06461,PCX,157.499,79.055,0.0,,MicroSectors FANG  Index 2X Lev,120.3,171.24,0.95,True,1535031000000,2,0.0,1787874989.0,151.6441,0.0,4.50911,4.50911,3.06461,151.6441,1787860497,151.644,151.685,150.25 - 151.685,150.25,4057,147.135,1400,800,us_market,finmb_576208315,NYSEArca,MicroSectors FANG+ Index 2X Leveraged ETN,150.04,5717,4540,[],72.589,0.9182088,79.055 - 157.499,-5.8549957,-0.037174813,33.70129,0.0,30.818151,0.0,11.74735,9.90202,9.90202,651561920.0,POSTPOST,4.9206066,,,136.51598,15.128021,0.110815026,120.582535,31.061462,0.25759503,,15,0,America/New_York,EDT,-14400000,False,False,False,FNGO,,,1756125000.0,1756470600.0,1748433600.0,1748433600.0,False,,,
Technology,technology,79,WTAI,WisdomTree Artificial Intelligence and Innovation Fund,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_technology/,2026-08-28T03:13:31+00:00,en-US,US,ETF,ETF,Nasdaq Real Time Price,False,LOW,1.35,27.412281,,,USD,2.20426,BTS,48.89,25.15,1.35,,WisdomTree Artificial Intellige,39.41,43.9,0.45,True,1639060200000,2,-1.7493399,1787873404.0,41.0,-0.72999954,0.899998,0.899998,2.20426,41.0,1787860800,41.73,41.82,41.1806 - 41.82,41.1806,610160,40.83,100,100,us_market,finmb_1685016160,Cboe US,WisdomTree Artificial Intelligence and Innovation Fund,41.7,322988,207060,[],16.58,0.65924454,25.15 - 48.89,-7.16,-0.14645122,61.556328,0.0,29.735233,0.0,33.50699,10.25191,10.25191,625178500.0,POSTPOST,1.4033856,,,42.021,-0.29100037,-0.0069251177,35.05492,6.6750793,0.19041775,,15,0,America/New_York,EDT,-14400000,False,False,False,WTAI,,,,,,,,,,
Technology,technology,80,TSMX,Direxion Daily TSM Bull 2X Shares,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_technology/,2026-08-28T03:13:31+00:00,en-US,US,ETF,ETF,Nasdaq Real Time Price,False,LOW,1.38,35.587189,,,USD,4.69685,NGM,106.32,31.179,1.38,,Direxion Daily TSM Bull 2X ETF,76.66,76.87,0.99,True,1727962200000,2,-0.83260614,1787874934.0,79.8,-0.66999817,3.61,3.61,4.69685,79.8,1787860800,80.47,81.2,77.8837 - 81.2,77.8837,513779,76.86,1,1,us_market,finmb_1891987499,NasdaqGM,Direxion Daily TSM Bull 2X Shares,78.69,808592,433020,[],49.291,1.5809038,31.179 - 106.32,-25.849998,-0.24313392,146.538,0.0,39.27182,0.0,48.95044,-4.51224,-4.51224,605174080.0,POSTPOST,2.049052,,,81.31746,-0.8474579,-0.010421598,68.169716,12.300285,0.18043621,,15,0,America/New_York,EDT,-14400000,False,False,False,TSMX,,,,,,,,,,
Technology,technology,81,EMEQ,Nomura Focused Emerging Markets Equity ETF,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_technology/,2026-08-28T03:13:31+00:00,en-US,US,ETF,ETF,Nasdaq Real Time Price,False,LOW,1.73,15.48467,,,USD,0.20921312,NGM,78.71,31.025,1.73,,Nomura Focused Emerging Markets,59.53,64.29,0.85,True,1725543000000,2,0.021324726,1787873404.0,65.2,0.013900757,0.13609314,0.136093,0.209213,65.2,1787860800,65.1861,65.41,64.645 - 65.41,64.645,81807,65.05,2,1,us_market,finmb_1884277054,NasdaqGM,Nomura Focused Emerging Markets Equity ETF,65.26,149193,86490,[],34.161095,1.1010828,31.025 - 78.71,-13.523903,-0.17181937,107.790634,0.0,16.330608,0.0,59.17101,17.60499,17.60499,596369860.0,POSTPOST,3.9916513,,,65.96656,-0.7804642,-0.011831209,53.61249,11.573605,0.21587515,,15,0,America/New_York,EDT,-14400000,False,False,False,EMEQ,,2024-09-05,,,,,,,,
Technology,technology,82,PTF,Invesco Dorsey Wright Technology Momentum ETF,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_technology/,2026-08-28T03:13:31+00:00,en-US,US,ETF,ETF,Nasdaq Real Time Price,False,LOW,0.01,40.799674,33.80513,18.03325,USD,1.2481449,NGM,139.65,66.05,0.01,,Invesco Dorsey Wright Technolog,105.24,105.96,0.6,True,1160659800000,2,1.086,1787873402.0,103.32,1.1100006,1.2600021,1.26,1.24814,103.32,1787860800,102.21,104.3099,101.365 - 104.3099,101.365,50278,100.95,1,1,us_market,finmb_29597298,NasdaqGM,Invesco Dorsey Wright Technology Momentum ETF,103.66,146798,81680,[],36.159996,0.54746395,66.05 - 139.65,-37.439995,-0.2680988,50.618923,0.0,42.491695,0.0,28.23329,-11.84033,-11.84033,596226300.0,POSTPOST,2.4054112,,,110.9274,-8.7174,-0.07858653,98.9418,3.268196,0.0330315,,15,0,America/New_York,EDT,-14400000,False,False,False,PTF,1506643200.0,,,,,,,,,
Technology,technology,83,XTL,State Street SPDR S&P Telecom ETF,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_technology/,2026-08-28T03:13:31+00:00,en-US,US,ETF,ETF,Delayed Quote,False,LOW,1.27,17.780939,-1.09966,21.34666,USD,0.304447,PCX,247.62,130.63,1.27,,State Street SPDR S&P Telecom E,199.02,226.75,0.35,True,1296138600000,2,0.0,1787874638.0,214.15,0.0,0.649994,0.649994,0.304447,214.15,1787860800,214.15,214.4699,212.68 - 214.4699,212.68,18337,213.5,300,100,us_market,finmb_118789342,NYSEArca,State Street SPDR S&P Telecom ETF,214.78,92561,85810,[],83.51999,0.639363,130.63 - 247.62,-33.47,-0.1351668,60.088203,,18.296953,,36.78967,-7.13946,-7.13946,567101120.0,POSTPOST,11.704134,,,215.099,-0.9490051,-0.0044119456,192.88745,21.262543,0.1102329,,15,0,America/New_York,EDT,-14400000,False,False,False,XTL,,,,,,,,,,
Technology,technology,84,QMAR,FT Vest Nasdaq-100 Buffer ETF – March,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_technology/,2026-08-28T03:13:31+00:00,en-US,US,ETF,ETF,Nasdaq Real Time Price,False,LOW,0.0,31.298905,,,USD,0.536093,BTS,37.94,31.41,0.0,,FT Vest Nasdaq-100 Buffer ETF -,37.82,41.47,0.9,True,1616419800000,2,0.0,1787873404.0,37.882,0.0,0.202,0.202,0.536093,37.882,1787858991,37.882,37.882,37.77 - 37.882,37.77,24346,37.68,300,100,us_market,finmb_701684882,Cboe US,FT Vest Nasdaq-100 Buffer ETF – March,37.823,9003,10100,[],6.472,0.20604904,31.41 - 37.94,-0.057998657,-0.0015286943,19.577015,0.0,32.254044,0.0,11.78788,1.90608,1.90608,566246210.0,POSTPOST,1.1744884,,,37.19762,0.6843796,0.018398477,34.94041,2.9415894,0.084188744,,15,0,America/New_York,EDT,-14400000,False,False,False,QMAR,,,,,,,,,,
Technology,technology,85,FNGS,MicroSectors FANG+ ETN,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_technology/,2026-08-28T03:13:31+00:00,en-US,US,ETF,ETF,Delayed Quote,False,LOW,0.0,26.595745,,,USD,1.58108,PCX,81.406,56.7,0.0,,MicroSectors FANG  ETNs due Jan,79.5,80.58,0.58,True,1573655400000,2,0.23658629,1787874802.0,80.5,0.19000244,1.25,1.25,1.58108,80.5,1787860791,80.31,80.4,79.7437 - 80.4,79.7437,15284,79.06,100,100,us_market,finmb_644168140,NYSEArca,MicroSectors FANG+ ETN,79.82,29120,19000,[],23.609997,0.41640204,56.7 - 81.406,-1.0960007,-0.01346339,21.626532,0.0,28.77225,0.0,8.96396,6.36738,6.36738,556761540.0,POSTPOST,2.7912312,,,75.84614,4.4638596,0.058854144,70.03396,10.276039,0.14672938,,15,0,America/New_York,EDT,-14400000,False,False,False,FNGS,,,1756125000.0,1756470600.0,1748433600.0,1748433600.0,False,,,
Technology,technology,86,NXTG,First Trust IndXX NextG ETF,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_technology/,2026-08-28T03:13:31+00:00,en-US,US,ETF,ETF,Nasdaq Real Time Price,False,LOW,1.27,22.512382,28.35341,21.92018,USD,0.51438046,NGM,167.58,97.94,1.27,,First Trust Indxx NextG ETF,149.8,150.19,0.7,True,1298039400000,2,0.0983655,1787873404.0,153.04,0.15039062,0.78240967,0.78241,0.51438,153.04,1787860800,152.8896,152.9475,152.405 - 152.9475,152.405,5184,152.1072,3,5,us_market,finmb_127365792,NasdaqGM,First Trust IndXX NextG ETF,152.5,12906,5960,[],54.9496,0.5610537,97.94 - 167.58,-14.690399,-0.087662004,53.51943,,23.595148,,35.77245,8.36017,8.36017,539186880.0,POSTPOST,6.4797053,,,150.2224,2.6672058,0.017755048,128.7826,24.10701,0.18719153,,15,0,America/New_York,EDT,-14400000,False,False,False,NXTG,,,,,,,,,,
Technology,technology,87,QFLR,Innovator Nasdaq-100 Managed Floor ETF,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_technology/,2026-08-28T03:13:31+00:00,en-US,US,ETF,ETF,Delayed Quote,False,LOW,0.0,29.010734,,,USD,0.917167,PCX,36.95,31.12,0.0,,Innovator Nasdaq-100 Managed Fl,35.19,35.21,0.89,True,1706193000000,2,-0.056510825,1787864700.0,35.1901,-0.019897461,0.32,0.32,0.917167,35.1901,1787860800,35.21,35.26,35.0399 - 35.26,35.0399,53866,34.89,700,100,us_market,finmb_1790584673,NYSEArca,Innovator Nasdaq-100 Managed Floor ETF,35.24,68580,104340,[],4.0899982,0.13142668,31.12 - 36.95,-1.7400017,-0.04709071,11.353577,0.0,29.234915,0.0,2.18674,-0.79778,-0.79778,524313408.0,POSTPOST,1.2043818,,,35.47026,-0.26026154,-0.0073374575,34.876896,0.33310318,0.009550827,,15,0,America/New_York,EDT,-14400000,False,False,False,QFLR,,,,,,,,,,
Technology,technology,88,TDVI,FT Vest Technology Dividend Target Income ETF,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_technology/,2026-08-28T03:13:31+00:00,en-US,US,ETF,ETF,Delayed Quote,False,LOW,5.61,20.068232,,,USD,1.44185,BTS,35.567,25.63,5.61,,FT Vest Technology Dividend Tar,31.53,31.73,0.75,True,1691674200000,2,0.0,1787874482.0,31.66,0.0,0.450001,0.450001,1.44185,31.66,1787860800,31.66,31.66,31.31 - 31.66,31.31,169984,31.21,1100,700,us_market,finmb_1839866119,Cboe US,FT Vest Technology Dividend Target Income ETF,31.33,122547,120000,[],6.0300007,0.2352712,25.63 - 35.567,-3.9070015,-0.10984906,17.914343,0.0,20.982834,0.0,14.59331,2.40724,2.40724,524045856.0,POSTPOST,1.5088525,,,31.132,0.5279999,0.016960038,29.441774,2.2182255,0.07534279,,15,0,America/New_York,EDT,-14400000,False,False,False,TDVI,,,,,,,,,,
Technology,technology,89,NVDU,Direxion Daily Nvda Bull 2X Shares,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_technology/,2026-08-28T03:13:31+00:00,en-US,US,ETF,ETF,Nasdaq Real Time Price,False,LOW,2.0,30.769231,,,USD,16.6917,NGM,172.89,86.02,2.0,,Direxion Daily NVDA Bull 2X ETF,102.22,174.64,0.92,True,1694611800000,2,-1.5042697,1787875174.0,145.36,-2.2200012,21.11,21.11,16.6917,145.36,1787860800,147.58,150.8699,139.56 - 150.8699,139.56,1194374,126.47,2,2,us_market,finmb_1791146321,NasdaqGM,Direxion Daily Nvda Bull 2X Shares,141.03,393593,372780,[],61.560005,0.71564764,86.02 - 172.89,-25.309998,-0.14639364,26.233852,0.0,38.74508,0.0,0.52825,-5.22921,-5.22921,521364576.0,POSTPOST,3.8089998,,,126.9669,20.613098,0.16235016,122.19595,25.384048,0.20773232,,15,0,America/New_York,EDT,-14400000,False,False,False,NVDU,,2023-09-13,,,,,,,,
