sector,yahoo_sector_key,rank,ticker,etf_name,source_url,retrieved_at_utc,screen_language,screen_region,screen_quote_type,screen_type_disp,screen_quote_source_name,screen_triggerable,screen_custom_price_alert_confidence,screen_yield_ttm,screen_pe_ttm,screen_annual_return_nav_y3,screen_annual_return_nav_y5,screen_currency,screen_regular_market_change_percent,screen_exchange,screen_fifty_two_week_high,screen_fifty_two_week_low,screen_dividend_yield,screen_financial_currency,screen_short_name,screen_bid,screen_ask,screen_net_expense_ratio,screen_has_pre_post_market_data,screen_first_trade_date_milliseconds,screen_price_hint,screen_post_market_change_percent,screen_post_market_time,screen_post_market_price,screen_post_market_change,screen_regular_market_change,screen_fullday_change,screen_fullday_change_percent,screen_fullday_price,screen_regular_market_time,screen_regular_market_price,screen_regular_market_day_high,screen_regular_market_day_range,screen_regular_market_day_low,screen_regular_market_volume,screen_regular_market_previous_close,screen_bid_size,screen_ask_size,screen_market,screen_message_board_id,screen_full_exchange_name,screen_long_name,screen_regular_market_open,screen_average_daily_volume3_month,screen_average_daily_volume10_day,screen_corporate_actions,screen_fifty_two_week_low_change,screen_fifty_two_week_low_change_percent,screen_fifty_two_week_range,screen_fifty_two_week_high_change,screen_fifty_two_week_high_change_percent,screen_fifty_two_week_change_percent,screen_trailing_annual_dividend_rate,screen_trailing_pe,screen_trailing_annual_dividend_yield,screen_ytd_return,screen_trailing_three_month_returns,screen_trailing_three_month_nav_returns,screen_net_assets,screen_market_state,screen_eps_trailing_twelve_months,screen_shares_outstanding,screen_book_value,screen_fifty_day_average,screen_fifty_day_average_change,screen_fifty_day_average_change_percent,screen_two_hundred_day_average,screen_two_hundred_day_average_change,screen_two_hundred_day_average_change_percent,screen_price_to_book,screen_source_interval,screen_exchange_data_delayed_by,screen_exchange_timezone_name,screen_exchange_timezone_short_name,screen_gmt_off_set_milliseconds,screen_esg_populated,screen_tradeable,screen_crypto_tradeable,screen_symbol,screen_dividend_date,screen_ipo_expected_date,screen_earnings_timestamp_start,screen_earnings_timestamp_end,screen_earnings_call_timestamp_start,screen_earnings_call_timestamp_end,screen_is_earnings_date_estimate,screen_prev_name,screen_name_change_date,screen_display_name
Technology,technology,126,GTEK,Goldman Sachs Future Tech Leaders Equity ETF,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_technology/,2026-08-28T03:13:31+00:00,en-US,US,ETF,ETF,Nasdaq Real Time Price,False,LOW,0.0,39.556962,,,USD,1.31753,PCX,63.22,35.801,0.0,,Goldman Sachs Future Tech Leade,57.92,58.17,0.75,True,1631799000000,2,0.0,1787873402.0,58.136,0.0,0.756001,0.756001,1.31753,58.136,1787859611,58.136,58.2811,57.59 - 58.2811,57.59,9664,57.38,200,400,us_market,finmb_703854157,NYSEArca,Goldman Sachs Future Tech Leaders Equity ETF,58.04,22539,9880,[],22.335003,0.62386537,35.801 - 63.22,-5.0839996,-0.08041758,59.00227,0.0,42.563084,0.0,34.83903,5.46555,5.46555,224220608.0,POSTPOST,1.3658785,,,57.678,0.45800018,0.007940639,48.3361,9.7999,0.20274495,,15,0,America/New_York,EDT,-14400000,False,False,False,GTEK,,,,,,,,,,
Technology,technology,127,CHPX,Global X AI Semiconductor & Quantum ETF,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_technology/,2026-08-28T03:13:31+00:00,en-US,US,ETF,ETF,Nasdaq Real Time Price,False,LOW,,,,,USD,2.0990486,NGM,112.0,49.0,,,Global X AI Semiconductor & Qua,74.51,113.55,0.5,True,1759325400000,2,-0.022454794,1787873405.0,94.4,-0.021202087,1.9412003,1.9412,2.09905,94.4,1787860800,94.4212,94.76,93.375 - 94.76,93.375,21267,92.48,2,2,us_market,finmb_1953812051,NasdaqGM,Global X AI Semiconductor & Quantum ETF,94.66,103984,137410,[],45.421204,0.9269633,49.0 - 112.0,-17.578796,-0.15695354,82.54069,0.0,36.811577,0.0,61.01633,11.88018,11.88018,211528704.0,POSTPOST,2.5649867,,,95.28174,-0.86053467,-0.0090314755,74.32348,20.097725,0.27040884,,15,0,America/New_York,EDT,-14400000,False,False,False,CHPX,,2025-10-01,,,,,,,,
Technology,technology,128,SPTE,SP Funds S&P Global Technology ETF,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_technology/,2026-08-28T03:13:31+00:00,en-US,US,ETF,ETF,Delayed Quote,False,LOW,0.75,34.806822,,,USD,2.42697,PCX,50.75,30.97,0.75,,SP Funds S&P Global Technology ,47.5,48.3,0.55,True,1701441000000,2,0.033812847,1787874639.0,47.93,0.01620102,1.1353,1.1353,2.42697,47.93,1787860220,47.9138,48.0,47.329 - 48.0,47.329,36154,46.7785,100,100,us_market,finmb_1861682537,NYSEArca,SP Funds S&P Global Technology ETF,47.41,63033,39940,[],16.9438,0.54710364,30.97 - 50.75,-2.8362007,-0.05588573,51.41096,0.0,37.01947,0.0,27.52595,7.67414,7.67414,211250512.0,POSTPOST,1.2942865,,,46.7312,1.1825981,0.025306392,40.58311,7.3306885,0.18063398,,15,0,America/New_York,EDT,-14400000,False,False,False,SPTE,,,,,,,,,,
Technology,technology,129,SNSR,Global X Internet of Things ETF,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_technology/,2026-08-28T03:13:31+00:00,en-US,US,ETF,ETF,Nasdaq Real Time Price,False,LOW,0.49,33.886818,22.81086,23.80001,USD,1.14657,NGM,53.8,34.2,0.49,,Global X Internet of Things ETF,48.16,48.74,0.68,True,1474032600000,2,-0.05745461,1787873404.0,47.83,-0.027496338,0.54249954,0.5425,1.14657,47.83,1787860800,47.8575,47.89,47.63 - 47.89,47.63,8362,47.315,3,3,us_market,finmb_316402721,NasdaqGM,Global X Internet of Things ETF,47.65,21460,12190,[],13.657497,0.39934203,34.2 - 53.8,-5.942501,-0.11045541,24.955618,,34.891098,,25.86127,4.80883,4.80883,209173392.0,POSTPOST,1.3716248,,,47.87888,-0.021381378,-0.00044657223,42.589996,5.267502,0.12367932,,15,0,America/New_York,EDT,-14400000,False,False,False,SNSR,1515456000.0,,,,,,,,,
Technology,technology,130,SPRX,Spear Alpha ETF,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_technology/,2026-08-28T03:13:31+00:00,en-US,US,ETF,ETF,Nasdaq Real Time Price,False,LOW,0.0,56.753689,,,USD,2.3536568,NGM,59.1,32.6,0.0,,Spear Alpha ETF,44.71,51.13,0.75,True,1628083800000,2,0.281022,1787873404.0,46.71,0.13089752,1.0711021,1.0711,2.35366,46.71,1787860800,46.5791,46.94,45.95 - 46.94,45.95,45703,45.508,2,2,us_market,finmb_717735494,NasdaqGM,Spear Alpha ETF,46.65,131095,58070,[],13.979103,0.42880687,32.6 - 59.1,-12.520897,-0.21185951,37.44172,0.0,62.08398,0.0,10.76079,-1.22823,-1.22823,206792976.0,POSTPOST,0.7502596,,,48.47262,-1.8935165,-0.039063632,43.739254,2.8398476,0.06492675,,15,0,America/New_York,EDT,-14400000,False,False,False,SPRX,,2021-08-04,,,,,,,,
Technology,technology,131,LOUP,Innovator Deepwater Frontier Tech ETF,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_technology/,2026-08-28T03:13:31+00:00,en-US,US,ETF,ETF,Nasdaq Real Time Price,False,LOW,0.0,48.42615,50.7298,7.67061,USD,2.43467,PCX,100.305,64.15,0.0,,Innovator Deepwater Frontier Te,91.55,136.99,0.7,True,1533216600000,2,0.0,1787873404.0,91.72,0.0,2.18,2.18,2.43467,91.72,1787860789,91.72,91.72,90.83 - 91.72,90.83,10322,89.54,200,200,us_market,finmb_571432025,NYSEArca,Innovator Deepwater Frontier Tech ETF,91.02,12525,14060,[],27.57,0.42977396,64.15 - 100.305,-8.584999,-0.08558895,39.11724,0.0,52.18713,0.0,11.47414,6.2201,6.2201,200308624.0,POSTPOST,1.7575215,,,91.93612,-0.21611786,-0.0023507394,82.528076,9.191925,0.11137937,,15,0,America/New_York,EDT,-14400000,False,False,False,LOUP,,,,,,,,,,
Technology,technology,132,QQMG,Invesco ESG NASDAQ 100 ETF,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_technology/,2026-08-28T03:13:31+00:00,en-US,US,ETF,ETF,Nasdaq Real Time Price,False,LOW,0.38,30.202356,,,USD,1.6693629,NGM,51.93,38.053,0.38,,Invesco ESG NASDAQ 100 ETF,36.43,64.16,0.2,True,1635427800000,2,0.086621195,1787873404.0,50.38,0.04360199,0.82649994,0.8265,1.66936,50.38,1787860800,50.3364,50.34,49.96 - 50.34,49.96,6333,49.5099,2,2,us_market,finmb_1675401748,NasdaqGM,Invesco ESG NASDAQ 100 ETF,49.96,22168,12780,[],12.283398,0.3227971,38.053 - 51.93,-1.5936012,-0.030687487,28.983986,0.0,31.635942,0.0,13.4545,4.56866,4.56866,192998816.0,POSTPOST,1.5911143,,,49.53628,0.8001175,0.01615215,45.18939,5.147011,0.11389866,,15,0,America/New_York,EDT,-14400000,False,False,False,QQMG,,2021-10-27,,,,,,,,
Technology,technology,133,AVL,Direxion Daily AVGO Bull 2X Shares,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_technology/,2026-08-28T03:13:31+00:00,en-US,US,ETF,ETF,Nasdaq Real Time Price,False,LOW,1.3,59.988002,,,USD,8.522572,NGM,80.21,28.95,1.3,,Direxion Daily AVGO Bull 2X ETF,39.2,53.8,1.0,True,1728567000000,2,-0.0805012,1787875037.0,40.5873,-0.032699585,3.1899986,3.19,8.52257,40.5873,1787860800,40.62,40.7876,38.49 - 40.7876,38.49,725076,37.43,2,1,us_market,finmb_1892178687,NasdaqGM,Direxion Daily AVGO Bull 2X Shares,38.49,677155,938750,[],11.669998,0.40310875,28.95 - 80.21,-39.59,-0.49357936,-7.2390976,,53.212105,,5.13146,-21.31009,-21.31009,190038704.0,POSTPOST,0.76336014,,,45.50274,-4.88274,-0.10730651,47.67618,-7.056183,-0.14800227,,15,0,America/New_York,EDT,-14400000,False,False,False,AVL,,,,,,,,,,
Technology,technology,134,QQQY,Defiance Nasdaq 100 Target 30 Weekly Distribution ETF,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_technology/,2026-08-28T03:13:31+00:00,en-US,US,ETF,ETF,Nasdaq Real Time Price,False,LOW,22.37,32.679739,,,USD,1.230466,NGM,25.9,19.915,22.37,,Defiance Nasdaq 100 Weekly Dist,21.31,22.91,1.01,True,1694698200000,2,-0.4524855,1787873402.0,22.44,-0.10199928,0.27400017,0.274,1.23047,22.44,1787860800,22.542,22.56,22.36 - 22.56,22.36,65599,22.268,2,3,us_market,finmb_1852944783,NasdaqGM,Defiance Nasdaq 100 Target 30 Weekly Distribution ETF,22.45,111026,96860,[],2.626999,0.13191056,19.915 - 25.9,-3.3579998,-0.1296525,-10.476571,0.0,30.61268,0.0,10.32654,2.70853,2.70853,180690848.0,POSTPOST,0.7363615,,,22.89168,-0.34967995,-0.015275417,23.082445,-0.5404453,-0.023413695,,15,0,America/New_York,EDT,-14400000,False,False,False,QQQY,,2023-09-14,,,,,,,,
Technology,technology,135,TRUT,Vaneck Technology Trusector ETF,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_technology/,2026-08-28T03:13:31+00:00,en-US,US,ETF,ETF,Nasdaq Real Time Price,False,LOW,,,,,USD,3.4677095,NGM,33.67,22.83,,,VanEck Technology TruSector ETF,31.93,32.0,0.14,True,1755783000000,2,-0.016368905,1787861405.0,32.3647,-0.0052986145,1.0846996,1.0847,3.46771,32.3647,1787860800,32.3647,32.37,31.76 - 32.37,31.76,54410,31.28,1,13,us_market,finmb_1956248021,NasdaqGM,Vaneck Technology Trusector ETF,31.9,204703,151130,[],9.5347,0.41763908,22.83 - 33.67,-1.3052979,-0.038767386,32.84489,0.0,35.25631,0.0,14.18797,7.59629,7.59629,180420512.0,POSTPOST,0.9179832,,,31.0288,1.3359013,0.043053593,28.03899,4.3257103,0.15427482,,15,0,America/New_York,EDT,-14400000,False,False,False,TRUT,,2025-08-21,,,,,,,,
Technology,technology,136,IPAY,Amplify Digital Payments ETF,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_technology/,2026-08-28T03:13:31+00:00,en-US,US,ETF,ETF,Delayed Quote,False,LOW,0.82,18.51509,34.01422,1.33386,USD,-0.173463,PCX,60.99,41.26,0.82,,Amplify Digital Payments ETF,52.27,52.48,0.75,True,1437053400000,2,0.0,1787864700.0,52.4288,0.0,-0.0911026,-0.0911026,-0.173463,52.4288,1787860503,52.4288,52.6661,52.29 - 52.6661,52.29,21247,52.5199,1400,600,us_market,finmb_303127845,NYSEArca,Amplify Digital Payments ETF,52.56,56888,44590,[],11.1688,0.27069318,41.26 - 60.99,-8.561203,-0.14037059,-13.168269,0.0,19.465555,0.0,-4.1451,5.80779,5.80779,179527664.0,POSTPOST,2.693414,,,49.18412,3.2446785,0.06597004,48.06408,4.3647194,0.090810426,,15,0,America/New_York,EDT,-14400000,False,False,False,IPAY,,,,,,,,,,
Technology,technology,137,BCTK,Baron Technology ETF,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_technology/,2026-08-28T03:13:31+00:00,en-US,US,ETF,ETF,Nasdaq Real Time Price,False,LOW,0.0,35.385704,,,USD,1.8601117,NGM,32.62,22.059,0.0,,Baron Technology ETF,29.8,30.17,0.75,True,1765809000000,2,-0.08477091,1787873405.0,30.41,-0.025800705,0.5558014,0.555801,1.86011,30.41,1787860800,30.4358,30.44,30.23 - 30.44,30.23,13494,29.88,1,1,us_market,finmb_1685647697,NasdaqGM,Baron Technology ETF,30.41,44846,24210,[],8.376801,0.37974524,22.059 - 32.62,-2.1841984,-0.066958874,23.34752,0.0,38.21757,0.0,12.47245,3.33134,3.33134,178736832.0,POSTPOST,0.79638237,,,30.039,0.396801,0.013209527,27.313198,3.1226025,0.11432577,,15,0,America/New_York,EDT,-14400000,False,False,False,BCTK,,2025-12-15,,,,,,,,
Technology,technology,138,VEGN,US Vegan Climate ETF,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_technology/,2026-08-28T03:13:31+00:00,en-US,US,ETF,ETF,Nasdaq Real Time Price,False,LOW,0.52,27.434842,,,USD,1.58604,BTS,82.355,54.615,0.52,,US Vegan Climate ETF,78.0,78.09,0.6,True,1568122200000,2,0.0,1787873402.0,78.237,0.0,1.2215,1.2215,1.58604,78.237,1787858090,78.237,78.237,77.76 - 78.237,77.76,8724,77.0155,800,800,us_market,finmb_594520602,Cboe US,US Vegan Climate ETF,77.96,5980,4750,[],23.621998,0.43251848,54.615 - 82.355,-4.118004,-0.05000308,37.060715,0.0,28.696182,0.0,23.43034,12.1611,12.1611,177645568.0,POSTPOST,2.7263906,,,77.66942,0.5675812,0.0073076533,67.07217,11.164833,0.16646,,15,0,America/New_York,EDT,-14400000,False,False,False,VEGN,,,,,,,,,,
Technology,technology,139,NJUN,Innovator Growth-100 Power Buffer ETF - June,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_technology/,2026-08-28T03:13:31+00:00,en-US,US,ETF,ETF,Delayed Quote,False,LOW,0.0,29.559563,,,USD,0.754103,BTS,33.32,29.9,0.0,,Innovator Growth-100 Power Buff,16.39,32.85,0.79,True,1717421400000,2,0.0,1787864700.0,32.8408,0.0,0.2458,0.2458,0.754103,32.8408,1787857903,32.8408,32.8408,32.7101 - 32.8408,32.7101,13815,32.595,5800,100,us_market,finmb_1879111037,Cboe US,Innovator Growth-100 Power Buffer ETF - June,32.735,93176,11960,[],2.9408016,0.09835457,29.9 - 33.32,-0.47919846,-0.014381707,8.421922,0.0,30.453491,0.0,1.14931,-2.55021,-2.55021,171337888.0,POSTPOST,1.078392,,,32.42388,0.4169197,0.012858414,31.9814,0.8594017,0.026871923,,15,0,America/New_York,EDT,-14400000,False,False,False,NJUN,,,,,,,,,,
Technology,technology,140,FINX,Global X FinTech ETF,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_technology/,2026-08-28T03:13:31+00:00,en-US,US,ETF,ETF,Nasdaq Real Time Price,False,LOW,0.84,20.255216,33.8835,-9.71457,USD,0.9829655,NGM,35.58,22.08,0.84,,Global X FinTech ETF,24.7,26.44,0.68,True,1473773400000,2,-0.14787818,1787873402.0,27.82,-0.041200638,0.27120018,0.2712,0.982966,27.82,1787860800,27.8612,28.0891,27.57 - 28.0891,27.57,36841,27.59,2,1,us_market,finmb_316402722,NasdaqGM,Global X FinTech ETF,27.76,85920,66650,[],5.7812004,0.26182973,22.08 - 35.58,-7.7188015,-0.21694213,-18.031776,,22.078821,,-13.0306,1.56204,1.56204,167441952.0,POSTPOST,1.2618971,,,25.84594,2.0152607,0.07797204,26.39562,1.46558,0.055523604,,15,0,America/New_York,EDT,-14400000,False,False,False,FINX,,,,,,,,,,
Technology,technology,141,XAIX,Xtrackers Artificial Intelligence and Big Data ETF,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_technology/,2026-08-28T03:13:31+00:00,en-US,US,ETF,ETF,Nasdaq Real Time Price,False,LOW,0.41,23.849273,,,USD,2.14494,NGM,61.095,37.95,0.41,,Xtrackers Artificial Intelligen,40.67,72.44,0.35,True,1722605400000,2,0.0,1787873402.0,56.86,0.0,1.194,1.194,2.14494,56.86,1787860800,56.86,56.86,56.31 - 56.86,56.31,8685,55.666,2,2,us_market,finmb_1879575637,NasdaqGM,Xtrackers Artificial Intelligence and Big Data ETF,56.46,31088,8790,[],18.91,0.4982872,37.95 - 61.095,-4.2350006,-0.06931829,46.587955,0.0,25.390282,0.0,24.683,13.3429,13.3429,162896544.0,POSTPOST,2.2394395,,,55.13502,1.7249794,0.031286456,47.77784,9.082161,0.19009149,,15,0,America/New_York,EDT,-14400000,False,False,False,XAIX,,2024-08-02,,,,,,,,
Technology,technology,142,QBUF,Innovator Nasdaq-100 10 Buffer ETF - Quarterly,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_technology/,2026-08-28T03:13:31+00:00,en-US,US,ETF,ETF,Nasdaq Real Time Price,False,LOW,0.0,29.559563,,,USD,0.43981177,NGM,31.13,28.06,0.0,,Innovator Nasdaq-100 10 Buffer ,22.17,39.59,0.79,True,1719840600000,2,0.0,1787861405.0,30.83,0.0,0.13500023,0.135,0.439812,30.83,1787860800,30.83,30.83,30.76 - 30.83,30.76,14407,30.695,2,2,us_market,finmb_1884400606,NasdaqGM,Innovator Nasdaq-100 10 Buffer ETF - Quarterly,30.8,30433,16160,[],2.7700005,0.098717056,28.06 - 31.13,-0.29999924,-0.009636981,9.30686,0.0,30.214926,0.0,2.88572,-0.86152,-0.86152,162744384.0,POSTPOST,1.0203567,,,30.56758,0.26242065,0.008584934,29.91013,0.9198704,0.030754477,,15,0,America/New_York,EDT,-14400000,False,False,False,QBUF,,2024-07-01,,,,,,,,
Technology,technology,143,DUNK,Dana Unconstrained Equity ETF,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_technology/,2026-08-28T03:13:31+00:00,en-US,US,EQUITY,Equity,Delayed Quote,False,LOW,,,,,USD,1.95452,PCX,29.21,19.5,,,Dana Unconstrained Equity ETF,28.68,28.69,,True,1758029400000,2,0.0,1787864700.0,28.69,0.0,0.550001,0.550001,1.95452,28.69,1787860791,28.69,28.79,28.38 - 28.79,28.38,8598,28.14,1400,200,us_market,finmb_1954471382,NYSEArca,,28.46,12512,16790,[],9.190001,0.47128206,19.5 - 29.21,-0.51999855,-0.017802073,14.5766735,0.0,36.921055,0.0,,,,,POSTPOST,0.77706337,,,26.45794,2.2320614,0.08436263,23.9675,4.7225,0.19703764,,15,0,America/New_York,EDT,-14400000,False,False,False,DUNK,,,,,,,,,,
Technology,technology,144,FAI,First Trust Bloomberg Artificial Intelligence ETF,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_technology/,2026-08-28T03:13:31+00:00,en-US,US,ETF,ETF,Nasdaq Real Time Price,False,LOW,0.0,31.816736,,,USD,2.75528,PCX,58.27,35.54,0.0,,First Trust Bloomberg Artificia,54.86,54.95,0.65,True,1732199400000,2,0.0,1787873404.0,55.0049,0.0,1.4749,1.4749,2.75528,55.0049,1787859435,55.0049,55.0049,54.67 - 55.0049,54.67,8203,53.53,500,500,us_market,finmb_1886540761,NYSEArca,First Trust Bloomberg Artificial Intelligence ETF,54.67,59182,18340,[],19.464901,0.5476899,35.54 - 58.27,-3.2650986,-0.056033954,49.85697,0.0,35.63585,0.0,23.18171,10.64016,10.64016,159517216.0,POSTPOST,1.5435272,,,52.44834,2.5565605,0.048744354,45.453514,9.551388,0.2101353,,15,0,America/New_York,EDT,-14400000,False,False,False,FAI,,,,,,,,,,
Technology,technology,145,QYLG,Global X Nasdaq 100 Covered Call & Growth ETF,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_technology/,2026-08-28T03:13:31+00:00,en-US,US,ETF,ETF,Nasdaq Real Time Price,False,LOW,6.13,29.420418,,,USD,0.9367997,NGM,30.725,25.01,6.13,,Global X Nasdaq 100 Covered Cal,29.45,29.56,0.35,True,1600867800000,2,0.10487955,1787873404.0,29.78,0.031200409,0.27610016,0.2761,0.9368,29.78,1787860800,29.7488,29.7488,29.5226 - 29.7488,29.5226,31260,29.4727,1,3,us_market,finmb_675563565,NasdaqGM,Global X Nasdaq 100 Covered Call & Growth ETF,29.65,44655,38070,[],4.7388,0.1894762,25.01 - 30.725,-0.9762001,-0.031772174,5.306196,0.0,30.580788,0.0,10.06882,2.41658,2.41658,158267344.0,POSTPOST,0.9727938,,,29.47978,0.26902008,0.009125579,28.60402,1.1447811,0.040021688,,15,0,America/New_York,EDT,-14400000,False,False,False,QYLG,,,,,,,,,,
Technology,technology,146,MINV,Matthews Asia Innovators Active ETF,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_technology/,2026-08-28T03:13:31+00:00,en-US,US,ETF,ETF,Delayed Quote,False,LOW,1.12,26.874496,,,USD,1.28106,PCX,61.03,32.86,1.12,,Matthews Asia Innovators Active,45.43,75.42,0.79,True,1657805400000,2,0.0,1787868158.0,50.3855,0.0,0.637302,0.637302,1.28106,50.3855,1787857985,50.3855,50.51,50.25 - 50.51,50.25,7822,49.7482,100,200,us_market,finmb_1783521597,NYSEArca,Matthews Asia Innovators Active ETF,50.5,11911,8620,[],17.525501,0.5333384,32.86 - 61.03,-10.644497,-0.17441417,48.45172,0.0,28.316883,0.0,35.19649,1.83138,1.83138,157803264.0,POSTPOST,1.7793449,,,51.21112,-0.82561874,-0.016121864,43.995144,6.390358,0.14525144,,15,0,America/New_York,EDT,-14400000,False,False,False,MINV,,,,,,,,,,
Technology,technology,147,AAPU,Direxion Daily AAPL Bull 2X Shares,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_technology/,2026-08-28T03:13:31+00:00,en-US,US,ETF,ETF,Nasdaq Real Time Price,False,LOW,1.94,35.460993,,,USD,0.501245,NGM,48.89,25.89,1.94,,Direxion Daily AAPL Bull 2X ETF,38.5,38.64,0.96,True,1660051800000,2,0.3241922,1787875173.0,40.23,0.13000107,0.199997,0.199997,0.501245,40.23,1787860801,40.1,40.32,38.8116 - 40.32,38.8116,915966,39.9,1,1,us_market,finmb_1793225848,NasdaqGM,Direxion Daily AAPL Bull 2X Shares,39.16,1859023,1193080,[],14.209999,0.54886055,25.89 - 48.89,-8.790001,-0.17979139,45.977425,0.0,36.442482,0.0,17.65444,23.87206,23.87206,156179632.0,POSTPOST,1.1003641,,,40.0984,0.0015983582,3.9860897e-05,35.03365,5.066349,0.1446138,,15,0,America/New_York,EDT,-14400000,False,False,False,AAPU,,,,,,,,,,
Technology,technology,148,KNCT,Invesco Next Gen Connectivity E,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_technology/,2026-08-28T03:13:31+00:00,en-US,US,ETF,ETF,Nasdaq Real Time Price,False,LOW,0.68,25.542784,27.59338,21.85334,USD,2.17578,PCX,219.83,117.11,0.68,USD,Invesco Next Gen Connectivity E,199.27,297.88,0.4,True,1119533400000,2,-0.00020663836,1787873404.0,199.3756,-0.0004119873,4.24559,4.24559,2.17578,199.3756,1787860227,199.376,199.3756,198.19 - 199.3756,198.19,2315,195.13,200,300,us_market,finmb_22938373,NYSEArca,,198.47,4103,3460,[],82.26601,0.7024678,117.11 - 219.83,-20.453995,-0.0930446,67.80003,1.324,27.238815,0.00678522,40.21056,11.15593,11.15593,153870992.0,POSTPOST,7.319555,,136.962,197.1464,2.2296143,0.011309435,164.508,34.86801,0.2119533,1.455703,15,0,America/New_York,EDT,-14400000,False,False,False,KNCT,,,,,,,,,,
Technology,technology,149,QNDX,State Street SPDR Portfolio Nasdaq 100 ETF,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_technology/,2026-08-28T03:13:31+00:00,en-US,US,ETF,ETF,Nasdaq Real Time Price,False,LOW,,,,,USD,1.36929,NGM,24.98,22.4,,,State Street SPDR Portfolio Nas,24.26,24.31,0.1,True,1782307800000,2,-0.532137,1787874874.0,24.3,-0.13000107,0.33,0.33,1.36929,24.3,1787860800,24.43,24.435,24.215 - 24.435,24.215,247394,24.1,1,1,us_market,finmb_1996249462,NasdaqGM,State Street SPDR Portfolio Nasdaq 100 ETF,24.31,554878,654350,[],2.0300007,0.09062503,22.4 - 24.98,-0.54999924,-0.022017583,1.6222954,,30.83817,,,,,153733600.0,POSTPOST,0.7922001,,,24.074783,0.35521698,0.014754732,24.074783,0.35521698,0.014754732,,15,0,America/New_York,EDT,-14400000,False,False,False,QNDX,,2026-06-24,,,,,,SPDR Series Trust - State Street SPDR Nasdaq 100 ETF,2026-08-27,
Technology,technology,150,QMMY,FT Vest NASDAQ-100 Moderate Buffer ETF - May,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_technology/,2026-08-28T03:13:31+00:00,en-US,US,ETF,ETF,Nasdaq Real Time Price,False,LOW,0.0,31.298905,,,USD,0.757292,BTS,26.77,23.82,0.0,,FT Vest Nasdaq-100 Moderate Buf,13.38,39.81,0.9,True,1716211800000,2,0.20711845,1787861405.0,26.61,0.055000305,0.200001,0.200001,0.757292,26.61,1787860785,26.61,26.61,26.4927 - 26.61,26.4927,6666,26.41,200,100,us_market,finmb_1874890976,Cboe US,FT Vest NASDAQ-100 Moderate Buffer ETF - May,26.53,53180,12870,[],2.790001,0.11712851,23.82 - 26.77,-0.15999985,-0.005976834,10.814977,0.0,32.381954,0.0,3.11626,-0.65435,-0.65435,143268576.0,POSTPOST,0.821754,,,26.20884,0.4011612,0.015306332,25.55167,1.0583305,0.04141923,,15,0,America/New_York,EDT,-14400000,False,False,False,QMMY,,,,,,,,,,
Technology,technology,151,IONX,Defiance Daily Target 2X Long IONQ ETF,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_technology/,2026-08-28T03:13:31+00:00,en-US,US,ETF,ETF,Nasdaq Real Time Price,False,LOW,,,,,USD,11.525847,NGM,311.865,16.795,7.65,,Defiance Daily Target 2X Long I,20.33,32.67,1.29,True,1741786200000,2,-2.0228066,1787875129.0,26.64,-0.55000114,2.8100014,2.81,11.5258,26.64,1787860800,27.19,27.835,25.23 - 27.835,25.23,892260,24.38,2,2,us_market,finmb_1916074853,NasdaqGM,Defiance Daily Target 2X Long IONQ ETF,25.64,1039495,713710,[],10.395,0.6189342,16.795 - 311.865,-284.675,-0.91281486,-70.39578,0.0,,0.0,-66.58802,-52.40685,-52.40685,142988672.0,POSTPOST,,,,32.4153,-5.225298,-0.16119851,51.912563,-24.722563,-0.47623467,,15,0,America/New_York,EDT,-14400000,False,False,False,IONX,,2025-03-12,,,,,,,,
