sector,yahoo_sector_key,rank,ticker,etf_name,source_url,retrieved_at_utc,screen_language,screen_region,screen_quote_type,screen_type_disp,screen_quote_source_name,screen_triggerable,screen_custom_price_alert_confidence,screen_yield_ttm,screen_pe_ttm,screen_annual_return_nav_y3,screen_annual_return_nav_y5,screen_currency,screen_regular_market_change_percent,screen_fifty_two_week_high,screen_fifty_two_week_low,screen_dividend_yield,screen_financial_currency,screen_short_name,screen_bid,screen_net_expense_ratio,screen_ask,screen_exchange,screen_has_pre_post_market_data,screen_first_trade_date_milliseconds,screen_price_hint,screen_post_market_change_percent,screen_post_market_time,screen_post_market_price,screen_post_market_change,screen_regular_market_change,screen_regular_market_time,screen_regular_market_price,screen_regular_market_day_high,screen_regular_market_day_range,screen_regular_market_day_low,screen_regular_market_volume,screen_regular_market_previous_close,screen_bid_size,screen_ask_size,screen_market,screen_message_board_id,screen_full_exchange_name,screen_long_name,screen_regular_market_open,screen_average_daily_volume3_month,screen_average_daily_volume10_day,screen_corporate_actions,screen_fifty_two_week_low_change,screen_fifty_two_week_low_change_percent,screen_fifty_two_week_range,screen_fifty_two_week_high_change,screen_fifty_two_week_high_change_percent,screen_fifty_two_week_change_percent,screen_trailing_annual_dividend_rate,screen_trailing_pe,screen_trailing_annual_dividend_yield,screen_ytd_return,screen_trailing_three_month_returns,screen_trailing_three_month_nav_returns,screen_net_assets,screen_market_state,screen_eps_trailing_twelve_months,screen_shares_outstanding,screen_book_value,screen_fifty_day_average,screen_fifty_day_average_change,screen_fifty_day_average_change_percent,screen_two_hundred_day_average,screen_two_hundred_day_average_change,screen_two_hundred_day_average_change_percent,screen_price_to_book,screen_source_interval,screen_exchange_data_delayed_by,screen_exchange_timezone_name,screen_exchange_timezone_short_name,screen_gmt_off_set_milliseconds,screen_esg_populated,screen_tradeable,screen_crypto_tradeable,screen_symbol,screen_dividend_date,screen_ipo_expected_date,screen_display_name,screen_prev_name,screen_name_change_date
REIT,real-estate,47,BLDG,Cambria Global Real Estate ETF,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_real-estate/,2026-08-24T06:42:48+00:00,en-US,US,ETF,ETF,Nasdaq Real Time Price,False,LOW,5.17,15.807777,,,USD,-0.0184712,29.32,23.44,5.17,,Cambria Global Real Estate ETF,0.0,0.59,0.0,BTS,True,1600954200000,2,0.0,1787355005.0,27.07,0.0,-0.00500107,1787329108,27.07,27.16,26.97 - 27.16,26.97,2014,27.075,300.0,300.0,us_market,finmb_579854654,Cboe US,Cambria Global Real Estate ETF,27.16,30712,2260,[],3.6299992,0.15486345,23.44 - 29.32,-2.25,-0.07673943,4.3964505,0.0,15.5623,0.0,13.57813,6.11582,6.11582,67213048.0,PREPRE,1.7394601,,,27.1199,-0.049900055,-0.0018399793,25.83531,1.2346897,0.047790784,,15,0,America/New_York,EDT,-14400000,False,False,False,BLDG,,,,,
REIT,real-estate,48,PSR,Invesco Active U.S. Real Estate Fund,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_real-estate/,2026-08-24T06:42:48+00:00,en-US,US,ETF,ETF,Delayed Quote,False,LOW,2.48,29.568303,8.28232,41.51216,USD,-0.27816,108.78,89.41,2.48,,Invesco Active U.S. Real Estate,0.0,0.35,0.0,PCX,True,1227277800000,2,,,,,-0.291901,1787253586,104.648,104.6481,104.6481 - 104.6481,104.6481,221,104.94,100.0,200.0,us_market,finmb_50980053,NYSEArca,Invesco Active U.S. Real Estate Fund,105.225,1675,840,[],15.237999,0.17042835,89.41 - 108.78,-4.131996,-0.03798489,13.220811,0.0,29.167727,0.0,18.9373,4.81878,4.81878,60396084.0,PREPRE,3.5878012,,,104.7396,-0.09159851,-0.0008745356,97.86985,6.7781525,0.0692568,,15,0,America/New_York,EDT,-14400000,False,False,False,PSR,,,,,
REIT,real-estate,49,URE,ProShares Ultra Real Estate,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_real-estate/,2026-08-24T06:42:48+00:00,en-US,US,ETF,ETF,Delayed Quote,False,LOW,1.99,32.647731,11.15729,87.48737,USD,-0.111373,75.65,57.38,1.99,,ProShares Ultra Real Estate,0.0,0.95,0.0,PCX,True,1170426600000,2,,,,,-0.0794983,1787234734,71.3005,71.3005,71.3005 - 71.3005,71.3005,255,71.38,1200.0,100.0,us_market,finmb_32431879,NYSEArca,ProShares Ultra Real Estate,71.505,4040,3960,[],13.920498,0.24260192,57.38 - 75.65,-4.3495026,-0.057495076,10.62839,,32.552086,,22.50215,2.47284,2.47284,59945804.0,PREPRE,2.1903512,,,71.0578,0.24269867,0.0034155105,65.64635,5.654152,0.086130485,,15,0,America/New_York,EDT,-14400000,False,False,False,URE,,,,,
REIT,real-estate,50,REIT,ALPS Active REIT ETF,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_real-estate/,2026-08-24T06:42:48+00:00,en-US,US,ETF,ETF,Nasdaq Real Time Price,False,LOW,2.66,29.612082,,,USD,-0.22445838,32.16,25.9,2.66,,ALPS Active REIT ETF,22.28,0.68,39.48,NGM,True,1614349800000,2,-0.19764976,1787355006.0,30.7,-0.060798645,-0.069200516,1787342400,30.7608,30.89,30.64 - 30.89,30.64,6293,30.83,2.0,2.0,us_market,finmb_691323000,NasdaqGM,ALPS Active REIT ETF,30.89,10759,9830,[],4.8608,0.18767567,25.9 - 32.16,-1.3992004,-0.043507475,15.538609,0.0,29.299473,0.0,20.11616,5.56015,5.56015,58291848.0,PREPRE,1.0498755,,,30.7835,-0.022701263,-0.00073744904,28.640165,2.120634,0.074044056,,15,0,America/New_York,EDT,-14400000,False,False,False,REIT,,2021-02-26,,,
REIT,real-estate,51,NETL,Colterpoint Net Lease Real Estate ETF,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_real-estate/,2026-08-24T06:42:48+00:00,en-US,US,ETF,ETF,Delayed Quote,False,LOW,4.61,23.353573,3.35761,26.90781,USD,-0.577998,28.43,23.56,4.61,,Colterpoint Net Lease Real Esta,0.0,0.6,0.0,PCX,True,1553261400000,2,0.0,1787346300.0,26.61,0.0,-0.154699,1787342400,26.61,26.7598,26.535 - 26.7598,26.535,5086,26.7647,100.0,100.0,us_market,finmb_602154387,NYSEArca,Colterpoint Net Lease Real Estate ETF,26.8,12167,13010,[],3.0500011,0.12945676,23.56 - 28.43,-1.8199997,-0.06401687,7.2205663,0.0,22.897516,0.0,17.53652,3.69695,3.69695,54890248.0,PREPRE,1.1621348,,,26.99106,-0.38105965,-0.014117994,25.71385,0.8961506,0.03485089,,15,0,America/New_York,EDT,-14400000,False,False,False,NETL,,,,,
REIT,real-estate,52,SRHR,SRH REIT Covered Call ETF,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_real-estate/,2026-08-24T06:42:48+00:00,en-US,US,ETF,ETF,Delayed Quote,False,LOW,6.06,28.694405,,,USD,-0.142903,61.621,51.647,6.06,,SRH REIT Covered Call ETF,0.0,0.75,0.0,PCX,True,1698931800000,2,,,,,-0.0847015,1787059801,59.1875,59.1875,59.1875 - 59.1875,59.1875,44,59.2722,200.0,200.0,us_market,finmb_1854557928,NYSEArca,SRH REIT Covered Call ETF,58.93,175,190,[],7.5405006,0.14600074,51.647 - 61.621,-2.4334984,-0.03949138,7.559788,0.0,28.141674,0.0,18.4425,8.88251,8.88251,54383504.0,PREPRE,2.1031976,,,59.72392,-0.5364189,-0.008981643,56.13624,3.051262,0.054354586,,15,0,America/New_York,EDT,-14400000,False,False,False,SRHR,,,,,
REIT,real-estate,53,HYIN,WisdomTree Private Credit & Alternative Income Fund,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_real-estate/,2026-08-24T06:42:48+00:00,en-US,US,ETF,ETF,Nasdaq Real Time Price,False,LOW,13.35,9.824148,,,USD,0.199277,17.86,13.77,13.35,,WisdomTree Private Credit and A,0.0,4.34,0.0,BTS,True,1620307800000,2,0.0,1787355006.0,14.33,0.0,0.0284996,1787342400,14.33,14.339,14.295 - 14.339,14.295,6123,14.3015,600.0,500.0,us_market,finmb_709978272,Cboe US,WisdomTree Private Credit & Alternative Income Fund,14.3,20264,14670,[],0.55999947,0.040668078,13.77 - 17.86,-3.5300007,-0.1976484,-17.757118,0.0,10.1331625,0.0,-6.35762,-4.95717,-4.95717,50294348.0,PREPRE,1.4141686,,,14.20324,0.12675953,0.008924691,14.99087,-0.66087055,-0.04408487,,15,0,America/New_York,EDT,-14400000,False,False,False,HYIN,,,,,
REIT,real-estate,54,DRN,Direxion Daily Real Estate Bull 3X Shares,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_real-estate/,2026-08-24T06:42:48+00:00,en-US,US,ETF,ETF,Delayed Quote,False,LOW,1.78,32.647731,11.91863,153.3366,USD,-0.270756,12.21,8.05,1.78,,Direxion Daily Real Estate Bull,0.0,0.98,0.0,PCX,True,1247751000000,2,0.3619906,1787356612.0,11.09,0.03999996,-0.0299997,1787342400,11.05,11.198,10.95 - 11.198,10.95,791323,11.08,5200.0,4600.0,us_market,finmb_61308401,NYSEArca,Direxion Daily Real Estate Bull 3X Shares,11.17,880150,742320,[],3.0,0.3726708,8.05 - 12.21,-1.1599998,-0.09500408,13.217211,0.0,32.354927,0.0,32.06939,2.56555,2.56555,45031680.0,PREPRE,0.34152448,,,11.0434,0.00660038,0.00059767644,9.92655,1.1234503,0.11317631,,15,0,America/New_York,EDT,-14400000,False,False,False,DRN,,,,,
REIT,real-estate,55,TFFI,Chesapeake Trend-Following Fixed Income ETF,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_real-estate/,2026-08-24T06:42:48+00:00,en-US,US,EQUITY,Equity,Delayed Quote,False,LOW,,,,,USD,0.418818,20.97,19.0,,,Chesapeake Trend-Following Fixe,0.0,,0.0,PCX,True,1771943400000,2,,,,,0.0849991,1787342400,20.38,20.38,20.275 - 20.38,20.275,6558,20.295,500.0,700.0,us_market,finmb_1977176303,NYSEArca,Chesapeake Trend-Following Fixed Income ETF,20.275,7103,5950,[],1.3799992,0.07263154,19.0 - 20.97,-0.59000015,-0.02813544,1.595211,0.0,29.117844,0.0,,,,,PREPRE,0.69991446,,,20.0316,0.3483982,0.01739243,19.96192,0.41807938,0.020943847,,15,0,America/New_York,EDT,-14400000,False,False,False,TFFI,,,,,
REIT,real-estate,56,CRDT,Simplify Opportunistic Income ETF,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_real-estate/,2026-08-24T06:42:48+00:00,en-US,US,ETF,ETF,Nasdaq Real Time Price,False,LOW,5.98,7.31208,,,USD,-0.243748,24.15,21.69,5.98,,Simplify Opportunistic Income E,0.0,0.99,0.0,PCX,True,1687872600000,2,0.0,1787355007.0,23.45,0.0,-0.0572987,1787332681,23.45,23.45,23.44 - 23.45,23.44,417,23.5073,100.0,100.0,us_market,finmb_1833658146,NYSEArca,Simplify Opportunistic Income ETF,23.44,6338,18820,[],1.7600002,0.081143394,21.69 - 24.15,-0.69999886,-0.028985461,-2.3689568,0.0,7.38454,0.0,2.95984,1.55689,1.55689,36022960.0,PREPRE,3.1755533,,,23.38432,0.06568146,0.002808782,23.23765,0.21235085,0.009138224,,15,0,America/New_York,EDT,-14400000,False,False,False,CRDT,,,,,
REIT,real-estate,57,NURE,Nuveen Short-Term REIT ETF,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_real-estate/,2026-08-24T06:42:48+00:00,en-US,US,ETF,ETF,Nasdaq Real Time Price,False,LOW,3.55,30.656039,12.99172,53.18652,USD,0.051921,33.43,26.85,3.55,,Nuveen Short-Term REIT ETF,0.0,0.36,0.0,BTS,True,1482244200000,2,0.0,1787355006.0,32.1824,0.0,0.0167007,1787319335,32.1824,32.1824,32.16 - 32.1824,32.16,947,32.1657,800.0,800.0,us_market,finmb_408238149,Cboe US,Nuveen Short-Term REIT ETF,32.16,4022,3470,[],5.3323994,0.1985996,26.85 - 33.43,-1.2476006,-0.03731979,9.626651,0.0,30.328463,0.0,17.9583,9.69702,9.69702,35733708.0,PREPRE,1.0611286,,,32.2849,-0.102500916,-0.003174887,29.724195,2.4582043,0.082700446,,15,0,America/New_York,EDT,-14400000,False,False,False,NURE,,,,,
REIT,real-estate,58,BYRE,Principal Real Estate Active Opportunities ETF,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_real-estate/,2026-08-24T06:42:48+00:00,en-US,US,ETF,ETF,Nasdaq Real Time Price,False,LOW,2.68,32.57329,,,USD,-0.176053,28.575,24.235,2.68,,Principal Real Estate Active Op,0.0,0.6,0.0,PCX,True,1652967000000,2,0.0,1787355006.0,27.6699,0.0,-0.0487995,1787340650,27.6699,27.71,27.635 - 27.71,27.635,2910,27.7187,1300.0,1700.0,us_market,finmb_1782541086,NYSEArca,Principal Real Estate Active Opportunities ETF,27.635,3232,3220,[],3.4349003,0.14173304,24.235 - 28.575,-0.90509987,-0.031674534,8.744347,0.0,32.49086,0.0,15.01736,2.9299,2.9299,27662980.0,PREPRE,0.85162103,,,27.58434,0.08556175,0.0031018236,26.22761,1.4422913,0.054991335,,15,0,America/New_York,EDT,-14400000,False,False,False,BYRE,,,,,
REIT,real-estate,59,CBON,VanEck China Bond ETF,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_real-estate/,2026-08-24T06:42:48+00:00,en-US,US,ETF,ETF,Nasdaq Real Time Price,False,LOW,3.03,5.271481286241434,0.95967,6.11132,USD,0.124373,24.15,22.25,1.51,,VanEck China Bond ETF,0.0,0.5,0.0,PCX,True,1415716200000,2,-0.7039341,1787356158.0,23.98,-0.17000008,0.0299988,1787340441,24.15,24.15,24.12 - 24.15,24.12,2445,24.12,200.0,100.0,us_market,finmb_269374353,NYSEArca,VanEck China Bond ETF,24.07,5541,4150,[],1.8999996,0.08539324,22.25 - 24.15,0.0,0.0,8.368862,0.0,,0.0,4.7896,1.66562,1.66562,26229692.0,PREPRE,,,,23.90224,0.24775887,0.010365508,23.33964,0.81035995,0.034720328,,15,0,America/New_York,EDT,-14400000,False,False,False,CBON,,,,,
REIT,real-estate,60,PPTY,Vident U.S. Diversified Real Estate ETF,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_real-estate/,2026-08-24T06:42:48+00:00,en-US,US,ETF,ETF,Nasdaq Real Time Price,False,LOW,2.47,29.394474,12.72955,40.12877,USD,-0.251543,35.44,29.34,2.47,,U.S. Diversified Real Estate ET,0.0,0.53,0.0,PCX,True,1522157400000,2,0.0,1787355005.0,33.9451,0.0,-0.0856018,1787340686,33.9451,33.9451,33.87 - 33.9451,33.87,987,34.0307,300.0,100.0,us_market,finmb_556325300,NYSEArca,Vident U.S. Diversified Real Estate ETF,33.91,3045,1710,[],4.6050987,0.15695633,29.34 - 35.44,-1.4948997,-0.042181145,10.931373,0.0,28.901419,0.0,16.63491,7.40964,7.40964,27619334.0,PREPRE,1.1745132,,,34.34484,-0.39974213,-0.0116390735,31.95776,1.987339,0.06218643,,15,0,America/New_York,EDT,-14400000,False,False,False,PPTY,1529539200.0,,,,
REIT,real-estate,61,USAF,Atlas America Fund,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_real-estate/,2026-08-24T06:42:48+00:00,en-US,US,ETF,ETF,Nasdaq Real Time Price,False,LOW,2.42,32.690422,,,USD,0.6130744,30.4,26.5,2.42,,Atlas America Fund,19.65,0.89,35.46,NGM,True,1732113000000,2,0.08259591,1787343004.0,28.4735,0.023498535,0.17350006,1787342400,28.4735,28.4735,28.44 - 28.4735,28.44,2038,28.3,2.0,2.0,us_market,finmb_1889476706,NasdaqGM,Atlas America Fund,28.45,2940,5810,[],1.9734993,0.074471675,26.5 - 30.4,-1.9265003,-0.063371725,7.226515,0.0,33.673782,0.0,3.14949,0.22843,0.22843,17690868.0,PREPRE,0.8455688,,,27.69046,0.7830391,0.028278299,27.56585,0.90765,0.03292661,,15,0,America/New_York,EDT,-14400000,False,False,False,USAF,,2024-11-20,,,
REIT,real-estate,62,FPRO,Fidelity Real Estate Investment ETF,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_real-estate/,2026-08-24T06:42:48+00:00,en-US,US,ETF,ETF,Delayed Quote,False,LOW,2.45,32.36246,,,USD,-0.174273,26.3,21.95,2.45,,Fidelity Real Estate Investment,0.0,0.57,0.0,BTS,True,1612449000000,2,0.0,1787346300.0,25.3757,0.0,-0.0443001,1787325221,25.3757,25.3757,25.365 - 25.3757,25.365,1269,25.42,300.0,300.0,us_market,finmb_698702280,Cboe US,Fidelity Real Estate Investment ETF,25.455,4300,2610,[],3.4256992,0.1560683,21.95 - 26.3,-0.92429924,-0.03514446,10.623825,0.0,0.80557775,0.0,15.82987,3.11109,3.11109,16514483.0,PREPRE,31.5,,,25.26968,0.106019974,0.0041955407,23.92654,1.4491596,0.060567036,,15,0,America/New_York,EDT,-14400000,False,False,False,FPRO,,,,,
REIT,real-estate,63,WTRE,WisdomTree New Economy Real Estate ETF,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_real-estate/,2026-08-24T06:42:48+00:00,en-US,US,ETF,ETF,Delayed Quote,False,LOW,2.36,24.795438,13.90711,0.0724,USD,-0.570679,28.95,20.0,2.36,,WisdomTree New Economy Real Est,0.0,0.58,0.0,PCX,True,1181050200000,2,0.0,1787346300.0,24.0611,0.0,-0.1381,1787340600,24.0611,24.075,24.0611 - 24.075,24.0611,1574,24.1992,4000.0,500.0,us_market,finmb_34870244,NYSEArca,WisdomTree New Economy Real Estate ETF,24.09,3650,7450,[],4.0611,0.203055,20.0 - 28.95,-4.8889008,-0.16887394,18.463814,0.0,24.797602,0.0,13.78569,-1.14092,-1.14092,15638229.0,PREPRE,0.9702995,,,24.5098,-0.44869995,-0.018306961,23.55475,0.50634956,0.021496708,,15,0,America/New_York,EDT,-14400000,False,False,False,WTRE,,,Watford,,
REIT,real-estate,64,DTRE,First Trust Alerian Disruptive Technology Real Estate ETF,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_real-estate/,2026-08-24T06:42:48+00:00,en-US,US,ETF,ETF,Delayed Quote,False,LOW,3.62,25.201613,13.56009,26.69837,USD,-0.0336045,43.56,38.31,3.62,,First Trust Alerian Disruptive ,0.0,0.6,0.0,PCX,True,1188480600000,2,,,,,-0.0144005,1787248188,42.8385,42.8385,42.8385 - 42.8385,42.8385,33,42.8529,200.0,100.0,us_market,finmb_36593828,NYSEArca,First Trust Alerian Disruptive Technology Real Estate ETF,42.45,346,370,[],4.5284996,0.11820672,38.31 - 43.56,-0.7215004,-0.016563369,6.2236547,0.0,24.784645,0.0,10.46417,1.97284,1.97284,14732605.0,PREPRE,1.7284291,,,42.6312,0.2073021,0.004862685,41.30255,1.5359497,0.03718777,,15,0,America/New_York,EDT,-14400000,False,False,False,DTRE,,,,,
REIT,real-estate,65,ERET,Ishares Environmentally Aware Real Estate ETF,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_real-estate/,2026-08-24T06:42:48+00:00,en-US,US,ETF,ETF,Nasdaq Real Time Price,False,LOW,3.26,21.992523,,,USD,-0.17971146,30.92,26.503,3.26,,iShares Environmentally Aware R,21.26,0.3,37.91,NGM,True,1668781800000,2,-0.34930468,1787343004.0,29.3272,-0.10280037,-0.052799225,1787342400,29.3272,29.43,29.3272 - 29.43,29.3272,177,29.38,2.0,2.0,us_market,finmb_1790157418,NasdaqGM,Ishares Environmentally Aware Real Estate ETF,29.43,2485,1820,[],2.8241997,0.10656151,26.503 - 30.92,-1.5928001,-0.051513586,8.469879,0.0,21.816072,0.0,12.1717,2.70737,2.70737,14190910.0,PREPRE,1.3442932,,,29.2672,0.059999466,0.0020500582,28.322084,1.0051155,0.035488755,,15,0,America/New_York,EDT,-14400000,False,False,False,ERET,,2022-11-17,,,
REIT,real-estate,66,DESK,Vaneck Office And Commercial REIT ETF,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_real-estate/,2026-08-24T06:42:48+00:00,en-US,US,ETF,ETF,Delayed Quote,False,LOW,4.68,26.392188,,,USD,-0.602991,43.92,31.999,4.68,,VanEck Office and Commercial RE,0.0,0.51,0.0,PCX,True,1695303000000,2,0.0,1787346300.0,41.21,0.0,-0.25,1787342400,41.21,41.295,41.08 - 41.295,41.08,2019,41.46,500.0,500.0,us_market,finmb_1854476349,NYSEArca,Vaneck Office And Commercial REIT ETF,41.295,24387,38050,[],9.210999,0.2878527,31.999 - 43.92,-2.709999,-0.06170308,1.4449954,0.0,25.797487,0.0,18.25292,17.31376,17.31376,12648806.0,PREPRE,1.5974424,,,41.67858,-0.46858215,-0.011242757,37.797775,3.4122238,0.09027579,,15,0,America/New_York,EDT,-14400000,False,False,False,DESK,,,,,
REIT,real-estate,67,RDOG,ALPS REIT Dividend Dogs ETF,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_real-estate/,2026-08-24T06:42:48+00:00,en-US,US,ETF,ETF,Delayed Quote,False,LOW,6.14,27.337343,10.36794,35.36494,USD,-0.258429,42.76,34.76,6.14,,ALPS REIT Dividend Dogs ETF,0.0,0.35,0.0,PCX,True,1211463000000,2,0.0,1787346300.0,41.1816,0.0,-0.106701,1787319954,41.1816,41.4,41.1816 - 41.4,41.1816,500,41.2883,600.0,600.0,us_market,finmb_44679015,NYSEArca,ALPS REIT Dividend Dogs ETF,41.61,1316,630,[],6.4216003,0.1847411,34.76 - 42.76,-1.5783997,-0.036912996,10.52066,0.0,26.645985,0.0,18.97722,7.5523,7.5523,11382295.0,PREPRE,1.5455086,,,41.41,-0.22840118,-0.0055156047,38.58165,2.599949,0.06738822,,15,0,America/New_York,EDT,-14400000,False,False,False,RDOG,,,,,
REIT,real-estate,68,FTHB,FIS Faith Income ETF,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_real-estate/,2026-08-24T06:42:48+00:00,en-US,US,EQUITY,Equity,Delayed Quote,False,LOW,,,,,USD,0.136686,25.41,24.81,,,FIS Faith Income ETF,0.0,,0.0,PCX,True,1773927000000,2,0.0,1787346300.0,25.275,0.0,0.0345001,1787340475,25.275,25.31,25.27 - 25.31,25.27,14701,25.2405,100.0,100.0,us_market,finmb_1978487347,NYSEArca,FIS Faith Income ETF,25.25,6614,3860,[],0.46500015,0.01874245,24.81 - 25.41,-0.13500023,-0.005312878,1.0391712,,11.395984,,,,,,PREPRE,2.2178867,,,25.2518,0.023199081,0.00091870996,25.20148,0.07351875,0.0029172394,,15,0,America/New_York,EDT,-14400000,False,False,False,FTHB,,,,,
REIT,real-estate,69,FIXP,FolioBeyond Enhanced Fixed Income Premium ETF,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_real-estate/,2026-08-24T06:42:48+00:00,en-US,US,ETF,ETF,Delayed Quote,False,LOW,5.18,7.027901,,,USD,-0.0296721,20.46,19.46,5.18,,FolioBeyond Enhanced Fixed Inco,0.0,1.01,0.0,PCX,True,1737642600000,2,0.0,1787346300.0,19.8762,0.0,-0.00589943,1787339998,19.8762,19.8762,19.82 - 19.8762,19.82,2181,19.8821,1100.0,4900.0,us_market,finmb_1911769011,NYSEArca,FolioBeyond Enhanced Fixed Income Premium ETF,19.875,1245,1600,[],0.41620064,0.021387495,19.46 - 20.46,-0.58379936,-0.028533695,0.13098717,0.0,7.0565515,0.0,2.07746,0.52074,0.52074,9897761.0,PREPRE,2.8167017,,,19.86562,0.010580063,0.0005325816,19.892876,-0.01667595,-0.0008382875,,15,0,America/New_York,EDT,-14400000,False,False,False,FIXP,,,,,
REIT,real-estate,70,RNTY,YieldMax Target 12 Real Estate Option Income ETF,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_real-estate/,2026-08-24T06:42:48+00:00,en-US,US,ETF,ETF,Delayed Quote,False,LOW,9.24,34.518467,,,USD,0.0429014,52.5,47.67,9.24,,YieldMax Target 12 Real Estate ,0.0,0.99,0.0,PCX,True,1744896600000,2,0.0,1787346300.0,49.673,0.0,0.0213013,1787338885,49.673,49.75,49.54 - 49.75,49.54,1648,49.6517,500.0,500.0,us_market,finmb_1892614387,NYSEArca,YieldMax Target 12 Real Estate Option Income ETF,49.75,2409,1860,[],2.0030022,0.04201809,47.67 - 52.5,-2.8269997,-0.05384761,-1.8785536,0.0,34.334812,0.0,8.90407,1.09535,1.09535,8739265.0,PREPRE,1.4467242,,,50.02702,-0.35401917,-0.007076559,49.895805,-0.22280502,-0.004465406,,15,0,America/New_York,EDT,-14400000,False,False,False,RNTY,,,,,
REIT,real-estate,71,RITA,ETFB Green SRI REITs ETF,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_real-estate/,2026-08-24T06:42:48+00:00,en-US,US,ETF,ETF,Delayed Quote,False,LOW,2.32,24.956326,,,USD,0.321684,23.86,18.89,2.32,,ETFB Green SRI REITs ETF,0.0,0.5,0.0,PCX,True,1639060200000,2,0.0,1787346300.0,21.7061,0.0,0.0696011,1787325201,21.7061,21.7099,21.7061 - 21.7099,21.7061,683,21.6365,300.0,300.0,us_market,finmb_691541758,NYSEArca,ETFB Green SRI REITs ETF,23.8,3222,6220,[],2.816101,0.14907894,18.89 - 23.86,-2.1539001,-0.09027243,12.373161,0.0,24.849628,0.0,14.22936,4.99429,4.99429,8719716.0,PREPRE,0.87349796,,,21.54538,0.16072083,0.0074596424,20.40385,1.3022499,0.06382373,,15,0,America/New_York,EDT,-14400000,False,False,False,RITA,,,,,
REIT,real-estate,72,HAUS,Residential REIT ETF,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_real-estate/,2026-08-24T06:42:48+00:00,en-US,US,ETF,ETF,Delayed Quote,False,LOW,3.17,32.786885,,,USD,0.148046,19.56,16.6,3.17,,Residential REIT ETF,0.0,0.6,0.0,BTS,True,1646145000000,2,,,,,0.0275993,1787162480,18.67,18.67,18.67 - 18.67,18.67,34,18.6424,4200.0,100.0,us_market,finmb_1765407876,Cboe US,Residential REIT ETF,18.55,1987,1260,[],2.0699997,0.12469877,16.6 - 19.56,-0.8899994,-0.045500994,4.8994303,0.0,32.762493,0.0,7.74471,1.83554,1.83554,8034059.0,PREPRE,0.56985897,,,18.84552,-0.17551994,-0.009313616,18.195786,0.47421455,0.026061779,,15,0,America/New_York,EDT,-14400000,False,False,False,HAUS,,,,,
REIT,real-estate,73,SJCP,SanJac Alpha Core Plus Bond ETF,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_real-estate/,2026-08-24T06:42:48+00:00,en-US,US,ETF,ETF,Nasdaq Real Time Price,False,LOW,3.78,4.954665,,,USD,0.25896627,25.51,24.68,3.78,,SanJac Alpha Core Plus Bond ETF,17.98,0.65,32.24,NGM,True,1725975000000,2,0.2186416,1787343004.0,25.165,0.054901123,0.065000534,1787342400,25.165,25.165,25.1101 - 25.165,25.1101,288,25.1,2.0,2.0,us_market,finmb_1877929240,NasdaqGM,SanJac Alpha Core Plus Bond ETF,25.1101,3864,480,[],0.4850006,0.019651564,24.68 - 25.51,-0.3449993,-0.013524082,-0.30504465,0.0,4.976855,0.0,1.1213,-0.04736,-0.04736,7515847.0,PREPRE,5.0564065,,,25.03428,0.13072014,0.0052216453,25.17158,-0.0065784454,-0.00026134416,,15,0,America/New_York,EDT,-14400000,False,False,False,SJCP,,2024-09-10,,,
