sector,yahoo_sector_key,rank,ticker,etf_name,source_url,retrieved_at_utc,screen_language,screen_region,screen_quote_type,screen_type_disp,screen_quote_source_name,screen_triggerable,screen_custom_price_alert_confidence,screen_yield_ttm,screen_pe_ttm,screen_annual_return_nav_y3,screen_annual_return_nav_y5,screen_currency,screen_regular_market_change_percent,screen_fifty_two_week_high,screen_fifty_two_week_low,screen_dividend_yield,screen_financial_currency,screen_short_name,screen_bid,screen_net_expense_ratio,screen_ask,screen_exchange,screen_has_pre_post_market_data,screen_first_trade_date_milliseconds,screen_price_hint,screen_post_market_change_percent,screen_post_market_time,screen_post_market_price,screen_post_market_change,screen_regular_market_change,screen_regular_market_time,screen_regular_market_price,screen_regular_market_day_high,screen_regular_market_day_range,screen_regular_market_day_low,screen_regular_market_volume,screen_regular_market_previous_close,screen_bid_size,screen_ask_size,screen_market,screen_message_board_id,screen_full_exchange_name,screen_long_name,screen_regular_market_open,screen_average_daily_volume3_month,screen_average_daily_volume10_day,screen_corporate_actions,screen_fifty_two_week_low_change,screen_fifty_two_week_low_change_percent,screen_fifty_two_week_range,screen_fifty_two_week_high_change,screen_fifty_two_week_high_change_percent,screen_fifty_two_week_change_percent,screen_trailing_annual_dividend_rate,screen_trailing_pe,screen_trailing_annual_dividend_yield,screen_ytd_return,screen_trailing_three_month_returns,screen_trailing_three_month_nav_returns,screen_net_assets,screen_market_state,screen_eps_trailing_twelve_months,screen_shares_outstanding,screen_book_value,screen_fifty_day_average,screen_fifty_day_average_change,screen_fifty_day_average_change_percent,screen_two_hundred_day_average,screen_two_hundred_day_average_change,screen_two_hundred_day_average_change_percent,screen_price_to_book,screen_source_interval,screen_exchange_data_delayed_by,screen_exchange_timezone_name,screen_exchange_timezone_short_name,screen_gmt_off_set_milliseconds,screen_esg_populated,screen_tradeable,screen_crypto_tradeable,screen_symbol,screen_dividend_date,screen_ipo_expected_date,screen_display_name,screen_prev_name,screen_name_change_date
REIT,real-estate,21,HAUZ,Xtrackers International Real Estate ETF,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_real-estate/,2026-08-24T06:42:48+00:00,en-US,US,ETF,ETF,Delayed Quote,False,LOW,3.52,13.095862,6.58151,9.36017,USD,0.349345,25.73,21.84,3.52,,Xtrackers International Real Es,0.0,0.1,0.0,PCX,True,1380634200000,2,0.0,1787356598.0,22.98,0.0,0.0799999,1787342400,22.98,23.08,22.9558 - 23.08,22.9558,62924,22.9,300.0,200.0,us_market,finmb_243133479,NYSEArca,Xtrackers International Real Estate ETF,22.98,99227,86920,[],1.1399994,0.052197773,21.84 - 25.73,-2.75,-0.10687913,-2.7507424,0.0,12.849825,0.0,0.74457,-1.83104,-1.83104,1072827070.0,PREPRE,1.7883512,,,22.7934,0.18659973,0.0081865685,23.473,-0.49300003,-0.021002855,,15,0,America/New_York,EDT,-14400000,False,False,False,HAUZ,,,,,
REIT,real-estate,22,AVRE,Avantis Real Estate ETF,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_real-estate/,2026-08-24T06:42:48+00:00,en-US,US,ETF,ETF,Nasdaq Real Time Price,False,LOW,3.34,23.651845,,,USD,-0.191934,49.715,42.98,3.34,,Avantis Real Estate ETF,0.0,0.17,0.0,PCX,True,1633008600000,2,0.0,1787355006.0,48.2572,0.0,-0.0928001,1787340667,48.2572,48.3964,48.1272 - 48.3964,48.1272,37622,48.35,200.0,800.0,us_market,finmb_1671654308,NYSEArca,Avantis Real Estate ETF,48.3964,64646,58100,[],5.277199,0.12278266,42.98 - 49.715,-1.4578018,-0.02932318,7.7165127,0.0,23.436792,0.0,12.82036,2.89225,2.89225,876244480.0,PREPRE,2.059036,,,48.1987,0.058498383,0.0012136921,46.159294,2.0979042,0.045449227,,15,0,America/New_York,EDT,-14400000,False,False,False,AVRE,,,,,
REIT,real-estate,23,REZ,iShares Residential and Multisector Real Estate ETF,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_real-estate/,2026-08-24T06:42:48+00:00,en-US,US,ETF,ETF,Nasdaq Real Time Price,False,LOW,1.96,37.693178,10.88658,47.68104,USD,0.344605,100.43,80.87,1.96,,iShares Residential and Multise,0.0,0.48,0.0,PCX,True,1178285400000,2,0.0,1787355004.0,96.09,0.0,0.329994,1787342400,96.09,96.3599,95.395 - 96.3599,95.395,31940,95.76,200.0,100.0,us_market,finmb_34214486,NYSEArca,iShares Residential and Multisector Real Estate ETF,96.07,39772,52440,[],15.219994,0.1882032,80.87 - 100.43,-4.340004,-0.043214217,15.271115,,37.698845,,16.84646,7.10635,7.10635,874287620.0,PREPRE,2.5488844,,,95.2572,0.8327942,0.008742585,88.71325,7.376747,0.08315271,,15,0,America/New_York,EDT,-14400000,False,False,False,REZ,,,,,
REIT,real-estate,24,BRTR,iShares Total Return Active ETF,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_real-estate/,2026-08-24T06:42:48+00:00,en-US,US,ETF,ETF,Nasdaq Real Time Price,False,LOW,4.63,17.774618,,,USD,-0.15064664,51.685,49.27,4.63,,iShares Total Return Active ETF,39.64,0.38,59.49,NGM,True,1702564200000,2,-0.009303387,1787343004.0,49.4454,-0.004600525,-0.07460022,1787342400,49.4454,49.4899,49.435 - 49.4899,49.435,116569,49.52,2.0,2.0,us_market,finmb_1858327481,NasdaqGM,iShares Total Return Active ETF,49.48,97669,101240,[],0.17539978,0.0035599712,49.27 - 51.685,-2.2396011,-0.043331742,-2.1762788,0.0,17.771994,0.0,-0.5505,-0.58805,-0.58805,734986300.0,PREPRE,2.782209,,,49.81406,-0.36865997,-0.0074007213,50.4531,-1.007698,-0.019972967,,15,0,America/New_York,EDT,-14400000,False,False,False,BRTR,,2023-12-14,,,
REIT,real-estate,25,YLD,Principal Active High Yield ETF,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_real-estate/,2026-08-24T06:42:48+00:00,en-US,US,ETF,ETF,Delayed Quote,False,LOW,,,13.08188,9.0604,USD,0.15865,19.48,18.675,7.32,,Principal Active High Yield ETF,0.0,0.39,0.0,PCX,True,1436794200000,2,-0.1114097,1787356253.0,18.9189,-0.021100998,0.0300007,1787342400,18.94,18.96,18.93 - 18.96,18.93,99583,18.91,300.0,400.0,us_market,finmb_285620824,NYSEArca,Principal Active High Yield ETF,18.96,181638,158080,[],0.2650013,0.014190163,18.675 - 19.48,-0.539999,-0.02772069,-1.712507,0.0,,0.0,2.96349,0.90284,0.90284,580222590.0,PREPRE,,,,18.9548,-0.014799118,-0.00078075833,19.011925,-0.07192421,-0.0037831103,,15,0,America/New_York,EDT,-14400000,False,False,False,YLD,,,,,
REIT,real-estate,26,REM,iShares Mortgage Real Estate Capped ETF,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_real-estate/,2026-08-24T06:42:48+00:00,en-US,US,ETF,ETF,Nasdaq Real Time Price,False,LOW,9.0,7.023952,14.56184,16.35153,USD,-0.226548,24.05,20.41,9.0,,iShares Mortgage Real Estate ET,0.0,0.48,0.0,BTS,True,1178285400000,2,0.0,1787355005.0,22.02,0.0,-0.0499992,1787342400,22.02,22.12,21.9825 - 22.12,21.9825,439558,22.07,2100.0,4000.0,us_market,finmb_34214439,Cboe US,iShares Mortgage Real Estate Capped ETF,22.12,446841,321260,[],1.6100006,0.07888293,20.41 - 24.05,-2.0299988,-0.084407434,-2.4368644,,7.18465,,0.09321,-4.2813,-4.2813,532805024.0,PREPRE,3.0648675,,,21.8798,0.14019966,0.006407721,22.239,-0.21899986,-0.009847559,,15,0,America/New_York,EDT,-14400000,False,False,False,REM,1522195200.0,,,,
REIT,real-estate,27,VGSR,Vert Global Sustainable Real Estate ETF,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_real-estate/,2026-08-24T06:42:48+00:00,en-US,US,ETF,ETF,Nasdaq Real Time Price,False,LOW,3.23,23.174971,,,USD,-0.0866571,12.26,9.96,3.23,,Vert Global Sustainable Real Es,8.4,0.45,14.98,NGM,True,1701700200000,2,0.0,1787355006.0,11.53,0.0,-0.010000229,1787342400,11.53,11.66,11.5 - 11.66,11.5,91725,11.54,2.0,2.0,us_market,finmb_532314567,NasdaqGM,Vert Global Sustainable Real Estate ETF,11.51,98869,146570,[],1.5699997,0.15763049,9.96 - 12.26,-0.7300005,-0.05954327,8.979201,0.0,22.950443,0.0,13.80875,4.75752,4.75752,546589570.0,PREPRE,0.5023868,,,11.5264,0.0036001205,0.00031233695,10.96842,0.5615797,0.05119969,,15,0,America/New_York,EDT,-14400000,False,False,False,VGSR,,2023-12-04,,,
REIT,real-estate,28,CSRE,Cohen & Steers Real Estate Active ETF,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_real-estate/,2026-08-24T06:42:48+00:00,en-US,US,ETF,ETF,Nasdaq Real Time Price,False,LOW,2.15,29.638411,,,USD,-0.171878,30.07,25.09,2.15,,Cohen & Steers Real Estate Acti,0.0,0.7,0.0,PCX,True,1738765800000,2,0.0,1787355007.0,29.04,0.0,-0.0499992,1787342393,29.04,29.2,28.96 - 29.2,28.96,442311,29.09,700.0,1100.0,us_market,finmb_1890721888,NYSEArca,Cohen & Steers Real Estate Active ETF,29.2,144630,229720,[],3.9500008,0.15743327,25.09 - 30.07,-1.0299988,-0.03425337,11.136627,0.0,30.327679,0.0,15.28587,2.09197,2.09197,514611712.0,PREPRE,0.95754117,,,28.9803,0.059700012,0.0020600203,27.51192,1.52808,0.05554247,,15,0,America/New_York,EDT,-14400000,False,False,False,CSRE,,,,,
REIT,real-estate,29,JPRE,JPMorgan Realty Income ETF,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_real-estate/,2026-08-24T06:42:48+00:00,en-US,US,ETF,ETF,Delayed Quote,False,LOW,2.2,36.010083,,,USD,-0.0566995,55.23,46.24,2.2,,JPMorgan Realty Income ETF,0.0,0.5,0.0,PCX,True,1653312600000,2,0.0,1787350505.0,53.4096,0.0,-0.0303001,1787337777,53.4096,53.575,53.22 - 53.575,53.22,10172,53.4399,200.0,600.0,us_market,finmb_28214343,NYSEArca,JPMorgan Realty Income ETF,53.65,21285,9980,[],7.1695976,0.15505184,46.24 - 55.23,-1.8204002,-0.03296035,11.375248,0.0,35.935333,0.0,15.51948,3.73855,3.73855,488262176.0,PREPRE,1.4862698,,,53.19836,0.21123886,0.0039707776,50.217865,3.1917343,0.063557744,,15,0,America/New_York,EDT,-14400000,False,False,False,JPRE,,,,,
REIT,real-estate,30,GQRE,Northern Trust Global Quality Real Estate ETF,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_real-estate/,2026-08-24T06:42:48+00:00,en-US,US,ETF,ETF,Nasdaq Real Time Price,False,LOW,4.18,18.191741,9.28755,31.73554,USD,-0.299301,67.49,58.11,4.18,,Northern Trust Global Quality R,0.0,0.45,0.0,PCX,True,1383748200000,2,0.0,1787355005.0,64.39,0.0,-0.193298,1787342400,64.39,64.66,64.39 - 64.66,64.39,7849,64.5833,1000.0,500.0,us_market,finmb_248751050,NYSEArca,Northern Trust Global Quality Real Estate ETF,64.66,10558,6670,[],6.279999,0.10807088,58.11 - 67.49,-3.0999985,-0.04593271,5.6439757,0.0,17.918497,0.0,12.17199,2.50394,2.50394,424917408.0,PREPRE,3.5934935,,,64.784,-0.3939972,-0.0060817054,62.6033,1.7867012,0.028540049,,15,0,America/New_York,EDT,-14400000,False,False,False,GQRE,,,,,
REIT,real-estate,31,MORT,VanEck Mortgage REIT Income ETF,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_real-estate/,2026-08-24T06:42:48+00:00,en-US,US,ETF,ETF,Nasdaq Real Time Price,False,LOW,15.33,7.012131,15.00978,15.96984,USD,-0.302122,11.44,9.59,15.33,,VanEck Mortgage REIT Income ETF,0.0,0.43,0.0,PCX,True,1313587800000,2,0.0,1787355004.0,9.9,0.0,-0.0300007,1787342400,9.9,9.945,9.89 - 9.945,9.89,724618,9.93,29400.0,12000.0,us_market,finmb_139409877,NYSEArca,VanEck Mortgage REIT Income ETF,9.96,1035979,846690,[],0.30999947,0.032325283,9.59 - 11.44,-1.54,-0.13461539,-8.923644,0.0,7.1640964,0.0,-0.42734,-4.46556,-4.46556,376835360.0,PREPRE,1.3818909,,,9.9442,-0.044199944,-0.0044447966,10.3806,-0.48060036,-0.046297938,,15,0,America/New_York,EDT,-14400000,False,False,False,MORT,,,,,
REIT,real-estate,32,SRVR,Pacer Data & Infrastructure Real Estate ETF,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_real-estate/,2026-08-24T06:42:48+00:00,en-US,US,ETF,ETF,Delayed Quote,False,LOW,2.82,29.559563,6.96687,21.99595,USD,0.0631726,35.81,28.445,2.82,,Pacer Data & Infrastructure Rea,0.0,0.49,0.0,PCX,True,1526477400000,2,1.0101,1787356507.0,32.0,0.3199997,0.0200005,1787342400,31.68,32.04,31.56 - 32.04,31.56,1001976,31.66,200.0,400.0,us_market,finmb_554892518,NYSEArca,Pacer Data & Infrastructure Real Estate ETF,31.85,89624,147500,[],3.2350006,0.11372827,28.445 - 35.81,-4.130001,-0.11533094,0.4438758,0.0,30.33518,0.0,8.77545,-11.85842,-11.85842,370709696.0,PREPRE,1.044332,,,31.77766,-0.097660065,-0.0030732302,31.810076,-0.13007545,-0.0040891273,,15,0,America/New_York,EDT,-14400000,False,False,False,SRVR,1530144000.0,,,,
REIT,real-estate,33,KBWY,Invesco KBW Premium Yield Equity REIT ETF,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_real-estate/,2026-08-24T06:42:48+00:00,en-US,US,ETF,ETF,Nasdaq Real Time Price,False,LOW,8.12,23.696682,12.75161,31.13938,USD,-0.19109935,19.35,14.82,8.12,,Invesco KBW Premium Yield Equit,18.09,0.35,18.19,NGM,True,1291300200000,2,0.53610265,1787355005.0,18.378,0.09799957,-0.034999847,1787342401,18.28,18.41,18.165 - 18.41,18.165,113978,18.315,4.0,4.0,us_market,finmb_116573023,NasdaqGM,Invesco KBW Premium Yield Equity REIT ETF,18.41,158662,197910,[],3.460001,0.23346835,14.82 - 19.35,-1.0699997,-0.05529714,13.965082,0.0,23.580587,0.0,25.29504,12.18086,12.18086,314064160.0,PREPRE,0.77521396,,,18.4096,-0.12959862,-0.0070397304,16.7105,1.5695,0.09392298,,15,0,America/New_York,EDT,-14400000,False,False,False,KBWY,1498780800.0,,,,
REIT,real-estate,34,IYRI,NEOS Real Estate High Income ET,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_real-estate/,2026-08-24T06:42:48+00:00,en-US,US,ETF,ETF,Delayed Quote,False,LOW,3.85,28.702641,,,USD,-0.120963,51.21,46.29,3.85,,NEOS Real Estate High Income ET,0.0,0.68,0.0,BTS,True,1736951400000,2,0.0,1787355862.0,49.54,0.0,-0.0599976,1787342400,49.54,49.6273,49.355 - 49.6273,49.355,72481,49.6,300.0,600.0,us_market,finmb_1901846770,Cboe US,,49.59,76946,87850,[],3.25,0.07020955,46.29 - 51.21,-1.6699982,-0.03261078,-2.03678,0.0,28.557434,0.0,9.17967,3.31997,3.31997,306717856.0,PREPRE,1.7347497,,,49.66776,-0.12775803,-0.0025722526,49.30989,0.23011017,0.004666613,,15,0,America/New_York,EDT,-14400000,False,False,False,IYRI,,,,,
REIT,real-estate,35,IMTB,iShares Core 5-10 Year USD Bond ETF,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_real-estate/,2026-08-24T06:42:48+00:00,en-US,US,ETF,ETF,Delayed Quote,False,LOW,4.34,2.3696682464454977,6.15953,-1.33816,USD,-0.128198,44.828,41.92,4.57,,iShares Core 5-10 Year USD Bond,0.0,0.06,0.0,PCX,True,1478529000000,2,0.0,1787346300.0,42.9249,0.0,-0.0550995,1787341948,42.9249,42.97,42.92 - 42.97,42.92,12372,42.98,300.0,400.0,us_market,finmb_381778383,NYSEArca,iShares Core 5-10 Year USD Bond ETF,42.97,28317,15550,[],1.0049019,0.023971897,41.92 - 44.828,-1.9030991,-0.042453356,-1.7846942,0.0,,0.0,-0.47923,-0.81051,-0.81051,274687648.0,PREPRE,,,,43.2528,-0.32789993,-0.0075810105,43.835526,-0.91062546,-0.020773686,,15,0,America/New_York,EDT,-14400000,False,False,False,IMTB,,,,,
REIT,real-estate,36,RWX,State Street SPDR Dow Jones International Real Estate ETF,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_real-estate/,2026-08-24T06:42:48+00:00,en-US,US,ETF,ETF,Nasdaq Real Time Price,False,LOW,3.83,13.199578,6.48988,9.08191,USD,0.797099,30.47,26.07,3.83,,State Street SPDR Dow Jones Int,0.0,0.59,0.0,PCX,True,1166538600000,2,0.0,1787355005.0,27.82,0.0,0.219999,1787342400,27.82,27.97,27.77 - 27.97,27.77,18662,27.6,300.0,100.0,us_market,finmb_30842009,NYSEArca,State Street SPDR Dow Jones International Real Estate ETF,27.82,40993,17740,[],1.75,0.06712697,26.07 - 30.47,-2.6499996,-0.086970784,-0.39384365,0.0,13.067772,0.0,1.76523,0.68454,0.68454,269354880.0,PREPRE,2.1289015,,,27.4792,0.34079933,0.012402084,27.99305,-0.17304993,-0.006181889,,15,0,America/New_York,EDT,-14400000,False,False,False,RWX,,,,,
REIT,real-estate,37,SRET,Global X SuperDividend REIT ETF,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_real-estate/,2026-08-24T06:42:48+00:00,en-US,US,ETF,ETF,Nasdaq Real Time Price,False,LOW,7.87,11.079105,10.78059,14.00433,USD,-0.22282149,23.48,20.715,7.87,,Global X SuperDividend REIT ETF,22.2,0.58,22.6,NGM,True,1426599000000,2,0.13399146,1787355005.0,22.42,0.030000687,-0.050001144,1787342400,22.39,22.56,22.3101 - 22.56,22.3101,17618,22.44,1.0,1.0,us_market,finmb_288604218,NasdaqGM,Global X SuperDividend REIT ETF,22.56,32846,32600,[],1.6749992,0.080859244,20.715 - 23.48,-1.0900002,-0.046422496,2.9425263,0.0,10.936669,0.0,8.43198,1.92608,1.92608,233045264.0,PREPRE,2.0472412,,,22.59616,-0.2061615,-0.00912374,22.265335,0.12466431,0.005599031,,15,0,America/New_York,EDT,-14400000,False,False,False,SRET,1497225600.0,,,,
REIT,real-estate,38,SPRE,SP Funds S&P Global REIT Sharia ETF,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_real-estate/,2026-08-24T06:42:48+00:00,en-US,US,ETF,ETF,Nasdaq Real Time Price,False,LOW,3.74,24.090581,,,USD,-0.514493,21.91,18.956,3.74,,SP Funds S&P Global REIT Sharia,0.0,0.5,0.0,PCX,True,1609338600000,2,0.6111855,1787355006.0,21.4,0.12999916,-0.109999,1787342400,21.27,21.4102,21.16 - 21.4102,21.16,134170,21.38,4800.0,4500.0,us_market,finmb_697555074,NYSEArca,SP Funds S&P Global REIT Sharia ETF,21.39,71946,110610,[],2.314001,0.12207223,18.956 - 21.91,-0.6399994,-0.02921038,9.526264,0.0,23.904247,0.0,12.05059,1.93235,1.93235,221324720.0,PREPRE,0.8898001,,,21.4318,-0.16180038,-0.0075495467,20.54305,0.7269497,0.035386648,,15,0,America/New_York,EDT,-14400000,False,False,False,SPRE,,,,,
REIT,real-estate,39,FRI,First Trust S&P REIT Index Fund,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_real-estate/,2026-08-24T06:42:48+00:00,en-US,US,ETF,ETF,Nasdaq Real Time Price,False,LOW,2.4,30.769231,13.14813,42.53974,USD,-0.0146591,33.44,27.11,2.4,,First Trust S&P REIT Index Fund,0.0,0.5,0.0,PCX,True,1178803800000,2,0.0,1787355004.0,32.0553,0.0,-0.00469971,1787342198,32.0553,32.115,32.005 - 32.115,32.005,8280,32.06,2700.0,3300.0,us_market,finmb_34335505,NYSEArca,First Trust S&P REIT Index Fund,32.17,35274,43100,[],4.945301,0.18241611,27.11 - 33.44,-1.384697,-0.041408405,16.328012,0.0,30.299831,0.0,19.53935,5.411,5.411,200715040.0,PREPRE,1.0579367,,,32.108,-0.052700043,-0.0016413367,29.82585,2.2294521,0.07474899,,15,0,America/New_York,EDT,-14400000,False,False,False,FRI,,,,,
REIT,real-estate,40,LPRE,Long Pond Real Estate Select ETF,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_real-estate/,2026-08-24T06:42:48+00:00,en-US,US,ETF,ETF,Delayed Quote,False,LOW,1.7,26.709402,,,USD,0.300301,30.849,25.25,1.7,,Long Pond Real Estate Select ET,0.0,1.0,0.0,PCX,True,1743773400000,2,0.0,1787346300.0,30.06,0.0,0.0900002,1787342391,30.06,30.07,30.03 - 30.07,30.03,16990,29.97,100.0,1000.0,us_market,finmb_1881062019,NYSEArca,Long Pond Real Estate Select ETF,30.01,19911,24920,[],4.8099995,0.19049503,25.25 - 30.849,-0.78900146,-0.025576241,13.798976,0.0,27.069609,0.0,12.73543,5.6716,5.6716,162536576.0,PREPRE,1.1104704,,,30.05788,0.0021190643,7.049946e-05,28.018564,2.0414352,0.07286009,,15,0,America/New_York,EDT,-14400000,False,False,False,LPRE,,,,,
REIT,real-estate,41,HIDE,Alpha Architect High Inflation And Deflation ETF,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_real-estate/,2026-08-24T06:42:48+00:00,en-US,US,ETF,ETF,Nasdaq Real Time Price,False,LOW,2.95,31.201248,,,USD,0.14149927,24.79,22.686,2.95,,Alpha Architect High Inflation ,17.46,0.29,31.19,NGM,True,1668695400000,2,-0.040372342,1787355006.0,24.76,-0.010000229,0.034999847,1787342400,24.77,24.79,24.75 - 24.79,24.75,46867,24.735,2.0,2.0,us_market,finmb_1801151253,NasdaqGM,Alpha Architect High Inflation And Deflation ETF,24.77,49664,57810,[],2.0839996,0.091862805,22.686 - 24.79,-0.020000458,-0.0008067954,8.165943,0.0,31.641966,0.0,7.46224,-0.47607,-0.47607,144914480.0,PREPRE,0.7828212,,,24.29302,0.4769802,0.019634455,23.87889,0.8911114,0.037317958,,15,0,America/New_York,EDT,-14400000,False,False,False,HIDE,,2023-11-21,,,
REIT,real-estate,42,INDS,Pacer Benchmark Industrial Real Estate SCTR ETF,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_real-estate/,2026-08-24T06:42:48+00:00,en-US,US,ETF,ETF,Nasdaq Real Time Price,False,LOW,3.22,25.826446,17.09724,54.27715,USD,0.14369,43.04,35.96,3.22,,Pacer Industrial Real Estate ET,0.0,0.49,0.0,PCX,True,1526304600000,2,0.0,1787355005.0,41.4,0.0,0.0594025,1787342387,41.4,41.4,41.155 - 41.4,41.155,4119,41.3406,700.0,500.0,us_market,finmb_554892520,NYSEArca,Pacer Benchmark Industrial Real Estate SCTR ETF,41.45,9687,8659,[],5.4400024,0.15127927,35.96 - 43.04,-1.6399994,-0.038104076,11.290323,0.0,25.379185,0.0,14.49804,5.60482,5.60482,117963008.0,PREPRE,1.6312581,,,41.21207,0.18793106,0.0045600976,39.392517,2.0074844,0.05096106,,15,0,America/New_York,EDT,-14400000,False,False,False,INDS,1530144000.0,,,,
REIT,real-estate,43,PFFR,InfraCap REIT Preferred ETF,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_real-estate/,2026-08-24T06:42:48+00:00,en-US,US,ETF,ETF,Nasdaq Real Time Price,False,LOW,,,19.7389,7.02562,USD,-0.458282,19.27,17.05,8.18,,InfraCap REIT Preferred ETF,0.0,0.45,0.0,PCX,True,1486564200000,2,0.0,1787355006.0,17.42,0.0,-0.0802002,1787342400,17.42,17.535,17.42 - 17.535,17.42,29159,17.5002,300.0,1000.0,us_market,finmb_278254821,NYSEArca,InfraCap REIT Preferred ETF,17.45,32619,24460,[],0.37000084,0.02170093,17.05 - 19.27,-1.8500004,-0.096004166,-6.695235,0.0,,0.0,2.67413,1.06018,1.06018,120592512.0,PREPRE,,,,17.63238,-0.21237946,-0.012044855,17.847244,-0.4272442,-0.023938945,,15,0,America/New_York,EDT,-14400000,False,False,False,PFFR,,,,,
REIT,real-estate,44,RIET,Hoya Capital High Dividend Yield ETF,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_real-estate/,2026-08-24T06:42:48+00:00,en-US,US,ETF,ETF,Nasdaq Real Time Price,False,LOW,10.75,12.787724,,,USD,-0.420178,10.12,8.75,10.75,,Hoya Capital High Dividend Yiel,0.0,0.5,0.0,PCX,True,1632317400000,2,0.7384035,1787356596.0,9.55,0.07000065,-0.0400009,1787342345,9.48,9.5308,9.46 - 9.5308,9.46,92213,9.52,2000.0,700.0,us_market,finmb_1673880643,NYSEArca,Hoya Capital High Dividend Yield ETF,9.55,91688,116700,[],0.72999954,0.08342852,8.75 - 10.12,-0.64000034,-0.06324114,-2.1873713,0.0,12.7001095,0.0,9.25175,2.80828,2.80828,108627104.0,PREPRE,0.74645025,,,9.64818,-0.16818047,-0.017431315,9.48949,-0.009490013,-0.0010000552,,15,0,America/New_York,EDT,-14400000,False,False,False,RIET,,,,,
REIT,real-estate,45,RSPR,Invesco S&P 500 Equal Weight Real Estate ETF,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_real-estate/,2026-08-24T06:42:48+00:00,en-US,US,ETF,ETF,Delayed Quote,False,LOW,2.81,30.506406,11.47761,49.46595,USD,-0.218842,38.01,32.41,2.81,,Invesco S&P 500 Equal Weight Re,0.0,0.4,0.0,PCX,True,1439559000000,2,0.0,1787346300.0,36.75,0.0,-0.0806007,1787342400,36.75,36.845,36.67 - 36.845,36.67,15260,36.8306,100.0,100.0,us_market,finmb_305581266,NYSEArca,Invesco S&P 500 Equal Weight Real Estate ETF,36.835,15017,9320,[],4.34,0.1339093,32.41 - 38.01,-1.2599983,-0.033149127,3.5532117,,30.292095,,12.10097,4.43279,4.43279,102644864.0,PREPRE,1.2131878,,,36.85568,-0.10567856,-0.0028673615,35.179306,1.570694,0.044648238,,15,0,America/New_York,EDT,-14400000,False,False,False,RSPR,,,,,
REIT,real-estate,46,IFGL,iShares International Developed Real Estate ETF,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_real-estate/,2026-08-24T06:42:48+00:00,en-US,US,ETF,ETF,Nasdaq Real Time Price,False,LOW,4.04,13.804528,5.85997,7.99428,USD,0.20556562,25.59,21.67,4.04,,iShares International Developed,22.32,0.48,23.92,NGM,True,1195482600000,2,-0.035419803,1787343004.0,22.8619,-0.00810051,0.046899796,1787342400,22.8619,22.95,22.8001 - 22.95,22.8001,3423,22.815,1.0,1.0,us_market,finmb_39037029,NasdaqGM,iShares International Developed Real Estate ETF,22.93,9300,5900,[],1.1919003,0.05500232,21.67 - 25.59,-2.7280998,-0.10660804,-1.0817826,,13.685333,,1.72256,-1.83533,-1.83533,83019664.0,PREPRE,1.6705402,,,22.6622,0.1996994,0.008812004,23.24435,-0.3824501,-0.016453465,,15,0,America/New_York,EDT,-14400000,False,False,False,IFGL,1490832000.0,,,,
