sector,yahoo_sector_key,rank,ticker,etf_name,source_url,retrieved_at_utc
Theme - Natural Resources,pinned,1,NANR,SPDR S&P North American Natural Resources ETF,https://finance.yahoo.com/quote/NANR/,2026-08-24T06:42:48+00:00
