sector,yahoo_sector_key,rank,ticker,etf_name,source_url,retrieved_at_utc,screen_language,screen_region,screen_quote_type,screen_type_disp,screen_quote_source_name,screen_triggerable,screen_custom_price_alert_confidence,screen_yield_ttm,screen_pe_ttm,screen_annual_return_nav_y3,screen_annual_return_nav_y5,screen_currency,screen_regular_market_change_percent,screen_fifty_two_week_high,screen_fifty_two_week_low,screen_dividend_yield,screen_financial_currency,screen_short_name,screen_bid,screen_net_expense_ratio,screen_ask,screen_exchange,screen_has_pre_post_market_data,screen_first_trade_date_milliseconds,screen_price_hint,screen_post_market_change_percent,screen_post_market_time,screen_post_market_price,screen_post_market_change,screen_regular_market_change,screen_regular_market_time,screen_regular_market_price,screen_regular_market_day_high,screen_regular_market_day_range,screen_regular_market_day_low,screen_regular_market_volume,screen_regular_market_previous_close,screen_bid_size,screen_ask_size,screen_market,screen_message_board_id,screen_full_exchange_name,screen_long_name,screen_regular_market_open,screen_average_daily_volume3_month,screen_average_daily_volume10_day,screen_corporate_actions,screen_fifty_two_week_low_change,screen_fifty_two_week_low_change_percent,screen_fifty_two_week_range,screen_fifty_two_week_high_change,screen_fifty_two_week_high_change_percent,screen_fifty_two_week_change_percent,screen_trailing_annual_dividend_rate,screen_trailing_pe,screen_trailing_annual_dividend_yield,screen_ytd_return,screen_trailing_three_month_returns,screen_trailing_three_month_nav_returns,screen_net_assets,screen_market_state,screen_eps_trailing_twelve_months,screen_shares_outstanding,screen_book_value,screen_fifty_day_average,screen_fifty_day_average_change,screen_fifty_day_average_change_percent,screen_two_hundred_day_average,screen_two_hundred_day_average_change,screen_two_hundred_day_average_change_percent,screen_price_to_book,screen_source_interval,screen_exchange_data_delayed_by,screen_exchange_timezone_name,screen_exchange_timezone_short_name,screen_gmt_off_set_milliseconds,screen_esg_populated,screen_tradeable,screen_crypto_tradeable,screen_symbol,screen_dividend_date,screen_earnings_timestamp_start,screen_earnings_timestamp_end,screen_eps_forward,screen_forward_pe,screen_ipo_expected_date,screen_display_name,screen_prev_name,screen_name_change_date,screen_earnings_call_timestamp_start,screen_earnings_call_timestamp_end,screen_is_earnings_date_estimate
Industrials,industrials,21,EUAD,Select STOXX Europe Aerospace & Defense ETF,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_industrials/,2026-08-24T06:42:48+00:00,en-US,US,ETF,ETF,Nasdaq Real Time Price,False,LOW,0.38,30.740855,,,USD,-0.0216825,48.44,37.62,0.38,,Select STOXX Europe Aerospace &,0.0,0.5,0.0,BTS,True,1729603800000,2,0.0,1787355006.0,46.12,0.0,-0.0100021,1787342400,46.12,46.265,45.955 - 46.265,45.955,219634,46.13,800.0,100.0,us_market,finmb_1892901693,Cboe US,Select STOXX Europe Aerospace & Defense ETF,46.0,233948,135780,[],8.5,0.22594365,37.62 - 48.44,-2.3199997,-0.0478943,9.548688,0.0,31.497917,0.0,6.83422,10.55154,10.55154,1195955200.0,PREPRE,1.4642237,,,43.8352,2.2847977,0.05212244,43.21405,2.9059486,0.06724546,,15,0,America/New_York,EDT,-14400000,False,False,False,EUAD,,,,,,,,,,,,
Industrials,industrials,22,RSPN,Invesco S&P 500 Equal Weight Industrials ETF,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_industrials/,2026-08-24T06:42:48+00:00,en-US,US,ETF,ETF,Nasdaq Real Time Price,False,LOW,0.83,26.406126,22.13942,26.07755,USD,0.30125,65.49,53.47,0.83,,Invesco S&P 500 Equal Weight In,0.0,0.4,0.0,PCX,True,1162909800000,2,0.0,1787355004.0,63.26,0.0,0.189999,1787342390,63.26,63.425,63.225 - 63.425,63.225,21082,63.07,1200.0,700.0,us_market,finmb_30119204,NYSEArca,Invesco S&P 500 Equal Weight Industrials ETF,63.38,96962,32960,[],9.789997,0.18309326,53.47 - 65.49,-2.2299995,-0.034050994,13.004648,,26.65047,,11.09703,2.30537,2.30537,1087145340.0,PREPRE,2.3736916,,,63.372,-0.11200333,-0.0017673945,60.30785,2.9521484,0.048951313,,15,0,America/New_York,EDT,-14400000,False,False,False,RSPN,,,,,,,,,,,,
Industrials,industrials,23,FTXR,First Trust Nasdaq Transportation ETF,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_industrials/,2026-08-24T06:42:48+00:00,en-US,US,ETF,ETF,Nasdaq Real Time Price,False,LOW,0.98,23.228804,20.6545,24.22383,USD,1.6842296,46.17,33.617,0.98,,First Trust Nasdaq Transportati,45.52,0.6,45.66,NGM,True,1474551000000,2,-0.036637336,1787355005.0,44.745,-0.016399384,0.74139786,1787342400,44.7614,44.78,44.4 - 44.78,44.4,21921,44.02,10.0,3.0,us_market,finmb_374035393,NasdaqGM,First Trust Nasdaq Transportation ETF,44.4,141162,52310,[],11.144398,0.33151078,33.617 - 46.17,-1.4085999,-0.030508986,29.273642,0.0,23.38643,0.0,14.63753,7.23083,7.23083,1035949440.0,PREPRE,1.9139901,,,44.96932,-0.20792007,-0.0046235984,41.19238,3.5690193,0.08664271,,15,0,America/New_York,EDT,-14400000,False,False,False,FTXR,1490918400.0,,,,,,,,,,,
Industrials,industrials,24,JETS,U.S. Global Jets ETF,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_industrials/,2026-08-24T06:42:48+00:00,en-US,US,ETF,ETF,Delayed Quote,False,LOW,0.74,14.856633,11.50847,-5.04491,USD,1.05947,34.06,23.53,0.74,,U.S. Global Jets ETF,0.0,0.6,0.0,PCX,True,1430400600000,2,0.43963838,1787356785.0,29.7,0.13000107,0.309999,1787342400,29.57,29.6599,29.38 - 29.6599,29.38,2154116,29.26,900.0,300.0,us_market,finmb_281809878,NYSEArca,U.S. Global Jets ETF,29.58,2801908,1980540,[],6.039999,0.25669354,23.53 - 34.06,-4.4900017,-0.13182624,14.701319,0.0,14.021776,0.0,11.55714,23.28621,23.28621,786398210.0,PREPRE,2.1088626,,,31.4376,-1.8675995,-0.059406556,28.166,1.4039993,0.04984731,,15,0,America/New_York,EDT,-14400000,False,False,False,JETS,,,,,,,,,,,,
Industrials,industrials,25,ARKX,ARK Space & Defense Innovation ETF,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_industrials/,2026-08-24T06:42:48+00:00,en-US,US,ETF,ETF,Delayed Quote,False,LOW,0.0,33.478406,,,USD,1.00244,37.89,25.16,0.0,,ARK Space & Defense Innovation ,0.0,0.75,0.0,BTS,True,1617111000000,2,0.0,1787356202.0,33.25,0.0,0.330002,1787342400,33.25,33.45,32.84 - 33.45,32.84,248107,32.92,400.0,400.0,us_market,finmb_701246380,Cboe US,ARK Space & Defense Innovation ETF,33.14,1214579,621100,[],8.09,0.32154214,25.16 - 37.89,-4.6399994,-0.12245974,26.763248,0.0,36.67733,0.0,5.7972,-7.0735,-7.0735,759456580.0,PREPRE,0.9065545,,,32.7084,0.5415993,0.016558414,31.839424,1.4105759,0.044302806,,15,0,America/New_York,EDT,-14400000,False,False,False,ARKX,,,,,,2021-03-30,,,,,,
Industrials,industrials,26,VOLT,Tema Electrification ETF,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_industrials/,2026-08-24T06:42:48+00:00,en-US,US,ETF,ETF,Nasdaq Real Time Price,False,LOW,0.24,31.555696,,,USD,-1.1165574,42.16,26.664,0.24,,Tema Electrification ETF,38.32,0.75,38.49,NGM,True,1733409000000,2,0.0,1787356694.0,36.31,0.0,-0.40999985,1787342400,36.31,36.92,36.21 - 36.92,36.21,226672,36.72,5.0,5.0,us_market,finmb_1899385920,NasdaqGM,Tema Electrification ETF,36.85,332667,206510,[],9.646002,0.36176124,26.664 - 42.16,-5.8499985,-0.13875708,33.003662,0.0,30.927269,0.0,28.11816,-8.39933,-8.39933,752811900.0,PREPRE,1.1740448,,,38.7166,-2.4065971,-0.06215931,35.252766,1.0572357,0.02999015,,15,0,America/New_York,EDT,-14400000,False,False,False,VOLT,,,,,,2024-12-04,Volt Information Sciences,,,,,
Industrials,industrials,27,FXR,First Trust Industrials/Producer Durables AlphaDEX Fund,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_industrials/,2026-08-24T06:42:48+00:00,en-US,US,ETF,ETF,Nasdaq Real Time Price,False,LOW,0.66,20.036065,26.8154,25.26969,USD,0.659312,92.78,73.08,0.66,,First Trust Industrials AlphaDE,0.0,0.6,0.0,PCX,True,1178803800000,2,0.0,1787355004.0,89.62,0.0,0.587006,1787342400,89.62,89.67,89.315 - 89.67,89.315,6259,89.033,300.0,400.0,us_market,finmb_34336549,NYSEArca,First Trust Industrials/Producer Durables AlphaDEX Fund,89.68,29751,14800,[],16.54,0.22632731,73.08 - 92.78,-3.159996,-0.03405902,12.985373,,20.34019,,10.79869,0.7356,0.7356,741583230.0,PREPRE,4.406055,,,89.5026,0.11740112,0.0013117063,85.40835,4.2116547,0.04931198,,15,0,America/New_York,EDT,-14400000,False,False,False,FXR,,,,,,,,,,,,
Industrials,industrials,28,MISL,First Trust Indxx Aerospace & Defense ETF,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_industrials/,2026-08-24T06:42:48+00:00,en-US,US,ETF,ETF,Nasdaq Real Time Price,False,LOW,0.32,33.955857,,,USD,0.707807,51.1,38.17,0.32,,First Trust Indxx Aerospace & D,0.0,0.6,0.0,PCX,True,1666791000000,2,0.0,1787355007.0,45.53,0.0,0.32,1787342400,45.53,45.6972,45.19 - 45.6972,45.19,36701,45.21,200.0,2700.0,us_market,finmb_1793304002,NYSEArca,First Trust Indxx Aerospace & Defense ETF,45.55,106993,67820,[],7.3600006,0.1928216,38.17 - 51.1,-5.5699997,-0.10900196,17.527103,0.0,36.096428,0.0,0.62463,-2.64826,-2.64826,726835260.0,PREPRE,1.2613436,,,45.2096,0.32040024,0.007086996,45.509495,0.020503998,0.0004505433,,15,0,America/New_York,EDT,-14400000,False,False,False,MISL,,,,,,,,,,,,
Industrials,industrials,29,EMHY,iShares J.P. Morgan EM High Yield Bond ETF,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_industrials/,2026-08-24T06:42:48+00:00,en-US,US,ETF,ETF,Delayed Quote,False,LOW,,,11.42688,-2.53964,USD,0.0994458,40.99,38.9,6.48,,iShares J.P. Morgan EM High Yie,0.0,0.5,0.0,BTS,True,1333459800000,2,-1.639344,1787346300.0,39.6,-0.65999985,0.0399971,1787342400,40.26,40.28,40.23 - 40.28,40.23,60053,40.22,300.0,300.0,us_market,finmb_183653985,Cboe US,iShares J.P. Morgan EM High Yield Bond ETF,40.26,86987,67580,[],1.3599968,0.034961354,38.9 - 40.99,-0.73000336,-0.017809303,2.001524,0.0,,0.0,2.88235,1.12729,1.12729,623371390.0,PREPRE,,,,40.4076,-0.14760208,-0.0036528297,40.31715,-0.057151794,-0.0014175554,,15,0,America/New_York,EDT,-14400000,False,False,False,EMHY,,,,,,,,,,,,
Industrials,industrials,30,HYEM,VanEck Emerging Markets High Yield Bond ETF,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_industrials/,2026-08-24T06:42:48+00:00,en-US,US,ETF,ETF,Nasdaq Real Time Price,False,LOW,6.62,59.988002,8.11524,-1.42163,USD,0.149769,20.36,19.45,6.76,,VanEck Emerging Markets High Yi,0.0,0.4,0.0,PCX,True,1337002200000,2,0.82552254,1787355004.0,20.2256,0.16559982,0.0299988,1787342400,20.06,20.07,20.03 - 20.07,20.03,94407,20.03,800.0,2400.0,us_market,finmb_206637445,NYSEArca,VanEck Emerging Markets High Yield Bond ETF,20.05,225854,73180,[],0.6099987,0.0313624,19.45 - 20.36,-0.30000114,-0.01473483,-0.049823523,0.0,59.838852,0.0,3.86818,1.12406,1.12406,521462144.0,PREPRE,0.3352337,,,20.056,0.00399971,0.00019942712,20.01845,0.041549683,0.0020755695,,15,0,America/New_York,EDT,-14400000,False,False,False,HYEM,,,,,,,,,,,,
Industrials,industrials,31,PKB,Invesco Building & Construction ETF,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_industrials/,2026-08-24T06:42:48+00:00,en-US,US,ETF,ETF,Nasdaq Real Time Price,False,LOW,0.2,25.310048,54.78778,32.90815,USD,0.521302,115.81,88.88,0.2,USD,Invesco Building & Construction,0.0,0.57,0.0,PCX,True,1130333400000,2,0.0002943119,1787355004.0,101.0993,0.0002975464,0.5243,1787341985,101.099,101.5599,100.5226 - 101.5599,100.5226,10832,100.575,700.0,100.0,us_market,finmb_25304387,NYSEArca,Invesco Building & Construction ETF,101.66,29053,23350,[],12.219002,0.13747752,88.88 - 115.81,-14.710999,-0.12702702,10.540128,0.102,25.514238,0.0010141685,8.1513,-7.60491,-7.60491,429588736.0,PREPRE,3.962454,3750000.0,95.69,105.0226,-3.9235992,-0.037359573,101.67235,-0.573349,-0.0056391833,1.0565263,15,0,America/New_York,EDT,-14400000,False,False,False,PKB,,,,,,,,,,,,
Industrials,industrials,32,PRN,Invesco Dorsey Wright Industrials Momentum ETF,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_industrials/,2026-08-24T06:42:48+00:00,en-US,US,ETF,ETF,Nasdaq Real Time Price,False,LOW,0.1,39.215686,37.15169,25.55719,USD,-0.43165177,262.73,156.0,0.1,,Invesco Dorsey Wright Industria,222.82,0.6,223.94,NGM,True,1160659800000,2,0.0,1787355005.0,207.6,0.0,-0.8999939,1787342400,207.6,210.32,206.09 - 210.32,206.09,50786,208.5,1.0,1.0,us_market,finmb_29596967,NasdaqGM,Invesco Dorsey Wright Industrials Momentum ETF,210.32,48520,47710,[],51.600006,0.33076927,156.0 - 262.73,-55.130005,-0.2098352,26.925898,0.0,37.77458,0.0,23.43643,-7.01928,-7.01928,424568384.0,PREPRE,5.49576,,,230.9286,-23.328598,-0.10102083,209.1548,-1.5547943,-0.0074337013,,15,0,America/New_York,EDT,-14400000,False,False,False,PRN,1506643200.0,,,,,,,,,,,
Industrials,industrials,33,CEMB,iShares J.P. Morgan EM Corporate Bond ETF,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_industrials/,2026-08-24T06:42:48+00:00,en-US,US,ETF,ETF,Nasdaq Real Time Price,False,LOW,,,8.06672,-0.44435,USD,0.022086,46.5,44.92,5.24,,iShares J.P. Morgan EM Corporat,0.0,0.5,0.0,BTS,True,1334842200000,2,1.2897519,1787355005.0,45.864,0.58399963,0.00999832,1787342400,45.28,45.3,45.24 - 45.3,45.24,23374,45.27,100.0,100.0,us_market,finmb_201032157,Cboe US,iShares J.P. Morgan EM Corporate Bond ETF,45.3,70477,78200,[],0.3600006,0.008014262,44.92 - 46.5,-1.2200012,-0.026236586,-1.2862444,0.0,,0.0,1.11393,0.01482,0.01482,403553696.0,PREPRE,,,,45.399,-0.11899948,-0.0026211918,45.7085,-0.42850113,-0.009374648,,15,0,America/New_York,EDT,-14400000,False,False,False,CEMB,,,,,,,,,,,,
Industrials,industrials,34,XTN,State Street SPDR S&P Transportation ETF,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_industrials/,2026-08-24T06:42:48+00:00,en-US,US,ETF,ETF,Nasdaq Real Time Price,False,LOW,0.67,17.765145,25.29278,33.88697,USD,1.4066,120.9,79.18,0.67,,State Street SPDR S&P Transport,0.0,0.35,0.0,PCX,True,1296138600000,2,0.0,1787355005.0,108.14,0.0,1.5,1787342400,108.14,108.295,107.63 - 108.295,107.63,9441,106.64,100.0,300.0,us_market,finmb_118789341,NYSEArca,State Street SPDR S&P Transportation ETF,107.34,55050,36040,[],28.96,0.3657489,79.18 - 120.9,-12.760002,-0.10554179,25.96389,,17.626123,,19.76642,4.38722,4.38722,385834944.0,PREPRE,6.1352115,,,113.313,-5.173004,-0.045652345,101.61215,6.5278473,0.06424278,,15,0,America/New_York,EDT,-14400000,False,False,False,XTN,,,,,,,,,,,,
Industrials,industrials,35,DFEN,Direxion Daily Aerospace & Defense Bull 3X Shares,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_industrials/,2026-08-24T06:42:48+00:00,en-US,US,ETF,ETF,Delayed Quote,False,LOW,0.14,36.630037,24.26105,12.74799,USD,-0.2075,97.75,53.67,0.14,,Direxion Daily Aerospace & Defe,0.0,0.96,0.0,PCX,True,1493818200000,2,0.5406146,1787356599.0,72.53,0.3899994,-0.150002,1787342400,72.14,74.0772,72.0 - 74.0772,72.0,222797,72.29,600.0,500.0,us_market,finmb_427185794,NYSEArca,Direxion Daily Aerospace & Defense Bull 3X Shares,73.6,186733,143160,[],18.470001,0.34414014,53.67 - 97.75,-25.61,-0.2619949,27.998579,0.0,35.087246,0.0,17.95192,22.48007,22.48007,384092672.0,PREPRE,2.0560176,,,77.9852,-5.8451996,-0.07495268,72.89745,-0.7574539,-0.0103906775,,15,0,America/New_York,EDT,-14400000,False,False,False,DFEN,,,,,,,,,,,,
Industrials,industrials,36,WELD,Tema U.S. Manufacturing & Reshoring ETF,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_industrials/,2026-08-24T06:42:48+00:00,en-US,US,EQUITY,Equity,Nasdaq Real Time Price,False,LOW,0.21,40.883074,,,USD,0.649235,67.0,41.251,,,Tema U.S. Manufacturing & Resho,0.0,,0.0,PCX,True,1683811800000,2,0.0,1787355007.0,55.81,0.0,0.360001,1787342400,55.81,56.06,55.59 - 56.06,55.59,17466,55.45,300.0,1200.0,us_market,finmb_1815862737,NYSEArca,Tema U.S. Manufacturing & Reshoring ETF,55.94,45125,20090,[],14.559002,0.35293695,41.251 - 67.0,-11.189999,-0.16701491,31.932295,0.0,33.63935,0.0,,,,,PREPRE,1.6590688,,,58.67112,-2.8611183,-0.04876536,52.602695,3.207306,0.060972273,,15,0,America/New_York,EDT,-14400000,False,False,False,WELD,,,,,,,,Tema ETF Trust  - Tema American Industrial Revolution ETF,2026-08-24,,,
Industrials,industrials,37,OPPJ,WisdomTree Japan Opportunities Fund,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_industrials/,2026-08-24T06:42:48+00:00,en-US,US,ETF,ETF,Nasdaq Real Time Price,False,LOW,1.13,16.276042,36.7,11.97926,USD,1.6106596,61.3,39.56,1.13,,WisdomTree Japan Opportunities ,52.98,0.58,62.59,NGM,True,1372426200000,2,-1.611283,1787355005.0,56.44,-0.92430115,0.90929794,1787342400,57.3643,57.5,57.0501 - 57.5,57.0501,38866,56.455,2.0,2.0,us_market,finmb_206612698,NasdaqGM,WisdomTree Japan Opportunities Fund,57.35,54591,38590,[],17.804298,0.45005807,39.56 - 61.3,-3.9356995,-0.06420391,43.83149,0.0,16.636917,0.0,24.40992,1.1323,1.1323,279652352.0,PREPRE,3.4480126,,,57.6462,-0.2818985,-0.004890149,53.68305,3.6812515,0.06857382,,15,0,America/New_York,EDT,-14400000,False,False,False,OPPJ,,,,,,,,,,,,
Industrials,industrials,38,PIO,Invesco Global Water ETF,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_industrials/,2026-08-24T06:42:48+00:00,en-US,US,ETF,ETF,Nasdaq Real Time Price,False,LOW,0.9,21.729683,21.13131,25.85905,USD,1.2308213,48.63,42.09,0.9,,Invesco Global Water ETF,46.18,0.75,47.14,NGM,True,1181741400000,2,-0.03800531,1787355004.0,44.98,-0.017101288,0.54710007,1787342400,44.9971,45.11,44.65 - 45.11,44.65,4032,44.45,1.0,1.0,us_market,finmb_34951151,NasdaqGM,Invesco Global Water ETF,44.7501,6827,6280,[],2.9071007,0.06906868,42.09 - 48.63,-3.6329002,-0.074704915,-0.28805733,0.0,21.782642,0.0,2.27635,-1.98085,-1.98085,273369728.0,PREPRE,2.065732,,,44.9056,0.09149933,0.0020375927,45.1744,-0.1772995,-0.003924778,,15,0,America/New_York,EDT,-14400000,False,False,False,PIO,1514505600.0,,,,,,,,,,,
Industrials,industrials,39,ROKT,State Street SPDR S&P Kensho Final Frontiers ETF,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_industrials/,2026-08-24T06:42:48+00:00,en-US,US,ETF,ETF,Nasdaq Real Time Price,False,LOW,0.28,24.919013,14.45714,4.71499,USD,0.457443,137.63,69.97,0.28,,State Street SPDR S&P Kensho Fi,0.0,0.45,0.0,PCX,True,1540301400000,2,-8.6370754e-05,1787355006.0,114.8329,-9.918213e-05,0.522903,1787342384,114.833,115.58,114.3301 - 115.58,114.3301,20571,114.31,500.0,500.0,us_market,finmb_578353013,NYSEArca,State Street SPDR S&P Kensho Final Frontiers ETF,115.18,42733,17990,[],44.863,0.64117473,69.97 - 137.63,-22.797005,-0.16563979,62.67177,0.0,25.973722,0.0,29.89848,-0.95236,-0.95236,228320800.0,PREPRE,4.421122,,,115.1068,-0.27379608,-0.0023786265,103.9561,10.8769,0.10462974,,15,0,America/New_York,EDT,-14400000,False,False,False,ROKT,,,,,,,,,,,,
Industrials,industrials,40,PSCI,Invesco S&P SmallCap Industrials ETF,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_industrials/,2026-08-24T06:42:48+00:00,en-US,US,ETF,ETF,Nasdaq Real Time Price,False,LOW,0.47,20.824656,31.47969,25.55186,USD,0.6182923,187.05,138.89,0.47,,Invesco S&P SmallCap Industrial,133.87,0.29,236.94,NGM,True,1270647000000,2,0.0,1787355004.0,177.2995,0.0,1.0894928,1787342400,177.2995,178.02,176.27 - 178.02,176.27,4644,176.21,2.0,2.0,us_market,finmb_100588929,NasdaqGM,Invesco S&P SmallCap Industrials ETF,178.02,4348,3350,[],38.4095,0.27654618,138.89 - 187.05,-9.750504,-0.05212779,19.04123,0.0,20.878967,0.0,18.09677,2.70978,2.70978,187496720.0,PREPRE,8.4917755,,,180.0896,-2.7901,-0.015492844,165.9595,11.339996,0.0683299,,15,0,America/New_York,EDT,-14400000,False,False,False,PSCI,1498780800.0,,,,,,,,,,,
Industrials,industrials,41,RKLX,Defiance Daily Target 2X Long RKLB ETF,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_industrials/,2026-08-24T06:42:48+00:00,en-US,US,ETF,ETF,Nasdaq Real Time Price,False,LOW,,,,,USD,-1.00604,114.83,13.291,36.26,,Defiance Daily Target 2X Long R,16.46,1.29,26.39,NGM,True,1741872600000,2,0.81300735,1787356766.0,19.84,0.15999985,-0.20000076,1787342400,19.68,20.9588,19.0501 - 20.9588,19.0501,1186610,19.880001,2.0,2.0,us_market,finmb_1916074834,NasdaqGM,Defiance Daily Target 2X Long RKLB ETF,20.55,3039093,2505420,[],6.389,0.4807012,13.291 - 114.83,-95.15,-0.8286162,-34.906284,0.0,,0.0,-58.85372,-58.64748,-58.64748,164335248.0,PREPRE,,,,28.9856,-9.305599,-0.32104215,40.07009,-20.39009,-0.5088606,,15,0,America/New_York,EDT,-14400000,False,False,False,RKLX,,,,,,2025-03-13,,,,,,
Industrials,industrials,42,JEDI,Defiance Drone and Modern Warfare ETF,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_industrials/,2026-08-24T06:42:48+00:00,en-US,US,ETF,ETF,Delayed Quote,False,LOW,,,,,USD,1.59687,42.99,21.91,,,Defiance Drone and Modern Warfa,0.0,0.99,0.0,PCX,True,1758893400000,2,0.17464599,1787355872.0,28.68,0.050001144,0.449999,1787342400,28.63,29.055,28.2189 - 29.055,28.2189,476523,28.18,200.0,3100.0,us_market,finmb_1958728556,NYSEArca,Defiance Drone and Modern Warfare ETF,28.5,271237,417220,[],6.7199993,0.30670923,21.91 - 42.99,-14.3600025,-0.33403122,13.561535,0.0,38.707443,0.0,-1.4992,-15.00773,-15.00773,133934288.0,PREPRE,0.739651,,,27.438,1.1919994,0.043443378,27.497095,1.132904,0.04120086,,15,0,America/New_York,EDT,-14400000,False,False,False,JEDI,,,,,,,,,,,,
Industrials,industrials,43,ERTH,Invesco MSCI Sustainable Future ETF,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_industrials/,2026-08-24T06:42:48+00:00,en-US,US,ETF,ETF,Nasdaq Real Time Price,False,LOW,1.97,20.824656,-0.23778,2.18936,USD,0.262838,51.45,44.34,1.97,,Invesco MSCI Sustainable Future,0.0,0.66,0.0,PCX,True,1161696600000,2,0.0,1787355004.0,46.9581,0.0,0.1231,1787342339,46.9581,47.215,46.95 - 47.215,46.95,3895,46.835,500.0,100.0,us_market,finmb_29855207,NYSEArca,Invesco MSCI Sustainable Future ETF,47.17,3496,2950,[],2.6180992,0.05904599,44.34 - 51.45,-4.4919014,-0.08730615,2.420938,,21.269587,,-1.60303,-6.9165,-6.9165,133469256.0,PREPRE,2.207758,,,46.8894,0.06869888,0.001465126,47.94955,-0.99145126,-0.020676967,,15,0,America/New_York,EDT,-14400000,False,False,False,ERTH,,,,,,,,,,,,
Industrials,industrials,44,DRNZ,REX Drone ETF,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_industrials/,2026-08-24T06:42:48+00:00,en-US,US,ETF,ETF,Nasdaq Real Time Price,False,LOW,,,,,USD,0.9429685,30.12,18.0,,,REX Drone ETF,22.68,0.65,23.23,NGM,True,1761744600000,2,0.97865313,1787356159.0,22.7,0.22000122,0.20999908,1787342401,22.48,22.72,22.28 - 22.72,22.28,198226,22.27,1.0,1.0,us_market,finmb_1960080577,NasdaqGM,REX Drone ETF,22.32,187924,157970,[],4.4799995,0.24888887,18.0 - 30.12,-7.6400013,-0.2536521,-7.993287,0.0,51.894993,0.0,-6.0698,-21.28218,-21.28218,109237032.0,PREPRE,0.43318245,,,22.21162,0.2683792,0.012082829,23.961605,-1.4816055,-0.061832484,,15,0,America/New_York,EDT,-14400000,False,False,False,DRNZ,,,,,,2025-10-29,,,,,,
Industrials,industrials,45,NATO,Themes Transatlantic Defense ETF,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_industrials/,2026-08-24T06:42:48+00:00,en-US,US,ETF,ETF,Nasdaq Real Time Price,False,LOW,0.42,31.298905,,,USD,-0.10330896,44.39,35.0,0.42,,THEMES TRANSATLANTIC DEFENSE ET,42.86,0.35,44.14,NGM,True,1728653400000,2,0.24839148,1787355006.0,41.49,0.10280228,-0.042800903,1787342400,41.3872,41.97,41.31 - 41.97,41.31,35852,41.43,1.0,1.0,us_market,finmb_1881887176,NasdaqGM,Themes Transatlantic Defense ETF,41.97,24919,18890,[],6.3871994,0.1824914,35.0 - 44.39,-3.0028,-0.06764587,14.550233,0.0,31.181446,0.0,9.14153,7.12242,7.12242,102704384.0,PREPRE,1.3273021,,,41.25232,0.13488007,0.0032696358,40.130375,1.2568245,0.031318534,,15,0,America/New_York,EDT,-14400000,False,False,False,NATO,,,,,,,,,,,,
Industrials,industrials,46,KDEF,PLUS Korea Defense Industry Index ETF,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_industrials/,2026-08-24T06:42:48+00:00,en-US,US,ETF,ETF,Delayed Quote,False,LOW,1.85,19.286403,,,USD,-5.98583,67.41,33.17,1.85,,PLUS Korea Defense Industry Ind,0.0,0.65,0.0,PCX,True,1738852200000,2,0.0,1787356225.0,41.15,0.0,-2.62,1787342400,41.15,41.63,41.1102 - 41.63,41.1102,76976,43.77,200.0,1100.0,us_market,finmb_1911562524,NYSEArca,PLUS Korea Defense Industry Index ETF,41.51,92861,48440,[],7.9800034,0.24057895,33.17 - 67.41,-26.260002,-0.38955647,-0.401783,0.0,20.934729,0.0,-12.89063,-39.43122,-39.43122,100070824.0,PREPRE,1.9656334,,,41.74874,-0.5987396,-0.0143415015,50.08121,-8.93121,-0.17833453,,15,0,America/New_York,EDT,-14400000,False,False,False,KDEF,,,,,,,,,,,,
