sector,yahoo_sector_key,rank,ticker,etf_name,source_url,retrieved_at_utc,screen_language,screen_region,screen_quote_type,screen_type_disp,screen_quote_source_name,screen_triggerable,screen_custom_price_alert_confidence,screen_yield_ttm,screen_pe_ttm,screen_annual_return_nav_y3,screen_annual_return_nav_y5,screen_has_pre_post_market_data,screen_first_trade_date_milliseconds,screen_price_hint,screen_pre_market_change,screen_pre_market_change_percent,screen_pre_market_time,screen_pre_market_price,screen_regular_market_change,screen_fullday_change,screen_fullday_change_percent,screen_fullday_price,screen_regular_market_time,screen_regular_market_price,screen_regular_market_day_high,screen_regular_market_day_range,screen_regular_market_day_low,screen_regular_market_volume,screen_regular_market_previous_close,screen_bid_size,screen_ask_size,screen_market,screen_message_board_id,screen_full_exchange_name,screen_long_name,screen_regular_market_open,screen_average_daily_volume3_month,screen_average_daily_volume10_day,screen_corporate_actions,screen_fifty_two_week_low_change,screen_fifty_two_week_low_change_percent,screen_fifty_two_week_range,screen_fifty_two_week_high_change,screen_fifty_two_week_high_change_percent,screen_fifty_two_week_change_percent,screen_trailing_annual_dividend_rate,screen_trailing_pe,screen_trailing_annual_dividend_yield,screen_ytd_return,screen_trailing_three_month_returns,screen_trailing_three_month_nav_returns,screen_net_assets,screen_market_state,screen_eps_trailing_twelve_months,screen_fifty_day_average,screen_fifty_day_average_change,screen_fifty_day_average_change_percent,screen_two_hundred_day_average,screen_two_hundred_day_average_change,screen_two_hundred_day_average_change_percent,screen_source_interval,screen_exchange_data_delayed_by,screen_exchange_timezone_name,screen_exchange_timezone_short_name,screen_gmt_off_set_milliseconds,screen_currency,screen_net_expense_ratio,screen_bid,screen_ask,screen_exchange,screen_fifty_two_week_high,screen_fifty_two_week_low,screen_dividend_yield,screen_short_name,screen_esg_populated,screen_tradeable,screen_crypto_tradeable,screen_regular_market_change_percent,screen_symbol,screen_shares_outstanding,screen_book_value,screen_price_to_book,screen_financial_currency,screen_ipo_expected_date,screen_dividend_date,screen_prev_name,screen_name_change_date
Telecom,communication-services,21,NFXL,Direxion Daily NFLX Bull 2X Shares,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_communication-services/,2026-08-31T12:23:26+00:00,en-US,US,ETF,ETF,Nasdaq Real Time Price,False,LOW,4.78,22.573363,,,True,1727962200000,2,-0.26000023,-1.3251795,1788178973.0,19.36,0.87000084,-0.26000023,-1.3251795,19.36,1787947200,19.62,19.93,18.82 - 19.93,18.82,851144,18.75,2,2,us_market,finmb_1791146326,NasdaqGM,Direxion Daily NFLX Bull 2X Shares,18.94,1333961,996740,[],7.050001,0.5608593,12.57 - 63.44,-43.82,-0.6907314,-66.38684,0.0,28.85273,0.0,-49.20722,-44.5129,-44.5129,136835760.0,PRE,0.680005,16.7716,2.8484,0.16983472,25.91356,-6.29356,-0.24286744,15,0,America/New_York,EDT,-14400000,USD,1.05,12.09,20.56,NGM,63.44,12.57,4.78,Direxion Daily NFLX Bull 2X ETF,False,False,False,4.6400046,NFXL,,,,,,,,
Telecom,communication-services,22,PFRL,PGIM Floating Rate Income ETF,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_communication-services/,2026-08-31T12:23:26+00:00,en-US,US,ETF,ETF,Nasdaq Real Time Price,False,LOW,7.15,52.00208,,,True,1654003800000,2,,,,,-0.00999832,-0.00999832,-0.0200207,,1787945310,49.93,49.95,49.92 - 49.95,49.92,8501,49.94,100,1000,us_market,finmb_1774745699,NYSEArca,PGIM Floating Rate Income ETF,49.925,15038,11640,[],1.3300018,0.027366294,48.6 - 50.39,-0.45999908,-0.009128777,-0.41882992,0.0,52.496235,0.0,3.21242,1.66109,1.66109,122420120.0,PRE,0.95111585,49.64044,0.2895584,0.005833115,49.48161,0.44839096,0.00906177,15,0,America/New_York,EDT,-14400000,USD,0.72,0.0,0.0,PCX,50.39,48.6,7.15,PGIM Floating Rate Income ETF,False,False,False,-0.0200207,PFRL,,,,,,,,
Telecom,communication-services,23,SOCL,Global X Social Media ETF,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_communication-services/,2026-08-31T12:23:26+00:00,en-US,US,ETF,ETF,Nasdaq Real Time Price,False,LOW,0.47,18.935808,30.935,-12.79483,True,1321367400000,2,,,,,0.43500137,0.5550003,1.2398086,,1787947200,45.2,45.655,45.0709 - 45.655,45.0709,107778,44.765,2,2,us_market,finmb_142953250,NasdaqGM,Global X Social Media ETF,45.655,10314,21370,[],3.8500023,0.09310768,41.35 - 63.93,-18.73,-0.29297668,-20.576345,0.0,18.82958,0.0,-17.17701,-0.30199,-0.30199,90864880.0,PRE,2.4004784,45.4228,-0.2227974,-0.0049049687,49.00055,-3.8005486,-0.07756135,15,0,America/New_York,EDT,-14400000,USD,0.65,33.87,60.26,NGM,63.93,41.35,0.47,Global X Social Media ETF,False,False,False,0.9717444,SOCL,,,,,,1483660800.0,,
Telecom,communication-services,24,GOOW,Roundhill GOOGL WeeklyPay ETF,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_communication-services/,2026-08-31T12:23:26+00:00,en-US,US,ETF,ETF,Delayed Quote,False,LOW,42.94,17.857143,,,True,1753363800000,2,-0.35734558,-0.5824007,1788177863.0,61.0,1.22,-0.7400017,-1.1985774,61.0,1787947185,61.74,62.24,61.005 - 62.24,61.005,21634,60.52,1100,300,us_market,finmb_1912172020,Cboe US,Roundhill GOOGL WeeklyPay ETF,60.4,27922,21900,[],10.472,0.20425996,51.268 - 83.171,-21.430996,-0.25767392,17.443407,0.0,16.79616,0.0,13.08995,-10.16516,-10.16516,85693728.0,PRE,3.6758404,64.53646,-2.7964592,-0.043331463,68.96246,-7.2224617,-0.10473033,15,0,America/New_York,EDT,-14400000,USD,1.0,60.82,0.0,BTS,83.171,51.268,42.94,Roundhill GOOGL WeeklyPay ETF,False,False,False,2.01586,GOOW,,,,,,,,
Telecom,communication-services,25,HYSA,Bondbloxx USD High Yield Bond Sector Rotation ETF,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_communication-services/,2026-08-31T12:23:26+00:00,en-US,US,ETF,ETF,Delayed Quote,False,LOW,6.78,4.139072847682119,,,True,1695130200000,2,,,,,-0.0324001,-0.0324001,-0.217524,,1787946946,14.8626,14.91,14.86 - 14.91,14.86,37093,14.895,200,400,us_market,finmb_217443611,NYSEArca,Bondbloxx USD High Yield Bond Sector Rotation ETF,14.9,67042,25060,[],0.20260048,0.013819951,14.66 - 15.53,-0.6673994,-0.04297485,-1.7647088,0.0,4.0471964,0.0,0.98512,0.15851,0.15851,65253328.0,PRE,3.67232,14.87088,-0.0082798,-0.00055677944,15.00677,-0.1441698,-0.009606984,15,0,America/New_York,EDT,-14400000,USD,0.55,11.84,17.78,PCX,15.53,14.66,6.76,BondBloxx USD High Yield Bond S,False,False,False,-0.217524,HYSA,,,,,,,,
Telecom,communication-services,26,HERO,Global X Video Games & Esports ETF,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_communication-services/,2026-08-31T12:23:26+00:00,en-US,US,ETF,ETF,Nasdaq Real Time Price,False,LOW,1.75,20.329335,,,True,1572528600000,2,-0.8725014,-3.1994915,1788170250.0,26.3975,0.39499855,0.40999985,1.5264328,26.3975,1787947200,27.255,27.38,27.22 - 27.38,27.22,6302,26.86,2,2,us_market,finmb_634417691,NasdaqGM,Global X Video Games & Esports ETF,27.25,22768,19230,[],3.795,0.16176471,23.46 - 34.68,-7.425001,-0.21410038,-15.957445,,20.987728,,-10.82922,0.17827,0.17827,65200816.0,PRE,1.2986159,25.90412,1.3508797,0.05214922,27.401325,-0.14632607,-0.005340109,15,0,America/New_York,EDT,-14400000,USD,0.5,18.75,34.04,NGM,34.68,23.46,1.75,Global X Video Games & Esports ,False,False,False,1.4705828,HERO,,,,,,,,
Telecom,communication-services,27,TRUC,VanEck Communication Services TruSector ETF,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_communication-services/,2026-08-31T12:23:26+00:00,en-US,US,ETF,ETF,Nasdaq Real Time Price,False,LOW,,,,,True,1771511400000,2,,,,,0.3560009,0.2800007,1.109353,,1787947200,25.596,25.596,25.48 - 25.596,25.48,619,25.24,2,2,us_market,finmb_1956575313,NasdaqGM,VanEck Communication Services TruSector ETF,25.48,71736,12500,[],2.486,0.10757248,23.11 - 27.56,-1.9639988,-0.07126266,1.9514084,0.0,17.076046,0.0,,-7.7749,-7.7749,58780960.0,PRE,1.4989419,25.2116,0.38440132,0.015247002,25.646767,-0.05076599,-0.0019794304,15,0,America/New_York,EDT,-14400000,USD,0.14,18.87,32.46,NGM,27.56,23.11,,VanEck Communication Services T,False,False,False,1.4104632,TRUC,,,,,2026-02-19,,,
Telecom,communication-services,28,RSPC,Invesco S&P 500 Equal Weight Communication Services ETF,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_communication-services/,2026-08-31T12:23:26+00:00,en-US,US,ETF,ETF,Delayed Quote,False,LOW,1.83,15.160703,17.59905,14.40213,True,1541601000000,2,,,,,0.3759,0.3759,1.00977,,1787946004,37.6024,37.7199,37.45 - 37.7199,37.45,3412,37.2265,200,300,us_market,finmb_577411213,NYSEArca,Invesco S&P 500 Equal Weight Communication Services ETF,37.7199,14207,5720,[],3.1024017,0.089924686,34.5 - 41.47,-3.8675995,-0.09326258,-3.3915699,,16.026958,,-10.21751,-6.18271,-6.18271,55826256.0,PRE,2.3461971,36.2198,1.3826027,0.038172565,37.81975,-0.21735,-0.005746997,15,0,America/New_York,EDT,-14400000,USD,0.4,0.0,0.0,PCX,41.47,34.5,1.83,Invesco S&P 500 Equal Weight Co,False,False,False,1.00977,RSPC,,,,,,,,
Telecom,communication-services,29,FHYS,Federated Hermes Short Duration High Yield ETF,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_communication-services/,2026-08-31T12:23:26+00:00,en-US,US,ETF,ETF,Nasdaq Real Time Price,False,LOW,,,,,True,1639751400000,2,,,,,-0.0249996,-0.0249996,-0.108083,,1787935520,23.105,23.1199,23.1 - 23.1199,23.1,8569,23.13,400,100,us_market,finmb_1679099574,NYSEArca,Federated Hermes Short Duration High Yield ETF,23.1001,20223,26900,[],0.33499908,0.0147123,22.77 - 23.47,-0.36499977,-0.015551759,-0.43094158,0.0,,0.0,1.62478,0.62993,0.62993,54868416.0,PRE,,23.05068,0.05431938,0.0023565197,23.166145,-0.061145782,-0.0026394457,15,0,America/New_York,EDT,-14400000,USD,0.5,19.99,24.15,PCX,23.47,22.77,5.94,Federated Hermes Short Duration,False,False,False,-0.108083,FHYS,,,,,,,,
Telecom,communication-services,30,GOOX,T-Rex 2X Long Alphabet Daily Target ETF,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_communication-services/,2026-08-31T12:23:26+00:00,en-US,US,ETF,ETF,Delayed Quote,False,LOW,0.0,17.889088,,,True,1704983400000,2,-0.9524994,-1.3113955,1788177351.0,71.68,2.1925,-0.8500061,-1.1698405,71.68,1787947152,72.6325,73.64,70.63 - 73.64,70.63,138783,70.44,200,200,us_market,finmb_1860883479,Cboe US,T-Rex 2X Long Alphabet Daily Target ETF,70.4,93552,57840,[],40.1225,1.2341589,32.51 - 107.5,-34.8675,-0.32434884,112.81278,0.0,16.310936,0.0,14.02806,-17.79154,-17.79154,50981628.0,PRE,4.452994,76.5592,-3.9266968,-0.05128968,75.3034,-2.6708984,-0.035468496,15,0,America/New_York,EDT,-14400000,USD,1.05,71.71,72.09,BTS,107.5,32.51,0.0,T-Rex 2X Long Alphabet Daily Ta,False,False,False,3.11257,GOOX,,,,,,,,
Telecom,communication-services,31,GAMR,Amplify Video Game Leaders ETF,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_communication-services/,2026-08-31T12:23:26+00:00,en-US,US,ETF,ETF,Delayed Quote,False,LOW,0.5,25.601639,77.96252,-16.89491,True,1457620200000,2,3.632698,3.7320719,1788176700.0,100.97,0.285103,4.5750046,4.746102,100.97,1787942451,97.3373,97.3373,97.3373 - 97.3373,97.3373,327,97.0522,200,300,us_market,finmb_320598315,NYSEArca,Amplify Video Game Leaders ETF,97.16,1190,1440,[],25.907303,0.36269498,71.43 - 103.93,-6.592697,-0.06343401,7.0578575,0.0,26.621798,0.0,2.96541,12.5878,12.5878,38378984.0,PRE,3.656301,93.45476,3.8825455,0.041544653,87.80113,9.536171,0.108611025,15,0,America/New_York,EDT,-14400000,USD,0.59,39.13,154.76,PCX,103.93,71.43,0.5,Amplify Video Game Leaders ETF,False,False,False,0.293762,GAMR,,,,,,,,
Telecom,communication-services,32,GOLS,Gabelli Opportunities in Live and Sports ETF,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_communication-services/,2026-08-31T12:23:26+00:00,en-US,US,EQUITY,Equity,Delayed Quote,False,LOW,,,,,True,1767364200000,2,,,,,-0.0799999,-0.0799999,-0.294659,,1787947191,27.07,27.11,27.07 - 27.11,27.07,808,27.15,100,1100,us_market,finmb_1965942755,NYSEArca,Gabelli Opportunities in Live and Sports ETF,27.11,4950,4560,[],3.42,0.14460889,23.65 - 27.975,-0.9050007,-0.032350335,8.0035095,0.0,,0.0,,,,,PRE,,26.64164,0.42836,0.01607859,25.657606,1.4123936,0.055047754,15,0,America/New_York,EDT,-14400000,USD,,10.89,43.04,PCX,27.975,23.65,,Gabelli Opportunities in Live a,False,False,False,-0.294659,GOLS,,,,,,,Gabelli ETFs Trust - Opportunities In Live and Sports ETF,2026-08-29
Telecom,communication-services,33,MUSQ,MUSQ Global Music Industry Index ETF,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_communication-services/,2026-08-31T12:23:26+00:00,en-US,US,ETF,ETF,Delayed Quote,False,LOW,0.71,24.336822,,,True,1688736600000,2,,,,,0.1784,0.1784,0.701476,,1787678817,25.6105,25.6105,25.6105 - 25.6105,25.6105,16,25.4321,100,3300,us_market,finmb_1834768719,NYSEArca,MUSQ Global Music Industry Index ETF,25.6,1449,320,[],2.3925,0.10304505,23.218 - 30.45,-4.8395004,-0.15893269,-11.263943,0.0,24.130009,0.0,-11.4113,-2.1594,-2.1594,20935044.0,PRE,1.0613548,25.40838,0.20211983,0.007954849,26.30502,-0.69451904,-0.02640253,15,0,America/New_York,EDT,-14400000,USD,0.76,0.0,0.0,PCX,30.45,23.218,0.71,MUSQ Global Music Industry Inde,False,False,False,0.701476,MUSQ,,,,,,,,
Telecom,communication-services,34,NERD,Roundhill Video Games ETF,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_communication-services/,2026-08-31T12:23:26+00:00,en-US,US,ETF,ETF,Delayed Quote,False,LOW,0.71,19.047619,,,True,1559655000000,2,,,,,0.214399,0.214399,0.959663,,1787927691,22.5555,22.61,22.555 - 22.61,22.555,1681,22.3411,2300,1000,us_market,finmb_611099637,Cboe US,Roundhill Video Games ETF,22.64,1919,1590,[],3.5454998,0.18650709,19.01 - 28.81,-6.2544994,-0.21709475,-15.416056,0.0,20.099958,0.0,-11.88602,0.90593,0.90593,14962230.0,PRE,1.1221665,21.1869,1.3686008,0.06459656,22.08319,0.4723091,0.02138772,15,0,America/New_York,EDT,-14400000,USD,0.5,0.0,0.0,BTS,28.81,19.01,0.71,Roundhill Video Games ETF,False,False,False,0.959663,NERD,,,,,2023-11-27,,,
Telecom,communication-services,35,LTL,ProShares Ultra Communication Services,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_communication-services/,2026-08-31T12:23:26+00:00,en-US,US,ETF,ETF,Delayed Quote,False,LOW,1.06,15.671525,62.11052,40.21249,True,1211463000000,2,,,,,0.687,0.687,2.8371,,1787946936,24.9019,24.95,24.8 - 24.95,24.8,5462,24.2149,200,100,us_market,finmb_42749685,NYSEArca,ProShares Ultra Communication Services,24.61,4896,7400,[],3.0219002,0.13811244,21.88 - 29.67,-4.7681007,-0.16070443,-3.009057,0.0,16.980934,0.0,-18.58428,-15.20559,-15.20559,6205814.0,PRE,1.4664623,23.8616,1.0402985,0.043597177,26.148525,-1.2466259,-0.04767481,15,0,America/New_York,EDT,-14400000,USD,0.95,10.02,39.59,PCX,29.67,21.88,1.06,ProShares Ultra Communication S,False,False,False,2.8371,LTL,,,,,,,,
Telecom,communication-services,36,BNGE,First Trust S-Network Streaming & Gaming ETF,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_communication-services/,2026-08-31T12:23:26+00:00,en-US,US,ETF,ETF,Delayed Quote,False,LOW,0.38,19.051248,,,True,1643985000000,2,,,,,0.368,0.368,1.13518,,1787930905,32.7857,32.7857,32.7857 - 32.7857,32.7857,194,32.4177,300,100,us_market,finmb_706895670,NYSEArca,First Trust S-Network Streaming & Gaming ETF,32.81,771,130,[],3.3967018,0.11557732,29.389 - 41.04,-8.254299,-0.20112814,-15.23785,0.0,19.340181,0.0,-15.49393,2.38865,2.38865,4752230.0,PRE,1.6952118,31.6822,1.1035023,0.034830354,33.111866,-0.32616425,-0.0098503735,15,0,America/New_York,EDT,-14400000,USD,0.7,0.0,51.16,PCX,41.04,29.389,0.38,First Trust S-Network Streaming,False,False,False,1.13518,BNGE,,,,,,,,
Telecom,communication-services,37,OND,ProShares On-Demand ETF,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_communication-services/,2026-08-31T12:23:26+00:00,en-US,US,ETF,ETF,Delayed Quote,False,LOW,0.0,16.199579,,,True,1635514200000,2,,,,,0.292702,0.292702,0.838084,,1787590904,35.2178,35.2178,35.2178 - 35.2178,35.2178,50,34.9251,200,200,us_market,finmb_1674915023,NYSEArca,ProShares On-Demand ETF,35.02,301,120,[],2.8958015,0.08959228,32.322 - 49.0,-13.7822,-0.28126937,-20.249092,0.0,16.415907,0.0,-15.51142,-0.39351,-0.39351,3475406.0,PRE,2.145346,34.73684,0.48096085,0.013845843,36.815926,-1.5981255,-0.043408535,15,0,America/New_York,EDT,-14400000,USD,0.58,0.0,0.0,PCX,49.0,32.322,0.0,ProShares On-Demand ETF,False,False,False,0.838084,OND,,,,,,,,
Telecom,communication-services,38,XLCI,State Street Communication Services Select Sector SPDR Premium Income ETF,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_communication-services/,2026-08-31T12:23:26+00:00,en-US,US,EQUITY,Equity,Delayed Quote,False,LOW,,,,,True,1753882200000,2,-0.20459938,-0.85446984,1788177607.0,23.74,0.261499,-0.21000099,-0.8768308,23.74,1787946966,23.9446,23.995,23.91 - 23.995,23.91,4319,23.6831,100,700,us_market,finmb_1945107070,NYSEArca,State Street Communication Services Select Sector SPDR Premium Income ETF,24.01,2852,2410,[],1.3345985,0.05902691,22.61 - 26.1,-2.1554012,-0.08258242,-4.783678,0.0,16.19353,0.0,,,,,PRE,1.4786522,23.44572,0.49887848,0.021278018,24.447414,-0.50281525,-0.020567216,15,0,America/New_York,EDT,-14400000,USD,,0.0,24.25,PCX,26.1,22.61,,State Street Communication Serv,False,False,False,1.10416,XLCI,,,,,,,Select Sector SPDR Trust - The Communication Services Select Sector SPDR Premium Income Fund,2026-08-29
Telecom,communication-services,39,GOIB,Direxion GOOGL Defined Income Boost ETF,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_communication-services/,2026-08-31T12:23:26+00:00,en-US,US,ETF,ETF,Delayed Quote,False,LOW,,,,,True,1785331800000,2,,,,,0.457001,0.457001,1.87867,,1787935766,24.7828,24.7828,24.71 - 24.7828,24.71,560,24.3258,100,200,us_market,finmb_1997619257,Cboe US,Direxion GOOGL Defined Income Boost ETF,24.71,747,450,[],0.3327999,0.013611448,24.45 - 27.88,-3.0971985,-0.11109034,-1.7446458,0.0,16.9197,0.0,,,,2089352.0,PRE,1.4647305,25.318695,-0.5358944,-0.021165956,25.318695,-0.5358944,-0.021165956,15,0,America/New_York,EDT,-14400000,USD,0.97,0.0,38.67,BTS,27.88,24.45,,Direxion GOOGL Defined Income B,False,False,False,1.87867,GOIB,,,,,,,,
Telecom,communication-services,40,MEIB,Direxion META Defined Income Boost ETF,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_communication-services/,2026-08-31T12:23:26+00:00,en-US,US,ETF,ETF,Nasdaq Real Time Price,False,LOW,,,,,True,1785331800000,2,,,,,0.419399,0.419399,1.76007,,1787767852,24.248,24.248,24.248 - 24.248,24.248,11,23.8286,100,100,us_market,finmb_1997619225,Cboe US,Direxion META Defined Income Boost ETF,24.15,300,300,[],1.5879993,0.07007941,22.66 - 25.41,-1.1620007,-0.045730054,-1.5028417,,21.691187,,,,,1872390.0,PRE,1.1178733,24.10174,0.14625931,0.0060684127,24.10174,0.14625931,0.0060684127,15,0,America/New_York,EDT,-14400000,USD,0.97,0.0,38.55,BTS,25.41,22.66,,Direxion META Defined Income Bo,False,False,False,1.76007,MEIB,,,,,,,,
Telecom,communication-services,41,KBDU,KraneShares 2x Long BIDU Daily ETF,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_communication-services/,2026-08-31T12:23:26+00:00,en-US,US,ETF,ETF,Nasdaq Real Time Price,False,LOW,,,,,True,1763735400000,2,,,,,0.1534996,-0.019900322,-0.15156376,,1787947200,13.2835,13.2835,13.11 - 13.2835,13.11,1833,13.13,1,2,us_market,finmb_1903082696,NasdaqGM,KraneShares 2x Long BIDU Daily ETF,13.14,1636,3240,[],1.7585001,0.15258136,11.525 - 46.986,-33.7025,-0.71728814,-42.10756,0.0,28.176481,0.0,-41.73688,-30.14763,-30.14763,449544.0,PRE,0.47143927,16.8058,-3.5222998,-0.20958835,25.493683,-12.210183,-0.47894937,15,0,America/New_York,EDT,-14400000,USD,1.25,13.62,24.19,NGM,46.986,11.525,,KraneShares 2x Long BIDU Daily ,False,False,False,1.1690755,KBDU,,,,,2025-11-20,,,
