sector,yahoo_sector_key,rank,ticker,etf_name,source_url,retrieved_at_utc
Theme - Robotics & AI,pinned,1,BOTZ,Global X Robotics & Artificial Intelligence ETF,https://finance.yahoo.com/quote/BOTZ/,2026-08-24T06:42:48+00:00
