sector,yahoo_sector_key,rank,ticker,etf_name,source_url,retrieved_at_utc,screen_language,screen_region,screen_quote_type,screen_type_disp,screen_quote_source_name,screen_triggerable,screen_custom_price_alert_confidence,screen_yield_ttm,screen_pe_ttm,screen_annual_return_nav_y3,screen_annual_return_nav_y5,screen_has_pre_post_market_data,screen_first_trade_date_milliseconds,screen_price_hint,screen_post_market_change_percent,screen_post_market_time,screen_post_market_price,screen_post_market_change,screen_regular_market_change,screen_regular_market_time,screen_regular_market_price,screen_regular_market_day_high,screen_regular_market_day_range,screen_regular_market_day_low,screen_regular_market_volume,screen_regular_market_previous_close,screen_bid_size,screen_ask_size,screen_market,screen_message_board_id,screen_full_exchange_name,screen_long_name,screen_regular_market_open,screen_average_daily_volume3_month,screen_average_daily_volume10_day,screen_corporate_actions,screen_fifty_two_week_low_change,screen_fifty_two_week_low_change_percent,screen_fifty_two_week_range,screen_fifty_two_week_high_change,screen_fifty_two_week_high_change_percent,screen_fifty_two_week_change_percent,screen_trailing_annual_dividend_rate,screen_trailing_pe,screen_trailing_annual_dividend_yield,screen_ytd_return,screen_trailing_three_month_returns,screen_trailing_three_month_nav_returns,screen_net_assets,screen_market_state,screen_eps_trailing_twelve_months,screen_shares_outstanding,screen_book_value,screen_fifty_day_average,screen_fifty_day_average_change,screen_fifty_day_average_change_percent,screen_two_hundred_day_average,screen_two_hundred_day_average_change,screen_two_hundred_day_average_change_percent,screen_price_to_book,screen_source_interval,screen_exchange_data_delayed_by,screen_exchange_timezone_name,screen_exchange_timezone_short_name,screen_gmt_off_set_milliseconds,screen_currency,screen_ask,screen_bid,screen_net_expense_ratio,screen_exchange,screen_fifty_two_week_high,screen_fifty_two_week_low,screen_dividend_yield,screen_financial_currency,screen_short_name,screen_fullday_price,screen_fullday_change,screen_fullday_change_percent,screen_regular_market_change_percent,screen_esg_populated,screen_tradeable,screen_crypto_tradeable,screen_symbol,screen_dividend_date,screen_ipo_expected_date,screen_earnings_timestamp_start,screen_earnings_timestamp_end,screen_earnings_call_timestamp_start,screen_earnings_call_timestamp_end,screen_is_earnings_date_estimate,screen_prev_name,screen_name_change_date,screen_display_name,screen_forward_pe,screen_eps_forward,screen_implied_shares_outstanding,screen_market_cap,info_phone,info_long_business_summary,info_company_officers,info_executive_team,info_max_age,info_price_hint,info_previous_close,info_open,info_day_low,info_day_high,info_regular_market_previous_close,info_regular_market_open,info_regular_market_day_low,info_regular_market_day_high,info_trailing_pe,info_volume,info_regular_market_volume,info_average_volume,info_average_volume10days,info_average_daily_volume10_day,info_bid,info_ask,info_bid_size,info_ask_size,info_yield,info_total_assets,info_fifty_two_week_low,info_fifty_two_week_high,info_all_time_high,info_all_time_low,info_fullday_price,info_fullday_change,info_fullday_change_percent,info_fifty_day_average,info_two_hundred_day_average,info_trailing_annual_dividend_rate,info_trailing_annual_dividend_yield,info_nav_price,info_currency,info_tradeable,info_category,info_ytd_return,info_beta3_year,info_fund_family,info_fund_inception_date,info_legal_type,info_three_year_average_return,info_quote_type,info_symbol,info_language,info_region,info_type_disp,info_quote_source_name,info_triggerable,info_custom_price_alert_confidence,info_corporate_actions,info_post_market_time,info_regular_market_time,info_exchange,info_message_board_id,info_exchange_timezone_name,info_exchange_timezone_short_name,info_gmt_off_set_milliseconds,info_market,info_esg_populated,info_regular_market_change_percent,info_regular_market_price,info_market_state,info_fifty_day_average_change,info_fifty_day_average_change_percent,info_two_hundred_day_average_change,info_two_hundred_day_average_change_percent,info_net_expense_ratio,info_source_interval,info_exchange_data_delayed_by,info_crypto_tradeable,info_short_name,info_long_name,info_has_pre_post_market_data,info_first_trade_date_milliseconds,info_post_market_change_percent,info_post_market_price,info_post_market_change,info_regular_market_change,info_regular_market_day_range,info_full_exchange_name,info_average_daily_volume3_month,info_fifty_two_week_low_change,info_fifty_two_week_low_change_percent,info_fifty_two_week_range,info_fifty_two_week_high_change,info_fifty_two_week_high_change_percent,info_fifty_two_week_change_percent,info_dividend_yield,info_trailing_three_month_returns,info_trailing_three_month_nav_returns,info_net_assets,info_eps_trailing_twelve_months,info_trailing_peg_ratio,fund_description,fund_overview_category_name,fund_overview_family,fund_overview_legal_type,fund_asset_class_cash_position,fund_asset_class_stock_position,fund_asset_class_bond_position,fund_asset_class_preferred_position,fund_asset_class_convertible_position,fund_asset_class_other_position,fund_sector_weight_realestate,fund_sector_weight_consumer_cyclical,fund_sector_weight_basic_materials,fund_sector_weight_consumer_defensive,fund_sector_weight_technology,fund_sector_weight_communication_services,fund_sector_weight_financial_services,fund_sector_weight_utilities,fund_sector_weight_industrials,fund_sector_weight_energy,fund_sector_weight_healthcare,fund_bond_rating_us_government,fund_annual_report_expense_ratio,fund_annual_report_expense_ratio_category_average,fund_annual_holdings_turnover,fund_annual_holdings_turnover_category_average,fund_total_net_assets,fund_total_net_assets_category_average,compact_annual_holdings_turnover_pct,compact_expense_ratio_pct,compact_top_10_holdings_weight_pct,fund_top_holdings_json,fund_equity_holdings_json,compact_price_to_earnings,compact_price_to_book,compact_weighted_average_market_cap,fund_bond_holdings_json,info_five_year_average_return,info_dividend_date,info_ipo_expected_date,fund_bond_rating_bb,fund_bond_rating_aa,fund_bond_rating_aaa,fund_bond_rating_a,fund_bond_rating_other,fund_bond_rating_b,fund_bond_rating_bbb,fund_bond_rating_below_b,info_earnings_timestamp_start,info_earnings_timestamp_end,info_forward_pe,info_eps_forward,info_current_price,info_recommendation_key,retrieval_errors,info_financial_currency,info_earnings_call_timestamp_start,info_earnings_call_timestamp_end,info_is_earnings_date_estimate,info_book_value,info_price_to_book,info_display_name,info_shares_outstanding,info_prev_name,info_name_change_date,info_market_cap,info_implied_shares_outstanding
Theme - Natural Resources,pinned,1,NANR,SPDR S&P North American Natural Resources ETF,https://finance.yahoo.com/quote/NANR/,2026-09-07T11:17:52+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"The fund generally invests substantially all, but at least 80%, of its total assets in the securities comprising the index. The index comprises publicly traded U.S. and Canadian companies in the natural resources and commodities businesses that meet certain investability requirements and are classified within the subindustries of one of three natural resources categories: energy, metals & mining, or agriculture. The fund is non-diversified.",[],[],86400,2,91.24,90.26,89.525,90.6319,91.24,90.26,89.525,90.6319,18.067614,17894,17894,30060,35850,35850,85.13,95.42,100.0,100.0,0.015800001,847078464.0,61.4,91.87,91.87,17.6,90.37,-0.869995,-0.953524,82.58512,79.15431,0.0,0.0,90.27439,USD,False,Natural Resources,33.24644,0.45,State Street Investment Management,1450137600.0,Exchange Traded Fund,0.2090726,ETF,NANR,en-US,US,ETF,Delayed Quote,True,HIGH,[],1788564603.0,1788552000,PCX,finmb_319598498,America/New_York,EDT,-14400000,us_market,False,-0.953524,90.37,CLOSED,7.7848816,0.09426494,11.215691,0.141694,0.35,15,0,False,State Street SPDR S&P North Ame,State Street SPDR S&P North American Natural Resources ETF,True,1450449000000,0.0,90.37,0.0,-0.869995,89.525 - 90.6319,NYSEArca,30060,28.970001,0.4718241,61.4 - 91.87,-1.5,-0.016327418,45.17269,1.58,9.03987,9.03987,847078460.0,5.0017676,,"The fund generally invests substantially all, but at least 80%, of its total assets in the securities comprising the index. The index comprises publicly traded U.S. and Canadian companies in the natural resources and commodities businesses that meet certain investability requirements and are classified within the subindustries of one of three natural resources categories: energy, metals & mining, or agriculture. The fund is non-diversified.",Natural Resources,State Street Investment Management,Exchange Traded Fund,0.001,0.999,0.0,0.0,0.0,0.0,0.0125,0.060500003,0.4184,0.040700004,0.0,0.0,0.0,0.0,0.0031,0.46490002,0.0,0.0,0.0034999999,0.0086928,0.21,0.441,55754.6,55754.6,21.0,0.34999999,39.604919699999996,"[{""Symbol"":""XOM"",""Name"":""ExxonMobil Holdings Corp"",""Holding Percent"":0.101014},{""Symbol"":""CVX"",""Name"":""Chevron Corp"",""Holding Percent"":0.068224},{""Symbol"":""NEM"",""Name"":""Newmont Corp"",""Holding Percent"":0.0398182},{""Symbol"":""FCX"",""Name"":""Freeport-McMoRan Inc"",""Holding Percent"":0.0322103},{""Symbol"":""CTVA"",""Name"":""Corteva Inc"",""Holding Percent"":0.0314682},{""Symbol"":""AEM.TO"",""Name"":""Agnico Eagle Mines Ltd"",""Holding Percent"":0.030533299},{""Symbol"":""COP"",""Name"":""ConocoPhillips"",""Holding Percent"":0.0285345},{""Symbol"":""ABX.TO"",""Name"":""Barrick Mining Corp"",""Holding Percent"":0.022227298},{""Symbol"":""ADM"",""Name"":""Archer-Daniels-Midland Co"",""Holding Percent"":0.0217854},{""Symbol"":""WPM.TO"",""Name"":""Wheaton Precious Metals Corp"",""Holding Percent"":0.020234}]","[{""Average"":""Price\/Earnings"",""NANR"":0.05573,""Category Average"":null},{""Average"":""Price\/Book"",""NANR"":0.40762,""Category Average"":null},{""Average"":""Price\/Sales"",""NANR"":0.58962,""Category Average"":null},{""Average"":""Price\/Cashflow"",""NANR"":0.10136,""Category Average"":null},{""Average"":""Median Market Cap"",""NANR"":null,""Category Average"":null},{""Average"":""3 Year Earnings Growth"",""NANR"":null,""Category Average"":null}]",0.05573,0.40762,,"[{""Average"":""Duration"",""NANR"":null,""Category Average"":null},{""Average"":""Maturity"",""NANR"":null,""Category Average"":null},{""Average"":""Credit Quality"",""NANR"":null,""Category Average"":null}]",0.2073051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
