sector,yahoo_sector_key,rank,ticker,etf_name,source_url,retrieved_at_utc,screen_language,screen_region,screen_quote_type,screen_type_disp,screen_triggerable,screen_custom_price_alert_confidence,screen_yield_ttm,screen_pe_ttm,screen_annual_return_nav_y3,screen_annual_return_nav_y5,screen_currency,screen_fifty_two_week_high,screen_fifty_two_week_low,screen_dividend_yield,screen_fifty_day_average,screen_fifty_day_average_change,screen_fifty_day_average_change_percent,screen_two_hundred_day_average,screen_two_hundred_day_average_change,screen_two_hundred_day_average_change_percent,screen_source_interval,screen_exchange_data_delayed_by,screen_exchange_timezone_name,screen_exchange_timezone_short_name,screen_gmt_off_set_milliseconds,screen_esg_populated,screen_tradeable,screen_crypto_tradeable,screen_regular_market_change_percent,screen_net_expense_ratio,screen_fullday_change,screen_fullday_change_percent,screen_ask,screen_bid,screen_has_pre_post_market_data,screen_first_trade_date_milliseconds,screen_price_hint,screen_post_market_change_percent,screen_post_market_time,screen_post_market_price,screen_post_market_change,screen_regular_market_change,screen_regular_market_time,screen_regular_market_price,screen_regular_market_day_high,screen_regular_market_day_range,screen_regular_market_day_low,screen_regular_market_volume,screen_regular_market_previous_close,screen_bid_size,screen_ask_size,screen_market,screen_message_board_id,screen_full_exchange_name,screen_long_name,screen_regular_market_open,screen_average_daily_volume3_month,screen_average_daily_volume10_day,screen_corporate_actions,screen_fifty_two_week_low_change,screen_fifty_two_week_low_change_percent,screen_fifty_two_week_range,screen_fifty_two_week_high_change,screen_fifty_two_week_high_change_percent,screen_fifty_two_week_change_percent,screen_trailing_pe,screen_ytd_return,screen_trailing_three_month_returns,screen_trailing_three_month_nav_returns,screen_net_assets,screen_market_state,screen_eps_trailing_twelve_months,screen_exchange,screen_short_name,screen_fullday_price,screen_symbol,screen_quote_source_name,screen_trailing_annual_dividend_rate,screen_trailing_annual_dividend_yield,screen_financial_currency,screen_shares_outstanding,screen_book_value,screen_price_to_book,screen_dividend_date,screen_ipo_expected_date,screen_forward_pe,screen_eps_forward,screen_prev_name,screen_name_change_date
Healthcare,healthcare,21,FLBL,Franklin Senior Loan ETF,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_healthcare/,2026-09-07T11:17:52+00:00,en-US,US,ETF,ETF,False,LOW,,,13.57009,3.9411,USD,24.19,22.57,7.46,23.00618,0.073820114,0.003208708,23.1392,-0.059200287,-0.0025584414,15,0,America/New_York,EDT,-14400000,False,False,False,0.0433473,0.45,0.0100002,0.0433473,23.82,22.23,True,1527859800000,2,-0.0866571,1788565800.0,23.06,-0.020000458,0.0100002,1788552000,23.08,23.08,23.06 - 23.08,23.06,129834,23.07,200,5600,us_market,finmb_556182240,Cboe US,Franklin Senior Loan ETF,23.07,184004,135580,[],0.5100002,0.022596378,22.57 - 24.19,-1.1100006,-0.045886755,-4.4899645,,2.63982,2.11982,2.11982,866701500.0,CLOSED,,BTS,Franklin Senior Loan ETF,23.06,FLBL,Delayed Quote,0.0,0.0,,,,,1530835200.0,,,,,
Healthcare,healthcare,22,RSPH,Invesco S&P 500 Equal Weight Health Care ETF,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_healthcare/,2026-09-07T11:17:52+00:00,en-US,US,ETF,ETF,False,LOW,0.62,25.387154,3.94124,23.03046,USD,38.19,28.26,0.62,35.3758,2.0741997,0.05863329,32.54075,4.909252,0.15086477,15,0,America/New_York,EDT,-14400000,False,False,False,-1.10905,0.4,-0.419998,-1.10905,37.69,37.12,True,1162909800000,2,0.0,1788564604.0,37.45,0.0,-0.419998,1788552000,37.45,37.615,37.41 - 37.615,37.41,61692,37.87,800,800,us_market,finmb_30119271,NYSEArca,Invesco S&P 500 Equal Weight Health Care ETF,37.49,140169,219750,[],9.190001,0.32519463,28.26 - 38.19,-0.73999786,-0.019376745,26.992203,25.421095,17.91664,20.22729,20.22729,832759870.0,CLOSED,1.473186,PCX,Invesco S&P 500 Equal Weight He,37.45,RSPH,,,,,,,,,,,,,
Healthcare,healthcare,23,XPH,State Street SPDR S&P Pharmaceuticals ETF,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_healthcare/,2026-09-07T11:17:52+00:00,en-US,US,ETF,ETF,False,LOW,0.64,15.39883,2.84307,-10.49999,USD,74.35,45.8,0.47,69.5242,1.4057999,0.020220295,59.81025,11.119751,0.18591715,15,0,America/New_York,EDT,-14400000,False,False,False,-0.140783,0.35,-0.0999985,-0.140783,71.6,70.46,True,1150983000000,2,0.05639492,1788566167.0,70.97,0.040000916,-0.0999985,1788552000,70.93,71.13,70.505 - 71.13,70.505,69230,71.03,300,600,us_market,finmb_27776200,NYSEArca,State Street SPDR S&P Pharmaceuticals ETF,70.52,120190,191290,[],25.130001,0.54868996,45.8 - 74.35,-3.4199982,-0.045998633,49.0126,,26.33662,21.34988,21.34988,586917380.0,CLOSED,,PCX,State Street SPDR S&P Pharmaceu,70.97,XPH,,,,,,,,,,,,,
Healthcare,healthcare,24,LABU,Direxion Daily S&P Biotech Bull 3X Shares,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_healthcare/,2026-09-07T11:17:52+00:00,en-US,US,ETF,ETF,False,LOW,,,-13.43866,-64.3054,USD,341.93,74.95,0.34,283.0062,20.543793,0.07259132,199.73656,103.81343,0.5197518,15,0,America/New_York,EDT,-14400000,False,False,False,-0.755247,0.96,-2.31,-0.755247,302.2,299.0,True,1432819800000,2,-0.51391786,1788566346.0,301.99,-1.5599976,-2.31,1788552000,303.55,305.7215,296.0 - 305.7215,296.0,184870,305.86,100,200,us_market,finmb_295054277,NYSEArca,Direxion Daily S&P Biotech Bull 3X Shares,299.6,472742,337350,[],228.59999,3.0500333,74.95 - 341.93,-38.380005,-0.11224521,280.1027,,86.41174,51.92706,51.92706,571163840.0,CLOSED,,PCX,Direxion Daily S&P Biotech Bull,301.99,LABU,,,,,,,,,,,,,
Healthcare,healthcare,25,PJP,Invesco Pharmaceuticals ETF,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_healthcare/,2026-09-07T11:17:52+00:00,en-US,US,ETF,ETF,False,LOW,0.84,24.348673,-2.22135,14.44747,USD,131.68,90.01,0.84,123.4518,5.6981964,0.046157256,110.6877,18.462296,0.16679627,15,0,America/New_York,EDT,-14400000,False,False,False,-0.339534,0.57,-0.440002,-0.339534,130.18,127.87,True,1119533400000,2,0.44909164,1788565025.0,129.73,0.58000183,-0.440002,1788551991,129.15,129.2099,128.595 - 129.2099,128.595,41092,129.59,100,100,us_market,finmb_22938365,NYSEArca,Invesco Pharmaceuticals ETF,128.11,38803,43060,[],39.13999,0.43484047,90.01 - 131.68,-2.5299988,-0.019213237,39.87869,24.685068,22.54408,16.37699,16.37699,532488992.0,CLOSED,5.2319074,PCX,Invesco Pharmaceuticals ETF,129.73,PJP,,0.999,0.0077089285,USD,6300000.0,96.831,1.333767,,,,,,
Healthcare,healthcare,26,NFLT,Virtus Newfleet Multi-Sector Bond ETF,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_healthcare/,2026-09-07T11:17:52+00:00,en-US,US,ETF,ETF,False,LOW,,,9.21947,1.58677,USD,23.35,22.57,5.41,22.82248,-0.04247856,-0.0018612597,22.977015,-0.19701385,-0.008574389,15,0,America/New_York,EDT,-14400000,False,False,False,0.440919,0.5,0.1,0.440919,23.98,21.8,True,1439299800000,2,0.0,1788564602.0,22.78,0.0,0.1,1788552000,22.78,22.81,22.712 - 22.81,22.712,52037,22.68,700,100,us_market,finmb_304205949,NYSEArca,Virtus Newfleet Multi-Sector Bond ETF,22.7999,92547,106550,[],0.21000099,0.00930443,22.57 - 23.35,-0.5699997,-0.024411121,-1.4279544,,1.88503,0.15254,0.15254,487331392.0,CLOSED,,PCX,Virtus Newfleet Multi-Sector Bo,22.78,NFLT,,0.0,0.0,,,,,,,,,,
Healthcare,healthcare,27,PBE,Invesco Biotechnology & Genome ETF,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_healthcare/,2026-09-07T11:17:52+00:00,en-US,US,ETF,ETF,False,LOW,1.6,25.974026,3.67405,1.55426,USD,98.82,67.69,1.6,93.074,4.562706,0.04902235,84.32265,13.314056,0.1578942,15,0,America/New_York,EDT,-14400000,False,False,False,-1.09644,0.58,-1.0824,-1.09644,97.4,96.11,True,1119533400000,2,0.0,1788564602.0,97.6367,0.0,-1.0824,1788547614,97.6367,98.0,97.56 - 98.0,97.56,7210,98.7191,400,200,us_market,finmb_22938466,NYSEArca,Invesco Biotechnology & Genome ETF,98.0,26487,29620,[],29.946701,0.44240952,67.69 - 98.82,-1.1832962,-0.011974258,37.968063,26.244625,18.95239,16.38616,16.38616,470568832.0,CLOSED,3.7202551,PCX,Invesco Biotechnology & Genome ,97.6367,PBE,,0.57,0.0057739583,USD,4550000.0,75.349,1.2957929,,,,,,
Healthcare,healthcare,28,BBH,VanEck Biotech ETF,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_healthcare/,2026-09-07T11:17:52+00:00,en-US,US,ETF,ETF,False,LOW,0.4,25.335698,3.87797,11.76526,USD,244.35,160.91,0.4,217.4026,23.71959,0.10910444,197.2126,43.90959,0.22265105,15,0,America/New_York,EDT,-14400000,False,False,False,-1.0618416,0.35,-2.6298065,-1.079072,210.68,210.43,True,943367400000,2,-0.034090225,1788564602.0,241.04,-0.0821991,-2.5878143,1788552000,241.1222,242.26,240.73 - 242.26,240.73,4557,243.71,2,2,us_market,finmb_3588503,NasdaqGM,VanEck Biotech ETF,242.26,7350,14380,[],80.21219,0.498491,160.91 - 244.35,-3.2278137,-0.013209796,43.59219,25.835234,24.89032,25.36743,25.36743,469367584.0,CLOSED,9.333076,NGM,VanEck Biotech ETF,241.04,BBH,Delayed Quote,,,,,,,,,,,,
Healthcare,healthcare,29,PINK,Simplify Health Care ETF,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_healthcare/,2026-09-07T11:17:52+00:00,en-US,US,ETF,ETF,False,LOW,0.64,29.334116,,,USD,40.63,30.61,0.64,39.50184,0.2197609,0.005563308,36.96768,2.7539177,0.07449528,15,0,America/New_York,EDT,-14400000,False,False,False,-0.322206,0.51,-0.128399,-0.322206,40.6,39.4,True,1633699800000,2,0.0,1788564603.0,39.7216,0.0,-0.128399,1788551478,39.7216,39.84,39.37 - 39.84,39.37,36901,39.85,300,300,us_market,finmb_1679202900,NYSEArca,Simplify Health Care ETF,39.52,128120,46200,[],9.111599,0.29766738,30.61 - 40.63,-0.9084015,-0.0223579,28.67509,29.700043,7.64091,4.10805,4.10805,373686560.0,CLOSED,1.3374257,PCX,Simplify Health Care ETF,39.7216,PINK,,0.0,0.0,,,,,,,-113.49029,-0.35,,
Healthcare,healthcare,30,PSQO,Palmer Square Credit Opportunities ETF,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_healthcare/,2026-09-07T11:17:52+00:00,en-US,US,ETF,ETF,False,LOW,,,,,USD,21.529,19.76,4.5,20.7523,0.09269905,0.004466929,20.722256,0.12274361,0.0059232744,15,0,America/New_York,EDT,-14400000,False,False,False,0.0960314,0.52,0.0199986,0.0960314,31.23,20.82,True,1726147800000,2,0.0,1788555900.0,20.845,0.0,0.0199986,1788548807,20.845,20.87,20.82 - 20.87,20.82,46395,20.825,100,14400,us_market,finmb_1879226427,NYSEArca,Palmer Square Credit Opportunities ETF,20.845,51250,57720,[],1.0849991,0.05490886,19.76 - 21.529,-0.684,-0.0317711,0.21634102,,3.02322,1.34366,1.34366,293885952.0,CLOSED,,PCX,Palmer Square Credit Opportunit,20.845,PSQO,,0.0,0.0,,,,,,,,,,
Healthcare,healthcare,31,PTH,Invesco Dorsey Wright Healthcare Momentum ETF,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_healthcare/,2026-09-07T11:17:52+00:00,en-US,US,ETF,ETF,False,LOW,0.0,26.184865147944485,-4.36692,-3.02177,USD,64.1,39.36,2.51,60.2678,0.8605995,0.014279591,52.8893,8.239098,0.15578005,15,0,America/New_York,EDT,-14400000,False,False,False,-0.36120552,0.6,-0.2349968,-0.38304287,60.26,59.87,True,1160659800000,2,0.11713356,1788564602.0,61.2,0.07160187,-0.22159958,1788552000,61.1284,61.34,60.74 - 61.34,60.74,17011,61.35,3,3,us_market,finmb_29596930,NasdaqGM,Invesco Dorsey Wright Healthcare Momentum ETF,61.15,57744,49330,[],21.768398,0.55305886,39.36 - 64.1,-2.9715996,-0.04635881,50.23347,,22.20881,16.82692,16.82692,269747200.0,CLOSED,,NGM,Invesco Dorsey Wright Healthcar,61.2,PTH,Delayed Quote,,,,,,,,,,,,
Healthcare,healthcare,32,IDNA,iShares Genomics Immunology and Healthcare ETF,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_healthcare/,2026-09-07T11:17:52+00:00,en-US,US,ETF,ETF,False,LOW,1.18,16.82935038707506,,,USD,41.49,22.33,0.72,35.29958,4.470421,0.12664233,30.456326,9.313675,0.30580428,15,0,America/New_York,EDT,-14400000,False,False,False,-1.29064,0.47,-0.52,-1.29064,43.25,31.0,True,1560519000000,2,0.0,1788564603.0,39.77,0.0,-0.52,1788552000,39.77,40.15,39.6 - 40.15,39.6,54759,40.29,100,600,us_market,finmb_607153959,NYSEArca,iShares Genomics Immunology and Healthcare ETF,40.15,68474,135370,[],17.44,0.7810121,22.33 - 41.49,-1.7200012,-0.0414558,74.34571,25.55568,50.31029,31.47616,31.47616,256700672.0,CLOSED,1.5562099,PCX,iShares Genomics Immunology and,39.77,IDNA,,,,,,,,,,,,,
Healthcare,healthcare,33,SBIO,ALPS Medical Breakthroughs ETF,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_healthcare/,2026-09-07T11:17:52+00:00,en-US,US,ETF,ETF,False,LOW,,,8.18462,-17.54972,USD,70.85,35.43,0.0,66.3341,1.3259048,0.019988285,55.619324,12.04068,0.21648376,15,0,America/New_York,EDT,-14400000,False,False,False,0.519991,0.5,0.350006,0.519991,71.46,63.76,True,1420036200000,2,-1.9952794,1788565888.0,66.31,-1.3500061,0.350006,1788551991,67.66,67.665,66.965 - 67.665,66.965,26567,67.31,200,2500,us_market,finmb_275139748,NYSEArca,ALPS Medical Breakthroughs ETF,66.98,41623,35440,[],32.230003,0.90968114,35.43 - 70.85,-3.1899948,-0.045024626,84.96446,,30.3886,22.57521,22.57521,239980512.0,CLOSED,,PCX,ALPS Medical Breakthroughs ETF,66.31,SBIO,,0.0,0.0,,,,,,,,,,
Healthcare,healthcare,34,FIXT,TCW Core Plus Bond ETF,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_healthcare/,2026-09-07T11:17:52+00:00,en-US,US,ETF,ETF,False,LOW,1.04,19.4325689856199,5.52524,-1.1661,USD,39.35,36.88,5.65,37.32198,-0.24197769,-0.006483517,37.883057,-0.8030548,-0.021198258,15,0,America/New_York,EDT,-14400000,False,False,False,0.0809787,0.4,0.0300026,0.0809787,38.89,35.15,True,1750080600000,2,0.0,1788564681.0,37.08,0.0,0.0300026,1788552081,37.08,37.1,37.03 - 37.1,37.03,29335,37.05,2000,100,us_market,finmb_1938806888,NYSE,TCW Core Plus Bond ETF,37.06,27419,18620,[],0.20000076,0.005423014,36.88 - 39.35,-2.2699966,-0.05768734,-4.260266,26.543806,-0.07566,-0.44534,-0.44534,229132688.0,CLOSED,1.3969362,NYQ,TCW Core Plus Bond ETF,37.08,FIXT,,0.0,0.0,,,,,,,,,,
Healthcare,healthcare,35,SLNZ,TCW Senior Loan ETF,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_healthcare/,2026-09-07T11:17:52+00:00,en-US,US,ETF,ETF,False,LOW,,,,,USD,47.27,44.58,7.42,45.68658,-0.2215805,-0.0048500127,45.766575,-0.3015747,-0.0065894094,15,0,America/New_York,EDT,-14400000,False,False,False,-0.320973,0.65,-0.1464,-0.320973,46.19,42.94,True,1732026600000,2,0.0,1788564607.0,45.465,0.0,-0.1464,1788550629,45.465,45.465,45.465 - 45.465,45.465,1025,45.6114,400,500,us_market,finmb_240742560,NYSE,TCW Senior Loan ETF,45.4,4744,3870,[],0.8849983,0.019851914,44.58 - 47.27,-1.8050003,-0.0381849,-3.0183434,,3.12185,1.56107,1.56107,222941184.0,CLOSED,,NYQ,TCW Senior Loan ETF,45.465,SLNZ,,0.0,0.0,,,,,,,,,,
Healthcare,healthcare,36,XHS,State Street SPDR S&P Health Care Services ETF,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_healthcare/,2026-09-07T11:17:52+00:00,en-US,US,ETF,ETF,False,LOW,0.2,18.208303,5.12164,9.83001,USD,138.92,97.17,0.2,134.7418,0.8691864,0.006450755,115.60255,20.008446,0.17307962,15,0,America/New_York,EDT,-14400000,False,False,False,-0.515212,0.35,-0.702301,-0.515212,136.81,133.75,True,1317303000000,2,0.0,1788564601.0,135.6107,0.0,-0.702301,1788551642,135.611,136.038,135.54 - 136.038,135.54,10696,136.313,1400,300,us_market,finmb_141049101,NYSEArca,State Street SPDR S&P Health Care Services ETF,135.48,28069,17250,[],38.440994,0.3956056,97.17 - 138.92,-3.3090057,-0.023819506,35.88176,18.460274,25.26925,16.79471,16.79471,212743856.0,CLOSED,7.346099,PCX,State Street SPDR S&P Health Ca,135.6107,XHS,,,,,,,,,,,,,
Healthcare,healthcare,37,CANC,Tema Oncology ETF,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_healthcare/,2026-09-07T11:17:52+00:00,en-US,US,ETF,ETF,False,LOW,0.06,21.78649237472767,,,USD,47.0,26.62,0.05,42.30598,1.7442207,0.041228704,38.037785,6.012417,0.15806432,15,0,America/New_York,EDT,-14400000,False,False,False,-0.7654832,0.75,-0.3824997,-0.86167985,42.11,41.61,True,1692019800000,2,0.13575238,1788564603.0,44.11,0.059799194,-0.33979797,1788552000,44.0502,44.36,43.92 - 44.36,43.92,28820,44.39,6,6,us_market,finmb_1815862546,NasdaqGM,Tema Oncology ETF,44.36,32290,21360,[],17.4302,0.65477836,26.62 - 47.0,-2.9497986,-0.06276167,60.561325,27.707748,24.88617,13.70225,13.70225,211090240.0,CLOSED,1.5898153,NGM,Tema Oncology ETF,44.11,CANC,Delayed Quote,0.0,0.0,,,,,,2023-08-15,,,,
Healthcare,healthcare,38,PSCH,Invesco S&P SmallCap Health Care ETF,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_healthcare/,2026-09-07T11:17:52+00:00,en-US,US,ETF,ETF,False,LOW,0.01,26.483051,-2.61753,5.61712,USD,56.45,39.08,0.01,54.1732,0.1882019,0.0034740777,46.7354,7.6259995,0.16317394,15,0,America/New_York,EDT,-14400000,False,False,False,-0.70977056,0.29,-0.4449997,-0.81278485,54.44,53.94,True,1270647000000,2,0.015816972,1788564602.0,54.37,0.008598328,-0.3885994,1788552000,54.3614,54.69,54.27 - 54.69,54.27,5179,54.75,2,2,us_market,finmb_100588930,NasdaqGM,Invesco S&P SmallCap Health Care ETF,54.69,26523,16050,[],15.281399,0.3910286,39.08 - 56.45,-2.0886002,-0.036999118,31.43133,26.381819,23.77058,20.89056,20.89056,183911968.0,CLOSED,2.060563,NGM,Invesco S&P SmallCap Health Car,54.37,PSCH,Delayed Quote,0.0,0.0,,,,,1483056000.0,,,,,
Healthcare,healthcare,39,MSMR,McElhenny Sheffield Managed Risk ETF,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_healthcare/,2026-09-07T11:17:52+00:00,en-US,US,ETF,ETF,False,LOW,1.86,24.443901,,,USD,37.67,31.93,1.86,34.83096,-0.27486038,-0.007891267,35.29029,-0.7341919,-0.020804359,15,0,America/New_York,EDT,-14400000,False,False,False,0.0176547,1.06,0.0060997,0.0176547,52.37,17.27,True,1637159400000,2,0.07558691,1788552604.0,34.5561,0.026100159,0.0060997,1788549802,34.5561,34.5561,34.49 - 34.5561,34.49,13868,34.55,600,700,us_market,finmb_1683192087,Cboe US,McElhenny Sheffield Managed Risk ETF,34.54,15592,21030,[],2.6260986,0.08224549,31.93 - 37.67,-3.1138992,-0.08266258,6.358874,24.522457,1.522,-6.75396,-6.75396,181699424.0,CLOSED,1.4091613,BTS,McElhenny Sheffield Managed Ris,34.5561,MSMR,Delayed Quote,0.0,0.0,,,,,,,,,,
Healthcare,healthcare,40,CURE,Direxion Daily Healthcare Bull 3X Shares,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_healthcare/,2026-09-07T11:17:52+00:00,en-US,US,ETF,ETF,False,LOW,0.94,30.469226,-9.75955,87.43447,USD,150.0,74.34,0.94,125.7724,10.707596,0.0851347,108.65935,27.820648,0.25603548,15,0,America/New_York,EDT,-14400000,False,False,False,-3.30854,0.94,-4.67,-3.30854,140.0,131.9,True,1308144600000,2,-0.21981467,1788566111.0,136.18,-0.30000305,-4.67,1788552000,136.48,138.775,135.85 - 138.775,135.85,69762,141.15,100,200,us_market,finmb_134270136,NYSEArca,Direxion Daily Healthcare Bull 3X Shares,136.465,76047,63740,[],62.14,0.8358892,74.34 - 150.0,-13.520004,-0.09013336,67.93405,30.890207,21.44153,42.3086,42.3086,181514752.0,CLOSED,4.4182286,PCX,Direxion Daily Healthcare Bull ,136.18,CURE,,0.0,0.0,,,,,,,,,,
Healthcare,healthcare,41,GTOQ,Invesco High Yield Systematic Bond ETF,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_healthcare/,2026-09-07T11:17:52+00:00,en-US,US,ETF,ETF,False,LOW,,,,,USD,23.01,21.84,6.92,22.30032,-0.035320282,-0.0015838464,22.430265,-0.16526604,-0.007367993,15,0,America/New_York,EDT,-14400000,False,False,False,-0.11216475,0.39,-0.010000229,-0.044864193,28.59,16.07,True,1607351400000,2,-0.022453003,1788564604.0,22.26,-0.0049991608,-0.025001526,1788552000,22.265,22.28,22.22 - 22.28,22.22,3134,22.29,2,2,us_market,finmb_649835652,NasdaqGM,Invesco High Yield Systematic Bond ETF,22.22,26042,17330,[],0.42499924,0.019459672,21.84 - 23.01,-0.74500084,-0.03237726,-2.4534523,,2.9474,1.1727,1.1727,180987072.0,CLOSED,,NGM,Invesco High Yield Systematic B,22.26,GTOQ,Delayed Quote,0.0,0.0,,,,,,,,,,
Healthcare,healthcare,42,XHE,State Street SPDR S&P Health Care Equipment ETF,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_healthcare/,2026-09-07T11:17:52+00:00,en-US,US,ETF,ETF,False,LOW,0.05,28.901734,-5.97071,3.18509,USD,97.65,76.0,0.05,90.9822,3.2176971,0.035366226,85.79275,8.40715,0.09799372,15,0,America/New_York,EDT,-14400000,False,False,False,-0.0849608,0.35,-0.080101,-0.0849608,95.01,92.84,True,1296138600000,2,0.0,1788564603.0,94.1999,0.0,-0.080101,1788551952,94.1999,94.21,93.5003 - 94.21,93.5003,6271,94.28,500,100,us_market,finmb_118789343,NYSEArca,State Street SPDR S&P Health Care Equipment ETF,93.86,24803,17910,[],18.199898,0.23947234,76.0 - 97.65,-3.4501038,-0.035331324,14.264917,28.658318,7.91831,19.56621,19.56621,180695152.0,CLOSED,3.2870002,PCX,State Street SPDR S&P Health Ca,94.1999,XHE,,,,,,,,,,,,,
Healthcare,healthcare,43,LDSF,First Trust Low Duration Strategic Focus ETF,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_healthcare/,2026-09-07T11:17:52+00:00,en-US,US,ETF,ETF,False,LOW,3.8,12.03079884504331,6.60596,-0.32738,USD,19.59,18.73,4.69,18.8574,-0.04740143,-0.0025136778,19.008795,-0.19879532,-0.010458071,15,0,America/New_York,EDT,-14400000,False,False,False,0.0,0.77,0.0,0.0,18.9,18.84,True,1546957800000,2,0.0,1788552604.0,18.81,0.0,0.0,1788552000,18.81,18.8384,18.79 - 18.8384,18.79,11501,18.81,10,10,us_market,finmb_578353227,NasdaqGM,First Trust Low Duration Strategic Focus ETF,18.8384,25979,22600,[],0.07999992,0.0042712186,18.73 - 19.59,-0.7800007,-0.039816268,-1.8523335,,1.3444,0.44033,0.44033,164638416.0,CLOSED,,NGM,First Trust Low Duration Strate,18.81,LDSF,Delayed Quote,0.0,0.0,,,,,1548892800.0,,,,,
Healthcare,healthcare,44,FSYD,Fidelity Sustainable High Yield ETF,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_healthcare/,2026-09-07T11:17:52+00:00,en-US,US,ETF,ETF,False,LOW,6.35,19.00057001710051,,,USD,49.16,47.22,6.3,48.45266,-0.2930603,-0.006048384,48.58552,-0.4259224,-0.008766447,15,0,America/New_York,EDT,-14400000,False,False,False,-0.0338348,0.55,-0.0163002,-0.0338348,51.07,44.3,True,1645108200000,2,0.0,1788564603.0,48.1596,0.0,-0.0163002,1788551702,48.1596,48.1888,48.09 - 48.1888,48.09,41939,48.1759,100,100,us_market,finmb_1762380382,NYSEArca,Fidelity Sustainable High Yield ETF,48.13,25047,25030,[],0.9395981,0.019898307,47.22 - 49.16,-1.0004005,-0.02034989,-0.8951545,18.758915,3.87024,0.43093,0.43093,145602000.0,CLOSED,2.5672913,PCX,Fidelity Sustainable High Yield,48.1596,FSYD,,0.0,0.0,,,,,,,,,,
Healthcare,healthcare,45,LFSC,F/m Emerald Life Sciences Innovation ETF,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_healthcare/,2026-09-07T11:17:52+00:00,en-US,US,ETF,ETF,False,LOW,,,,,USD,48.78,27.67,0.0,46.31738,-0.18327713,-0.0039569843,39.358894,6.7752075,0.17213917,15,0,America/New_York,EDT,-14400000,False,False,False,-0.023618137,0.54,0.005001068,0.010837724,47.58,47.25,True,1730381400000,2,0.0,1788564603.0,46.1341,0.0,-0.01089859,1788552000,46.1341,46.15,45.85 - 46.15,45.85,1075,46.145,2,2,us_market,finmb_1897949216,NasdaqGM,F/m Emerald Life Sciences Innovation ETF,45.85,4695,2680,[],18.464102,0.66729677,27.67 - 48.78,-2.645897,-0.05424143,58.918358,,25.10489,16.26866,16.26866,126274720.0,CLOSED,,NGM,F/m Emerald Life Sciences Innov,46.1341,LFSC,Delayed Quote,0.0,0.0,,,,,,2024-10-31,,,,
Healthcare,healthcare,46,MJ,Amplify Alternative Harvest ETF,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_healthcare/,2026-09-07T11:17:52+00:00,en-US,US,ETF,ETF,False,LOW,,,-11.43279,-21.74772,USD,46.75,21.05,2.21,24.48714,1.2728596,0.051980734,26.253925,-0.4939251,-0.018813381,15,0,America/New_York,EDT,-14400000,False,False,False,-0.116327,0.75,-0.0300007,-0.116327,28.0,24.0,True,1449153000000,2,0.0,1788564602.0,25.76,0.0,-0.0300007,1788551995,25.76,26.62,25.61 - 26.62,25.61,92043,25.79,300,200,us_market,finmb_310520628,NYSEArca,Amplify Alternative Harvest ETF,26.36,38150,48550,[],4.710001,0.22375302,21.05 - 46.75,-20.99,-0.44898394,-20.173538,,-10.20953,-0.69477,-0.69477,117986064.0,CLOSED,,PCX,ETFMG Alternative Harvest ETF,25.76,MJ,,0.0,0.0,,,,,1529539200.0,,,,,
