sector,yahoo_sector_key,rank,ticker,etf_name,source_url,retrieved_at_utc,screen_language,screen_region,screen_quote_type,screen_type_disp,screen_triggerable,screen_custom_price_alert_confidence,screen_yield_ttm,screen_pe_ttm,screen_annual_return_nav_y3,screen_annual_return_nav_y5,screen_currency,screen_fifty_two_week_high,screen_fifty_two_week_low,screen_dividend_yield,screen_fifty_day_average,screen_fifty_day_average_change,screen_fifty_day_average_change_percent,screen_two_hundred_day_average,screen_two_hundred_day_average_change,screen_two_hundred_day_average_change_percent,screen_source_interval,screen_exchange_data_delayed_by,screen_exchange_timezone_name,screen_exchange_timezone_short_name,screen_gmt_off_set_milliseconds,screen_esg_populated,screen_tradeable,screen_crypto_tradeable,screen_regular_market_change_percent,screen_net_expense_ratio,screen_fullday_change,screen_fullday_change_percent,screen_ask,screen_bid,screen_has_pre_post_market_data,screen_first_trade_date_milliseconds,screen_price_hint,screen_post_market_change_percent,screen_post_market_time,screen_post_market_price,screen_post_market_change,screen_regular_market_change,screen_regular_market_time,screen_regular_market_price,screen_regular_market_day_high,screen_regular_market_day_range,screen_regular_market_day_low,screen_regular_market_volume,screen_regular_market_previous_close,screen_bid_size,screen_ask_size,screen_market,screen_message_board_id,screen_full_exchange_name,screen_long_name,screen_regular_market_open,screen_average_daily_volume3_month,screen_average_daily_volume10_day,screen_corporate_actions,screen_fifty_two_week_low_change,screen_fifty_two_week_low_change_percent,screen_fifty_two_week_range,screen_fifty_two_week_high_change,screen_fifty_two_week_high_change_percent,screen_fifty_two_week_change_percent,screen_trailing_pe,screen_ytd_return,screen_trailing_three_month_returns,screen_trailing_three_month_nav_returns,screen_net_assets,screen_market_state,screen_eps_trailing_twelve_months,screen_exchange,screen_short_name,screen_fullday_price,screen_symbol,screen_quote_source_name,screen_trailing_annual_dividend_rate,screen_trailing_annual_dividend_yield,screen_financial_currency,screen_shares_outstanding,screen_book_value,screen_price_to_book,screen_dividend_date,screen_ipo_expected_date,screen_forward_pe,screen_eps_forward,screen_prev_name,screen_name_change_date
Healthcare,healthcare,47,BBP,Virtus LifeSci Biotech Products ETF,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_healthcare/,2026-09-07T11:17:52+00:00,en-US,US,ETF,ETF,False,LOW,,,17.43969,-8.23655,USD,110.05,68.046,0.0,101.02768,7.299324,0.07225073,87.68913,20.63787,0.23535267,15,0,America/New_York,EDT,-14400000,False,False,False,-0.486694,0.34,-0.5298,-0.486694,108.3,99.81,True,1418826600000,2,0.0,1788565811.0,108.3272,0.0,-0.5298,1788551387,108.327,108.4418,107.74 - 108.4418,107.74,8960,108.857,100,500,us_market,finmb_274653437,NYSEArca,Virtus LifeSci Biotech Products ETF,108.71,9200,8630,[],40.281006,0.5919673,68.046 - 110.05,-1.7229996,-0.015656516,54.84134,,33.08977,22.61634,22.61634,116767432.0,CLOSED,,PCX,Virtus Biotech ETF,108.3272,BBP,,,,,,,,,,,,,
Healthcare,healthcare,48,KURE,KraneShares MSCI All China Health Care Index ETF,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_healthcare/,2026-09-07T11:17:52+00:00,en-US,US,ETF,ETF,False,LOW,3.86,23.137436,-17.30863,-15.85689,USD,21.875,14.38,3.86,17.75876,1.1412392,0.06426345,17.48135,1.4186497,0.08115218,15,0,America/New_York,EDT,-14400000,False,False,False,-0.0528833,0.65,-0.0100002,-0.0528833,19.01,18.36,True,1517495400000,2,0.0,1788555900.0,18.9,0.0,-0.0100002,1788551985,18.9,18.92,18.75 - 18.92,18.75,55747,18.91,1100,500,us_market,finmb_546573856,NYSEArca,KraneShares MSCI All China Health Care Index ETF,18.82,61987,30380,[],4.5199995,0.31432542,14.38 - 21.875,-2.9750004,-0.13600002,-13.461536,23.612179,7.92541,14.81711,14.81711,109251376.0,CLOSED,0.80043435,PCX,KraneShares MSCI All China Heal,18.9,KURE,,0.0,0.0,,,,,,,,,,
Healthcare,healthcare,49,BIB,ProShares Ultra Nasdaq Biotechnology,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_healthcare/,2026-09-07T11:17:52+00:00,en-US,US,ETF,ETF,False,LOW,0.77,22.593764121102577,-1.27935,-5.91113,USD,126.4,55.34,0.28,107.4538,12.545502,0.11675252,88.7832,31.216095,0.3515991,15,0,America/New_York,EDT,-14400000,False,False,False,-1.3285366,0.95,-1.7200012,-1.4143002,105.06,98.19,True,1270819800000,2,1.8089273,1788565629.0,122.17,2.1707,-1.6156998,1788552000,119.9993,121.57,119.6303 - 121.57,119.6303,5940,121.615,1,1,us_market,finmb_100661718,NasdaqGM,ProShares Ultra Nasdaq Biotechnology,121.0,12126,8850,[],64.6593,1.1684008,55.34 - 126.4,-6.4007034,-0.050638475,106.647156,,46.06489,37.60266,37.60266,101351688.0,CLOSED,,NGM,ProShares Ultra Nasdaq Biotechn,122.17,BIB,Delayed Quote,,,,,,,,,,,,
Healthcare,healthcare,50,IBBQ,Invesco Nasdaq Biotechnology ETF,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_healthcare/,2026-09-07T11:17:52+00:00,en-US,US,ETF,ETF,False,LOW,0.8,23.685457,,,USD,36.84,23.42,0.72,33.85966,2.1903381,0.06468872,30.320835,5.729164,0.1889514,15,0,America/New_York,EDT,-14400000,False,False,False,-0.57914805,0.19,-0.24499893,-0.67567277,42.41,23.57,True,1623418200000,2,-0.30513346,1788564602.0,35.94,-0.11000061,-0.20999908,1788552000,36.05,36.3,35.905 - 36.3,35.905,12165,36.26,2,2,us_market,finmb_713970250,NasdaqGM,Invesco Nasdaq Biotechnology ETF,36.3,28252,31060,[],12.629999,0.5392826,23.42 - 36.84,-0.7900009,-0.021444106,50.22712,26.616606,25.17815,19.01967,19.01967,96311824.0,CLOSED,1.3544176,NGM,Invesco Nasdaq Biotechnology ET,35.94,IBBQ,Delayed Quote,0.0,0.0,,,,,,2021-06-11,,,,
Healthcare,healthcare,51,RXL,ProShares Ultra Health Care,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_healthcare/,2026-09-07T11:17:52+00:00,en-US,US,ETF,ETF,False,LOW,1.18,30.469226,-3.19276,47.8263,USD,64.6,39.32,1.18,57.2714,3.4011993,0.059387397,51.3497,9.322899,0.18155703,15,0,America/New_York,EDT,-14400000,False,False,False,-2.17253,0.95,-1.3474,-2.17253,62.11,59.03,True,1170340200000,2,0.0,1788565260.0,60.6726,0.0,-1.3474,1788551347,60.6726,61.259,60.6404 - 61.259,60.6404,5158,62.02,300,300,us_market,finmb_32431717,NYSEArca,ProShares Ultra Health Care,61.04,15988,25560,[],21.3526,0.5430468,39.32 - 64.6,-3.9273987,-0.060795646,45.421864,30.747292,16.82147,28.07073,28.07073,95596952.0,CLOSED,1.9732665,PCX,ProShares Ultra Health Care,60.6726,RXL,,,,,,,,,,,,,
Healthcare,healthcare,52,AGNG,Global X Aging Population ETF,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_healthcare/,2026-09-07T11:17:52+00:00,en-US,US,ETF,ETF,False,LOW,0.86,25.510204,9.71289,3.62589,USD,39.48,32.44,0.86,37.48068,0.7235222,0.019303871,36.427635,1.7765656,0.04876972,15,0,America/New_York,EDT,-14400000,False,False,False,-1.2027612,0.5,-0.39929962,-1.0326011,47.89,26.85,True,1462887000000,2,-0.14186718,1788564603.0,38.15,-0.05419922,-0.46509933,1788552000,38.2042,38.38,38.19 - 38.38,38.19,13077,38.6693,2,2,us_market,finmb_329349475,NasdaqGM,Global X Aging Population ETF,38.19,13493,8660,[],5.764202,0.1776881,32.44 - 39.48,-1.2757988,-0.032315068,12.420917,25.633797,6.59628,8.72092,8.72092,93916448.0,CLOSED,1.490384,NGM,Global X Aging Population ETF,38.15,AGNG,Delayed Quote,,,,,,,,,,,,
Healthcare,healthcare,53,GNOM,Global X Genomics & Biotechnology ETF,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_healthcare/,2026-09-07T11:17:52+00:00,en-US,US,ETF,ETF,False,LOW,,,-8.60979,-15.99639,USD,68.0,36.0,1.01,58.9168,5.3432007,0.09069061,49.673626,14.586376,0.29364428,15,0,America/New_York,EDT,-14400000,False,False,False,-1.0928106,0.5,-0.7099991,-1.0928106,56.47,55.77,True,1554903000000,2,0.0,1788564603.0,64.26,0.0,-0.7099991,1788552001,64.26,64.61,63.59 - 64.61,63.59,52741,64.97,3,3,us_market,finmb_605753422,NasdaqGM,Global X Genomics & Biotechnology ETF,64.61,31328,36600,[],28.260002,0.7850001,36.0 - 68.0,-3.7399979,-0.05499997,72.25573,,41.79977,30.16653,30.16653,91900472.0,CLOSED,,NGM,Global X Genomics & Biotechnolo,64.26,GNOM,Delayed Quote,,,,,,,,,,,,
Healthcare,healthcare,54,SURI,Simplify Propel Opportunities ETF,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_healthcare/,2026-09-07T11:17:52+00:00,en-US,US,ETF,ETF,False,LOW,13.49,40.899796,,,USD,21.31,14.9,13.49,18.70574,1.6895599,0.090323076,17.456205,2.9390945,0.1683696,15,0,America/New_York,EDT,-14400000,False,False,False,0.469461,2.56,0.0953007,0.469461,29.24,10.15,True,1676039400000,2,0.0,1788565828.0,20.3953,0.0,0.0953007,1788549962,20.3953,20.48,20.2 - 20.48,20.2,1910,20.3,100,100,us_market,finmb_1803860914,NYSEArca,Simplify Propel Opportunities ETF,20.2,3166,4480,[],5.4953003,0.3688121,14.9 - 21.31,-0.91469955,-0.04292349,29.863094,41.37942,30.28091,19.37075,19.37075,86884704.0,CLOSED,0.4928851,PCX,Simplify Propel Opportunities E,20.3953,SURI,,0.0,0.0,,,,,,,,,,
Healthcare,healthcare,55,CNBS,Amplify Seymour Cannabis ETF,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_healthcare/,2026-09-07T11:17:52+00:00,en-US,US,ETF,ETF,False,LOW,69.86,11.531365313653136,,,USD,43.94,18.43,0.0,26.8481,2.2722988,0.08463536,26.270756,2.8496437,0.10847209,15,0,America/New_York,EDT,-14400000,False,False,False,1.9265,0.76,0.5504,1.9265,59.49,22.56,True,1563888600000,2,0.0,1788566145.0,29.1204,0.0,0.5504,1788551878,29.1204,29.42,28.78 - 29.42,28.78,16609,28.57,400,100,us_market,finmb_612263392,NYSEArca,Amplify Seymour Cannabis ETF,28.67,5652,5490,[],10.690399,0.5800542,18.43 - 43.94,-14.819599,-0.337269,0.18234253,21.866545,1.243,-1.25839,-1.25839,81444264.0,CLOSED,1.331733,PCX,Amplify Seymour Cannabis ETF,29.1204,CNBS,,0.0,0.0,,,,,,,,,,
Healthcare,healthcare,56,HTEC,Robo Global Healthcare Technology and Innovation ETF,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_healthcare/,2026-09-07T11:17:52+00:00,en-US,US,ETF,ETF,False,LOW,0.82,27.578599,,,USD,43.78,29.75,0.82,39.91814,2.431858,0.060921125,36.131714,6.2182846,0.17210045,15,0,America/New_York,EDT,-14400000,False,False,False,-0.792725,0.68,-0.338402,-0.792725,42.46,0.0,True,1561469400000,2,0.0,1788564603.0,42.35,0.0,-0.338402,1788552000,42.35,42.41,42.2198 - 42.41,42.2198,2727,42.6884,900,400,us_market,finmb_612287202,NYSEArca,Robo Global Healthcare Technology and Innovation ETF,42.2198,25157,7430,[],12.599998,0.42352936,29.75 - 43.78,-1.4300003,-0.032663323,37.214874,27.4942,19.83075,21.7192,21.7192,76471336.0,CLOSED,1.5403248,PCX,Robo Global Healthcare Technolo,42.35,HTEC,,0.0,0.0,,,,,,,,,,
Healthcare,healthcare,57,OZEM,Roundhill Glp-1 & Weight Loss ETF,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_healthcare/,2026-09-07T11:17:52+00:00,en-US,US,ETF,ETF,False,LOW,1.24,17.758835,,,USD,37.15,25.66,1.24,33.03376,0.3326416,0.0100697465,32.84712,0.5192833,0.015809098,15,0,America/New_York,EDT,-14400000,False,False,False,-0.69522864,0.59,-0.2417984,-0.7196381,41.71,23.33,True,1716298200000,2,-0.019184154,1788564603.0,33.36,-0.006401062,-0.2335968,1788552000,33.3664,33.52,33.22 - 33.52,33.22,18357,33.6,2,2,us_market,finmb_1876551011,NasdaqGM,Roundhill Glp-1 & Weight Loss ETF,33.52,21788,9790,[],7.706402,0.30032742,25.66 - 37.15,-3.7835999,-0.10184656,27.692307,18.02456,-3.40036,3.77518,3.77518,63573852.0,CLOSED,1.8511631,NGM,Roundhill GLP-1 & Weight Loss E,33.36,OZEM,Delayed Quote,0.0,0.0,,,,,,2024-05-21,,,,
Healthcare,healthcare,58,PSIL,AdvisorShares Psychedelics ETF,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_healthcare/,2026-09-07T11:17:52+00:00,en-US,US,ETF,ETF,False,LOW,,,,,USD,27.018,15.635,6.88,24.47716,0.3828411,0.015640749,19.89813,4.96187,0.24936363,15,0,America/New_York,EDT,-14400000,False,False,False,1.09801,1.0,0.27,1.09801,25.25,24.5,True,1631799000000,2,0.0,1788564602.0,24.86,0.0,0.27,1788552000,24.86,24.8899,24.45 - 24.8899,24.45,20573,24.59,400,100,us_market,finmb_1674017254,NYSEArca,AdvisorShares Psychedelics ETF,24.81,41933,35350,[],9.225,0.5900224,15.635 - 27.018,-2.157999,-0.079872645,40.056335,,43.42791,14.7503,14.7503,55609064.0,CLOSED,,PCX,AdvisorShares Psychedelics ETF,24.86,PSIL,,0.0,0.0,,,,,,,,,,
Healthcare,healthcare,59,HRTS,Tema Heart & Health ETF,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_healthcare/,2026-09-07T11:17:52+00:00,en-US,US,ETF,ETF,False,LOW,1.27,24.666996,,,USD,38.865,29.54,1.27,37.13398,0.435421,0.011725675,35.29587,2.273529,0.06441346,15,0,America/New_York,EDT,-14400000,False,False,False,-1.1331558,0.75,-0.47299957,-1.2447357,47.47,26.28,True,1700577000000,2,0.112986274,1788552604.0,37.5694,0.04240036,-0.4305992,1788552000,37.5694,37.68,37.5 - 37.68,37.5,1411,38.0,2,1,us_market,finmb_1859892661,NasdaqGM,Tema Heart & Health ETF,37.65,5109,3070,[],8.0294,0.27181447,29.54 - 38.865,-1.2956009,-0.033335928,22.951305,24.660366,5.63116,8.54714,8.54714,55606348.0,CLOSED,1.5234729,NGM,Tema Heart & Health ETF,37.5694,HRTS,Delayed Quote,0.0,0.0,,,,,,2023-11-21,,,,
Healthcare,healthcare,60,FMED,Fidelity Disruptive Medicine ETF,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_healthcare/,2026-09-07T11:17:52+00:00,en-US,US,ETF,ETF,False,LOW,0.0,40.502228,,,USD,32.888,23.48,0.0,29.93826,1.8454418,0.06164159,27.00549,4.7782116,0.17693482,15,0,America/New_York,EDT,-14400000,False,False,False,-0.4581878,0.5,-0.15999985,-0.50109565,28.87,20.72,True,1686576600000,2,0.043123968,1788552604.0,31.7837,0.013700485,-0.14629936,1788552000,31.7837,31.84,31.55 - 31.84,31.55,4404,31.93,2,1,us_market,finmb_647865790,NasdaqGM,Fidelity Disruptive Medicine ETF,31.84,6666,6010,[],8.303701,0.35364997,23.48 - 32.888,-1.1042995,-0.033577584,26.412916,45.04638,17.15243,25.78291,25.78291,51541304.0,CLOSED,0.70557725,NGM,Fidelity Disruptive Medicine ET,31.7837,FMED,Delayed Quote,0.0,0.0,,,,,,2023-06-12,,,,
Healthcare,healthcare,61,BBC,Virtus LifeSci Biotech Clinical Trials ETF,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_healthcare/,2026-09-07T11:17:52+00:00,en-US,US,ETF,ETF,False,LOW,,,-1.63898,-22.34784,USD,56.18,23.81,1.24,52.27346,1.4365387,0.027481224,44.30192,9.408077,0.21236274,15,0,America/New_York,EDT,-14400000,False,False,False,0.599363,0.65,0.32,0.599363,55.37,47.43,True,1418826600000,2,2.3831737,1788564601.0,54.99,1.2800026,0.32,1788552000,53.71,53.755,53.485 - 53.755,53.485,6744,53.39,200,200,us_market,finmb_274653436,NYSEArca,Virtus LifeSci Biotech Clinical Trials ETF,53.0,22538,18720,[],29.9,1.2557749,23.81 - 56.18,-2.4700012,-0.043965846,120.303535,,36.9316,18.68737,18.68737,50319076.0,CLOSED,,PCX,Virtus Biotech Clinical Trials ,54.99,BBC,,0.0,0.0,,,,,1514332800.0,,,,,
Healthcare,healthcare,62,MEDI,Harbor Health Care ETF,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_healthcare/,2026-09-07T11:17:52+00:00,en-US,US,ETF,ETF,False,LOW,0.04,29.647198,,,USD,35.605,27.5,0.04,33.90524,0.46065903,0.013586662,31.629354,2.7365437,0.086519115,15,0,America/New_York,EDT,-14400000,False,False,False,-0.87427,0.8,-0.303101,-0.87427,34.33,34.27,True,1668695400000,2,0.0,1788564603.0,34.3659,0.0,-0.303101,1788551430,34.3659,34.39,34.215 - 34.39,34.215,2584,34.669,100,3200,us_market,finmb_1797262633,NYSEArca,Harbor Health Care ETF,34.39,4095,3460,[],6.865898,0.24966903,27.5 - 35.605,-1.2391014,-0.03480133,20.964443,30.045786,8.79067,10.52837,10.52837,43601392.0,CLOSED,1.1437843,PCX,Harbor Health Care ETF,34.3659,MEDI,,0.0,0.0,,,,,,,,,,
Healthcare,healthcare,63,YOLO,AdvisorShares Pure Cannabis ETF,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_healthcare/,2026-09-07T11:17:52+00:00,en-US,US,ETF,ETF,False,LOW,,,,,USD,4.526,2.39,0.0,2.7803,0.28970003,0.104197405,2.95121,0.11878991,0.040251255,15,0,America/New_York,EDT,-14400000,False,False,False,1.32013,0.51,0.04,1.32013,3.15,3.05,True,1555594200000,4,0.0,1788566069.0,3.07,0.0,0.04,1788551999,3.07,3.1,3.0 - 3.1,3.0,28792,3.03,100,100,us_market,finmb_607810843,NYSEArca,AdvisorShares Pure Cannabis ETF,2.98,33093,30400,[],0.6799998,0.28451875,2.39 - 4.526,-1.4560001,-0.32169688,-3.9123654,,-5.7129,0.67202,0.67202,35694036.0,CLOSED,,PCX,AdvisorShares Pure Cannabis ETF,3.07,YOLO,,0.0,0.0,,,,,,,,,,
Healthcare,healthcare,64,NVOX,Defiance Daily Target 2X Long NVO ETF,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_healthcare/,2026-09-07T11:17:52+00:00,en-US,US,ETF,ETF,False,LOW,,,,,USD,36.0,9.23,0.0,15.7017,-1.1317005,-0.07207503,16.55785,-1.9878502,-0.12005485,15,0,America/New_York,EDT,-14400000,False,False,False,-4.08163,1.31,-0.62,-4.08163,14.92,14.27,True,1733236200000,2,-0.27453646,1788565881.0,14.53,-0.03999996,-0.62,1788551999,14.57,14.65,14.215 - 14.65,14.215,410045,15.19,400,700,us_market,finmb_1878723759,NYSEArca,Defiance Daily Target 2X Long NVO ETF,14.42,400953,310730,[],5.34,0.57854825,9.23 - 36.0,-21.43,-0.5952778,-47.056686,71.3996,-36.66289,-7.24135,-7.24135,35309956.0,CLOSED,0.20406277,PCX,Defiance Daily Target 2X Long N,14.53,NVOX,,0.0,0.0,,,,,,,,,,
Healthcare,healthcare,65,FOPC,Frontier Asset Opportunistic Credit ETF,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_healthcare/,2026-09-07T11:17:52+00:00,en-US,US,ETF,ETF,False,LOW,,,,,USD,26.2,25.09,4.23,25.24494,-0.060239792,-0.0023862126,25.54533,-0.36063004,-0.014117259,15,0,America/New_York,EDT,-14400000,False,False,False,-0.0115103,0.87,-0.00289917,-0.0115103,28.67,22.26,True,1734705000000,2,0.0,1788555900.0,25.1847,0.0,-0.00289917,1788549322,25.1847,25.185,25.1847 - 25.185,25.1847,1261,25.1876,100,3900,us_market,finmb_1900657966,NYSEArca,Frontier Asset Opportunistic Credit ETF,25.185,2338,1400,[],0.09469986,0.0037744064,25.09 - 26.2,-1.0153008,-0.038751937,-3.2090724,32.02449,0.19766,-0.49162,-0.49162,33014240.0,CLOSED,0.78642005,PCX,Frontier Asset Opportunistic Cr,25.1847,FOPC,,0.0,0.0,,,,,,,,,,
Healthcare,healthcare,66,TMED,T. Rowe Price Health Care ETF,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_healthcare/,2026-09-07T11:17:52+00:00,en-US,US,ETF,ETF,False,LOW,0.46,32.425422,,,USD,36.72,25.59,0.46,34.9778,0.67030334,0.01916368,31.29737,4.350731,0.13901266,15,0,America/New_York,EDT,-14400000,False,False,False,-0.56289554,0.44,-0.23489761,-0.6552253,44.19,24.92,True,1749735000000,2,-0.07883414,1788564603.0,35.62,-0.028102875,-0.20179749,1788552000,35.6481,35.66,35.545 - 35.66,35.545,3333,35.8499,2,2,us_market,finmb_1931382524,NasdaqGM,T. Rowe Price Health Care ETF,35.5647,7642,8710,[],10.058102,0.39304814,25.59 - 36.72,-1.0718994,-0.029191159,37.706184,32.59338,19.30593,11.87994,11.87994,31871624.0,CLOSED,1.0937221,NGM,T. Rowe Price Health Care ETF,35.62,TMED,Delayed Quote,0.0,0.0,,,,,,2025-06-12,,,,
Healthcare,healthcare,67,HELX,Franklin Genomic Advancements ETF,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_healthcare/,2026-09-07T11:17:52+00:00,en-US,US,ETF,ETF,False,LOW,0.43,28.184893,,,USD,43.509,29.8,0.34,40.65698,1.2314224,0.030288095,36.494953,5.393448,0.14778613,15,0,America/New_York,EDT,-14400000,False,False,False,-0.99692,0.5,-0.421799,-0.99692,63.32,41.68,True,1582813800000,2,0.0,1788564602.0,41.8884,0.0,-0.421799,1788551589,41.8884,41.89,41.76 - 41.89,41.76,1576,42.3102,600,600,us_market,finmb_641524305,Cboe US,Franklin Genomic Advancements ETF,41.76,2649,1310,[],12.088402,0.40565106,29.8 - 43.509,-1.6205978,-0.037247416,37.310696,35.347908,15.91212,18.77462,18.77462,31542584.0,CLOSED,1.185032,BTS,Franklin Genomic Advancements E,41.8884,HELX,Delayed Quote,0.0,0.0,,,,,,,,,,
Healthcare,healthcare,68,HEAL,Global X HealthTech ETF,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_healthcare/,2026-09-07T11:17:52+00:00,en-US,US,ETF,ETF,False,LOW,0.24,28.034763,,,USD,33.59,23.0,0.24,28.48986,1.1251392,0.03949262,27.412245,2.202755,0.080356605,15,0,America/New_York,EDT,-14400000,False,False,False,0.25388914,0.5,0.14999962,0.5077847,35.85,19.93,True,1596115800000,2,-0.2532462,1788565194.0,29.54,-0.074998856,0.074998856,1788552000,29.615,29.7,29.4153 - 29.7,29.4153,6439,29.54,2,2,us_market,finmb_674482665,NasdaqGM,Global X HealthTech ETF,29.475,8549,3800,[],6.615,0.28760868,23.0 - 33.59,-3.9750004,-0.1183388,-8.454407,27.91693,1.57104,18.72255,18.72255,31219752.0,CLOSED,1.0608258,NGM,Global X HealthTech ETF,29.54,HEAL,Delayed Quote,,,,,,,,,,,,
Healthcare,healthcare,69,HYBX,TCW High Yield Bond ETF,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_healthcare/,2026-09-07T11:17:52+00:00,en-US,US,ETF,ETF,False,LOW,,,,,USD,30.937,29.25,7.9,29.60504,-0.20003891,-0.006756921,29.86725,-0.46224976,-0.01547681,15,0,America/New_York,EDT,-14400000,False,False,False,-0.372687,0.5,-0.109999,-0.372687,29.45,26.01,True,1732026600000,2,0.0,1788555900.0,29.405,0.0,-0.109999,1788550879,29.405,29.435,29.405 - 29.435,29.405,3154,29.515,400,2100,us_market,finmb_33210848,NYSE,TCW High Yield Bond ETF,29.45,2979,1240,[],0.15500069,0.0052991686,29.25 - 30.937,-1.5319996,-0.04951998,-4.1401806,,3.06968,1.05301,1.05301,28941182.0,CLOSED,,NYQ,TCW High Yield Bond ETF,29.405,HYBX,,0.0,0.0,,,,,,,,,,
Healthcare,healthcare,70,XLVI,State Street Health Care Select Sector SPDR Premium Income ETF,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_healthcare/,2026-09-07T11:17:52+00:00,en-US,US,EQUITY,Equity,False,LOW,8.09,30.469226,,,USD,27.35,24.2,,26.62666,-0.029758453,-0.0011176188,26.023556,0.5733452,0.022031777,15,0,America/New_York,EDT,-14400000,False,False,False,-1.01637,,-0.2731,-1.01637,33.27,26.57,True,1753882200000,2,0.0,1788564603.0,26.5969,0.0,-0.2731,1788551033,26.5969,26.74,26.5562 - 26.74,26.5562,72604,26.87,1000,1000,us_market,finmb_1945105166,NYSEArca,State Street Health Care Select Sector SPDR Premium Income ETF,26.62,27606,52610,[],2.3969002,0.099045455,24.2 - 27.35,-0.75309944,-0.027535629,6.1036468,30.308672,,,,,CLOSED,0.87753433,PCX,State Street Health Care Select,26.5969,XLVI,,0.0,0.0,,,,,,,,,The Select Sector SPDR Trust - The Health Care Select Sector SPDR Premium Income Fund,2026-09-07
Healthcare,healthcare,71,PILL,Direxion Daily Pharmaceutical & Medical Bull 3X Shares ETF,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_healthcare/,2026-09-07T11:17:52+00:00,en-US,US,ETF,ETF,False,LOW,1.64,14.378145219266715,-12.66429,-37.17096,USD,24.15,7.06,0.33,20.139,0.85099983,0.04225631,14.0656,6.9243994,0.4922932,15,0,America/New_York,EDT,-14400000,False,False,False,0.574983,0.98,0.119999,0.574983,21.49,20.68,True,1510756200000,2,-0.3334907,1788555900.0,20.92,-0.069999695,0.119999,1788552000,20.99,21.02,20.34 - 21.02,20.34,24570,20.87,100,1700,us_market,finmb_429657323,NYSEArca,Direxion Daily Pharmaceutical & Medical Bull 3X Shares ETF,20.71,68317,50320,[],13.93,1.9730879,7.06 - 24.15,-3.1599998,-0.13084885,160.74533,58.54457,69.51692,66.91417,66.91417,22818264.0,CLOSED,0.35853025,PCX,Direxion Daily Pharmaceutical &,20.92,PILL,,0.0,0.0,,,,,,,,,,
Healthcare,healthcare,72,QQQS,Invesco NASDAQ Future Gen 200 ETF,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_healthcare/,2026-09-07T11:17:52+00:00,en-US,US,ETF,ETF,False,LOW,,,,,USD,45.44,31.17,2.54,43.79824,0.94815826,0.02164832,38.776283,5.9701157,0.15396307,15,0,America/New_York,EDT,-14400000,False,False,False,1.0076742,0.2,0.44000244,0.99323356,56.03,31.68,True,1665667800000,2,0.075089514,1788564603.0,44.78,0.033599854,0.4463997,1788552000,44.7464,44.7464,44.44 - 44.7464,44.44,3532,44.3,2,2,us_market,finmb_1788682475,NasdaqGM,Invesco NASDAQ Future Gen 200 ETF,44.58,6663,3290,[],13.576399,0.4355598,31.17 - 45.44,-0.6935997,-0.015264078,41.726852,,29.75581,0.47835,0.47835,22543262.0,CLOSED,,NGM,Invesco NASDAQ Future Gen 200 E,44.78,QQQS,Delayed Quote,0.0,0.0,,,,,,2022-10-13,,,,
